fileid,chunk_index,mic_file,duration_sec,audio_start_sec,audio_end_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,ipdnet_sec,dsenet_sec,frontend_compute_sec,frontend_compute_rtf,frontend_compute_margin_sec,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,chunk_total_wall_sec,ipdnet_rtf,dsenet_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
2,3,mic_fileid_2_doa36_3spk_3.wav,4.0,40.0,44.0,3,"45,127,337",0,45,0.04883893404274165,enhanced_fileid_2_chunk3_pred45_idx0_loudest.wav,36,9.0,0.07859307300000751,0.8850947530000042,0.9636878260000117,0.24092195650000292,3.0363121739999883,2.997215904000001,4.0,44.0,44.000166870000015,0.0001668700000152512,0.5,1,1.0000037925000003,3.9609037300000125,0.019648268250001877,0.22127368825000104,0.7493039760000002,1,Have you all had breakfast?,1,I've had breakfast.,"quiet and monotonous, although hard working. Have you all had breakfast?",40.02,42.14
2,4,mic_fileid_2_doa36_3spk_4.wav,4.0,44.0,48.0,3,"45,125,318",0,45,0.03671838286810082,enhanced_fileid_2_chunk4_pred45_idx0_loudest.wav,36,9.0,0.08786128799999915,0.892815818999992,0.9806771069999911,0.24516927674999778,3.019322893000009,2.9777568460000055,4.0,48.0,48.00012539300002,0.00012539300001890297,0.5,1,1.000002612354167,3.9584339529999966,0.021965321999999787,0.223203954749998,0.7444392115000014,1,The box that rose in our head always centered on Charlie Kenra,2,The box that rose in our head always centered on Charlie Kenra ith. His ways,I've had breakfast.,42.66,46.86
2,5,mic_fileid_2_doa36_3spk_5.wav,4.0,48.0,52.0,3,"32,341,343",0,32,0.007465259495694342,enhanced_fileid_2_chunk5_pred32_idx0_loudest.wav,36,4.0,0.07604064299999891,0.8700109359999999,0.9460515789999988,0.2365128947499997,3.053948421000001,3.009358649999996,4.0,52.0,52.000431679,0.00043167900000185,0.5,1,1.0000083015192307,3.9554102289999946,0.019010160749999727,0.21750273399999998,0.752339662499999,2,", his words. [BLANK",2,", his words. [BLANK",The box that rose in our head always centered on Charlie Kenra ith. His ways,47.66,50.3
3,1,mic_fileid_3_doa39_3spk_1.wav,4.0,52.0,56.0,3,"39,109,203",0,39,0.03430068384207259,enhanced_fileid_3_chunk1_pred39_idx0_loudest.wav,39,0.0,0.0797260599999845,0.8583528389999913,0.9380788989999758,0.23451972474999394,3.0619211010000242,3.0221445869999854,4.0,56.0,56.00025997900002,0.00025997900002039387,0.5,1,1.0000046424821432,3.960223485999961,0.019931514999996125,0.21458820974999782,0.7555361467499964,1,_AUDIO,2,_AUDIO consciousness type of thinking. It is implied that the process,,53.38,57.18
3,2,mic_fileid_3_doa39_3spk_2.wav,4.0,56.0,60.0,3,"43,110,202",0,43,0.03998245648013746,enhanced_fileid_3_chunk2_pred43_idx0_loudest.wav,39,4.0,0.08335339499998895,0.8485407869999904,0.9318941819999793,0.23297354549999483,3.0681058180000207,3.0247142810000014,4.0,60.0,60.00056308500001,0.0005630850000102328,0.5,1,1.0000093847500002,3.9566084629999807,0.020838348749997238,0.2121351967499976,0.7561785702500003,1,consciousness type of thinking. It is implied that the process,1,may be out of his stick.,_AUDIO consciousness type of thinking. It is implied that the process,57.74,59.0
3,3,mic_fileid_3_doa39_3spk_3.wav,4.0,60.0,64.0,3,"35,111,201",0,35,0.04333022249234535,enhanced_fileid_3_chunk3_pred35_idx0_loudest.wav,39,4.0,0.08393474500002185,0.8958438330000149,0.9797785780000368,0.2449446445000092,3.0202214219999632,2.974225262999994,4.0,64.0,64.000091862,9.186200000499412e-05,0.5,1,1.00000143534375,3.9540038410000307,0.020983686250005462,0.22396095825000373,0.7435563157499985,1,One of the newer things I want to,2,One of the newer things I want to help by Dr. Mies or her rulebook,may be out of his stick.,59.42,63.38
3,4,mic_fileid_3_doa39_3spk_4.wav,4.0,64.0,68.0,3,"39,110,112",0,39,0.029883333752262715,enhanced_fileid_3_chunk4_pred39_idx0_loudest.wav,39,0.0,0.16580853000002094,0.9770596019999971,1.142868132000018,0.2857170330000045,2.857131867999982,2.812179947000004,4.0,68.0,68.00011164700001,0.00011164700001131678,0.5,1,1.0000016418676472,3.955048079000022,0.041452132500005234,0.24426490049999927,0.703044986750001,1,", a cycle analyst.",1,", a cycle analyst.",One of the newer things I want to help by Dr. Mies or her rulebook,63.82,65.38
4,1,mic_fileid_4_doa26_3spk_1.wav,4.0,68.0,72.0,3,"25,60,121",0,25,0.08104816629059748,enhanced_fileid_4_chunk1_pred25_idx0_loudest.wav,26,1.0,0.08121841700000232,0.730556431000025,0.8117748480000273,0.20294371200000683,3.1882251519999727,3.151895584000016,4.0,72.0,72.00013830500001,0.00013830500000722168,0.5,1,1.000001920902778,3.9636704320000433,0.02030460425000058,0.18263910775000625,0.787973896000004,1,The publication,2,"The publication , if made at all, should be affected",,68.6,71.12
4,2,mic_fileid_4_doa26_3spk_2.wav,4.0,72.0,76.0,3,"25,61,126",0,25,0.05761133734095295,enhanced_fileid_4_chunk2_pred25_idx0_loudest.wav,26,1.0,0.09003586800000107,0.6418058330000065,0.7318417010000076,0.1829604252500019,3.2681582989999924,3.2294056169999976,4.0,76.0,76.00013254500001,0.0001325450000138062,0.5,1,1.0000017440131581,3.961247318000005,0.02250896700000027,0.16045145825000162,0.8073514042499994,2,as soon as possible after my Dell . My father died,2,as soon as possible after my Dell . My father died,"The publication , if made at all, should be affected",71.6,75.3
4,3,mic_fileid_4_doa26_3spk_3.wav,4.0,76.0,80.0,3,"26,60,124",0,26,0.043546265360995234,enhanced_fileid_4_chunk3_pred26_idx0_loudest.wav,26,0.0,0.08189140400000383,0.6588500320000037,0.7407414360000075,0.18518535900000188,3.2592585639999925,3.2142075089999764,4.0,80.0,80.00010910400002,0.00010910400001762355,0.5,1,1.0000013638000003,3.954948944999984,0.020472851000000958,0.16471250800000092,0.8035518772499941,2,on the 6th of December 18 82,3,on the 6th of December 18 82 . It will be same therefore.,as soon as possible after my Dell . My father died,75.72,81.2
4,4,mic_fileid_4_doa26_3spk_4.wav,4.0,80.0,84.0,3,"26,62,130",0,26,0.03562272066227072,enhanced_fileid_4_chunk4_pred26_idx0_loudest.wav,26,0.0,0.07639240899999322,0.6679182670000046,0.7443106759999978,0.18607766899999945,3.255689324000002,3.2183772729999873,4.0,84.0,84.00038694399998,0.0003869439999846236,0.5,1,1.0000046064761903,3.962687948999985,0.019098102249998306,0.16697956675000114,0.8045943182499968,1,. It will be same therefore.,0,,on the 6th of December 18 82 . It will be same therefore.,,
5,1,mic_fileid_5_doa60_3spk_1.wav,4.0,84.0,88.0,3,"51,102,338",2,338,0.06844752729089719,enhanced_fileid_5_chunk1_pred338_idx2_loudest.wav,338,0.0,0.07770323900001586,0.7193788839999797,0.7970821229999956,0.1992705307499989,3.2029178770000044,3.1673228610000024,4.0,88.0,88.00025109700002,0.0002510970000173529,0.5,1,1.0000028533750003,3.964404983999998,0.019425809750003964,0.17984472099999493,0.7918307152500006,1,How true.,2,How true. When one has the honor,,84.6,87.46
5,2,mic_fileid_5_doa60_3spk_2.wav,4.0,88.0,92.0,3,"49,83,334",2,334,0.0626170487526043,enhanced_fileid_5_chunk2_pred334_idx2_loudest.wav,338,4.0,0.09234956500000635,0.658710842000005,0.7510604070000113,0.18776510175000283,3.2489395929999887,3.212928642999998,4.0,92.0,92.00014475399999,0.0001447539999901437,0.5,1,1.0000015734130434,3.9639890500000092,0.023087391250001588,0.16467771050000124,0.8032321607499995,1,of being an expert as master is,2,"of being an expert as master is , one mustn't let himself open to",How true. When one has the honor,87.76,91.12
5,3,mic_fileid_5_doa60_3spk_3.wav,4.0,92.0,96.0,3,"54,90,337",2,337,0.06010890426409016,enhanced_fileid_5_chunk3_pred337_idx2_loudest.wav,338,1.0,0.0976577430000134,0.6491722940000386,0.746830037000052,0.186707509250013,3.253169962999948,3.2178361530000075,4.0,96.0,96.000106735,0.0001067350000028,0.5,1,1.0000011118229166,3.9646661900000595,0.02441443575000335,0.16229307350000965,0.8044590382500019,1,a class that didn't have time to complete,2,a class that didn't have time to complete the complement and then met,"of being an expert as master is , one mustn't let himself open to",91.62,95.42
5,4,mic_fileid_5_doa60_3spk_4.wav,4.0,96.0,100.0,3,"47,60,338",2,338,0.04258635572666263,enhanced_fileid_5_chunk4_pred338_idx2_loudest.wav,338,0.0,0.07892254799998,0.655928718000041,0.734851266000021,0.18371281650000526,3.265148733999979,3.227317688000028,4.0,100.0,100.00010506999999,0.00010506999998938227,0.5,1,1.0000010507,3.962168954000049,0.019730636999995,0.16398217950001026,0.806829422000007,2,of the general silence of voice became audible.,2,of the general silence of voice became audible.,a class that didn't have time to complete the complement and then met,95.64,98.36
6,1,mic_fileid_6_doa30_3spk_1.wav,4.0,100.0,104.0,3,"28,87,141",2,141,0.0647265994602667,enhanced_fileid_6_chunk1_pred141_idx2_loudest.wav,140,1.0,0.08518879600001128,0.6716838729999495,0.7568726689999608,0.1892181672499902,3.2431273310000392,3.187169468000036,4.0,104.0,104.00014664800003,0.0001466480000260617,0.5,1,1.0000014100769232,3.9440421369999967,0.02129719900000282,0.16792096824998737,0.796792367000009,1,He wore a blouse,2,"He wore a blouse , and under his blouse, that old black coat",,100.36,103.48
6,2,mic_fileid_6_doa30_3spk_2.wav,4.0,104.0,108.0,3,"28,87,141",2,141,0.05647393147142821,enhanced_fileid_6_chunk2_pred141_idx2_loudest.wav,140,1.0,0.10616103500001373,0.6500260230000094,0.7561870580000232,0.1890467645000058,3.243812941999977,3.1921390870000437,4.0,108.0,108.00036388700002,0.00036388700002021324,0.5,1,1.0000033693240742,3.948326145000067,0.02654025875000343,0.16250650575000236,0.7980347717500109,1,. He made pretensions,2,. He made pretensions to literature and to materialism,"He wore a blouse , and under his blouse, that old black coat",103.92,107.28
6,3,mic_fileid_6_doa30_3spk_3.wav,4.0,108.0,112.0,3,"28,88,141",2,141,0.05710173339902701,enhanced_fileid_6_chunk3_pred141_idx2_loudest.wav,140,1.0,0.07417936199999531,0.6427374009999767,0.716916762999972,0.179229190749993,3.283083237000028,3.23588973599999,4.0,112.0,112.00013883700004,0.0001388370000370287,0.5,1,1.0000012396160718,3.952806498999962,0.018544840499998827,0.16068435024999417,0.8089724339999975,1,. There were certain names which he often,2,. There were certain names which he often pronounced to support whatever things,. He made pretensions to literature and to materialism,107.74,111.34
6,4,mic_fileid_6_doa30_3spk_4.wav,4.0,112.0,116.0,3,"35,87,139",2,139,0.0315179933755515,enhanced_fileid_6_chunk4_pred139_idx2_loudest.wav,140,1.0,0.07712197199998627,0.7367465789999983,0.8138685509999846,0.20346713774999614,3.1861314490000154,3.1482786459999943,4.0,116.0,116.000419714,0.0004197140000030686,0.5,1,1.0000036182241379,3.962147196999979,0.019280492999996568,0.18418664474999957,0.7870696614999986,2,he might be thinking. The look -out.,2,he might be thinking. The look -out.,. There were certain names which he often pronounced to support whatever things,111.68,114.0
7,1,mic_fileid_7_doa57_3spk_1.wav,4.0,116.0,120.0,3,"113,172,216",0,113,0.04789020517075755,enhanced_fileid_7_chunk1_pred113_idx0_loudest.wav,57,56.0,0.08668270900000152,0.6444209539999974,0.731103662999999,0.18277591574999974,3.268896337000001,3.2298402590000137,4.0,120.0,120.00024995300001,0.00024995300000796306,0.5,1,1.0000020829416667,3.9609439220000127,0.02167067725000038,0.16110523849999936,0.8074600647500034,0,,2,"Looking from an after-mine, though, it would even go in and out of a small open flat.",,116.18,120.04
7,2,mic_fileid_7_doa57_3spk_2.wav,4.0,120.0,124.0,3,"108,172,217",2,217,0.03494183227071878,enhanced_fileid_7_chunk2_pred217_idx2_loudest.wav,57,160.0,0.17006921800003738,0.6995874739999977,0.869656692000035,0.21741417300000876,3.130343307999965,3.036834261000024,4.0,124.0,124.00014564400001,0.00014564400001404465,0.5,1,1.0000011745483872,3.906490953000059,0.042517304500009345,0.1748968684999994,0.759208565250006,2,flat. It's a,1,It's a,"Looking from an after-mine, though, it would even go in and out of a small open flat.",121.76,122.56
7,3,mic_fileid_7_doa57_3spk_3.wav,4.0,124.0,128.0,3,"121,171,210",0,121,0.020137905351674402,enhanced_fileid_7_chunk3_pred121_idx0_loudest.wav,57,64.0,0.11260772900004667,0.7403705849999938,0.8529783140000404,0.2132445785000101,3.1470216859999596,3.096105838000028,4.0,128.0,128.000190813,0.00019081299998902068,0.5,1,1.0000014907265624,3.9490841520000686,0.02815193225001167,0.18509264624999844,0.774026459500007,1,good thing it's not a bad thing.,2,good thing it's not a bad thing. It's just capering about what,It's a,122.561,125.48200000000001
8,1,mic_fileid_8_doa80_3spk_1.wav,4.0,128.0,132.0,3,"225,248,333",2,333,0.057509756604951986,enhanced_fileid_8_chunk1_pred333_idx2_loudest.wav,333,0.0,0.10001915200001577,0.661672598999985,0.7616917510000007,0.1904229377500002,3.2383082489999993,3.186472402999982,4.0,132.0,132.000109821,0.00010982099999523598,0.5,1,1.0000008319772726,3.9481641539999828,0.02500478800000394,0.16541814974999625,0.7966181007499955,1,'s going on.,2,"'s going on. They wanted to learn the game. At two o'clock,",,128.66,131.4
8,2,mic_fileid_8_doa80_3spk_2.wav,4.0,132.0,136.0,3,"79,250,332",2,332,0.05732285473489748,enhanced_fileid_8_chunk2_pred332_idx2_loudest.wav,333,1.0,0.14715360400003874,0.7499910359999831,0.8971446400000218,0.22428616000000545,3.102855359999978,3.043290320999972,4.0,136.0,136.000148408,0.0001484080000011545,0.5,1,1.0000010912352941,3.940434960999994,0.036788401000009685,0.18749775899999577,0.760822580249993,1,they counted the next three minutes of the game.,3,"they counted the next three minutes of the game. So, I'm going to show you","'s going on. They wanted to learn the game. At two o'clock,",131.46,135.921
8,3,mic_fileid_8_doa80_3spk_3.wav,4.0,136.0,140.0,3,"247,267,334",0,247,0.059237987100426694,enhanced_fileid_8_chunk3_pred247_idx0_loudest.wav,333,86.0,0.0870761420000008,0.6480676449999692,0.73514378699997,0.1837859467499925,3.26485621300003,3.222290644999987,4.0,140.0,140.000140189,0.00014018900000678514,0.5,1,1.00000100135,3.957434431999957,0.0217690355000002,0.1620169112499923,0.8055726612499967,2,you .,2,. While another stand,"they counted the next three minutes of the game. So, I'm going to show you",137.86,139.82
8,4,mic_fileid_8_doa80_3spk_4.wav,4.0,140.0,144.0,3,"82,248,333",2,333,0.06995918722241375,enhanced_fileid_8_chunk4_pred333_idx2_loudest.wav,333,0.0,0.07494587799999408,0.6468183650000014,0.7217642429999955,0.18044106074999888,3.2782357570000045,3.239652019999994,4.0,144.0,144.00014381100002,0.00014381100001514824,0.5,1,1.0000009986875,3.9614162629999896,0.01873646949999852,0.16170459125000036,0.8099130049999985,1,While another stand,2,"is still there, the other side of the world.",. While another stand,141.54,143.98
8,5,mic_fileid_8_doa80_3spk_5.wav,4.0,144.0,148.0,3,"196,220,333",1,220,0.00041826844791684843,enhanced_fileid_8_chunk5_pred220_idx1_loudest.wav,333,113.0,0.08444122899999229,0.6881616830000326,0.7726029120000248,0.1931507280000062,3.227397087999975,3.1816992529999766,4.0,148.0,148.00009591800003,9.591800002795026e-05,0.5,1,1.0000006480945949,3.9543021650000014,0.021110307249998073,0.17204042075000814,0.7954248132499941,1,of the world.,0,,"is still there, the other side of the world.",,
9,1,mic_fileid_9_doa85_3spk_1.wav,4.0,148.0,152.0,3,"242,267,314",2,314,0.049579617606512104,enhanced_fileid_9_chunk1_pred314_idx2_loudest.wav,314,0.0,0.07352696500004186,0.7270764149999991,0.8006033800000409,0.20015084500001024,3.199396619999959,3.1629703749999862,4.0,152.0,152.000111761,0.0001117609999994329,0.5,1,1.0000007352697369,3.963573755000027,0.018381741250010464,0.18176910374999977,0.7907425937499966,1,The deaf gentleman submitted,2,The deaf gentleman submitted . Why did you invite yourself,,148.28,151.18
9,2,mic_fileid_9_doa85_3spk_2.wav,4.0,152.0,156.0,3,"84,251,313",2,313,0.06105954183411915,enhanced_fileid_9_chunk2_pred313_idx2_loudest.wav,314,1.0,0.07969004799997492,0.6884269370000311,0.768116985000006,0.1920292462500015,3.231883014999994,3.1920469039999944,4.0,156.0,156.00015773600003,0.00015773600003399224,0.5,1,1.0000010111282054,3.9601638890000004,0.01992251199999373,0.17210673425000778,0.7980117259999986,1,? Because a few parties are not,2,? Because a few parties are not complete without a woman. Her,The deaf gentleman submitted . Why did you invite yourself,151.6,155.48
9,3,mic_fileid_9_doa85_3spk_3.wav,4.0,156.0,160.0,3,"85,251,313",2,313,0.05269095836804148,enhanced_fileid_9_chunk3_pred313_idx2_loudest.wav,314,1.0,0.07495308200003592,0.6908253799999784,0.7657784620000143,0.19144461550000358,3.2342215379999857,3.1925113529999862,4.0,160.0,160.000116931,0.0001169310000079804,0.5,1,1.00000073081875,3.9582898150000005,0.01873827050000898,0.1727063449999946,0.7981278382499966,1,manner would have changed me all to that,2,manner would have changed me all to that her look. That she,? Because a few parties are not complete without a woman. Her,155.7,159.36
9,4,mic_fileid_9_doa85_3spk_4.wav,4.0,160.0,164.0,3,"86,247,314",2,314,0.030758647742675112,enhanced_fileid_9_chunk4_pred314_idx2_loudest.wav,314,0.0,0.07834214000001793,0.7334700619999808,0.8118122019999987,0.20295305049999968,3.1881877980000013,3.105651826999974,4.0,164.0,164.000077856,7.785599999010628e-05,0.5,1,1.0000004747317073,3.917464028999973,0.019585535000004484,0.1833675154999952,0.7764129567499936,2,was the firecracker for the moment I fairly saw.,2,was the firecracker for the moment I fairly saw.,manner would have changed me all to that her look. That she,159.48,161.94
10,1,mic_fileid_10_doa3_3spk_1.wav,4.0,164.0,168.0,3,"6,116,151",0,6,0.05610254095020822,enhanced_fileid_10_chunk1_pred6_idx0_loudest.wav,3,3.0,0.11588458800002854,0.7283481089999668,0.8442326969999954,0.21105817424999884,3.1557673030000046,3.106918737000001,4.0,168.0,168.00011135600002,0.00011135600001921375,0.5,1,1.0000006628333336,3.9511514339999962,0.028971147000007136,0.1820870272499917,0.7767296842500002,1,Here he saw clients when,2,Here he saw clients when Mr. Carlisle was out or engaged,,164.3,167.2
10,2,mic_fileid_10_doa3_3spk_2.wav,4.0,168.0,172.0,3,"6,117,150",0,6,0.050038034168674084,enhanced_fileid_10_chunk2_pred6_idx0_loudest.wav,3,3.0,0.09054810800000723,0.7316886869999735,0.8222367949999807,0.20555919874999518,3.1777632050000193,3.130561069999999,4.0,172.0,172.000113308,0.0001133080000101927,0.5,1,1.000000658767442,3.9527978649999795,0.022637027000001808,0.18292217174999337,0.7826402674999997,2,", and here he issued private orders .",3,", and here he issued private orders . A little window, not larger than a pane of glass, looked out",Here he saw clients when Mr. Carlisle was out or engaged,167.76,173.46
10,3,mic_fileid_10_doa3_3spk_3.wav,4.0,172.0,176.0,3,"6,116,150",0,6,0.05663124177897489,enhanced_fileid_10_chunk3_pred6_idx0_loudest.wav,3,3.0,0.07656162699998958,0.6854110890000129,0.7619727160000025,0.19049317900000062,3.2380272839999975,3.1853413779999755,4.0,176.0,176.00015421500004,0.00015421500003753863,0.5,1,1.000000876221591,3.947314093999978,0.019140406749997396,0.17135277225000323,0.7963353444999939,1,"A little window, not larger than a pane of glass, looked out",1,from the clerk's office.,", and here he issued private orders . A little window, not larger than a pane of glass, looked out",173.68,175.08
10,4,mic_fileid_10_doa3_3spk_4.wav,4.0,176.0,180.0,3,"6,116,160",0,6,0.04100123288586731,enhanced_fileid_10_chunk4_pred6_idx0_loudest.wav,3,3.0,0.07511242599997559,0.6952054829999952,0.7703179089999708,0.1925794772499927,3.2296820910000292,3.1911989179999978,4.0,180.0,180.000118436,0.00011843600000815968,0.5,1,1.0000006579777778,3.9615168269999685,0.018778106499993896,0.1738013707499988,0.7977997294999994,2,They call it all Dills people and wish it anywhere else,2,They call it all Dills people and wish it anywhere else,from the clerk's office.,175.12,178.2
11,1,mic_fileid_11_doa93_3spk_1.wav,4.0,180.0,184.0,3,"201,259,266",2,266,0.04881997868884549,enhanced_fileid_11_chunk1_pred266_idx2_loudest.wav,264,2.0,0.08105620499998167,0.6379885989999821,0.7190448039999637,0.17976120099999093,3.2809551960000363,3.240818515000001,4.0,184.0,184.00014884200002,0.00014884200001574754,0.5,1,1.0000008089239132,3.9598633189999646,0.02026405124999542,0.15949714974999551,0.8102046287500002,1,.,2,". Seasoning bold in the long road, straight away delivers himself",,180.4,183.38
11,2,mic_fileid_11_doa93_3spk_2.wav,4.0,184.0,188.0,3,"95,204,257",2,257,0.050070757548002144,enhanced_fileid_11_chunk2_pred257_idx2_loudest.wav,264,7.0,0.15912160599998515,0.7402077659999691,0.8993293719999542,0.22483234299998855,3.100670628000046,3.033675273999961,4.0,188.0,188.00011185400004,0.00011185400003910217,0.5,1,1.0000005949680852,3.9330046459999153,0.03978040149999629,0.18505194149999227,0.7584188184999903,1,a veiled pure and simple,2,a veiled pure and simple . At Perrysburg I,". Seasoning bold in the long road, straight away delivers himself",183.92,187.4
