fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,wer,edit_distance,ref_words,ipdnet_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis
3,mic_fileid_3_doa110_3spk.wav,text_fileid_3_doa110_spk2.txt,110,111,1.0,2,0.06060606060606061,2,33,0.22921361299995624,3.8357931970001573,0.40103253200004474,4.466039342000158,OF HIS FALLING DOWN AND WORSHIPING HIM JOHN MERRICK WAS A MULTI MILLIONAIRE TO BE SURE BUT THERE WERE PALLIATING CIRCUMSTANCES THAT ALMOST EXCUSED HIM HE HAD BEEN SO BUSILY OCCUPIED IN INDUSTRY,"of his falling down and worshiping him. John Merrick was a multi-millionaire to be sure, but there were palliating circumstances that almost excused him. He had been so busily occupied in industry."
3,mic_fileid_3_doa192_3spk.wav,text_fileid_3_doa192_spk3.txt,192,202,10.0,3,0.0,0,28,0.22921361299995624,3.8357931970001573,0.3770193709999603,4.442026181000074,HAD BEEN APPOINTED COUNCIL PENSIONARY CROMWELL TOOK PAINS TO LET THE ESTATES OF HOLLAND KNOW HIS FAVOURABLE FEELINGS TOWARDS THEM BY SENDING OVER IN FEBRUARY A PRIVATE EMISSARY,had been appointed council pensionary. Cromwell took pains to let the estates of Holland know his favourable feelings towards them by sending over in February a private emissary.
4,mic_fileid_4_doa26_3spk.wav,text_fileid_4_doa26_spk1.txt,26,25,1.0,1,0.15625,5,32,0.25824938400000974,4.1762304030000905,0.35150963800015234,4.785989425000253,THE PUBLICATION IF MADE AT ALL SHOULD BE EFFECTED AS SOON AS POSSIBLE AFTER MY DEATH MY FATHER DIED ON THE SIXTH OF DECEMBER EIGHTEEN EIGHTY TWO IT WILL BE SEEN THEREFORE,"The publication, if made at all, should be affected as soon as possible after my death. My father died on the 6th of December, 1882. It will be seen, therefore."
4,mic_fileid_4_doa58_3spk.wav,text_fileid_4_doa58_spk3.txt,58,61,3.0,3,0.02564102564102564,1,39,0.25824938400000974,4.1762304030000905,0.33000156699995387,4.764481354000054,YET AFTER IT WAS ALL OVER SHE WAS INFORMED THAT THE EMPEROR AND EMPRESS HAD SPOKEN KINDLY TO HER AND THAT SHE HERSELF HAD MADE HER BOW AND BACKED OUT OF THE ROOM ADMIRABLY FOR ONE IN HER POSITION,"Yet after it was all over, she was informed that the Emperor and Empress had spoken kindly to her and that she herself had made her vow and backed out of the room admirably for one in her position."
4,mic_fileid_4_doa243_3spk.wav,text_fileid_4_doa243_spk2.txt,243,123,120.0,2,1.0,40,40,0.25824938400000974,4.1762304030000905,0.06356723499993677,4.498047022000037,AH YES HE RETURNED THOUGHTFULLY I'VE ALWAYS NOTICED THAT THE OPERA MAKES FOLKS DESPERATELY HUNGRY FOR THEY FLOCK TO THE RESTAURANTS AS SOON AS THEY CAN GET AWAY SINGULAR ISN'T IT WHY I NEVER THOUGHT OF IT IN THAT LIGHT,
5,mic_fileid_5_doa60_3spk.wav,text_fileid_5_doa60_spk2.txt,60,52,8.0,2,0.07894736842105263,3,38,0.24536632599983932,4.337880328999745,0.4739863649999734,5.057233019999558,THEN HE BECAME A HANGER ON AT THE CLUBS A GENTEEL LOAFER HE USED TO SAY IN HIS SOBER MOMENTS THAT AT LAST HE WAS ONE OF THE BOYS THAT SADNESS HAD SPOKEN OF HE DID NOT WORK,"Then we became a hanger on at the clubs, a gentile woofer. He used to say in his sober moments that at last he was one of the boys that sadness had spoken of. He did not work."
5,mic_fileid_5_doa102_3spk.wav,text_fileid_5_doa102_spk3.txt,102,95,7.0,3,0.15151515151515152,5,33,0.24536632599983932,4.337880328999745,0.36878573399985726,4.9520323889994415,IN AUGUST WE HAD TWO WEEKS VACATION IT WAS ABOUT THIS TIME THAT I BECAME A MEMBER OF THE RIVERMOUTH CENTIPEDES A SECRET SOCIETY COMPOSED OF TWELVE OF THE TEMPLE GRAMMAR SCHOOL BOYS,"In August we had two weeks vacation. It was about this time that I became a member of the Rivermouth Centipede, a secret society in Prodigy 12 of the Temple Grammar School Board."
5,mic_fileid_5_doa338_3spk.wav,text_fileid_5_doa338_spk1.txt,338,334,4.0,1,0.07692307692307693,3,39,0.24536632599983932,4.337880328999745,0.5111995110000862,5.0944461659996705,HOW TRUE WHEN ONE HAS THE HONOR OF BEING AN EXPERT AS MASTER IS ONE MUSTN'T LAY HIMSELF OPEN TO CONSEIL DIDN'T HAVE TIME TO COMPLETE THE COMPLIMENT IN THE MIDST OF THE GENERAL SILENCE A VOICE BECAME AUDIBLE,"How true! When one has the honor of being an expert as master is, one mustn't let himself open to. Conce didn't have time to complete the compliment. And in the midst of the general silence, a voice became audible."
6,mic_fileid_6_doa30_3spk.wav,text_fileid_6_doa30_spk2.txt,30,27,3.0,2,0.3076923076923077,12,39,0.24778764699999556,4.261221127999988,0.49613821799994184,5.005146992999926,BEFORE WE COULD BRING UP THE LAGGARDS THAT PROVOKINGLY DAWDLED ALONG NIBBLING STRAY BUNCHES OF GRASS WHEN LATE ON THE ROAD WE SAW COYOTES SNEAKING OUT FOR THEIR EVENING MEAL AND HEARD THE FAR AWAY CRY OF THE PANTHER,"before we could bring off the laggards that provoked the eucalyptus long nibbling straight bunches of grass. When laid on the road, we thought coyotes sneaking out for their evening meal heard the faraway cry of the pactored."
6,mic_fileid_6_doa87_3spk.wav,text_fileid_6_doa87_spk3.txt,87,87,0.0,3,0.0975609756097561,4,41,0.24778764699999556,4.261221127999988,0.49808863199996267,5.0070974069999465,I HAVE HEARD SO HIS COMPLAINT WAS RHEUMATISM VERY MUCH AS I FANCY THE SAME SORT OF RHEUMATISM THAT AFFLICTS YOU HE TOLD ME HE CAME TO EUROPE WITH VERY LITTLE HOPE HE FEARED HIS COMPLAINT HAD BECOME CHRONIC AND INCURABLE,"I have heard so. His complaint was rheumatism, very much as I fancy the same sort of rheumatism that afflicts you. He told me he came to Europe. It's a very good little... He feared his complaint had become chronic and incurable."
6,mic_fileid_6_doa140_3spk.wav,text_fileid_6_doa140_spk1.txt,140,141,1.0,1,0.0,0,37,0.24778764699999556,4.261221127999988,0.44846243400002095,4.957471209000005,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,He wore a blouse and under his blouse an old black coat. He made pretensions to literature and to materialism. There were certain names which he often pronounced to support whatever things he might be saying. Voltaire.
7,mic_fileid_7_doa57_3spk.wav,text_fileid_7_doa57_spk1.txt,57,116,59.0,1,1.391304347826087,32,23,0.24129324000000452,3.7971909460000006,0.41607171700002255,4.454555903000028,THOSE BULLET HOLES IN THE BACK OF THE CAR WERE FIRED FROM ABOVE AND BEHIND THE MACHINE THEY SLANTED DOWN BUT NOT SIDEWISE,"Looking from an after window and even going out on a small open platform, but could discover nothing wrong. I guess Rad was just capering about without any special object, mused Tom."
7,mic_fileid_7_doa120_3spk.wav,text_fileid_7_doa120_spk2.txt,120,116,4.0,2,0.0,0,32,0.24129324000000452,3.7971909460000006,0.35078529100019296,4.389269477000198,LOOKING FROM AN AFTER WINDOW AND EVEN GOING OUT ON A SMALL OPEN PLATFORM BUT COULD DISCOVER NOTHING WRONG I GUESS RAD WAS JUST CAPERING ABOUT WITHOUT ANY SPECIAL OBJECT MUSED TOM,"Looking from an after window and even going out on a small open platform, but could discover nothing wrong. I guess Rad was just capering about without any special object, mused Tom."
7,mic_fileid_7_doa212_3spk.wav,text_fileid_7_doa212_spk3.txt,212,214,2.0,3,0.025,1,40,0.24129324000000452,3.7971909460000006,0.5933598770000117,4.631844063000017,SHOUTED TO PUT THE BOAT ABOUT BUT HE MIGHT WITH AS MUCH REASON HAVE SHOUTED AT AN AVALANCHE THE WIND BLEW HIS VOICE AWAY AND EMPTIED IT VIOLENTLY INTO THE AIR A SNARLING BILLOW JERKED THE OAR FROM HIS HAND,"Shouted to clip the boat about, but he might with as much reason have shouted at an avalanche. The wind blew his voice away and emptied it violently into the air. A snarling billow jerked the oar from his hand."
8,mic_fileid_8_doa80_3spk.wav,text_fileid_8_doa80_spk2.txt,80,84,4.0,2,0.0967741935483871,3,31,0.2929239069999312,4.714004825999837,0.3528270390002035,5.359755771999971,DYING OVER IT BY THE BILLIONS THE SEA IS OF NO GREAT DEPTH AT THE GRAND BANKS A FEW HUNDRED FATHOMS AT BEST BUT TO THE SOUTH THERE IS A DEEP,"dying over it by the billions. The sea is of no great depth at the Great Bax. A few hundred fathoms at best, but to the south there is deep."
8,mic_fileid_8_doa248_3spk.wav,text_fileid_8_doa248_spk3.txt,248,249,1.0,3,0.13513513513513514,5,37,0.2929239069999312,4.714004825999837,0.3032865820000552,5.310215314999823,FOR THESE INDIANS DO NOT MOVE ABOUT AS MUCH AS THOSE FARTHER SOUTH WHERE THE FORESTS ARE LESS DENSE FIGURE SIXTY FIVE SHOWS THE FRAMEWORK OF A PARTIALLY BUILT HOUSE WHILE ANOTHER STANDS AT ONE SIDE COMPLETED,"For these Indians do not move about as much as those farther south where the forest or less stands. Figure 65 shows the framework of a partially built house, while another stands at one side completed."
8,mic_fileid_8_doa333_3spk.wav,text_fileid_8_doa333_spk1.txt,333,333,0.0,1,0.0,0,55,0.2929239069999312,4.714004825999837,0.6262864709999576,5.633215203999725,THEY WANTED TO LEARN THE GAME AT TWO O'CLOCK THE CAPTAIN ASKED THE MATE HOW WE WERE GETTING ON OH PRETTY GLIBLY SIR REPLIED THE MATE WE CAN SCARCELY TELL WHAT HEADWAY WE ARE MAKING FOR WE ARE OBLIGED TO KEEP THE MIDDLE OF THE RIVER AND THERE IS THE SHADOW OF A FOG RISING,"They wanted to learn the game. At two o'clock, the captain asked the mate how we were getting on. Oh, pretty glibly, sir, replied the mate. We can scarcely tell what headway we are making, for we are obliged to keep the middle of the river, and there is the shadow of a fog rising."
9,mic_fileid_9_doa85_3spk.wav,text_fileid_9_doa85_spk3.txt,85,86,1.0,3,0.16981132075471697,9,53,0.2583193630000551,4.487612117000026,0.5602105489999758,5.306142029000057,WE'RE DREADFULLY RICH UNCLE JOHN SO YOU NEEDN'T WORRY IF YOU DON'T STRIKE A JOB YOURSELF ALL AT ONCE ANY LUCK TODAY SIR ASKED THE MAJOR TUCKING A NAPKIN UNDER HIS CHIN AND BEGINNING ON THE SOUP UNCLE JOHN SHOOK HIS HEAD OF COURSE NOT SAID PATSY QUICKLY IT'S TOO EARLY AS YET,"We're directly rich, Uncle John, so you needn't worry if you don't strike a job yourself all at once. Any luck today, sir? Ask the maker, tucking an applicant under his chin and beginning on the suit. Uncle John trick-as-hat. Of course not, said Patsy, quickly. It's too early as yet."
9,mic_fileid_9_doa242_3spk.wav,text_fileid_9_doa242_spk2.txt,242,252,10.0,2,0.0,0,39,0.2583193630000551,4.487612117000026,0.37199641899997005,5.117927899000051,AND WHEN BROUGHT INTO THE PRESENCE OF CAPTAIN BOLING HE SAID IN GREAT EMOTION KILL ME SIR CAPTAIN YES KILL ME AS YOU KILLED MY SON AS YOU WOULD KILL MY PEOPLE IF THEY WERE TO COME TO YOU,"And when brought into the presence of Captain Boling, he said in great emotion, Kill me, Sir Captain, yes, kill me as you killed my son, as you would kill my people if they were to come to you."
9,mic_fileid_9_doa314_3spk.wav,text_fileid_9_doa314_spk1.txt,314,314,0.0,1,0.0,0,39,0.2583193630000551,4.487612117000026,0.38209853800003657,5.128030018000118,THE DEAF GENTLEMAN SUBMITTED WHY DID YOU INVITE YOURSELF BECAUSE A TEA PARTY IS NOT COMPLETE WITHOUT A WOMAN HER MANNER WAS AS STRANGELY ALTERED AS HER LOOKS THAT SHE WAS BESIDE HERSELF FOR THE MOMENT I CLEARLY SAW,The deaf gentleman submitted. Why did you invite yourself? Because a tea party is not complete without a woman. Her manner was as strangely altered as her looks. That she was beside herself for the moment I clearly saw.
10,mic_fileid_10_doa3_3spk.wav,text_fileid_10_doa3_spk1.txt,3,6,3.0,1,0.08888888888888889,4,45,0.2561727740001061,4.171776867999824,0.5353027870000915,4.963252429000022,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from the clerk's office. They called it Old Dills Peephole and wished it anywhere else."
10,mic_fileid_10_doa115_3spk.wav,text_fileid_10_doa115_spk3.txt,115,117,2.0,3,0.0,0,27,0.2561727740001061,4.171776867999824,0.3423599049999666,4.770309546999897,WHILE IT JABBERED AND GESTICULATED AT SOME ANSWERING CREATURE BEHIND ME THIS OTHER WHICH WAS EVIDENTLY ITS MATE SOON CAME TOWARD US BEARING A MIGHTY STONE CUDGEL,"while it jabbered and gesticulated at some answering creature behind me. This other, which was evidently its mate, soon came toward us, bearing a mighty stone cudgel."
10,mic_fileid_10_doa148_3spk.wav,text_fileid_10_doa148_spk2.txt,148,151,3.0,2,0.20512820512820512,8,39,0.2561727740001061,4.171776867999824,0.3544146470001124,4.782364289000043,WE MAY TAKE IT THEN THAT PROPAGANDA WAS IN ORDER OF TIME THE FIRST MOTIVE OF THE FREE PRESS AND THE FIRST CAUSE OF ITS PRODUCTION NOW FROM THIS FACT ARISES A CONSIDERATION OF GREAT IMPORTANCE TO OUR SUBJECT,We make ticket then where propaganda was in order of time the first motive of the free press in the first clause of its production. Now from this fact it raises a consideration of great importance to our subject.
11,mic_fileid_11_doa93_3spk.wav,text_fileid_11_doa93_spk3.txt,93,95,2.0,3,0.05,2,40,0.28183702799992716,4.337856969999848,0.48843407300000763,5.108128070999783,RAPID MOTION THROUGH SPACE ELATES ONE SO DOES NOTORIETY SO DOES THE POSSESSION OF MONEY THESE WERE THREE GOOD REASONS FOR JIMMY'S EXCITEMENT HE HAD BEEN SEEN BY MANY OF HIS FRIENDS THAT DAY IN THE COMPANY OF THESE CONTINENTALS,"Rapid motion through space, he lates one. So does notoriety. So does the possession of money. These were three good reasons for Jimmy's excitement. He had been seen by many of his friends that day in the company of these Continentals."
11,mic_fileid_11_doa202_3spk.wav,text_fileid_11_doa202_spk2.txt,202,203,1.0,2,0.0,0,33,0.28183702799992716,4.337856969999848,0.33375165300003573,4.953445650999811,SO HE WALKED BY THE PATH ACROSS THE BRIDGE AND WHEN HE CAME OUT ON THE GRAVEL ROAD NEAR THE FRONT DOOR HE FOUND A GENTLEMAN SMOKING A CIGAR AND LOOKING AROUND HIM,"So he walked by the path across the bridge, and when he came out on the gravel road near the front door, he found a gentleman smoking a cigar and looking around him."
11,mic_fileid_11_doa264_3spk.wav,text_fileid_11_doa264_spk1.txt,264,260,4.0,1,0.15625,5,32,0.28183702799992716,4.337856969999848,0.37160462100018776,4.991298618999963,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Sees me bowling along the road straight when he delivers himself of a yell, pure and simple. At Perrysburg I strike the famous Wobby Pike, 40 miles of stone road almost a dead level."
12,mic_fileid_12_doa38_3spk.wav,text_fileid_12_doa38_spk1.txt,38,40,2.0,1,0.125,5,40,0.294367007999881,5.159327092000012,0.5365534019999814,5.990247501999875,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,of any other matter which might have been praying upon her husband's mind recently. Mrs. Maderson knew of none what a the coroner intimated that her ordeal was at an end and the veiled lady made her way to the door.
12,mic_fileid_12_doa105_3spk.wav,text_fileid_12_doa105_spk2.txt,105,106,1.0,2,0.391304347826087,9,23,0.294367007999881,5.159327092000012,0.372855189999882,5.826549289999775,NED LAND YELPED DID I SAY SHARKS I EXCLAIMED HASTILY I MEANT ONE HUNDRED FIFTY PEARLS SHARKS WOULDN'T MAKE SENSE INDEED CONSEIL SAID,"Ned Laddfield. Did I say sharks? I explained basically. I meant 150 pearls. Sharks wouldn't make sense. Indeed, concepts hurt."
12,mic_fileid_12_doa226_3spk.wav,text_fileid_12_doa226_spk3.txt,226,225,1.0,3,0.041666666666666664,2,48,0.294367007999881,5.159327092000012,0.4884059060000254,5.942100005999919,USING THEIR WELCOME RELEASE TO CONTINUE THEIR PROTEST THE WOMEN AGAIN MARCHED WITH THEIR BANNERS TO THE WHITE HOUSE IN AN ATTEMPT TO PICKET AGAIN THEY WERE ARRESTED NO ONE WHO SAW THAT LINE WILL EVER FORGET THE IMPRESSION IT MADE NOT ONLY ON FRIENDS OF THE SUFFRAGISTS,"Using their welcome release to continue their protest, the women again marched with their banners to the White House in an attempt to pick it. Again, they were arrested. No one who saw that line will ever forget the impression it made, not only on friends of the suffragists."
13,mic_fileid_13_doa5_3spk.wav,text_fileid_13_doa5_spk1.txt,5,344,21.0,1,1.205128205128205,47,39,0.2716958710000199,4.90045546999977,0.470310550000022,5.642461890999812,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"Felt herself a princess and carried her authority over him with a high tone in all their arrangements. She had a fancy for Lord David. Lord David was handsome, but that was over and above the bargain. She considered him to be fashionable. To be fashionable is everything."
13,mic_fileid_13_doa232_3spk.wav,text_fileid_13_doa232_spk3.txt,232,222,10.0,3,0.1590909090909091,7,44,0.2716958710000199,4.90045546999977,0.4945288009998876,5.666680141999677,HONEST FAMILY COACHES LOADED DOWN WITH GREAT AUNTS AND GRANDMOTHERS DISPLAYED AT THEIR DOORS FRESH GROUPS OF CHILDREN IN DISGUISE CLOWNS OF SEVEN YEARS OF AGE COLUMBINES OF SIX RAVISHING LITTLE CREATURES WHO FELT THAT THEY FORMED AN OFFICIAL PART OF THE PUBLIC MIRTH,"Honest family coaches, loaded down with great-ons and grandmothers, displayed at their door as fresh groups of children in the skies. Clowns of seven years of age, and Columbines of six, ravishing little creatures who felt that they formed an official part of the public mirth."
13,mic_fileid_13_doa326_3spk.wav,text_fileid_13_doa326_spk2.txt,326,344,18.0,2,0.0,0,48,0.2716958710000199,4.90045546999977,0.5161768069999653,5.688328147999755,FELT HERSELF A PRINCESS AND CARRIED HER AUTHORITY OVER HIM WITH A HIGH TONE IN ALL THEIR ARRANGEMENTS SHE HAD A FANCY FOR LORD DAVID LORD DAVID WAS HANDSOME BUT THAT WAS OVER AND ABOVE THE BARGAIN SHE CONSIDERED HIM TO BE FASHIONABLE TO BE FASHIONABLE IS EVERYTHING,"Felt herself a princess and carried her authority over him with a high tone in all their arrangements. She had a fancy for Lord David. Lord David was handsome, but that was over and above the bargain. She considered him to be fashionable. To be fashionable is everything."
14,mic_fileid_14_doa181_3spk.wav,text_fileid_14_doa181_spk1.txt,181,181,0.0,1,0.09523809523809523,4,42,0.3324802339998314,4.965038845000208,0.4842496020000908,5.7817686810001305,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This was a curious consolation. The two spend hours together sometimes in the tiny parlor, stumbling over Berlin wall difficulties and now and then wandering true and fro, conversationally from Priscilla to the octagon stitch and from the octagon stitch to Dennis."
14,mic_fileid_14_doa224_3spk.wav,text_fileid_14_doa224_spk3.txt,224,223,1.0,3,0.11904761904761904,5,42,0.3324802339998314,4.965038845000208,0.5155451919999905,5.81306427100003,EQUIPPING OUR WARRIORS WITH BUCKLERS HELMS AND LANCES AND SUCH LIKE OUTLANDISH AND OBSOLETE WEAPONS THE LIKE OF WHICH PERCHANCE THEY HAD NEVER SEEN OR HEARD OF IN THE SAME MANNER THAT A CUNNING STATUARY ARRAYS A MODERN GENERAL OR AN ADMIRAL,"Equipping our warriors with bucklers, helms, and lances, and such like outlandish and obsolete weapons, the like of which, for chance, they had never seen or heard of. In the same manner that a cunning statuary, a razor modern in general, or an admiral."
14,mic_fileid_14_doa337_3spk.wav,text_fileid_14_doa337_spk2.txt,337,338,1.0,2,0.07317073170731707,3,41,0.3324802339998314,4.965038845000208,0.3821108419999746,5.679629921000014,THAT IS INDEED ONE OF THE CENTRAL DANGERS OF ALL NON MEDICAL SUGGESTIVE CURES THAT WHILE ANY BELIEF MAY CURE THROUGH THE MERE EMOTIONAL POWER OF THE ACT OF BELIEVING THE CONTENT OF THE BELIEF GAINS AN UNDESERVED APPEARANCE OF TRUTH,"That is indeed one of the central dangers of all non-medical suggested cures, that while any belief may cure through the mere emotional power of the act of believing, the content of the belief gains an undeserved appearance of truth."
