fileid,mic_file,text_file,gt_doa,pred_doa,spk,wer,edit_distance,ref_words,ipdnet2_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis
5,mic_fileid_5_doa60_3spk.wav,text_fileid_5_doa60_spk2.txt,60,50,2,0.7894736842105263,30,38,0.13685135499963508,4.5397607129998505,0.3831480600001669,5.0597601279996525,THEN HE BECAME A HANGER ON AT THE CLUBS A GENTEEL LOAFER HE USED TO SAY IN HIS SOBER MOMENTS THAT AT LAST HE WAS ONE OF THE BOYS THAT SADNESS HAD SPOKEN OF HE DID NOT WORK,"Next, let me point her on the close. You can see in the silver line that a light was one of the voices that stand in the open nose. It didn't stop working."
5,mic_fileid_5_doa102_3spk.wav,text_fileid_5_doa102_spk3.txt,102,99,3,0.3939393939393939,13,33,0.13685135499963508,4.5397607129998505,0.4310238139996727,5.107635881999158,IN AUGUST WE HAD TWO WEEKS VACATION IT WAS ABOUT THIS TIME THAT I BECAME A MEMBER OF THE RIVERMOUTH CENTIPEDES A SECRET SOCIETY COMPOSED OF TWELVE OF THE TEMPLE GRAMMAR SCHOOL BOYS,"In office, we had two weeks' vacation. It was about this night and I became a member of the Linnermouth Synthetic. The secret decided to pose a 12 up the Temple Grammar School Board."
5,mic_fileid_5_doa338_3spk.wav,text_fileid_5_doa338_spk1.txt,338,338,1,0.15384615384615385,6,39,0.13685135499963508,4.5397607129998505,0.45788154599995323,5.134493613999439,HOW TRUE WHEN ONE HAS THE HONOR OF BEING AN EXPERT AS MASTER IS ONE MUSTN'T LAY HIMSELF OPEN TO CONSEIL DIDN'T HAVE TIME TO COMPLETE THE COMPLIMENT IN THE MIDST OF THE GENERAL SILENCE A VOICE BECAME AUDIBLE,"How true! When one has the honor of being an expert as master is, one mustn't let himself open to. Callous said he didn't have time to complete the compliment, and the midst of the general silence of voice became audible."
6,mic_fileid_6_doa30_3spk.wav,text_fileid_6_doa30_spk2.txt,30,24,2,0.8717948717948718,34,39,0.13766952399964794,4.434014966999712,0.46385484999973414,5.035539340999094,BEFORE WE COULD BRING UP THE LAGGARDS THAT PROVOKINGLY DAWDLED ALONG NIBBLING STRAY BUNCHES OF GRASS WHEN LATE ON THE ROAD WE SAW COYOTES SNEAKING OUT FOR THEIR EVENING MEAL AND HEARD THE FAR AWAY CRY OF THE PANTHER,"I thought we'd be free of the laggers that proposed the installed wall, namely straight onto the graph. Went right on the road, so I know it's looking out for the green-can-blue of through the faraway client attack."
6,mic_fileid_6_doa87_3spk.wav,text_fileid_6_doa87_spk3.txt,87,86,3,0.43902439024390244,18,41,0.13766952399964794,4.434014966999712,0.6403371189999234,5.212021609999283,I HAVE HEARD SO HIS COMPLAINT WAS RHEUMATISM VERY MUCH AS I FANCY THE SAME SORT OF RHEUMATISM THAT AFFLICTS YOU HE TOLD ME HE CAME TO EUROPE WITH VERY LITTLE HOPE HE FEARED HIS COMPLAINT HAD BECOME CHRONIC AND INCURABLE,"Hi friends, so... It complains us from the typhoon. Very much as I can. He's the same sort of remititum that afflicts you. He told me he came to here. The very first hope. He feared his complaints had become ironic and insured."
6,mic_fileid_6_doa140_3spk.wav,text_fileid_6_doa140_spk1.txt,140,138,1,0.05405405405405406,2,37,0.13766952399964794,4.434014966999712,0.45343734699963534,5.025121837998995,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,He wore a blouse and under his blouse a whole black coat. He made pretensions to literature and to materialism. There were certain names which he often pronounced to support whatever things he might be saying. Voltaire.
7,mic_fileid_7_doa57_3spk.wav,text_fileid_7_doa57_spk1.txt,57,54,1,0.08695652173913043,2,23,0.13778571399961947,3.9882323259998884,0.3423848700003873,4.468402909999895,THOSE BULLET HOLES IN THE BACK OF THE CAR WERE FIRED FROM ABOVE AND BEHIND THE MACHINE THEY SLANTED DOWN BUT NOT SIDEWISE,"Those bullet holes in the back of the cart were fired from above and behind the machine. They slanted down, but not sideways."
7,mic_fileid_7_doa120_3spk.wav,text_fileid_7_doa120_spk2.txt,120,103,2,1.0,32,32,0.13778571399961947,3.9882323259998884,0.4167407180002556,4.5427587579997635,LOOKING FROM AN AFTER WINDOW AND EVEN GOING OUT ON A SMALL OPEN PLATFORM BUT COULD DISCOVER NOTHING WRONG I GUESS RAD WAS JUST CAPERING ABOUT WITHOUT ANY SPECIAL OBJECT MUSED TOM,Thank you.
7,mic_fileid_7_doa212_3spk.wav,text_fileid_7_doa212_spk3.txt,212,205,3,0.825,33,40,0.13778571399961947,3.9882323259998884,0.5352607939994414,4.661278833998949,SHOUTED TO PUT THE BOAT ABOUT BUT HE MIGHT WITH AS MUCH REASON HAVE SHOUTED AT AN AVALANCHE THE WIND BLEW HIS VOICE AWAY AND EMPTIED IT VIOLENTLY INTO THE AIR A SNARLING BILLOW JERKED THE OAR FROM HIS HAND,"Now, let's talk about the fun about it. But he might have been a slut who jumped out of it on the highway. He won't bring his horse-clad and help me climb up the air. A clown's gonna have a dirty aura from the hand."
8,mic_fileid_8_doa80_3spk.wav,text_fileid_8_doa80_spk2.txt,80,75,2,0.3548387096774194,11,31,0.1925897580003948,5.374618936999468,0.41126313299992034,5.978471827999783,DYING OVER IT BY THE BILLIONS THE SEA IS OF NO GREAT DEPTH AT THE GRAND BANKS A FEW HUNDRED FATHOMS AT BEST BUT TO THE SOUTH THERE IS A DEEP,Dive hoping by the millions. To see there is no great debt at the great banks. A few hundred fathoms at best. But to the south there is deep.
8,mic_fileid_8_doa248_3spk.wav,text_fileid_8_doa248_spk3.txt,248,338,3,1.4594594594594594,54,37,0.1925897580003948,5.374618936999468,0.6556590370000777,6.222867731999941,FOR THESE INDIANS DO NOT MOVE ABOUT AS MUCH AS THOSE FARTHER SOUTH WHERE THE FORESTS ARE LESS DENSE FIGURE SIXTY FIVE SHOWS THE FRAMEWORK OF A PARTIALLY BUILT HOUSE WHILE ANOTHER STANDS AT ONE SIDE COMPLETED,"Then when did you learn to make it? At two o'clock, the captain asked the men how he would make a noise. Oh, praise the legions, sir, replied the men. We can safely tell what headlight we're making for rear of life in the middle of the river, and here is the shadow of a car driving."
8,mic_fileid_8_doa333_3spk.wav,text_fileid_8_doa333_spk1.txt,333,338,1,0.5272727272727272,29,55,0.1925897580003948,5.374618936999468,0.6507603810005094,6.217969076000372,THEY WANTED TO LEARN THE GAME AT TWO O'CLOCK THE CAPTAIN ASKED THE MATE HOW WE WERE GETTING ON OH PRETTY GLIBLY SIR REPLIED THE MATE WE CAN SCARCELY TELL WHAT HEADWAY WE ARE MAKING FOR WE ARE OBLIGED TO KEEP THE MIDDLE OF THE RIVER AND THERE IS THE SHADOW OF A FOG RISING,"Then when did you learn to make it? At two o'clock, the captain asked the men how he would make a noise. Oh, praise the legions, sir, replied the men. We can safely tell what headlight we're making for rear of life in the middle of the river, and here is the shadow of a car driving."
9,mic_fileid_9_doa85_3spk.wav,text_fileid_9_doa85_spk3.txt,85,84,3,0.37735849056603776,20,53,0.1492617980002251,4.994986025999424,0.6527117939995151,5.796959617999164,WE'RE DREADFULLY RICH UNCLE JOHN SO YOU NEEDN'T WORRY IF YOU DON'T STRIKE A JOB YOURSELF ALL AT ONCE ANY LUCK TODAY SIR ASKED THE MAJOR TUCKING A NAPKIN UNDER HIS CHIN AND BEGINNING ON THE SOUP UNCLE JOHN SHOOK HIS HEAD OF COURSE NOT SAID PATSY QUICKLY IT'S TOO EARLY AS YET,"We're addressing the rich uncle John, so you needn't worry if you don't strike a job yourself while it wants. Any luck today, sir? Ask the major to keep an eye on him under his chin at the beginning on the suit. Uncle John sure could work. Of course, not, says Hasse quickly. It's too early as yet."
9,mic_fileid_9_doa242_3spk.wav,text_fileid_9_doa242_spk2.txt,242,233,2,0.2564102564102564,10,39,0.1492617980002251,4.994986025999424,0.4079386749999685,5.5521864989996175,AND WHEN BROUGHT INTO THE PRESENCE OF CAPTAIN BOLING HE SAID IN GREAT EMOTION KILL ME SIR CAPTAIN YES KILL ME AS YOU KILLED MY SON AS YOU WOULD KILL MY PEOPLE IF THEY WERE TO COME TO YOU,"and brought it to the presence of Captain Lowling, said in great emotion, Kill me, Sir Captain, yes, kill me as it's killed by the sun, and you would kill my people if they were to come to you."
9,mic_fileid_9_doa314_3spk.wav,text_fileid_9_doa314_spk1.txt,314,317,1,0.2564102564102564,10,39,0.1492617980002251,4.994986025999424,0.42434387899993453,5.5685917029995835,THE DEAF GENTLEMAN SUBMITTED WHY DID YOU INVITE YOURSELF BECAUSE A TEA PARTY IS NOT COMPLETE WITHOUT A WOMAN HER MANNER WAS AS STRANGELY ALTERED AS HER LOOKS THAT SHE WAS BESIDE HERSELF FOR THE MOMENT I CLEARLY SAW,The test gentleman submitted. Why did you invite yourself? Because a few parties not complete without a woman. Her manner was a strangely altered at her look. That she was beside her gulf at the moment I clearly saw.
10,mic_fileid_10_doa3_3spk.wav,text_fileid_10_doa3_spk1.txt,3,9,1,0.15555555555555556,7,45,0.1337120980006148,4.509487090999755,0.4822204749998491,5.125419664000219,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he found clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a faint of glass, looked out from the clerk's office. They called it old bills, people, and wished it anywhere else."
10,mic_fileid_10_doa115_3spk.wav,text_fileid_10_doa115_spk3.txt,115,116,3,0.18518518518518517,5,27,0.1337120980006148,4.509487090999755,0.35139326400076243,4.9945924530011325,WHILE IT JABBERED AND GESTICULATED AT SOME ANSWERING CREATURE BEHIND ME THIS OTHER WHICH WAS EVIDENTLY ITS MATE SOON CAME TOWARD US BEARING A MIGHTY STONE CUDGEL,"While it jabbered and gesticulated, it saw a pansoring creature behind me. As other, which was evidently its mate, soon came toward us, bearing a mighty stone cudgel."
10,mic_fileid_10_doa148_3spk.wav,text_fileid_10_doa148_spk2.txt,148,156,2,0.9230769230769231,36,39,0.1337120980006148,4.509487090999755,1.0337467489998744,5.6769459380002445,WE MAY TAKE IT THEN THAT PROPAGANDA WAS IN ORDER OF TIME THE FIRST MOTIVE OF THE FREE PRESS AND THE FIRST CAUSE OF ITS PRODUCTION NOW FROM THIS FACT ARISES A CONSIDERATION OF GREAT IMPORTANCE TO OUR SUBJECT,"Ok, so this is an appropriate loop dos Now from the resumes we are detailing the perfect sort of Post-sales"
11,mic_fileid_11_doa93_3spk.wav,text_fileid_11_doa93_spk3.txt,93,95,3,0.35,14,40,0.13440902399997867,4.593672528999377,0.4699061060000531,5.197987658999409,RAPID MOTION THROUGH SPACE ELATES ONE SO DOES NOTORIETY SO DOES THE POSSESSION OF MONEY THESE WERE THREE GOOD REASONS FOR JIMMY'S EXCITEMENT HE HAD BEEN SEEN BY MANY OF HIS FRIENDS THAT DAY IN THE COMPANY OF THESE CONTINENTALS,"Rapid motion through space in Lake One, though does not arise, though does the possession of money. It was three good reasons for Jimmy to fight with. He had been cheating by many of his friends that day in the company of these hudgernittles."
11,mic_fileid_11_doa202_3spk.wav,text_fileid_11_doa202_spk2.txt,202,202,2,0.12121212121212122,4,33,0.13440902399997867,4.593672528999377,0.3455891050007267,5.073670658000083,SO HE WALKED BY THE PATH ACROSS THE BRIDGE AND WHEN HE CAME OUT ON THE GRAVEL ROAD NEAR THE FRONT DOOR HE FOUND A GENTLEMAN SMOKING A CIGAR AND LOOKING AROUND HIM,"So, he walked by the path across the bridge, and when he came out on the gravel road in front door, he found the gentleman smoking his cigar and looking around him."
11,mic_fileid_11_doa264_3spk.wav,text_fileid_11_doa264_spk1.txt,264,202,1,0.96875,31,32,0.13440902399997867,4.593672528999377,0.30299751200072933,5.031079065000085,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"So, he walked by the path across the bridge, and when he came out on the gravel road in front door, he found the gentleman smoking his cigar and looking around him."
12,mic_fileid_12_doa38_3spk.wav,text_fileid_12_doa38_spk1.txt,38,37,1,0.15,6,40,0.1428893419997621,5.148777372999575,0.4728601050001089,5.764526819999446,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"of any other matter which might have been craving upon her husband's mind recently. Mrs. Madison knew of none what of her. The coroner intimated that her ordeal was at an end, and the veiled lady made her way to the door."
12,mic_fileid_12_doa105_3spk.wav,text_fileid_12_doa105_spk2.txt,105,99,2,1.0434782608695652,24,23,0.1428893419997621,5.148777372999575,0.387669172000642,5.679335886999979,NED LAND YELPED DID I SAY SHARKS I EXCLAIMED HASTILY I MEANT ONE HUNDRED FIFTY PEARLS SHARKS WOULDN'T MAKE SENSE INDEED CONSEIL SAID,"Midland. Did I see sharks? I just didn't have any place to push. I've never heard such a poem. Sharkwood, except me. God is most kind."
12,mic_fileid_12_doa226_3spk.wav,text_fileid_12_doa226_spk3.txt,226,226,3,0.0625,3,48,0.1428893419997621,5.148777372999575,0.4886549510001714,5.780321665999509,USING THEIR WELCOME RELEASE TO CONTINUE THEIR PROTEST THE WOMEN AGAIN MARCHED WITH THEIR BANNERS TO THE WHITE HOUSE IN AN ATTEMPT TO PICKET AGAIN THEY WERE ARRESTED NO ONE WHO SAW THAT LINE WILL EVER FORGET THE IMPRESSION IT MADE NOT ONLY ON FRIENDS OF THE SUFFRAGISTS,"Using their welcome release to continue their protest, the women again marched with their banners to the White House in an attempt to pick it. Again, they were arrested. No one who saw that line will ever forget the oppression it made, not only on friends of the suffragists."
13,mic_fileid_13_doa5_3spk.wav,text_fileid_13_doa5_spk1.txt,5,3,1,0.05128205128205128,2,39,0.17980192499999248,5.516409565000686,0.4225506309994671,6.118762121000145,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, he must succeed in it or die."" They did not think long, but replied, Let him build your majesty in one day a more beautiful palace than this, and if he fails, he will attempt..."
13,mic_fileid_13_doa232_3spk.wav,text_fileid_13_doa232_spk3.txt,232,3,3,1.0,44,44,0.17980192499999248,5.516409565000686,0.44978437699955975,6.145995867000238,HONEST FAMILY COACHES LOADED DOWN WITH GREAT AUNTS AND GRANDMOTHERS DISPLAYED AT THEIR DOORS FRESH GROUPS OF CHILDREN IN DISGUISE CLOWNS OF SEVEN YEARS OF AGE COLUMBINES OF SIX RAVISHING LITTLE CREATURES WHO FELT THAT THEY FORMED AN OFFICIAL PART OF THE PUBLIC MIRTH,"No matter how difficult, he must succeed in it or die."" They did not think long, but replied, Let him build your majesty in one day a more beautiful palace than this, and if he fails, he will attempt..."
13,mic_fileid_13_doa326_3spk.wav,text_fileid_13_doa326_spk2.txt,326,3,2,0.9791666666666666,47,48,0.17980192499999248,5.516409565000686,0.4332812610000474,6.1294927510007255,FELT HERSELF A PRINCESS AND CARRIED HER AUTHORITY OVER HIM WITH A HIGH TONE IN ALL THEIR ARRANGEMENTS SHE HAD A FANCY FOR LORD DAVID LORD DAVID WAS HANDSOME BUT THAT WAS OVER AND ABOVE THE BARGAIN SHE CONSIDERED HIM TO BE FASHIONABLE TO BE FASHIONABLE IS EVERYTHING,"No matter how difficult, he must succeed in it or die."" They did not think long, but replied, Let him build your majesty in one day a more beautiful palace than this, and if he fails, he will attempt..."
14,mic_fileid_14_doa181_3spk.wav,text_fileid_14_doa181_spk1.txt,181,184,1,0.11904761904761904,5,42,0.15586768000048323,5.4294549860005645,0.5107193459998598,6.096042012000908,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This was a curious consolation. The two spent hours together sometimes in the tiny quarler, stumbling over perlengual difficulties and now and then wandering true and fro, conversationally from Priscilla to the octagon stitch and from the octagon stitch to Dennis."
14,mic_fileid_14_doa224_3spk.wav,text_fileid_14_doa224_spk3.txt,224,184,3,1.0,42,42,0.15586768000048323,5.4294549860005645,0.46605667599942535,6.051379342000473,EQUIPPING OUR WARRIORS WITH BUCKLERS HELMS AND LANCES AND SUCH LIKE OUTLANDISH AND OBSOLETE WEAPONS THE LIKE OF WHICH PERCHANCE THEY HAD NEVER SEEN OR HEARD OF IN THE SAME MANNER THAT A CUNNING STATUARY ARRAYS A MODERN GENERAL OR AN ADMIRAL,"This was a curious consolation. The two spent hours together sometimes in the tiny quarler, stumbling over perlengual difficulties and now and then wandering true and fro, conversationally from Priscilla to the octagon stitch and from the octagon stitch to Dennis."
14,mic_fileid_14_doa337_3spk.wav,text_fileid_14_doa337_spk2.txt,337,333,2,0.12195121951219512,5,41,0.15586768000048323,5.4294549860005645,0.4082723539995641,5.993595020000612,THAT IS INDEED ONE OF THE CENTRAL DANGERS OF ALL NON MEDICAL SUGGESTIVE CURES THAT WHILE ANY BELIEF MAY CURE THROUGH THE MERE EMOTIONAL POWER OF THE ACT OF BELIEVING THE CONTENT OF THE BELIEF GAINS AN UNDESERVED APPEARANCE OF TRUTH,"That is indeed one of the central dangers of all non-medical suggested foods, that while any belief may cure through the mere emotional power of the act of believing, the content of the belief gains an undeserved appearance in truth."
15,mic_fileid_15_doa78_3spk.wav,text_fileid_15_doa78_spk3.txt,78,75,3,0.3157894736842105,12,38,0.1345188519999283,4.539763310001035,0.3512786849996701,5.025560847000634,FOOD WAS BROUGHT ME AT INTERVALS BUT OWING TO THE UTTER DARKNESS OF THE PLACE I DO NOT KNOW WHETHER I LAY THERE DAYS OR WEEKS OR MONTHS IT WAS THE MOST HORRIBLE EXPERIENCE OF ALL MY LIFE,"The road was rocky and intervals, but all into the utter darkness of the place I do not know whether I lay in them days, weeks, months, and was the most horrible experience of all my life."
