fileid,mic_file,text_file,gt_doa,pred_doa,spk,wer,edit_distance,ref_words,ipdnet2_sec,dsenet_sec,whisper_sec,total_target_sec,reference,hypothesis
4,mic_fileid_4_doa50_3spk.wav,text_fileid_4_doa50_spk1.txt,50,49,1,0.0,0,44,0.10820983700000397,1.4594225119999464,0.2905198409999912,1.8581521899999416,THEY WERE NOT VERY GRAND BUT BETTER ONES WERE NOT TO BE OBTAINED FOR THAT MATTER THE SITE OF THE DEPOT WAS SO WELL MARKED BY ITS POSITION UNDER THE FOOT OF THE GLACIER THAT WE AGREED IT WOULD BE IMPOSSIBLE TO MISS IT,they were not very grand but better ones were not to be obtained for that matter the site of the depot was so well marked by its position under the foot of the glacier that we agreed it would be impossible to miss it
4,mic_fileid_4_doa297_3spk.wav,text_fileid_4_doa297_spk2.txt,297,348,2,1.2580645161290323,39,31,0.10820983700000397,1.4818409420000762,0.3812766209999836,1.9713274000000638,AND ENDED REMOTELY IN A RAILED SPACE LIKE A BALCONY BRIGHTLY LIT AND PROJECTING INTO A SPACE OF HAZE A SPACE LIKE THE INTERIOR OF SOME GIGANTIC BUILDING BEYOND AND REMOTE,"Having their springer theater in the barn, and their winter ones in the narrow moments of the dining room, where the number of the audience must lose various limited. On the occasion, the prologues and epilogues were written by James Elvis Brothers."
4,mic_fileid_4_doa356_3spk.wav,text_fileid_4_doa356_spk3.txt,356,354,3,0.11627906976744186,5,43,0.10820983700000397,1.4595647930000268,0.38744817799999964,1.9552228080000305,HAVING THEIR SUMMER THEATRE IN THE BARN AND THEIR WINTER ONE WITHIN THE NARROW LIMITS OF THE DINING ROOM WHERE THE NUMBER OF THE AUDIENCE MUST HAVE BEEN VERY LIMITED ON THESE OCCASIONS THE PROLOGUES AND EPILOGUES WERE WRITTEN BY JANE'S ELDEST BROTHER,"Having their silver and theatre in the barn, and their winter ones in the narrow lines of the dining room, where the number of the audience must have been very limited. On these occasions, the prologues and epilogues were written by Jane's eldest brother,"
5,mic_fileid_5_doa139_3spk.wav,text_fileid_5_doa139_spk1.txt,139,137,1,0.019230769230769232,1,52,0.17049216999998862,17.324791713999957,0.43851302999996733,17.933796913999913,WITH OUR BODIES WOUNDED AND BLEEDING AND OUR HEARTS NO LESS THAN OUR BODIES ABOUT A MILE WE WENT THAT NIGHT UP UPON A HILL WITHIN SIGHT OF THE TOWN WHERE THEY INTENDED TO LODGE THERE WAS HARD BY A VACANT HOUSE DESERTED BY THE ENGLISH BEFORE FOR FEAR OF THE INDIANS,"with our bodies wounded and bleeding and our hearts no less than our bodies. About a mile we went that night, up upon a hill within sight of the town, where they intended to lodge. There was heart by a vacant house, deserted by the English before, for fear of the Indians."
5,mic_fileid_5_doa210_3spk.wav,text_fileid_5_doa210_spk2.txt,210,207,2,0.075,3,40,0.17049216999998862,16.68547933299999,0.38120638600003076,17.23717788900001,LET ME INFORM YOU THAT GANEM'S RESPECTFUL BEHAVIOUR JOINED TO ALL THE GOOD OFFICES HE DID ME GAINED HIM MY ESTEEM I WENT FURTHER YET YOU KNOW THE TYRANNY OF LOVE I FELT SOME TENDER INCLINATION RISING IN MY BREAST,Let me inform you that God's respectful behavior joined to all the good offices he did me gave him my esteem. I went further yet. You know the tyranny of love. I felt some tender inclination rising in my breast.
5,mic_fileid_5_doa315_3spk.wav,text_fileid_5_doa315_spk3.txt,315,322,3,0.08333333333333333,3,36,0.17049216999998862,16.937942482999915,0.39805454999998346,17.506489202999887,BUT I HAD FORGOTTEN THE FACT IN CONNECTION WITH WHAT HAD BEEN SAID MADE HER STILL MORE UNCOMFORTABLE WELL I DIDN'T WORK VERY HARD AND I DIDN'T HAVE TO WORK LONG BUT I WAS A HAND,"but I had a gun. The fact in connection with what it had been said made her still more uncomfortable. Well, I didn't work very hard, and I didn't have to work long, but I was a hand."
6,mic_fileid_6_doa27_3spk.wav,text_fileid_6_doa27_spk1.txt,27,26,1,0.06521739130434782,3,46,0.11222528000007514,1.5653996979999647,0.40493358100002297,2.082558559000063,HE WAS VERY GLAD TO GET RID OF ME I WAS IN A FURY WHAT POSSESSED ME WHAT POSSESSED ME TO FORCE MYSELF UPON THEM I WONDERED GRINDING MY TEETH AS I STRODE ALONG THE STREET FOR A SCOUNDREL A PIG LIKE THAT ZVERKOV OF COURSE,"He was very glad to get rid of me. I was in a fury. What possessed me? What possessed me to force myself upon him? I wondered, grabbing my teeth as I strode along the street for a scoundrel, a pig like that Zwerpow. Of course..."
6,mic_fileid_6_doa107_3spk.wav,text_fileid_6_doa107_spk3.txt,107,109,3,0.1794871794871795,7,39,0.11222528000007514,1.542954879999911,0.32747536300007596,1.9826555230000622,WE COULD NOW ONCE MORE SET OUR FACES TO THE SOUTH AND IN THICK DRIVING SNOW WE CONTINUED OUR WAY INTO THE UNKNOWN WITH GOOD ASSISTANCE FROM THE HOWLING NORTH EASTERLY GALE WE NOW RECOMMENCED THE ERECTION OF BEACONS,"We could now once more set our faces to the south, and in thick, driving snow, we continued our way into the unknown, with assistance from the howling northeasterly game. Now recommends the erection of Bacons."
6,mic_fileid_6_doa274_3spk.wav,text_fileid_6_doa274_spk2.txt,274,26,2,1.069767441860465,46,43,0.11222528000007514,1.5162553019999905,0.40093155200008823,2.029412134000154,BUT THIS MADE NO DIFFERENCE TO THE AUTHORITIES THEY WERE DETERMINED TO DETECT HER IN SOME CRIME AND PUNISH HER IT WAS NOT FITTING THEY THOUGHT THAT AN ENEMY SHOULD BE ENGAGED IN WORKS OF MERCY EVEN THOUGH THEY THEMSELVES MIGHT BENEFIT THEREBY,"He was very glad to get rid of me. I was in a fury. What possessed me? What possessed me to force myself upon him? I wondered, grabbing my teeth as I strode along the street for a scoundrel, a pig like that Zwerpow. Of course..."
7,mic_fileid_7_doa16_3spk.wav,text_fileid_7_doa16_spk2.txt,16,16,2,0.08333333333333333,4,48,0.16127654899992194,15.948613437999938,0.4265498720000096,16.53643985899987,COMPENSATION TO BE MADE FOR THE MASSACRE OF AMBOINA AND THE OFFICIALS RESPONSIBLE FOR IT PUNISHED THE NUMBER OF WARSHIPS IN ENGLISH WATERS WAS TO BE LIMITED THE FLAG HAD TO BE STRUCK WHEN ENGLISH SHIPS WERE MET AND THE RIGHT OF SEARCH TO BE PERMITTED THESE DEMANDS,"Compensation to be made for the massacre of Amboya and the officials responsible for it punished. The number of warships in English waters was to be limited. The flag had to be struck when English ships were met, right of search to be committed. These demands..."
7,mic_fileid_7_doa175_3spk.wav,text_fileid_7_doa175_spk3.txt,175,176,3,0.26,13,50,0.16127654899992194,15.85154653799998,0.4675471790000074,16.48037026599991,HE JUST COULDN'T UNDERSTAND ABOUT THOSE CAST OFF SUITS OF THE SNAKE FAMILY AND HE FELT SURE THAT JENNY WREN COULD TELL HIM FINALLY CURIOSITY GOT THE BEST OF HIM AND BACK HE SCAMPERED LIPPERTY LIPPERTY LIP TO THE FOOT OF THE TREE IN WHICH JENNY WREN HAD HER HOME,"He just couldn't understand about those cast-off suits in the snake family, and he felt sure that Jenny Rand could tell him. Finally, curiosity had the best of the back of his camera, lippery-lippery-lippery to the foot of the tree in which Jenny Rand had her home."
7,mic_fileid_7_doa248_3spk.wav,text_fileid_7_doa248_spk1.txt,248,176,1,0.9791666666666666,47,48,0.16127654899992194,15.885489802999928,0.46090245600009894,16.50766880799995,THE FLY CATCHER THE WALKING FERN ET CETERA I HARDLY KNOW HOW THE LITTLE BELLS I HAVE BEEN DESCRIBING WOULD BE REGARDED BY SEEKERS OF THIS CLASS BUT EVERY TRUE FLOWER LOVER WHO COMES TO CONSIDER THESE UTAH LILIES WILL SURELY BE WELL REWARDED HOWEVER LONG THE WAY,"He just couldn't understand about those cast-off suits in the snake family, and he felt sure that Jenny Rand could tell him. Finally, curiosity had the best of the back of his camera, lippery-lippery-lippery to the foot of the tree in which Jenny Rand had her home."
8,mic_fileid_8_doa48_3spk.wav,text_fileid_8_doa48_spk1.txt,48,45,1,0.0,0,29,0.11964469800000188,1.5063985799999955,0.2952743420000843,1.9213176200000817,HYPNOTIZATION MAY BE SECRETLY MISUSED TO MAKE ANYONE WITHOUT HIS KNOWLEDGE AND AGAINST HIS WILL A PASSIVE INSTRUMENT OF THE HYPNOTIST'S INTENT OFTEN THIS IS COUPLED WITH TELEPATHIC FANCIES,hypnotization may be secretly misused to make anyone without his knowledge and against his will a passive instrument of the hypnotist's intent often this is coupled with telepathic fancies
8,mic_fileid_8_doa147_3spk.wav,text_fileid_8_doa147_spk2.txt,147,149,2,0.0967741935483871,3,31,0.11964469800000188,1.456680117000019,0.32571618400004354,1.9020409990000644,DO YOU KNOW ANYTHING OF MILTON MISS HALE HAVE YOU SEEN ANY OF OUR FACTORIES OUR MAGNIFICENT WAREHOUSES NO SAID MARGARET I HAVE NOT SEEN ANYTHING OF THAT DESCRIPTION AS YET,"Do you know anything of Millis? Ms. Hale, have you seen any of our factories? Our magnificent warehouses? No, said Margaret. I have not seen anything of that prescription as yet."
8,mic_fileid_8_doa352_3spk.wav,text_fileid_8_doa352_spk3.txt,352,350,3,0.47058823529411764,8,17,0.11964469800000188,1.4252995890000193,0.24166109999998753,1.7866053870000087,OPPRESSED BY SOME VAGUE DREAD ORGANS OF PARTY RAGE AND POPULAR FRENZY OUR OPINIONS WERE DIAMETRICALLY OPPOSED,Appressed by some deep dread. Omnits of market rage mobiles transient. Our opponents were diametrically opposed.
9,mic_fileid_9_doa155_3spk.wav,text_fileid_9_doa155_spk1.txt,155,157,1,0.023255813953488372,1,43,0.105171931999962,1.6118597490000184,0.38495168999997986,2.1019833709999602,AND IT'S BEEN SO SNOWY SHE HASN'T THOUGHT BEST TO TRY TO GET OVER TO THE HOUSE MAYBE AUNT HANNAH WOULD COME TOO FOR LUNCHEON WOULD SHE I'M AFRAID NOT RETURNED BILLY WITH A RUEFUL LAUGH SHE'S GOT THREE SHAWLS ON THIS MORNING,"And it's been so snowy she hasn't thought best to try to get over to the house. Maybe Aunt Hannah would come too for luncheon, would she? I'm afraid not, returned Billy with a brutal laugh. She's got three shawls on this morning."
9,mic_fileid_9_doa193_3spk.wav,text_fileid_9_doa193_spk3.txt,193,194,3,0.21428571428571427,6,28,0.105171931999962,1.5536391110000523,0.24443531999997958,1.9032463629999938,AND TENDER YES IT IS WELL PROTECTED FROM CLUMSY SPECTATORS AND FAMILIAR CURIOSITY WE ARE WOVEN INTO A STRONG NET AND GARMENT OF DUTIES AND CANNOT DISENGAGE OURSELVES,and tender yes it is well protected from these spectators and familiar curiosity we are all living with your strong net and garment duties and cannot disengage ourselves
9,mic_fileid_9_doa340_3spk.wav,text_fileid_9_doa340_spk2.txt,340,338,2,0.023809523809523808,1,42,0.105171931999962,1.6044663039999705,0.3693541950000281,2.0789924309999606,THEN STOPPED AND TURNING HER BACK UPON THE PHI SIGMA TAU BEGAN TALKING TO EDNA WRIGHT JUST THEN MISS TEBBS WHO HAD BEEN BUSY WITH HER LIST ANNOUNCED THAT SHE WOULD NOW NAME THE CAST AND ALL CONVERSATION CEASED AS BY MAGIC,"then stopped, and turning her back upon the Phi Sigma Tau, began talking to Edna Wright. Just then, Miss Tabbs, who had been busy with her list, announced that she would now name the cast, and all conversation ceased as by magic."
10,mic_fileid_10_doa14_3spk.wav,text_fileid_10_doa14_spk1.txt,14,12,1,0.11904761904761904,5,42,0.11163763800004745,1.4415008600000192,0.3362772880000193,1.889415786000086,CONNECTED WITH IT MISTER JENKS HAD NO ONE TO WHOM HE WANTED TO SEND ANY WORD BUT MISTER PARKER WISH TO WIRE TO A FELLOW SCIENTIST THE RESULT OF SOME OBSERVATIONS MADE IN THE UPPER AIR TOM NOTED ALL THE MESSAGES DOWN,"Connected with it. Mr. J said no one to whom he wanted to send any word, but Mr. Parker wished to wire to a fellow scientist the result of some observations made in the upper air. Tom noted all the messages down."
10,mic_fileid_10_doa59_3spk.wav,text_fileid_10_doa59_spk3.txt,59,42,3,0.7837837837837838,29,37,0.11163763800004745,1.4312374789999467,0.31552126999997654,1.8583963869999707,THE NEW EMPEROR WAS NOT A MAN OF CAPACITY AND HAD BEEN DRIVEN INTO REBELLION BY HIS FEARS RATHER THAN HIS AMBITION HE HELD THE THRONE BARELY THREE YEARS AMID CONSTANT REVOLTS AT HOME AND DEFEATS ABROAD,"He has been served a lot of men who possessed and had been driven into the rebellion by serious wrath of his enemy. He held the throne of 33 years, called the humble to call and to pay the burden of his soul."
10,mic_fileid_10_doa302_3spk.wav,text_fileid_10_doa302_spk2.txt,302,306,2,0.17391304347826086,8,46,0.11163763800004745,1.3974811479999971,0.3205431689999614,1.829661955000006,FOR SHE WAS NOT ACCUSED AT ANY TIME OF HAVING BEEN A SPY BUT THEY HAD PLANNED TO TRY HER FOR HER LIFE AND MISTER WHITLOCK SOON GUESSED THIS IN SPITE OF THE FACT THAT THE GERMANS KEPT THEIR PREPARATIONS FROM HIM SO FAR AS POSSIBLE,for she was not accused at any time of having been a spy but they had planned to try her for life and mr wintlock didn't guess this despite the fact that the germans kept their preparations from him so far as possible
11,mic_fileid_11_doa21_3spk.wav,text_fileid_11_doa21_spk1.txt,21,20,1,0.07692307692307693,3,39,0.16907632200002354,15.977596665000078,0.35353851000002123,16.500211497000123,WE ARRIVED BEFORE NOON AT THE OLD TRADING POST CALLED BUCK'S IN FRONT OF THE STICKEEN GLACIER AND REMAINED LONG ENOUGH TO ALLOW THE FEW PASSENGERS WHO WISHED A NEARER VIEW TO CROSS THE RIVER TO THE TERMINAL MORAINE,we arrived before noon at the old training post called Bucks in front of the sticking glacier and remained long enough to allow the few passengers who wished a nearer view to cross the river to the terminal moray
11,mic_fileid_11_doa151_3spk.wav,text_fileid_11_doa151_spk2.txt,151,151,2,0.1875,6,32,0.16907632200002354,15.731396559000018,0.44371689199999764,16.34418977300004,MISSUS BOND MY HOUSEKEEPER IS LOOKING AFTER HER SECLUSION IS HER WATCHWORD IF YOU SEE HER MAKE A NOISE LIKE A DRY LEAF AND BLOW AWAY YOU'LL GO WON'T YOU REMSEN MEDITATED,"Miss Fawn, my housekeeper, is looking after her. Seclusion is her watchword. If you see her, make a noise like a dry leaf and blow away. Don't go, won't you? Rinse in meditation."
11,mic_fileid_11_doa295_3spk.wav,text_fileid_11_doa295_spk3.txt,295,20,3,0.9523809523809523,40,42,0.16907632200002354,16.24335066399999,0.34251461600001676,16.75494160200003,BEFORE PUTTING THEIR PROJECT OF EXPLORING THE YET UNKNOWN PARTS OF THE ISLAND INTO EXECUTION THEY WISHED TO GET ALL POSSIBLE WORK FINISHED IT WAS ALSO THE TIME FOR COLLECTING THE VARIOUS VEGETABLES FROM THE TABOR ISLAND PLANTS ALL WAS STOWED AWAY,we arrived before noon at the old training post called Bucks in front of the sticking glacier and remained long enough to allow the few passengers who wished a nearer view to cross the river to the terminal moray
12,mic_fileid_12_doa14_3spk.wav,text_fileid_12_doa14_spk3.txt,14,16,3,0.22641509433962265,12,53,0.11985625800002708,1.4586631999999327,0.4135142300000325,1.9920336879999923,COCLES BEING BLIND OF THE LEFT CAMOENS OF THE RIGHT EYE SO ARRANGED THAT THE TWO PROFILES WITHOUT EYES WERE TURNED TO EACH OTHER THE DAY THAT THE BEAUTIFUL MISSUS VISART CAUGHT THE SMALL POX THE UGLY CLUB TOASTED HER THIS CLUB WAS STILL IN EXISTENCE IN THE BEGINNING OF THE NINETEENTH CENTURY,"The club was being blind with the left, the camoans, and the right eye, so arranged that the two profiles without eyes were turned to each other. The day that the beautiful Mrs. Bizarre caught the smallpox, the ugly club toasted her. This club was still in existence in the beginning of the 19th century."
12,mic_fileid_12_doa105_3spk.wav,text_fileid_12_doa105_spk2.txt,105,103,2,0.0,0,17,0.11985625800002708,1.4301957419999098,0.19360877799999798,1.743660777999935,IT IS AN ODD JEALOUSY IT IS AN INTOLERABLE IDEA IT IS IMPOSSIBLE TO RESIST ACKNOWLEDGING THIS,It is an odd jealousy. It is an intolerable idea. It is impossible to resist acknowledging this.
12,mic_fileid_12_doa152_3spk.wav,text_fileid_12_doa152_spk1.txt,152,151,1,0.20454545454545456,9,44,0.11985625800002708,1.4126908279999952,0.3979520740000453,1.9304991600000676,ACCOMPANIED BY THE SAME LEER OF THE SAME YELLOW COUNTENANCE WHY DARN IT ALL CAPTING THERE IS BUT THREE OR FOUR CORDS LEFT AND SINCE IT'S YOU I DON'T CARE IF I DO LET YOU HAVE IT FOR THREE AS YOU'RE A GOOD CUSTOMER,"accompanied by the same leader of the same old cow boots. Why, are it all Captain? There's but three or four quarts left. And since it's you, I don't care if I do let you have it for three. As you're a good customer."
13,mic_fileid_13_doa77_3spk.wav,text_fileid_13_doa77_spk2.txt,77,76,2,0.06666666666666667,3,45,0.12208051699997213,1.659472873000027,0.3763157890000457,2.157869179000045,NOR ANYTHING ELSE COULD SEEM OF IMPORTANCE TO NATASHA THE COUNT RETURNED AND LAY DOWN BEHIND THE PARTITION THE COUNTESS WENT UP TO HER DAUGHTER AND TOUCHED HER HEAD WITH THE BACK OF HER HAND AS SHE WAS WONT TO DO WHEN NATASHA WAS ILL,"nor anything else could seem of importance to Natasha. The Count returned and laid down behind the partition. The Countess went up to her daughter and touched her head with the back of her hand, as she was wont to do and Tasha was ill."
13,mic_fileid_13_doa219_3spk.wav,text_fileid_13_doa219_spk3.txt,219,215,3,0.05,2,40,0.12208051699997213,1.4961393779999526,0.3446415020000586,1.9628613969999833,THEIR INTERLOCKING BRANCHES HIDING THE GIRL TOM DID SEE CROWDS OF OTHER PERSONS THOUGH THRONGING THE STREETS OF SHOPTON FOR THOUGH THE YOUNG INVENTOR HAD MADE MANY FLIGHTS THERE WAS ALWAYS A NOVELTY ABOUT THEM THAT BROUGHT OUT THE CURIOUS,"their interlocking branches hiding the girl. Tom did see crowds of other persons, though, roaming the streets of shopping. For though the young inventor had made many flights, there was always a novelty about them that brought out the curious."
13,mic_fileid_13_doa274_3spk.wav,text_fileid_13_doa274_spk1.txt,274,215,1,0.9347826086956522,43,46,0.12208051699997213,1.480482195000036,0.34352518100001816,1.9460878930000263,WHICH HAS BEEN FASTENED UPON EAGERLY BY THE POLICE WHO HAVE NATURALLY BEEN DELIGHTED AT OBTAINING A SORT OF MAGIC TOUCHSTONE BY WHICH THEY ARE SAVED THE LABOUR OF INVESTIGATION BUT THERE IS NO SUCH THING AS A SINGLE FACT THAT AFFORDS EVIDENCE REQUIRING NO CORROBORATION,"their interlocking branches hiding the girl. Tom did see crowds of other persons, though, roaming the streets of shopping. For though the young inventor had made many flights, there was always a novelty about them that brought out the curious."
14,mic_fileid_14_doa48_3spk.wav,text_fileid_14_doa48_spk3.txt,48,49,3,0.05263157894736842,2,38,0.1566148480000038,16.76383393800006,0.3281802289999405,17.248629015000006,SHE IS WITHOUT EXCEPTION THE MOST CHARMING GIRL THAT I HAVE EVER SEEN IN MY LIFE LATER ON SHE'LL HAVE VIRTUES WITH AN ODOR OF VIOLETS HOW GRACEFUL ONE CANNOT LIVE OTHERWISE THAN NOBLY WITH SUCH A CREATURE,she is without exception the most charming girl that i have ever seen in my life later on she'll have virtues with an odor of violence how graceful one cannot live otherwise than lonely with such a creature
14,mic_fileid_14_doa82_3spk.wav,text_fileid_14_doa82_spk1.txt,82,80,1,0.06666666666666667,3,45,0.1566148480000038,16.445815645999915,0.40822951799998464,17.010660011999903,BUT AS THE OFFENCE IS ONE OF OMISSION RATHER THAN COMMISSION MY PUNISHMENT MUST REST ONLY ON THE TWO BOYS CONVICTED OF MISDEMEANOR CONWAY LOSES HIS RECESS FOR A MONTH AND BAILEY HAS A PAGE ADDED TO HIS LATIN LESSONS FOR THE NEXT FOUR RECITATIONS,but as the offense is one of omission rather than a commission my punishment must rest only on the two boys convicted of misdemeanor conway loses his recess for a month and bailey has a page added to his lap lessons for the next four recitations
14,mic_fileid_14_doa349_3spk.wav,text_fileid_14_doa349_spk2.txt,349,354,2,0.07894736842105263,3,38,0.1566148480000038,16.699928755999963,0.4120784230000254,17.268622026999992,I BEHELD GREAT HEAPS OF COIN AND QUADRILATERALS BUILT OF BARS OF GOLD THAT WAS FLINT'S TREASURE THAT WE HAD COME SO FAR TO SEEK AND THAT HAD COST ALREADY THE LIVES OF SEVENTEEN MEN FROM THE HISPANIOLA,"I beheld great heaps of coin and quadrilaterals built of bars of gold. That was Flint's treasure that we had come so far to seek, and that it cost already the lives of seventeen men from the Pacifica Lua."
