fileid,mic_file,method,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
10,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_10_doa3_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,15.430875,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_10/enhanced_fileid_10_preddoa6_src1.wav,nearest_spk1_gt_doa,0,6,3.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_10_doa3_spk1.txt,0.08888888888888889,4,45,7.444530050964139,-2.4332141445389373,-9.877744195503077,6.5822163485292196,-27.449876810743675,-34.0320931592729,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from the clerk's office. They called it Old Dills Peephole and wished it anywhere else.",0.5585571609990438,0.5585571609990438,0.03619737448453467,0.03619737448453467,1
11,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_11_doa93_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,15.721,264,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_11/enhanced_fileid_11_preddoa260_src3.wav,nearest_spk1_gt_doa,2,260,4.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_11_doa264_spk1.txt,0.375,12,32,4.3507104076795775,-1.289673302256099,-5.640383709935676,2.517219782265993,-22.183793596706632,-24.701013378972625,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Seize me bullen along the road straight when he delivers himself of a gout pure and simple. The Perrysburg Eye striped to famous Wami Pike, 40 miles of stone road, almost a dead level.",0.44010634400001436,0.44010634400001436,0.02799480592837697,0.02799480592837697,1
12,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_12_doa38_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,17.289,38,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_12/enhanced_fileid_12_preddoa40_src1.wav,nearest_spk1_gt_doa,0,40,2.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_12_doa38_spk1.txt,0.2,8,40,3.0117120170647294,-2.5462573314861676,-5.5579693485508965,2.310881151869645,-12.81914576952451,-15.130026921394155,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"of any other matter which might have been pranked upon her as its mind recently. Mrs. Maderson knew of none what of it. The coroner intimated that her ordeal was at an end, and the veiled lady made her way to the door.",0.5787313220007491,0.5787313220007491,0.03347396159412048,0.03347396159412048,1
13,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_13_doa5_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,17.47475,5,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_13/enhanced_fileid_13_preddoa344_src3.wav,nearest_spk1_gt_doa,2,344,21.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_13_doa5_spk1.txt,0.5384615384615384,21,39,4.507896838221571,-2.6920236025665094,-7.19992044078808,3.72152809385599,-9.583034741229095,-13.304562835085086,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, and carry the responsibility of her own, I tell her to know her arrangements. They did not think long, but replied, Let him build your ministry of one day, of more beautiful power than this, and if he fails, it is tempting.",0.573895157998777,0.573895157998777,0.03284139446909266,0.03284139446909266,1
14,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_14_doa181_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,17.749,181,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_14/enhanced_fileid_14_preddoa181_src1.wav,nearest_spk1_gt_doa,0,181,0.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_14_doa181_spk1.txt,0.09523809523809523,4,42,5.70254806064969,-2.3305661616112348,-8.033114222260924,5.878008946627866,-32.8169049597295,-38.694913906357364,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This was a curious consolation. The two spent hours together sometimes in a tiny parlor, stumbling over Berlin Wall difficulties and now and then wandering true and fro, conversationally from Priscilla to the Octagon Stitch and from the Octagon Stitch to Dennis.",0.515192090999335,0.515192090999335,0.02902654183330526,0.02902654183330526,1
15,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_15_doa78_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,15.6375,266,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_15/enhanced_fileid_15_preddoa263_src2.wav,nearest_spk1_gt_doa,1,263,3.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_15_doa266_spk1.txt,0.16666666666666666,6,36,5.416050440078651,-1.5612248205069046,-6.9772752605855555,4.383063203187186,-26.59008203183527,-30.973145235022457,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,"When on shore, he followed his favorites like a dog, and was never known to root. Except on speech and appearance, he was the counterpart of a happy, good-natured, and well-cared-born household dog.",0.46924357199895894,0.46924357199895894,0.030007582541899853,0.030007582541899853,1
16,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_16_doa36_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,15.665875,36,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_16/enhanced_fileid_16_preddoa35_src1.wav,nearest_spk1_gt_doa,0,35,1.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_16_doa36_spk1.txt,0.15,6,40,4.715887579296116,-3.0409894402227917,-7.7568770195189085,5.223743319615117,-9.08141461330508,-14.305157932920197,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage, Julia, returning to the consulate after a month spent in very active exercise at the Tunis court, was met on the doorstep by Dora, the youngest of the Torrenci butchers.",0.5288506090000737,0.5288506090000737,0.03375812771390514,0.03375812771390514,1
17,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_17_doa99_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,16.526625,99,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_17/enhanced_fileid_17_preddoa98_src1.wav,nearest_spk1_gt_doa,0,98,1.0,2,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_17_doa99_spk1.txt,0.0784313725490196,4,51,4.538646043512617,-2.3299807312151204,-6.868626774727737,3.500031346448058,-22.637530900234147,-26.137562246682204,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she later on engaged to a man whom she really loved? Yes, that was it. And during all the time she kept up her old layers on, the author wanted to show that a woman can love in two ways, a man only in one. That is true enough, isn't it? Certainly.",0.6726585350006644,0.6726585350006644,0.04070150650847735,0.04070150650847735,1
18,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_18_doa181_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,15.649,181,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_18/enhanced_fileid_18_preddoa182_src1.wav,nearest_spk1_gt_doa,0,182,1.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_18_doa181_spk1.txt,0.022222222222222223,1,45,5.032712298718076,-3.462874890129494,-8.49558718884757,5.418632518875928,-25.210904445037453,-30.62953696391338,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,And don't I hope that first picture turns out good? It was a remarkable pose if only the focus was right. He started toward the cabin door as though anxious to develop his role of film and discover what success his labor had resulted in.,0.5234872289984196,0.5234872289984196,0.03345180069003895,0.03345180069003895,1
19,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_19_doa121_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,17.152125,340,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_19/enhanced_fileid_19_preddoa337_src3.wav,nearest_spk1_gt_doa,2,337,3.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_19_doa340_spk1.txt,0.11904761904761904,5,42,6.963142319533812,-1.3217848089828417,-8.284927128516653,6.300918608916669,-19.916605174871666,-26.217523783788337,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to DotCova had delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small, tart community in retaliation for the destruction of the incubator, until after the Great Games.",0.5048615800005791,0.5048615800005791,0.029434345890120266,0.029434345890120266,1
20,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,16.674375,68,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_20/enhanced_fileid_20_preddoa150_src1.wav,nearest_spk1_gt_doa,0,150,82.0,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_20_doa68_spk1.txt,0.058823529411764705,2,34,4.592732917239571,-1.5613562669200904,-6.154089184159662,3.64248871573861,-29.355567410738942,-32.99805612647755,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,"Alenim was about to approach the dead body and had begun to look at it when the brother, looking up at him from under his brows, with calm contempt, said something sharply and ablyly.",0.4551729319991864,0.4551729319991864,0.027297750710247693,0.027297750710247693,1
21,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav,Official-HARK-IPDNetDOA-ConstantLocalization-GHDSS,1,17.10975,34,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_21/enhanced_fileid_21_preddoa32_src1.wav,nearest_spk1_gt_doa,0,32,2.0,2,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_21_doa34_spk1.txt,0.02702702702702703,1,37,6.26855616178417,-2.4409052986251045,-8.709461460409274,5.846675211722755,-20.634923330919236,-26.48159854264199,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work to make clothes after the pattern of the Natcheli Eskimo, and the sewing went on early and late. Thick anoraks and thin ones, heavy breeches and light, winter stockings and summer stockings.",0.5448850140001014,0.5448850140001014,0.03184646263096196,0.03184646263096196,1
