setting,fileid,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,reference,hypothesis,whisper_sec,whisper_rtf
HARK_n_sep_GT,5,2,15.402,60,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_5/enhanced_fileid_5_doa60_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_5_doa60_spk2.txt,1.0526315789473684,40,38,-1.171070986882545,-1.0580025882177087,0.11306839866483642,-6.618568112595986,-34.82302764290322,-28.204459530307233,THEN HE BECAME A HANGER ON AT THE CLUBS A GENTEEL LOAFER HE USED TO SAY IN HIS SOBER MOMENTS THAT AT LAST HE WAS ONE OF THE BOYS THAT SADNESS HAD SPOKEN OF HE DID NOT WORK,Thank you for being here on the Club. One is the honor for the experts master is one was the length of the super moment. The second class was one of the boys that set this whole thing. And the midst of the general silence of voice being heard.,0.5821742869998161,0.037798616218660964
HARK_n_sep_GT,5,3,15.402,102,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_5/enhanced_fileid_5_doa102_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_5_doa102_spk3.txt,1.2121212121212122,40,33,-5.085791819905737,-2.714615501163968,2.3711763187417687,-11.071069193302161,-27.771593384272826,-16.700524190970665,IN AUGUST WE HAD TWO WEEKS VACATION IT WAS ABOUT THIS TIME THAT I BECAME A MEMBER OF THE RIVERMOUTH CENTIPEDES A SECRET SOCIETY COMPOSED OF TWELVE OF THE TEMPLE GRAMMAR SCHOOL BOYS,The following day we had two weeks of a kitchen club. One was the honor of the rest of the past year. One was the place that you were going to. A secret place that you were going to. And the midst of the general silence of voice being audible.,0.6420901550000053,0.04168875178548275
HARK_n_sep_GT,6,2,15.072,30,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_6/enhanced_fileid_6_doa30_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_6_doa30_spk2.txt,0.9230769230769231,36,39,-2.4004695626707186,-2.9343831666239515,-0.5339136039532328,-7.189602879792632,-14.558381355277382,-7.368778475484749,BEFORE WE COULD BRING UP THE LAGGARDS THAT PROVOKINGLY DAWDLED ALONG NIBBLING STRAY BUNCHES OF GRASS WHEN LATE ON THE ROAD WE SAW COYOTES SNEAKING OUT FOR THEIR EVENING MEAL AND HEARD THE FAR AWAY CRY OF THE PANTHER,A theory that decisions and auto-adminities are君 tricky to maintain and correct as the,3.9762209900000016,0.263815086916136
HARK_n_sep_GT,6,3,15.072,87,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_6/enhanced_fileid_6_doa87_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_6_doa87_spk3.txt,1.0,41,41,-4.915123936157877,-2.5024272023649186,2.4126967337929583,-8.804443375634477,-37.94323716103165,-29.13879378539717,I HAVE HEARD SO HIS COMPLAINT WAS RHEUMATISM VERY MUCH AS I FANCY THE SAME SORT OF RHEUMATISM THAT AFFLICTS YOU HE TOLD ME HE CAME TO EUROPE WITH VERY LITTLE HOPE HE FEARED HIS COMPLAINT HAD BECOME CHRONIC AND INCURABLE,He wore a blouse and under his clothes an oversized coat. He used to take his surrender and to materialize. There were certain names which are often pronounced to support what other things there might be said. Valka.,0.5495540890001394,0.03646192204087974
HARK_n_sep_GT,7,2,13.882,120,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_7/enhanced_fileid_7_doa120_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_7_doa120_spk2.txt,0.09375,3,32,-1.737456133531321,-1.8857382381410994,-0.14828210460977842,-5.987526058322411,-18.676938699762246,-12.689412641439835,LOOKING FROM AN AFTER WINDOW AND EVEN GOING OUT ON A SMALL OPEN PLATFORM BUT COULD DISCOVER NOTHING WRONG I GUESS RAD WAS JUST CAPERING ABOUT WITHOUT ANY SPECIAL OBJECT MUSED TOM,"Looking from an after, and even going out on a small moving platform, but could discover nothing wrong. I guess Rad was just capering about without any special object used, Tom.",0.3777648370000861,0.02721256569659171
HARK_n_sep_GT,7,3,13.882,212,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_7/enhanced_fileid_7_doa212_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_7_doa212_spk3.txt,0.625,25,40,-0.49249464976770774,-1.7752654566811636,-1.2827708069134558,-4.547868956347757,-25.77176449210905,-21.223895535761294,SHOUTED TO PUT THE BOAT ABOUT BUT HE MIGHT WITH AS MUCH REASON HAVE SHOUTED AT AN AVALANCHE THE WIND BLEW HIS VOICE AWAY AND EMPTIED IT VIOLENTLY INTO THE AIR A SNARLING BILLOW JERKED THE OAR FROM HIS HAND,"He had to move the boat about, but he was not for his much reason that shouted at the novelists. He had to move the voice away and empty the buzz of the entity there. It's not only Billow jerked the ore from his hand.",0.5374866310000925,0.03871824167987988
HARK_n_sep_GT,8,2,17.132,80,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_8/enhanced_fileid_8_doa80_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_8_doa80_spk2.txt,1.6129032258064515,50,31,-8.104657717002317,-4.177706049801411,3.926951667200906,-11.530114257542303,-34.880199532803935,-23.350085275261634,DYING OVER IT BY THE BILLIONS THE SEA IS OF NO GREAT DEPTH AT THE GRAND BANKS A FEW HUNDRED FATHOMS AT BEST BUT TO THE SOUTH THERE IS A DEEP,"And one of the words again by the bellies, At two o'clock the captain has to make a move. At the great night, she was the friend of you. She was curious to tell what headway we were making, what we were about to keep in the middle of the river, and there is the shadow of a fog rising.",0.7661819499999183,0.044722271188414556
HARK_n_sep_GT,8,3,17.132,248,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_8/enhanced_fileid_8_doa248_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_8_doa248_spk3.txt,0.21621621621621623,8,37,-4.753372410920001,-3.171782210029331,1.5815902008906697,-7.48977762075007,-29.468419743251815,-21.978642122501746,FOR THESE INDIANS DO NOT MOVE ABOUT AS MUCH AS THOSE FARTHER SOUTH WHERE THE FORESTS ARE LESS DENSE FIGURE SIXTY FIVE SHOWS THE FRAMEWORK OF A PARTIALLY BUILT HOUSE WHILE ANOTHER STANDS AT ONE SIDE COMPLETED,"For these animals do not move about as much as those farther south where the forest or less stands. Figure 65 shows the framework of a partially built house, while another stands at the outside, completed.",0.4790931370000635,0.027964810705116944
HARK_n_sep_GT,9,2,16.702,242,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_9/enhanced_fileid_9_doa242_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_9_doa242_spk2.txt,0.3076923076923077,12,39,-3.1970428037263723,-2.858446518115274,0.3385962856110982,-6.435128582268506,-21.684292974159447,-15.249164391890941,AND WHEN BROUGHT INTO THE PRESENCE OF CAPTAIN BOLING HE SAID IN GREAT EMOTION KILL ME SIR CAPTAIN YES KILL ME AS YOU KILLED MY SON AS YOU WOULD KILL MY PEOPLE IF THEY WERE TO COME TO YOU,"I brought it to the presence of Captain Ory who said great emotions. Kill me, Sir Captain. Yes, kill me and kill my sons as you would kill my people if they were to come to you.",0.4473516699999891,0.02678431744701168
HARK_n_sep_GT,9,3,16.702,85,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_9/enhanced_fileid_9_doa85_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_9_doa85_spk3.txt,0.8679245283018868,46,53,-6.033350720490088,-2.9314899147904367,3.101860805699651,-9.595043371049007,-22.127460258891496,-12.532416887842489,WE'RE DREADFULLY RICH UNCLE JOHN SO YOU NEEDN'T WORRY IF YOU DON'T STRIKE A JOB YOURSELF ALL AT ONCE ANY LUCK TODAY SIR ASKED THE MAJOR TUCKING A NAPKIN UNDER HIS CHIN AND BEGINNING ON THE SOUP UNCLE JOHN SHOOK HIS HEAD OF COURSE NOT SAID PATSY QUICKLY IT'S TOO EARLY AS YET,"The director of the retrognation. So why did you invite Shreya to drop the job? Because the tea party is not complete. And you like today, sir? I'm sorry. The governor was a strange way out today. He will not kill my people. Uncle John, please. The side was not with you. Of course, not, Sipatzi, quickly. It's too early as yet.",0.975168493999945,0.058386330619084235
HARK_n_sep_GT,10,2,15.402,148,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_10/enhanced_fileid_10_doa148_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_10_doa148_spk2.txt,1.1282051282051282,44,39,-8.322690750467086,-5.114705469468999,3.207985280998087,-12.332705277203498,-31.446095118081562,-19.113389840878064,WE MAY TAKE IT THEN THAT PROPAGANDA WAS IN ORDER OF TIME THE FIRST MOTIVE OF THE FREE PRESS AND THE FIRST CAUSE OF ITS PRODUCTION NOW FROM THIS FACT ARISES A CONSIDERATION OF GREAT IMPORTANCE TO OUR SUBJECT,"Here he stopped the clients with sticky knives outside of his kitchen, and here he issued private orders. This little window, not large enough to hit his house. Looked out for his feet. They called it Old Dills People and wished it anywhere else.",0.5159001389999958,0.03349565894039708
HARK_n_sep_GT,10,3,15.402,115,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_10/enhanced_fileid_10_doa115_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_10_doa115_spk3.txt,1.4074074074074074,38,27,-5.3564973505208044,-2.7484215025069485,2.608075848013856,-8.882117353306478,-42.944589793991774,-34.0624724406853,WHILE IT JABBERED AND GESTICULATED AT SOME ANSWERING CREATURE BEHIND ME THIS OTHER WHICH WAS EVIDENTLY ITS MATE SOON CAME TOWARD US BEARING A MIGHTY STONE CUDGEL,"While it jabbered and just stinking on it's own, some answered in future he tried to force the smaller window which was at the dead end of his bed. Looked out, soon came to a success. They called it Old Bill Stonewall, and wished it anywhere else.",0.6354259199999888,0.041256065446045244
HARK_n_sep_GT,11,2,15.692,202,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_11/enhanced_fileid_11_doa202_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_11_doa202_spk2.txt,0.9393939393939394,31,33,-3.5213160392406326,-1.8796253761998534,1.6416906630407793,-8.59623934154456,-34.83842653205081,-26.24218719050625,SO HE WALKED BY THE PATH ACROSS THE BRIDGE AND WHEN HE CAME OUT ON THE GRAVEL ROAD NEAR THE FRONT DOOR HE FOUND A GENTLEMAN SMOKING A CIGAR AND LOOKING AROUND HIM,"The barriers, Ent thresholds. The barriers were High str to parmien anly축 method. Sh연",3.1439061780001794,0.20035089077237953
HARK_n_sep_GT,11,3,15.692,93,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_11/enhanced_fileid_11_doa93_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_11_doa93_spk3.txt,0.4,16,40,-1.5616891785500004,-2.2719900299942437,-0.7103008514442433,-5.516391105507591,-25.066978776495162,-19.55058767098757,RAPID MOTION THROUGH SPACE ELATES ONE SO DOES NOTORIETY SO DOES THE POSSESSION OF MONEY THESE WERE THREE GOOD REASONS FOR JIMMY'S EXCITEMENT HE HAD BEEN SEEN BY MANY OF HIS FRIENDS THAT DAY IN THE COMPANY OF THESE CONTINENTALS,"Rapid motion hands face the light, so does soot and soot. So do more possession of light. These were three guys who signed Jimmy's license. He had been seen by many of his friends that day in the company of these local lentils.",0.549454434999916,0.03501493977822559
HARK_n_sep_GT,12,2,17.262,105,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_12/enhanced_fileid_12_doa105_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_12_doa105_spk2.txt,2.347826086956522,54,23,-8.637127182334769,-3.3440675362164187,5.29305964611835,-11.394248519022605,-26.404770065446904,-15.010521546424298,NED LAND YELPED DID I SAY SHARKS I EXCLAIMED HASTILY I MEANT ONE HUNDRED FIFTY PEARLS SHARKS WOULDN'T MAKE SENSE INDEED CONSEIL SAID,"The number of people that have produced my paintings has not been answered. I know, I heard it before. Mrs. Anderson, you are young and whatever. No one has ever been to my work. The number of people that were at the end of the day, and the failed lady made her way to the door.",1.2520225399998708,0.0725305607693124
HARK_n_sep_GT,12,3,17.262,226,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_12/enhanced_fileid_12_doa226_spk3.wav,gt_spk_filename,2,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_12_doa226_spk3.txt,0.25,12,48,-1.4180947088165896,-2.2510073197082687,-0.8329126108916791,-3.6160918267540234,-31.096498366534053,-27.48040653978003,USING THEIR WELCOME RELEASE TO CONTINUE THEIR PROTEST THE WOMEN AGAIN MARCHED WITH THEIR BANNERS TO THE WHITE HOUSE IN AN ATTEMPT TO PICKET AGAIN THEY WERE ARRESTED NO ONE WHO SAW THAT LINE WILL EVER FORGET THE IMPRESSION IT MADE NOT ONLY ON FRIENDS OF THE SUFFRAGISTS,"Using their welcome release to continue their protest, the women again marched with their banners to the White House in an attempt to begin to send people again that they were arrested. No one who saw that line will ever forget the impression it made, not only on friends of the suffragists who made her way to the doors.",0.6101898039999014,0.0353487315490616
HARK_n_sep_GT,13,2,17.452,326,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_GT/official_hark_outputs/fileid_13/enhanced_fileid_13_doa326_spk2.wav,gt_spk_filename,1,,,3,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_13_doa326_spk2.txt,0.625,30,48,-2.11070253116423,-1.9513292263994473,0.1593733047647825,-6.195130098228785,-23.264396193714155,-17.06926609548537,FELT HERSELF A PRINCESS AND CARRIED HER AUTHORITY OVER HIM WITH A HIGH TONE IN ALL THEIR ARRANGEMENTS SHE HAD A FANCY FOR LORD DAVID LORD DAVID WAS HANDSOME BUT THAT WAS OVER AND ABOVE THE BARGAIN SHE CONSIDERED HIM TO BE FASHIONABLE TO BE FASHIONABLE IS EVERYTHING,I'll myself hold a simple and carry a little bit of lower tea overhead with a tight toe and a knoll that are rangements. She had a fancy for Lord David's. Lord David was kind of silly but that was lower to presence. She considered it to be fashionable. To be fashionable is everything.,0.5388207259998126,0.030874439949565236
