fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,selected_doas,mean_selected_doa_error_deg,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
10,4,"1,2,3,4",mic_fileid_10_doa3_3spk_1.wav|mic_fileid_10_doa3_3spk_2.wav|mic_fileid_10_doa3_3spk_3.wav|mic_fileid_10_doa3_3spk_4.wav,164.0,180.0,16.0,3,text_fileid_10_doa3_spk1.txt,"7,7,8,7",4.25,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"saw clients when Mr. Carlile was out or engaged, and here he issued private orders. Hello, window, not larger than a pane of glass, looked out from the clerk's office , they call it old bills people and wish it anywhere else",0.24444444444444444,11,45,"saw clients when Mr. Carlile was out or engaged, and here he issued private orders. Hello, window, not larger than a pane of glass, looked out from the clerk's office, they call it old bills people and wish it anywhere else",0.24444444444444444,11,45
11,4,"1,2,3,4",mic_fileid_11_doa93_3spk_1.wav|mic_fileid_11_doa93_3spk_2.wav|mic_fileid_11_doa93_3spk_3.wav|mic_fileid_11_doa93_3spk_4.wav,180.0,196.0,16.0,264,text_fileid_11_doa264_spk1.txt,"95,202,89,92",144.5,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,. space and influence so does no deriving. Now it's a gravel road in a front door . He had been seen by many of his friends that day in the company of these hundred little... of,1.0625,34,32,. space and influence so does no deriving. Now it's a gravel road in a front door. He had been seen by many of his friends that day in the company of these hundred little of,1.0625,34,32
12,5,"1,2,3,4,5",mic_fileid_12_doa38_3spk_1.wav|mic_fileid_12_doa38_3spk_2.wav|mic_fileid_12_doa38_3spk_3.wav|mic_fileid_12_doa38_3spk_4.wav|mic_fileid_12_doa38_3spk_5.wav,196.0,216.0,20.0,38,text_fileid_12_doa38_spk1.txt,"37,37,37,38,179",28.8,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"any other matter which might have been created upon her husband's mind recently . Mrs. Anderson, you love none, what up ? The coroner intim ated that her ordeal was at an end, and the veiled lady made her way to the door. [BLANK",0.275,11,40,"any other matter which might have been created upon her husband's mind recently. Mrs. Anderson, you love none, what up? The coroner intim ated that her ordeal was at an end, and the veiled lady made her way to the door. BLANK",0.275,11,40
13,5,"1,2,3,4,5",mic_fileid_13_doa5_3spk_1.wav|mic_fileid_13_doa5_3spk_2.wav|mic_fileid_13_doa5_3spk_3.wav|mic_fileid_13_doa5_3spk_4.wav|mic_fileid_13_doa5_3spk_5.wav,216.0,236.0,20.0,5,text_fileid_13_doa5_spk1.txt,"1,9,4,359,80",18.0,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult must succeed or die. They did nothing wrong, but replied , ""Let him build your majesty in one day a more beautiful palace than this. And he failed the new challenge. [BLANK",0.3076923076923077,12,39,"No matter how difficult must succeed or die. They did nothing wrong, but replied,""Let him build your majesty in one day a more beautiful palace than this. And he failed the new challenge. BLANK",0.358974358974359,14,39
14,5,"1,2,3,4,5",mic_fileid_14_doa181_3spk_1.wav|mic_fileid_14_doa181_3spk_2.wav|mic_fileid_14_doa181_3spk_3.wav|mic_fileid_14_doa181_3spk_4.wav|mic_fileid_14_doa181_3spk_5.wav,236.0,256.0,20.0,181,text_fileid_14_doa181_spk1.txt,"182,184,180,184,20",33.8,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"_ This was a curious consolation. Let 's just spend hours together sometimes in a tiny parlor stumbling over a barling wall of difficulties and now and then wandering true and fro, conversational y from Priscilla to the Octagon stitch and from the Octagon stitch to Dennis. [BLANK",0.3333333333333333,14,42,"_ This was a curious consolation. Let's just spend hours together sometimes in a tiny parlor stumbling over a barling wall of difficulties and now and then wandering true and fro, conversational y from Priscilla to the Octagon stitch and from the Octagon stitch to Dennis. BLANK",0.30952380952380953,13,42
15,4,"1,2,3,4",mic_fileid_15_doa78_3spk_1.wav|mic_fileid_15_doa78_3spk_2.wav|mic_fileid_15_doa78_3spk_3.wav|mic_fileid_15_doa78_3spk_4.wav,256.0,272.0,16.0,266,text_fileid_15_doa266_spk1.txt,"317,84,76,81",143.5,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,(indistinct chatter) My blood . It was the most horrible experience of all my life .,0.9444444444444444,34,36,(indistinct chatter) My blood. It was the most horrible experience of all my life.,0.9444444444444444,34,36
16,4,"1,2,3,4",mic_fileid_16_doa36_3spk_1.wav|mic_fileid_16_doa36_3spk_2.wav|mic_fileid_16_doa36_3spk_3.wav|mic_fileid_16_doa36_3spk_4.wav,272.0,288.0,16.0,36,text_fileid_16_doa36_spk1.txt,"33,157,31,316",52.25,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage. Julie. Puzzled. Lee the Dattling of the Elms. Puzzled. Puzzled . [Operator speaking]",0.7,28,40,"One hot summer day, a few months after the marriage. Julie. Puzzled. Lee the Dattling of the Elms. Puzzled. Puzzled.",0.7,28,40
17,4,"1,2,3,4",mic_fileid_17_doa99_3spk_1.wav|mic_fileid_17_doa99_3spk_2.wav|mic_fileid_17_doa99_3spk_3.wav|mic_fileid_17_doa99_3spk_4.wav,288.0,304.0,16.0,99,text_fileid_17_doa99_spk1.txt,"98,97,95,95",2.75,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she later on engaged to a man whom she really loved. Yes, that was it. And every other time she kept up her old liars, the author wanted to show that a woman can love into a lake, a man holy in what? That's true enough, isn't it? Certainly.",0.17647058823529413,9,51,"Wasn't she later on engaged to a man whom she really loved. Yes, that was it. And every other time she kept up her old liars, the author wanted to show that a woman can love into a lake, a man holy in what? That's true enough, isn't it? Certainly.",0.17647058823529413,9,51
18,4,"1,2,3,4",mic_fileid_18_doa181_3spk_1.wav|mic_fileid_18_doa181_3spk_2.wav|mic_fileid_18_doa181_3spk_3.wav|mic_fileid_18_doa181_3spk_4.wav,304.0,320.0,16.0,181,text_fileid_18_doa181_spk1.txt,"178,181,181,181",0.75,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,And don 't I hope that first picture turns out good. It was a remarkable pose if only the focus was right. He started toward the cabin door as though anxious to develop its role in filming and discover what success is like or had to result in.,0.24444444444444444,11,45,And don't I hope that first picture turns out good. It was a remarkable pose if only the focus was right. He started toward the cabin door as though anxious to develop its role in filming and discover what success is like or had to result in.,0.2,9,45
19,5,"1,2,3,4,5",mic_fileid_19_doa121_3spk_1.wav|mic_fileid_19_doa121_3spk_2.wav|mic_fileid_19_doa121_3spk_3.wav|mic_fileid_19_doa121_3spk_4.wav|mic_fileid_19_doa121_3spk_5.wav,320.0,340.0,20.0,340,text_fileid_19_doa340_spk1.txt,"343,338,341,343,27",11.2,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to that call they had to lay the mark so brightly that it was decided to give up the expedition , which was arrayed upon a small, third community in retaliation for the destruction of the incubator until after the Great Can es.",0.2857142857142857,12,42,"The injuries to that call they had to lay the mark so brightly that it was decided to give up the expedition, which was arrayed upon a small, third community in retaliation for the destruction of the incubator until after the Great Can es.",0.2857142857142857,12,42
20,4,"1,2,3,4",mic_fileid_20_doa68_3spk_1.wav|mic_fileid_20_doa68_3spk_2.wav|mic_fileid_20_doa68_3spk_3.wav|mic_fileid_20_doa68_3spk_4.wav,340.0,356.0,16.0,68,text_fileid_20_doa68_spk1.txt,"62,60,66,181",32.25,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,And then it was about to approach the dead body and had begun to look at it when the brother looking up at him from under his brows with calm contempt. Sit something sharply and anchor this. (indistinct),0.20588235294117646,7,34,And then it was about to approach the dead body and had begun to look at it when the brother looking up at him from under his brows with calm contempt. Sit something sharply and anchor this. (indistinct),0.20588235294117646,7,34
21,4,"1,2,3,4",mic_fileid_21_doa34_3spk_1.wav|mic_fileid_21_doa34_3spk_2.wav|mic_fileid_21_doa34_3spk_3.wav|mic_fileid_21_doa34_3spk_4.wav,356.0,372.0,16.0,34,text_fileid_21_doa34_spk1.txt,"34,30,34,33",1.25,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work to make clothes after the pattern of the netchelly eskimo, and the sewing went on early and late . Thick and arachn something once, heavy breeches and light , winter stockings, and summer stock ings.",0.1891891891891892,7,37,"We then went to work to make clothes after the pattern of the netchelly eskimo, and the sewing went on early and late. Thick and arachn something once, heavy breeches and light, winter stockings, and summer stock ings.",0.1891891891891892,7,37
22,4,"1,2,3,4",mic_fileid_22_doa22_3spk_1.wav|mic_fileid_22_doa22_3spk_2.wav|mic_fileid_22_doa22_3spk_3.wav|mic_fileid_22_doa22_3spk_4.wav,372.0,388.0,16.0,345,text_fileid_22_doa345_spk1.txt,"347,346,19,20",18.0,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,"Hey, I 've merely gone to work in a business-like manner and used their wets and common sense in educating the voters . Well, in my dear, I want a fresh, empty , sister growing, and nearly begins to decline. There being no plan of forwarding.",0.7105263157894737,27,38,"Hey, I've merely gone to work in a business-like manner and used their wets and common sense in educating the voters. Well, in my dear, I want a fresh, empty, sister growing, and nearly begins to decline. There being no plan of forwarding.",0.6842105263157895,26,38
23,4,"1,2,3,4",mic_fileid_23_doa6_3spk_1.wav|mic_fileid_23_doa6_3spk_2.wav|mic_fileid_23_doa6_3spk_3.wav|mic_fileid_23_doa6_3spk_4.wav,388.0,404.0,16.0,212,text_fileid_23_doa212_spk1.txt,"207,208,212,7",41.0,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"What is crys referring to by a farmer who is walking home? house. He was so tired and excited. He did not know what was happening to him. By chance, David. The medical assistant had a good basis to start from . I had not",0.625,30,48,"What is crys referring to by a farmer who is walking home? house. He was so tired and excited. He did not know what was happening to him. By chance, David. The medical assistant had a good basis to start from. I had not",0.625,30,48
24,4,"1,2,3,4",mic_fileid_24_doa57_3spk_1.wav|mic_fileid_24_doa57_3spk_2.wav|mic_fileid_24_doa57_3spk_3.wav|mic_fileid_24_doa57_3spk_4.wav,404.0,420.0,16.0,289,text_fileid_24_doa289_spk1.txt,"292,113,114,56",120.25,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"forgotten the lipid, jagged fur rows in Mercer's sight. Then Jesus and all his saints put together . stop for a second. If they went on again. So good ones . I will not ride with you much longer . There was the sweetness",0.926829268292683,38,41,"forgotten the lipid, jagged fur rows in Mercer's sight. Then Jesus and all his saints put together. stop for a second. If they went on again. So good ones. I will not ride with you much longer. There was the sweetness",0.926829268292683,38,41
25,3,"1,2,3",mic_fileid_25_doa112_3spk_1.wav|mic_fileid_25_doa112_3spk_2.wav|mic_fileid_25_doa112_3spk_3.wav,420.0,432.0,12.0,112,text_fileid_25_doa112_spk1.txt,"112,111,112",0.3333333333333333,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,"of the Mayflower and the strength of the young oak, but one could easily define that she was one of the souls by nature pitched too high by suffering clench too low.",0.16666666666666666,6,36,"of the Mayflower and the strength of the young oak, but one could easily define that she was one of the souls by nature pitched too high by suffering clench too low.",0.16666666666666666,6,36
26,4,"1,2,3,4",mic_fileid_26_doa34_3spk_1.wav|mic_fileid_26_doa34_3spk_2.wav|mic_fileid_26_doa34_3spk_3.wav|mic_fileid_26_doa34_3spk_4.wav,432.0,448.0,16.0,34,text_fileid_26_doa34_spk1.txt,"30,33,28,40",4.25,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"That's how fast it is. Well, how about this though? Oh sorry to know of a pro-illness in bringing presents with them. Surprise! It was a little large bird or squirrel. A delicious salmon trough.",0.5,17,34,"That's how fast it is. Well, how about this though? Oh sorry to know of a pro-illness in bringing presents with them. Surprise! It was a little large bird or squirrel. A delicious salmon trough.",0.5,17,34
27,5,"1,2,3,4,5",mic_fileid_27_doa31_3spk_1.wav|mic_fileid_27_doa31_3spk_2.wav|mic_fileid_27_doa31_3spk_3.wav|mic_fileid_27_doa31_3spk_4.wav|mic_fileid_27_doa31_3spk_5.wav,448.0,468.0,20.0,173,text_fileid_27_doa173_spk1.txt,"176,177,179,176,8",36.2,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"It's a good thing the public admired her as much as I have done. I shall find her someday , then she will return to me . Still thank you , Nuffer. I hope you served reproach fully. Yes , always. [BLANK",0.4857142857142857,17,35,"It's a good thing the public admired her as much as I have done. I shall find her someday, then she will return to me. Still thank you, Nuffer. I hope you served reproach fully. Yes, always. BLANK",0.4857142857142857,17,35
28,4,"1,2,3,4",mic_fileid_28_doa124_3spk_1.wav|mic_fileid_28_doa124_3spk_2.wav|mic_fileid_28_doa124_3spk_3.wav|mic_fileid_28_doa124_3spk_4.wav,468.0,484.0,16.0,217,text_fileid_28_doa217_spk1.txt,"207,213,212,134",25.5,FELL FAR SHORT DON'T LOOK BACK GRUNTED VENTNOR STRETCH YOURSELF WALTER THERE'S A SURPRISE COMING HOPE TO GOD I JUDGED THE TIME RIGHT WE TURNED OFF THE RUINED WAY,"(heavy breathing) - That shit's all bought, there's a pride coming, hope you got it, Jeff's the time right. We turned up the room in way . [MUSIC]",0.6896551724137931,20,29,"(heavy breathing) - That shit's all bought, there's a pride coming, hope you got it, Jeff's the time right. We turned up the room in way.",0.6551724137931034,19,29
29,4,"1,2,3,4",mic_fileid_29_doa111_3spk_1.wav|mic_fileid_29_doa111_3spk_2.wav|mic_fileid_29_doa111_3spk_3.wav|mic_fileid_29_doa111_3spk_4.wav,484.0,500.0,16.0,111,text_fileid_29_doa111_spk1.txt,"106,148,112,111",10.75,MY FATHER WAS AND STILL IS RECEVEUR GENERAL AT C HE HAS A GREAT REPUTATION THERE FOR LOYALTY THANKS TO WHICH HE WAS ABLE TO FIND THE SECURITY WHICH HE NEEDED IN ORDER TO ATTAIN THIS POSITION,"My father was, but he still is, receiver general at sea. Influencing of the day reference by the unconscious. Thanks to which she was able to find the security, which she needed in order to attain this position .",0.3783783783783784,14,37,"My father was, but he still is, receiver general at sea. Influencing of the day reference by the unconscious. Thanks to which she was able to find the security, which she needed in order to attain this position.",0.3783783783783784,14,37
