fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,sepformer_source,separated_source_index,oracle_match_si_sdr,enhanced_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,sepformer_sec,whisper_sec,metrics_sec,total_sec,sepformer_rtf,whisper_rtf,metrics_rtf,total_rtf,under_realtime
10,mic_fileid_10_doa3_3spk.wav,SepFormer-sepformer-libri3mix,1,15.430875,3,1,speechbrain/sepformer-libri3mix,2,10.649960805241356,,text_fileid_10_doa3_spk1.txt,0.13333333333333333,6,45,6.595269680023193,10.994741439819336,4.399471759796143,6.582216739654541,10.628825187683105,4.0466084480285645,1.1794668436050415,1.6814931631088257,0.5020263195037842,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he sought clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from his clerk's office. They called it Old Dills People and wished it anywhere else.",0.503705491000801,0.5565677609993145,0.26694887099984044,1.327222122999956,0.0326427043833095,0.03606845114093105,0.017299658703724866,0.08601081422796542,1
11,mic_fileid_11_doa93_3spk.wav,SepFormer-sepformer-libri3mix,1,15.721,264,1,speechbrain/sepformer-libri3mix,2,2.98447362310406,,text_fileid_11_doa264_spk1.txt,0.71875,23,32,2.552096366882324,3.4956328868865967,0.9435365200042725,2.513596534729004,2.9750797748565674,0.4614832401275635,1.2188899517059326,1.3590366840362549,0.14014673233032227,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Seed's red-hot, long-sleeved, spring-wings-delivered, since so-called, yet pure and simple. At Harry's Bird, I strapped to Fingis' Lonnie Pike, 40 miles in a stone road, almost dead left.",0.5067102940010955,0.6066439879996324,0.2831496569997398,1.3965039390004677,0.032231428916805256,0.038588129762714356,0.018010918961881547,0.08883047764140116,1
12,mic_fileid_12_doa38_3spk.wav,SepFormer-sepformer-libri3mix,1,17.289,38,1,speechbrain/sepformer-libri3mix,0,2.6361957095322683,,text_fileid_12_doa38_spk1.txt,0.925,37,40,2.3310248851776123,2.8218212127685547,0.4907963275909424,2.310882329940796,2.602306842803955,0.2914245128631592,1.4103443622589111,1.4444737434387207,0.03412938117980957,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"of any other man which might have been the prime minister of the country, the man who entered into the White House in an attempt to murder a young widow. No partner on that line will ever foredee on what it might have been, and the failed lady made her way to the door.",0.6018463759992301,0.6368369359988719,0.41777319600078044,1.6564565079988824,0.03481094198618949,0.03683480455774607,0.024164104112486574,0.09580985065642214,1
13,mic_fileid_13_doa5_3spk.wav,SepFormer-sepformer-libri3mix,1,17.47475,5,1,speechbrain/sepformer-libri3mix,2,7.490887080041745,,text_fileid_13_doa5_spk1.txt,0.1794871794871795,7,39,3.7321784496307373,8.45363712310791,4.721458673477173,3.7215282917022705,7.490116119384766,3.768587827682495,1.3005075454711914,1.5605429410934448,0.2600353956222534,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, you must succeed in it or die."" They just may think long, they reply, let him build your agriculture in one day on a more beautiful palace than this, and if he fails in the attempt...",0.6122828570005368,0.5538046120000217,0.3997001600000658,1.5657876290006243,0.03503814686908464,0.03169170443067979,0.022873011631071447,0.08960286293083587,1
14,mic_fileid_14_doa181_3spk.wav,SepFormer-sepformer-libri3mix,1,17.749,181,1,speechbrain/sepformer-libri3mix,1,5.598794466387986,,text_fileid_14_doa181_spk1.txt,0.47619047619047616,20,42,5.893156051635742,6.76055908203125,0.8674030303955078,5.878009796142578,5.594564437866211,-0.2834453582763672,1.3085827827453613,1.605201005935669,0.2966182231903076,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This will be curious in population. Let's do spend hours together sometime to the tiny harler, thumb over for little difficulties, and now and then, moderate to and fro, conversationally approach the optimal stitch and from the optimal stitch to dead.",0.623428574999707,0.6163549829998374,0.3548433310006658,1.5946268890002102,0.035124715476911775,0.03472618079890909,0.01999229990425747,0.08984319618007833,1
15,mic_fileid_15_doa78_3spk.wav,SepFormer-sepformer-libri3mix,1,15.6375,266,1,speechbrain/sepformer-libri3mix,0,3.8568691610651324,,text_fileid_15_doa266_spk1.txt,0.3055555555555556,11,36,4.412204265594482,3.9585258960723877,-0.4536783695220947,4.38306188583374,3.835576057434082,-0.5474858283996582,1.276834487915039,1.4117991924285889,0.1349647045135498,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,"When on shoulder he followed her say right like a dog, and was never known to lose. Except from speech and appearance, he was the counterpart of a happy, o-saturned, well-cared, and household dog.",0.5048188979999395,0.5159200819998659,0.2652466790004837,1.2859856590002892,0.03228258340527191,0.03299249125498743,0.01696221768188545,0.08223729234214479,1
16,mic_fileid_16_doa36_3spk.wav,SepFormer-sepformer-libri3mix,1,15.665875,36,1,speechbrain/sepformer-libri3mix,2,10.251952061393414,,text_fileid_16_doa36_spk1.txt,0.175,7,40,5.2378387451171875,10.67080307006836,5.432964324951172,5.22373104095459,10.250893592834473,5.027162551879883,1.2247428894042969,1.8639600276947021,0.6392171382904053,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage, Juliet, returning to the consulate after a man's friend in very active exercise at the Pacton score, was met on the doorstep by Dora, the youngest of the Quarenzy butchers.",0.4716121689998545,0.5473778920004406,0.27299496799969347,1.2919850289999886,0.030104425638520317,0.0349407800075285,0.017426091297147044,0.08247129694319587,1
17,mic_fileid_17_doa99_3spk.wav,SepFormer-sepformer-libri3mix,1,16.526625,99,1,speechbrain/sepformer-libri3mix,2,5.340408564407228,,text_fileid_17_doa99_spk1.txt,0.17647058823529413,9,51,3.5100290775299072,6.503060817718506,2.9930317401885986,3.4998786449432373,5.3400983810424805,1.8402197360992432,1.4027400016784668,1.657991647720337,0.2552516460418701,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she later on engaged to a man whom she really loved? Yes, that was it. And during all the time she kept up her old liaison. The author wanted to show that a woman can love either way. And can only do one. That's true, huh, business? Certainly.",0.5244218020015978,0.6286523540002236,0.25374449400078447,1.4068186500026059,0.03173193570989829,0.03803876193719066,0.015353678927233145,0.08512437657432209,1
18,mic_fileid_18_doa181_3spk.wav,SepFormer-sepformer-libri3mix,1,15.649,181,1,speechbrain/sepformer-libri3mix,0,10.396334255872475,,text_fileid_18_doa181_spk1.txt,0.13333333333333333,6,45,5.432191371917725,10.789997100830078,5.3578057289123535,5.418633460998535,10.395417213439941,4.976783752441406,1.3465945720672607,2.0765883922576904,0.7299938201904297,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,And Donai hopes that first picture turns out good. It was a remarkable photoshoot. Only the focus was right. He started toward the cabin door as though anxious to develop his role of film and discover what success his labor had resulted in.,0.4384497099999862,0.5040707330008445,0.27287286300088454,1.2153933060017152,0.028017746181863777,0.0322110507381203,0.017437079877364977,0.07766587679734906,1
19,mic_fileid_19_doa121_3spk.wav,SepFormer-sepformer-libri3mix,1,17.152125,340,1,speechbrain/sepformer-libri3mix,1,8.223721733579982,,text_fileid_19_doa340_spk1.txt,0.11904761904761904,5,42,6.309501647949219,10.691493034362793,4.381991386413574,6.30091667175293,8.223703384399414,1.9227867126464844,1.340700626373291,1.6904364824295044,0.3497358560562134,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to Dotcoma had delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small, certain community in retaliation for the destruction of the incubator until after the Great Games.",0.5523436559997208,0.4693651929992484,0.35021963600047457,1.3719284849994438,0.032202637049328915,0.027364842140507276,0.020418440047543646,0.07998591923737984,1
20,mic_fileid_20_doa68_3spk.wav,SepFormer-sepformer-libri3mix,1,16.674375,68,1,speechbrain/sepformer-libri3mix,2,4.761393208659491,,text_fileid_20_doa68_spk1.txt,0.17647058823529413,6,34,3.667689800262451,5.277759075164795,1.6100692749023438,3.642484664916992,4.765406131744385,1.1229214668273926,1.3482533693313599,1.5472593307495117,0.19900596141815186,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,"Alenim was about to approach the dead body and had begun to look at it when the brother, looking up at him from under his brow, calm, content, said something sharply to him.",0.529875792999519,0.3852002240000729,0.23994363000019803,1.15501964699979,0.0317778503241962,0.023101329075307046,0.01438996244238228,0.06926914184188553,1
21,mic_fileid_21_doa34_3spk.wav,SepFormer-sepformer-libri3mix,1,17.10975,34,1,speechbrain/sepformer-libri3mix,2,5.348744974226993,,text_fileid_21_doa34_spk1.txt,0.35135135135135137,13,37,5.8621110916137695,7.2790398597717285,1.416928768157959,5.846676349639893,5.357115745544434,-0.489560604095459,1.4030921459197998,1.6082231998443604,0.20513105392456055,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work on the clothes after the patterns of the cellulite escapade, and the soma went on early and late. The thick anorax and thin three breaches of ice, winter stockings, and summer stockings.",0.5404530230007367,0.5308154559988907,0.2519916250003007,1.323260103999928,0.03158742956505716,0.03102415032358104,0.014727954821099124,0.07733953470973733,1
22,mic_fileid_22_doa22_3spk.wav,SepFormer-sepformer-libri3mix,1,16.8605,345,1,speechbrain/sepformer-libri3mix,2,4.402704758349065,,text_fileid_22_doa345_spk1.txt,0.9473684210526315,36,38,2.919387102127075,5.20109748840332,2.281710386276245,2.895564079284668,4.380975246429443,1.4854111671447754,1.1457661390304565,1.3073004484176636,0.16153430938720703,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,Heading to employees from at Bloomingtoneed Center at U3rd West in Comments shitin as you can heard clearly my year high looks rather too ablaze and I find the B4 ok,0.5338125279995438,3.0342517959998077,0.2629559329998301,3.8310202569991816,0.03166053960437377,0.1799621479789928,0.015595974793145525,0.2272186623765121,1
23,mic_fileid_23_doa6_3spk.wav,SepFormer-sepformer-libri3mix,1,16.07425,212,1,speechbrain/sepformer-libri3mix,2,1.1102817808603205,,text_fileid_23_doa212_spk1.txt,0.10416666666666667,5,48,4.834820747375488,4.900762557983398,0.06594181060791016,4.819578647613525,1.1102793216705322,-3.709299325942993,1.343172311782837,1.3988564014434814,0.05568408966064453,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"When his cries were heard by the farmer who was walking home from the trail he was brought back to his father's house, he was so tired and excited that he did not know what was happening to him. By chance, David's father knew that he might disappear.",0.450305448999643,0.4830441649992281,0.39249118999941857,1.3258408039982896,0.0280140876868061,0.030050805791824075,0.024417387436391658,0.08248228091502183,1
24,mic_fileid_24_doa57_3spk.wav,SepFormer-sepformer-libri3mix,1,16.518375,289,1,speechbrain/sepformer-libri3mix,1,5.958319946798376,,text_fileid_24_doa289_spk1.txt,0.24390243902439024,10,41,3.908278703689575,7.757090091705322,3.848811388015747,3.895155191421509,5.958303928375244,2.0631487369537354,1.2749168872833252,1.8045852184295654,0.5296683311462402,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"I had not forgotten the livid jacket froze in my shirt's side. Quickly as I shot through the ladder, she was there before me, a dim, wavering white-shaped, waiting. I paused, holding to a rung-numble ladder with one hand.",0.5236312550005096,0.5898379250011203,0.2765198559991404,1.3899890360007703,0.03169992538615388,0.0357079873172222,0.01674013672647221,0.0841480494298483,1
25,mic_fileid_25_doa112_3spk.wav,SepFormer-sepformer-libri3mix,1,14.702125,112,1,speechbrain/sepformer-libri3mix,2,7.220675932837697,,text_fileid_25_doa112_spk1.txt,0.19444444444444445,7,36,2.8733482360839844,8.207015991210938,5.333667755126953,2.8497800827026367,7.302909851074219,4.453129768371582,1.189566969871521,1.4963775873184204,0.3068106174468994,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,There was the sweet kiss of the Mayflower and the strength of the young oak. One could easily divine that she was one of the voluble by nature pitched too high by suffering plunge to love.,0.4243162780003331,0.4362947390000045,0.24121105599988368,1.1018220730002213,0.028860880859082148,0.02967562437402787,0.016406543679902304,0.07494304891301232,1
26,mic_fileid_26_doa34_3spk.wav,SepFormer-sepformer-libri3mix,1,15.26275,34,1,speechbrain/sepformer-libri3mix,1,1.5658297190010582,,text_fileid_26_doa34_spk1.txt,0.4411764705882353,15,34,-4.02968692779541,1.9632644653320312,5.992951393127441,-4.044663429260254,1.5609203577041626,5.6055837869644165,1.078001856803894,1.2133221626281738,0.13532030582427979,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"It came from the east, west, north, and south. Also, I wanted to know if there was an illness bringing predators with them. Sometimes it was a little life bird or a sort of larger, a delicious salmon trout.",0.44184532000144827,0.5797834579989285,0.30759593000038876,1.3292247080007655,0.028949260126874137,0.03798682793067622,0.020153375374712207,0.08708946343226256,1
27,mic_fileid_27_doa31_3spk.wav,SepFormer-sepformer-libri3mix,1,17.2175,173,1,speechbrain/sepformer-libri3mix,0,6.243472685786781,,text_fileid_27_doa173_spk1.txt,0.34285714285714286,12,35,2.9897117614746094,8.404988288879395,5.415276527404785,2.9800703525543213,6.242703914642334,3.2626335620880127,1.3772306442260742,1.650320291519165,0.2730896472930908,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"It seems that the public advice of her is such that I have done. I shall find her someday that she will return to me. Still thinking of her? I observe that rushfully. Yes, always.",0.5605497220003599,0.4352356969993707,0.3504654970001866,1.3462509159999172,0.032556975286793084,0.025278681399702088,0.020355190765220653,0.07819084745171583,1
