fileid,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,ipdnet2_sec,dsenet_sec,stream_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,total_sec,ipdnet2_rtf,dsenet_rtf,stream_send_rtf,total_rtf,cumulative_rtf,under_realtime,transcript_count_delta,transcript_text_delta
10,mic_fileid_10_doa3_3spk.wav,4.0,3,"6,114,169",0,6,0.07225283935151224,enhanced_fileid_10_pred6_idx0_loudest.wav,3,3.0,0.07532614600040688,0.6686401260003549,3.235405882000123,4.0,44.0,44.000178348999725,0.00017834899972513085,3.9793721540008846,0.01883153650010172,0.16716003150008873,0.8088514705000307,0.9948430385002212,1.0000040533863574,0,2,Why did you invite yourself? Here he saw clients when Mr. Carlile
11,mic_fileid_11_doa93_3spk.wav,4.0,3,"85,95,201",1,95,0.052578705781514884,enhanced_fileid_11_pred95_idx1_loudest.wav,264,169.0,0.06268248400010634,0.6659724270002698,3.2459406200005105,4.0,48.0,48.00012902100025,0.00012902100024803076,3.9745955310008867,0.015670621000026586,0.16649310675006745,0.8114851550001276,0.9936488827502217,1.0000026879375052,0,2,"was out or engaged in he- Rapid motion, your space, you'll infl"
12,mic_fileid_12_doa38_3spk.wav,4.0,3,"37,100,228",0,37,0.06126283428854576,enhanced_fileid_12_pred37_idx0_loudest.wav,38,1.0,0.0718756910000593,0.6616466630002833,3.24053252900012,4.0,52.0,52.00013357499938,0.00013357499938138062,3.9740548830004627,0.017968922750014826,0.16541166575007082,0.81013313225003,0.9935137207501157,1.000002568749988,0,2,"ow. Soldiers, no to arrive. Of any other matter, which might"
13,mic_fileid_13_doa5_3spk.wav,4.0,3,"0,20,31",0,0,0.05927752732590607,enhanced_fileid_13_pred0_idx0_loudest.wav,5,5.0,0.06937087400001474,0.6602627559996108,3.248216902000422,4.0,56.0,56.00137913399976,0.0013791339997624164,3.9778505320000477,0.017342718500003684,0.1650656889999027,0.8120542255001055,0.9944626330000119,1.0000246273928528,0,2,have been preyed upon her husband's life . No matter how difficult he
14,mic_fileid_14_doa181_3spk.wav,4.0,3,"49,182,335",1,182,0.0846128734038104,enhanced_fileid_14_pred182_idx1_loudest.wav,181,1.0,0.06310049300009268,0.6782182970000576,3.2379597850003847,4.0,60.0,60.00072195899975,0.000721958999747585,3.979278575000535,0.01577512325002317,0.1695545742500144,0.8094899462500962,0.9948196437501338,1.0000120326499957,0,2,must exceed an important dollar. This was a curious consolation
15,mic_fileid_15_doa78_3spk.wav,4.0,3,"66,98,319",0,66,0.029970605223853992,enhanced_fileid_15_pred66_idx0_loudest.wav,266,160.0,0.06605348799985222,0.6764738500005478,3.234935804000088,4.0,64.0,64.00035441299951,0.00035441299951344263,3.977463142000488,0.016513371999963056,0.16911846250013696,0.808733951000022,0.994365785500122,1.0000055377031174,0,2,". Let's just spend hours together sometime. Oh, my God, you're in a ball."
16,mic_fileid_16_doa36_3spk.wav,4.0,3,"34,163,321",0,34,0.051585138537239714,enhanced_fileid_16_pred34_idx0_loudest.wav,36,2.0,0.07088356799977191,0.6739591189998464,3.229595480000171,4.0,68.0,68.00010775400006,0.00010775400005513802,3.9744381669997892,0.017720891999942978,0.1684897797499616,0.8073988700000427,0.9936095417499473,1.0000015846176478,0,2,"Here we come, bud. One hot summer day, a few months"
17,mic_fileid_17_doa99_3spk.wav,4.0,3,"8,96,170",1,96,0.08287777965029755,enhanced_fileid_17_pred96_idx1_loudest.wav,99,3.0,0.06655831900025078,0.6711718429996836,3.240111604000049,4.0,72.0,72.00021199999992,0.0002119999999194988,3.977841765999983,0.016639579750062694,0.1677929607499209,0.8100279010000122,0.9944604414999958,1.0000029444444434,0,2,"after the marriage, Julie... Wasn't she later on engaged to a man whom"
18,mic_fileid_18_doa181_3spk.wav,4.0,3,"89,178,240",1,178,0.04805271901923875,enhanced_fileid_18_pred178_idx1_loudest.wav,181,3.0,0.10173241999927995,0.6674176250007804,3.2077117290000388,4.0,76.0,76.00013954199949,0.00013954199948784662,3.976861774000099,0.02543310499981999,0.1668544062501951,0.8019279322500097,0.9942154435000248,1.0000018360789407,0,2,"she really loved? Yes, that's- And don't I hope that first picture turns"
19,mic_fileid_19_doa121_3spk.wav,4.0,3,"75,118,343",2,343,0.08675390313505416,enhanced_fileid_19_pred343_idx2_loudest.wav,340,3.0,0.059404173999610066,0.6727298480000172,3.23370398499992,4.0,80.0,80.00012354899991,0.0001235489999089623,3.9658380069995474,0.014851043499902516,0.1681824620000043,0.80842599624998,0.9914595017498868,1.0000015443624988,0,2,out good? It was a real- The injuries to that call they had
20,mic_fileid_20_doa68_3spk.wav,4.0,3,"61,101,182",0,61,0.08436131136609448,enhanced_fileid_20_pred61_idx0_loudest.wav,68,7.0,0.0737513960002616,0.663313377999657,3.2411658269993495,4.0,84.0,84.00013522900008,0.00013522900007956196,3.978230600999268,0.0184378490000654,0.16582834449991424,0.8102914567498374,0.994557650249817,1.0000016098690485,0,2,to lay the mark is a great way. And then with a boat to approach the
21,mic_fileid_21_doa34_3spk.wav,4.0,3,"34,152,352",0,34,0.07236428813017413,enhanced_fileid_21_pred34_idx0_loudest.wav,34,0.0,0.06413877500017406,0.6668006159998185,3.2481371940002646,4.0,88.0,88.00135145399963,0.0013514539996322128,3.979076585000257,0.016034693750043516,0.16670015399995464,0.8120342985000661,0.9947691462500643,1.000015357431814,0,2,dead body and had begun . We then went to work to make clothes after
22,mic_fileid_22_doa22_3spk.wav,4.0,3,"20,120,347",2,347,0.07071081807644698,enhanced_fileid_22_pred347_idx2_loudest.wav,345,2.0,0.06995586900029593,0.675411862999681,3.2318325380001625,4.0,92.0,92.00067355800002,0.0006735580000167829,3.9772002700001394,0.017488967250073983,0.16885296574992026,0.8079581345000406,0.9943000675000349,1.0000073212826088,0,2,the pattern of the net shelly S. And merely got smirk in a business
23,mic_fileid_23_doa6_3spk.wav,4.0,3,"6,154,206",2,206,0.0442225494679041,enhanced_fileid_23_pred206_idx2_loudest.wav,212,6.0,0.0748605899998438,0.676088320999952,3.226231586999347,4.0,96.0,96.00033271099983,0.000332710999828123,3.977180497999143,0.01871514749996095,0.169022080249988,0.8065578967498368,0.9942951244997857,1.0000034657395815,0,2,"like manner. And yes, there was -"
24,mic_fileid_24_doa57_3spk.wav,4.0,3,"63,132,293",2,293,0.0920745727359045,enhanced_fileid_24_pred293_idx2_loudest.wav,289,4.0,0.07107638800061977,0.6720938679991377,3.2328263440003866,4.0,100.0,100.00009601500005,9.601500005373964e-05,3.975996600000144,0.017769097000154943,0.16802346699978443,0.8082065860000966,0.993999150000036,1.0000009601500006,0,2,-and I had not forgotten the Libid Jag
25,mic_fileid_25_doa112_3spk.wav,4.0,3,"112,190,350",0,112,0.06579392694164414,enhanced_fileid_25_pred112_idx0_loudest.wav,112,0.0,0.06971419000001333,0.6710040170000866,3.234418719000132,4.0,104.0,104.00012655799947,0.0001265579994651489,3.975136926000232,0.017428547500003333,0.16775100425002165,0.808604679750033,0.993784231500058,1.000001216903841,0,2,ged Furrows in Mercherside. There was the sweetness of the Mayflower and the strength
26,mic_fileid_26_doa34_3spk.wav,4.0,3,"31,72,350",0,31,0.06224901377898088,enhanced_fileid_26_pred31_idx0_loudest.wav,34,3.0,0.0584813799996482,0.6692269139994096,3.2499001690002842,4.0,108.0,108.00014940799974,0.00014940799974283436,3.977608462999342,0.01462034499991205,0.1673067284998524,0.8124750422500711,0.9944021157498355,1.000001383407405,0,2,"of the young oak. But when they came from the east, wealth"
27,mic_fileid_27_doa31_3spk.wav,4.0,3,"38,79,176",2,176,0.08637845543773667,enhanced_fileid_27_pred176_idx2_loudest.wav,173,3.0,0.06169285800024227,0.6680462750000515,3.2475427749996015,4.0,112.0,112.00013136599955,0.0001313659995503258,3.9772819079998953,0.015423214500060567,0.16701156875001288,0.8118856937499004,0.9943204769999738,1.0000011729107103,0,2,", or themselves . It seems that the public admired her"
28,mic_fileid_28_doa124_3spk.wav,4.0,3,"195,206,356",2,356,0.0031673623993403593,enhanced_fileid_28_pred356_idx2_loudest.wav,217,139.0,0.07522153899935802,0.663757708999583,3.2329767969995373,4.0,116.0,116.000186192,0.00018619200000102865,3.9719560449984783,0.018805384749839504,0.16593942724989574,0.8082441992498843,0.9929890112496196,1.0000016051034484,0,2,as much as I have done. (audience laughs)
29,mic_fileid_29_doa111_3spk.wav,4.0,3,"109,149,359",0,109,0.0504426341792053,enhanced_fileid_29_pred109_idx0_loudest.wav,111,2.0,0.0714816299996528,0.6567207500002041,3.2324793160005356,4.0,120.0,120.00143633599964,0.0014363359996423242,3.9606816960003925,0.0178704074999132,0.16418018750005103,0.8081198290001339,0.9901704240000981,1.0000119694666636,0,2,"(audience laughs) - My father was, he still is"
30,mic_fileid_30_doa12_3spk.wav,4.0,3,"12,49,118",0,12,0.046488301211692985,enhanced_fileid_30_pred12_idx0_loudest.wav,12,0.0,0.06951421499979915,0.7260009269994043,3.178231093999784,4.0,124.0,124.0007601139996,0.0007601139996040729,3.9737462359989877,0.017378553749949788,0.18150023174985108,0.794557773499946,0.9934365589997469,1.0000061299516096,0,2,", receiver general at sea. I"
31,mic_fileid_31_doa53_3spk.wav,4.0,3,"52,158,174",0,52,0.04461113160281861,enhanced_fileid_31_pred52_idx0_loudest.wav,53,1.0,0.07015919600053167,0.7199568380001438,3.1873674389998996,4.0,128.0,128.0003128389999,0.00031283899988920894,3.977483473000575,0.017539799000132916,0.17998920950003594,0.7968418597499749,0.9943708682501438,1.0000024440546866,0,2,"wish they wore a winter and summer. This was the portrait, like they"
32,mic_fileid_32_doa102_3spk.wav,4.0,3,"63,90,177",1,90,0.01887294542158115,enhanced_fileid_32_pred90_idx1_loudest.wav,102,12.0,0.06583846700050344,0.6746039339996059,3.2353411289996075,4.0,132.0,132.00009026099997,9.026099996845005e-05,3.975783529999717,0.01645961675012586,0.16865098349990149,0.8088352822499019,0.9939458824999292,1.0000006837954543,0,2,killed by a local hook. - Next.
33,mic_fileid_33_doa34_3spk.wav,4.0,3,"30,70,350",2,350,0.05383062353549084,enhanced_fileid_33_pred350_idx2_loudest.wav,345,5.0,0.06418670899984136,0.674024179999833,3.236629530000755,4.0,136.0,136.00011039699984,0.00011039699984394247,3.9748404190004294,0.01604667724996034,0.16850604499995825,0.8091573825001888,0.9937101047501073,1.000000811742646,0,2,"- That one. - Well, I went to sleep last night. I belonged"
34,mic_fileid_34_doa125_3spk.wav,4.0,3,"14,125,156",2,156,0.07037782839614062,enhanced_fileid_34_pred156_idx2_loudest.wav,157,1.0,0.07179083700066258,0.711362834999818,3.196997130999989,4.0,140.0,140.00012513899946,0.00012513899946497986,3.9801508030004698,0.017947709250165644,0.1778407087499545,0.7992492827499973,0.9950377007501174,1.0000008938499962,0,2,"to Governor Lucas. Therefore, summon at 4-9 Evil"
35,mic_fileid_35_doa24_3spk.wav,4.0,3,"20,89,215",0,20,0.05642593830527002,enhanced_fileid_35_pred20_idx0_loudest.wav,24,4.0,0.06129940300070302,0.6682187440001144,3.2466581690005114,4.0,144.0,144.00011459100006,0.00011459100005595246,3.976176316001329,0.015324850750175756,0.1670546860000286,0.8116645422501279,0.9940440790003322,1.0000007957708337,0,2,Naves for you could not... The rest of the world is war. You have
36,mic_fileid_36_doa24_3spk.wav,4.0,3,"21,45,201",0,21,0.030256433429432777,enhanced_fileid_36_pred21_idx0_loudest.wav,269,112.0,0.06860994999988179,0.6638022560000536,3.24869098399995,4.0,148.0,148.00010711999948,0.00010711999948398443,3.981103189999885,0.017152487499970448,0.1659505640000134,0.8121727459999875,0.9952757974999713,1.0000007237837802,0,2,no other way. He imagined that she was too young
37,mic_fileid_37_doa51_3spk.wav,4.0,3,"50,96,104",1,96,0.0625340243420552,enhanced_fileid_37_pred96_idx1_loudest.wav,104,8.0,0.0697083510003722,0.6609359829999448,3.2498763869998584,4.0,152.0,152.00012990100004,0.0001299010000366252,3.9805207210001754,0.01742708775009305,0.1652339957499862,0.8124690967499646,0.9951301802500438,1.0000008546118424,0,2,and inexperienced to care for her. And there was much comment on this evidence
38,mic_fileid_38_doa1_3spk.wav,4.0,3,"16,54,69",2,69,0.036935669606983385,enhanced_fileid_38_pred69_idx2_loudest.wav,1,68.0,0.06539930599956278,0.6571164370006954,3.2544876219999423,4.0,156.0,156.00017617999947,0.00017617999947106,3.9770033650002006,0.016349826499890696,0.16427910925017386,0.8136219054999856,0.9942508412500501,1.000001129358971,0,2,"of the crying in the street. But instead of complete trust, each other."
39,mic_fileid_39_doa156_3spk.wav,4.0,3,"100,108,156",2,156,0.045355914252310274,enhanced_fileid_39_pred156_idx2_loudest.wav,250,94.0,0.07876232099988556,0.6754270480005289,3.222095733999595,4.0,160.0,160.00040031400022,0.0004003140002168948,3.9762851030000093,0.01969058024997139,0.16885676200013222,0.8055239334998987,0.9940712757500023,1.0000025019625014,0,2,And no illness of conduct and never
40,mic_fileid_40_doa14_3spk.wav,4.0,3,"18,85,200",0,18,0.07247280197760224,enhanced_fileid_40_pred18_idx0_loudest.wav,14,4.0,0.07688604499981011,0.7173649989999831,3.1832720600004905,4.0,164.0,164.0001296169994,0.00012961699940206017,3.9775231040002836,0.019221511249952528,0.17934124974999577,0.7958180150001226,0.9943807760000709,1.0000007903475574,0,2,"alerting the slightest way . We advanced, talking in"
41,mic_fileid_41_doa86_3spk.wav,4.0,3,"42,93,237",2,237,0.050203303230483096,enhanced_fileid_41_pred237_idx2_loudest.wav,116,121.0,0.06876507400011178,0.6746481339996535,3.235295520999898,4.0,168.0,168.00014135799938,0.00014135799938230775,3.9787087289996634,0.017191268500027945,0.16866203349991338,0.8088238802499745,0.9946771822499159,1.000000841416663,0,2,that fashion and it h- Colleague of General Sickles of
42,mic_fileid_42_doa76_3spk.wav,4.0,3,"65,80,208",1,80,0.044686751472087796,enhanced_fileid_42_pred80_idx1_loudest.wav,76,4.0,0.06439898100052233,0.6686449340004401,3.2442746599999737,4.0,172.0,172.0001528900002,0.00015289000020857202,3.977318575000936,0.01609974525013058,0.16716123350011003,0.8110686649999934,0.994329643750234,1.00000088889535,0,2,the Washington Hospital . How could birth and birth be
43,mic_fileid_43_doa44_3spk.wav,4.0,3,"35,43,98",1,43,0.041739284178424395,enhanced_fileid_43_pred43_idx1_loudest.wav,273,130.0,0.07735114600018278,0.7077091970004403,3.1917066120004165,4.0,176.0,176.00014121099957,0.0001412109995726496,3.9767669550010396,0.019337786500045695,0.17692729925011008,0.7979266530001041,0.9941917387502599,1.000000802335225,0,2,driving? Making so high that the harness seemed r
44,mic_fileid_44_doa184_3spk.wav,4.0,3,"76,100,183",2,183,0.03218883395471604,enhanced_fileid_44_pred183_idx2_loudest.wav,215,32.0,0.09301473899995472,0.6561350239999229,3.2169600589995753,4.0,180.0,180.00013314199987,0.00013314199986780295,3.966109821999453,0.02325368474998868,0.1640337559999807,0.8042400147498938,0.9915274554998632,1.000000739677777,0,2,affling from the backs. [inaudible]
45,mic_fileid_45_doa62_3spk.wav,4.0,3,"17,60,198",2,198,0.060226757489705955,enhanced_fileid_45_pred198_idx2_loudest.wav,278,80.0,0.06634559400026774,0.703430718999698,3.207714216999193,4.0,184.0,184.00012958699972,0.0001295869997193222,3.9774905299991588,0.016586398500066935,0.1758576797499245,0.8019285542497983,0.9943726324997897,1.0000007042771724,0,2,[ Distorted voice
46,mic_fileid_46_doa151_3spk.wav,4.0,3,"63,188,340",1,188,0.080511846506021,enhanced_fileid_46_pred188_idx1_loudest.wav,189,1.0,0.058623384999918926,0.6554639880005197,3.2643646999995326,4.0,188.0,188.00089338999987,0.0008933899998737616,3.9784520729999713,0.014655846249979732,0.16386599700012994,0.8160911749998832,0.9946130182499928,1.0000047520744675,0,2,-over-you -can-eat
47,mic_fileid_47_doa63_3spk.wav,4.0,3,"62,101,190",1,101,0.10332161548430328,enhanced_fileid_47_pred101_idx1_loudest.wav,104,3.0,0.06144963299993833,0.6748199129997374,3.226360319000378,4.0,192.0,192.00046108100014,0.00046108100013952935,3.9626298650000535,0.015362408249984583,0.16870497824993436,0.8065900797500944,0.9906574662500134,1.0000024014635425,0,2,-the-anglish-a-smuck-an-angrish-one-you-ever-set-eyes-on-sh are-your-first-under-different-animal-shapes
48,mic_fileid_48_doa191_3spk.wav,4.0,3,"63,187,247",1,187,0.04929885704215229,enhanced_fileid_48_pred187_idx1_loudest.wav,227,40.0,0.060873827999785135,0.6754787079999005,3.239805547999822,4.0,196.0,196.00012004699965,0.00012004699965473264,3.9761580839995077,0.015218456999946284,0.16886967699997513,0.8099513869999555,0.9940395209998769,1.000000612484692,0,2,". Since that time, partly from Heaven- You're the last above board of"
49,mic_fileid_49_doa63_3spk.wav,4.0,3,"55,200,339",0,55,0.055221054784678106,enhanced_fileid_49_pred55_idx0_loudest.wav,63,8.0,0.07310460299959232,0.6711694830000852,3.2348146350004754,4.0,200.0,200.00010834099976,0.00010834099975909339,3.979088721000153,0.01827615074989808,0.1677923707500213,0.8087036587501188,0.9947721802500382,1.0000005417049989,0,2,that same vettel and... By which social warmth must be
50,mic_fileid_50_doa7_3spk.wav,4.0,3,"3,11,55",2,55,0.13050313431133392,enhanced_fileid_50_pred55_idx2_loudest.wav,58,3.0,0.0815511949995198,0.6719167270002799,3.2265821699993467,4.0,204.0,204.00017524400027,0.000175244000274688,3.9800500919991464,0.02038779874987995,0.16797918175006998,0.8066455424998367,0.9950125229997866,1.000000859039217,0,2,satisfied. We'd be the most advanced in civilization
51,mic_fileid_51_doa46_3spk.wav,4.0,3,"37,43,170",1,43,0.07692333073625779,enhanced_fileid_51_pred43_idx1_loudest.wav,46,3.0,0.06701588499981881,0.6650052889999643,3.241808819999278,4.0,208.0,208.0001149009995,0.00011490099950606236,3.973829993999061,0.016753971249954702,0.16625132224999106,0.8104522049998195,0.9934574984997653,1.0000005524086515,0,2,. But such was... And this is undoubtedly the best way of utilizing
52,mic_fileid_52_doa46_3spk.wav,4.0,3,"45,86,317",2,317,0.08445992640657965,enhanced_fileid_52_pred317_idx2_loudest.wav,310,7.0,0.058573530999638024,0.665229533999991,3.2555214470003193,4.0,212.0,212.0001432399995,0.00014323999948828714,3.9793245119999483,0.014643382749909506,0.16630738349999774,0.8138803617500798,0.9948311279999871,1.000000675660375,0,2,the power. It takes its name from that electric
53,mic_fileid_53_doa65_3spk.wav,4.0,3,"61,103,210",1,103,0.06909893030355524,enhanced_fileid_53_pred103_idx1_loudest.wav,106,3.0,0.06258229600007326,0.6593783700000131,3.2547120120007094,4.0,216.0,216.0001239659996,0.00012396599959174637,3.9766726780007957,0.015645574000018314,0.16484459250000327,0.8136780030001773,0.9941681695001989,1.0000005739166649,0,2,installment by which it's... ...bid them that I then made the face
54,mic_fileid_54_doa45_3spk.wav,4.0,3,"45,81,332",2,332,0.06538057513153625,enhanced_fileid_54_pred332_idx2_loudest.wav,327,5.0,0.06655083999976341,0.6786000980000608,3.2292992159991627,4.0,220.0,220.00091346599947,0.0009134659994742833,3.974450153998987,0.016637709999940853,0.1696500245000152,0.8073248039997907,0.9936125384997467,1.0000041521181795,0,2,"to people. Well, you know, so, go enjoy"
55,mic_fileid_55_doa55_3spk.wav,4.0,3,"48,140,185",2,185,0.09881079843388761,enhanced_fileid_55_pred185_idx2_loudest.wav,144,41.0,0.06133215800036851,0.6783271760004936,3.2370988110005783,4.0,224.0,224.00040546199943,0.00040546199943491956,3.9767581450014404,0.015333039500092127,0.1695817940001234,0.8092747027501446,0.9941895362503601,1.0000018100982118,0,2,life. That's
56,mic_fileid_56_doa11_3spk.wav,4.0,3,"9,62,114",1,62,0.0653770364143596,enhanced_fileid_56_pred62_idx1_loudest.wav,64,2.0,0.05971085900000617,0.6769100020001133,3.2403479650001827,4.0,228.0,228.0001477629994,0.00014776299940422177,3.976968826000302,0.014927714750001542,0.16922750050002833,0.8100869912500457,0.9942422065000756,1.0000006480833308,0,1,right
57,mic_fileid_57_doa15_3spk.wav,4.0,3,"13,176,236",1,176,0.06750570264799381,enhanced_fileid_57_pred176_idx1_loudest.wav,173,3.0,0.06246258700048202,0.6719105809997927,3.244217550999565,4.0,232.0,232.00013646699972,0.00013646699972014176,3.9785907189998397,0.015615646750120504,0.16797764524994818,0.8110543877498912,0.9946476797499599,1.0000005882198264,0,2,"under these thoughts to my Bible, my great comfort. Well, on the other hand, I did"
58,mic_fileid_58_doa91_3spk.wav,4.0,3,"81,127,330",1,127,0.06785990479258872,enhanced_fileid_58_pred127_idx1_loudest.wav,128,1.0,0.06810767000024498,0.7157919109995419,3.1945441620000565,4.0,236.0,236.00012239499938,0.00012239499938004883,3.9784437429998434,0.017026917500061245,0.17894797774988547,0.7986360405000141,0.9946109357499608,1.0000005186228786,0,2,afterwards discover... It made little difference to him whether there
59,mic_fileid_59_doa11_3spk.wav,4.0,3,"11,100,199",2,199,0.03877262672683332,enhanced_fileid_59_pred199_idx2_loudest.wav,257,58.0,0.0671678119997523,0.6656910110004901,3.245420528000068,4.0,240.0,240.00013716400008,0.00013716400007979246,3.9782793510003103,0.016791952999938076,0.16642275275012253,0.811355132000017,0.9945698377500776,1.000000571516667,0,1,was a dry strip along the edge of the
60,mic_fileid_60_doa144_3spk.wav,4.0,3,"142,187,323",0,142,0.02804414921909202,enhanced_fileid_60_pred142_idx0_loudest.wav,144,2.0,0.06744111700027133,0.6643680880006286,3.245404807000341,4.0,244.0,244.00011123399963,0.00011123399963253178,3.977214012001241,0.016860279250067833,0.16609202200015716,0.8113512017500852,0.9943035030003102,1.0000004558770477,0,2,me that told me that only rested calm and shown himself to his courtiers
61,mic_fileid_61_doa93_3spk.wav,4.0,3,"92,146,186",0,92,0.07606243850020464,enhanced_fileid_61_pred92_idx0_loudest.wav,149,57.0,0.06692364499940595,0.659188931999779,3.2532680739996067,4.0,248.0,248.00014056799955,0.00014056799955142196,3.9793806509987917,0.016730911249851488,0.16479723299994475,0.8133170184999017,0.9948451627496979,1.0000005668064498,0,2,". Oh, yeager. He fiddle right after night, didn't she look sad"
62,mic_fileid_62_doa56_3spk.wav,4.0,3,"52,56,182",1,56,0.029968656930396496,enhanced_fileid_62_pred56_idx1_loudest.wav,308,108.0,0.07831115299995872,0.6771846729998288,3.2230144249997466,4.0,252.0,252.00088213799972,0.0008821379997243639,3.978510250999534,0.01957778824998968,0.1692961682499572,0.8057536062499366,0.9946275627498835,1.000003500547618,0,2,"der? And he stood so t... In the cosy, arid, and cruel road he"
63,mic_fileid_63_doa174_3spk.wav,4.0,3,"20,98,182",2,182,0.04176313487671686,enhanced_fileid_63_pred182_idx2_loudest.wav,312,130.0,0.07558254900050088,0.6760285510008543,3.224677444000008,4.0,256.0,256.0004194049998,0.0004194049997749971,3.9762885440013633,0.01889563725012522,0.1690071377502136,0.806169361000002,0.9940721360003408,1.0000016383007804,0,2,come to all women. But it is time to unite now.
