fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,clean_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,dsenet_sec,metrics_sec,whisper_sec,total_target_sec,reference,hypothesis
3,mic_fileid_3_doa110_3spk.wav,text_fileid_3_doa110_spk2.txt,110,110,0.0,2,clean_fileid_3_doa110_spk2.wav,0.06060606060606061,2,33,-6.559728145599365,15.904437065124512,22.464165210723877,-6.614231586456299,15.66049575805664,22.27472734451294,1.0703709125518799,3.016855478286743,1.9464845657348633,3.8835858830002508,0.45163028099977964,0.37060994800003755,4.705826112000068,OF HIS FALLING DOWN AND WORSHIPING HIM JOHN MERRICK WAS A MULTI MILLIONAIRE TO BE SURE BUT THERE WERE PALLIATING CIRCUMSTANCES THAT ALMOST EXCUSED HIM HE HAD BEEN SO BUSILY OCCUPIED IN INDUSTRY,"of his falling down and worshiping him. John Merrick was a multi-millionaire to be sure, but there were palliating circumstances that almost excused him. He had been so busily occupied in industry."
3,mic_fileid_3_doa192_3spk.wav,text_fileid_3_doa192_spk3.txt,192,192,0.0,3,clean_fileid_3_doa192_spk3.wav,0.0,0,28,-10.3731107711792,11.067901611328125,21.441012382507324,-10.598079681396484,10.685881614685059,21.283961296081543,1.0401853322982788,2.712172269821167,1.6719869375228882,3.8835858830002508,0.48378967799999373,0.33394264399976237,4.701318205000007,HAD BEEN APPOINTED COUNCIL PENSIONARY CROMWELL TOOK PAINS TO LET THE ESTATES OF HOLLAND KNOW HIS FAVOURABLE FEELINGS TOWARDS THEM BY SENDING OVER IN FEBRUARY A PRIVATE EMISSARY,had been appointed council pensionary. Cromwell took pains to let the estates of Holland know his favourable feelings towards them by sending over in February a private emissary.
4,mic_fileid_4_doa26_3spk.wav,text_fileid_4_doa26_spk1.txt,26,26,0.0,1,clean_fileid_4_doa26_spk1.wav,0.15625,5,32,3.8145864009857178,14.795550346374512,10.980963945388794,3.797342300415039,14.606331825256348,10.808989524841309,1.250014066696167,3.206721544265747,1.95670747756958,4.037105261000306,0.25566150299982837,0.3314883299999565,4.624255094000091,THE PUBLICATION IF MADE AT ALL SHOULD BE EFFECTED AS SOON AS POSSIBLE AFTER MY DEATH MY FATHER DIED ON THE SIXTH OF DECEMBER EIGHTEEN EIGHTY TWO IT WILL BE SEEN THEREFORE,"The publication, if made at all, should be affected as soon as possible after my death. My father died on the 6th of December, 1882. It will be seen, therefore."
4,mic_fileid_4_doa58_3spk.wav,text_fileid_4_doa58_spk3.txt,58,58,0.0,3,clean_fileid_4_doa58_spk3.wav,0.02564102564102564,1,39,-7.467777729034424,8.923511505126953,16.391289234161377,-7.537238121032715,8.65796184539795,16.195199966430664,1.8985475301742554,2.425074338912964,0.5265268087387085,4.037105261000306,0.6328092710000419,0.3612050179999642,5.031119550000312,YET AFTER IT WAS ALL OVER SHE WAS INFORMED THAT THE EMPEROR AND EMPRESS HAD SPOKEN KINDLY TO HER AND THAT SHE HERSELF HAD MADE HER BOW AND BACKED OUT OF THE ROOM ADMIRABLY FOR ONE IN HER POSITION,"Yet after it was all over, she was informed that the Emperor and Empress had spoken kindly to her and that she herself had made her vow and backed out of the room admirably for one in her position."
4,mic_fileid_4_doa243_3spk.wav,text_fileid_4_doa243_spk2.txt,243,243,0.0,2,clean_fileid_4_doa243_spk2.wav,0.075,3,40,-7.4920783042907715,9.64673137664795,17.13880968093872,-7.623187065124512,9.271031379699707,16.89421844482422,1.063217043876648,2.5220160484313965,1.4587990045547485,4.037105261000306,0.46142876800013255,0.4693847260000439,4.967918755000483,AH YES HE RETURNED THOUGHTFULLY I'VE ALWAYS NOTICED THAT THE OPERA MAKES FOLKS DESPERATELY HUNGRY FOR THEY FLOCK TO THE RESTAURANTS AS SOON AS THEY CAN GET AWAY SINGULAR ISN'T IT WHY I NEVER THOUGHT OF IT IN THAT LIGHT,"Ah, yes, you've returned thoughtfully. I've always noticed that the opera makes folks desperately hungry, for they flock to the restaurants as soon as they can get away. Singular, isn't it? Why, I've never thought of it in that way."
5,mic_fileid_5_doa60_3spk.wav,text_fileid_5_doa60_spk2.txt,60,60,0.0,2,clean_fileid_5_doa60_spk2.wav,0.05263157894736842,2,38,-6.574804782867432,9.261537551879883,15.836342334747314,-6.618571758270264,8.917718887329102,15.536290645599365,1.0581492185592651,1.6808326244354248,0.6226834058761597,4.151118276000034,0.34315704199980246,0.4015272209999239,4.89580253899976,THEN HE BECAME A HANGER ON AT THE CLUBS A GENTEEL LOAFER HE USED TO SAY IN HIS SOBER MOMENTS THAT AT LAST HE WAS ONE OF THE BOYS THAT SADNESS HAD SPOKEN OF HE DID NOT WORK,"Then he became a hanger on at the clubs, a gentile roofer. He used to say in his sober moments that at last he was one of the boys that sadness had spoken of. He did not work."
5,mic_fileid_5_doa102_3spk.wav,text_fileid_5_doa102_spk3.txt,102,102,0.0,3,clean_fileid_5_doa102_spk3.wav,0.09090909090909091,3,33,-10.909238815307617,9.35303020477295,20.262269020080566,-11.071062088012695,8.89631175994873,19.967373847961426,1.0375875234603882,1.8042442798614502,0.766656756401062,4.151118276000034,0.3564584250002554,0.3438226299999769,4.851399331000266,IN AUGUST WE HAD TWO WEEKS VACATION IT WAS ABOUT THIS TIME THAT I BECAME A MEMBER OF THE RIVERMOUTH CENTIPEDES A SECRET SOCIETY COMPOSED OF TWELVE OF THE TEMPLE GRAMMAR SCHOOL BOYS,"In August we had two weeks vacation. It was about this time that I became a member of the Rivermouth Centipede, a secret society composed of 12 of the Temple Grammar School Board."
5,mic_fileid_5_doa338_3spk.wav,text_fileid_5_doa338_spk1.txt,338,338,0.0,1,clean_fileid_5_doa338_spk1.wav,0.07692307692307693,3,39,4.235630512237549,17.87204933166504,13.63641881942749,4.2257466316223145,17.479541778564453,13.253795146942139,1.1749225854873657,3.5045149326324463,2.3295923471450806,4.151118276000034,0.2716918569999507,0.4633081939996373,4.886118326999622,HOW TRUE WHEN ONE HAS THE HONOR OF BEING AN EXPERT AS MASTER IS ONE MUSTN'T LAY HIMSELF OPEN TO CONSEIL DIDN'T HAVE TIME TO COMPLETE THE COMPLIMENT IN THE MIDST OF THE GENERAL SILENCE A VOICE BECAME AUDIBLE,"How true! When one has the honor of being an expert as master is, one mustn't let himself open to. Conce didn't have time to complete the compliment. And in the midst of the general silence, a voice became audible."
6,mic_fileid_6_doa30_3spk.wav,text_fileid_6_doa30_spk2.txt,30,30,0.0,2,clean_fileid_6_doa30_spk2.wav,0.358974358974359,14,39,-7.128391742706299,12.725151062011719,19.853542804718018,-7.189602375030518,12.431572914123535,19.621175289154053,1.0290745496749878,2.451385259628296,1.422310709953308,4.0682471229997645,0.3873625149999498,0.4345543029999135,4.890163940999628,BEFORE WE COULD BRING UP THE LAGGARDS THAT PROVOKINGLY DAWDLED ALONG NIBBLING STRAY BUNCHES OF GRASS WHEN LATE ON THE ROAD WE SAW COYOTES SNEAKING OUT FOR THEIR EVENING MEAL AND HEARD THE FAR AWAY CRY OF THE PANTHER,"before we could bring off the laggards that provoked the use of the lawn, nibbling straight bunches of grass. When laid on the road, we thought coyotes sneaking out for their evening meal heard the faraway cry of the pander."
6,mic_fileid_6_doa87_3spk.wav,text_fileid_6_doa87_spk3.txt,87,87,0.0,3,clean_fileid_6_doa87_spk3.wav,0.0975609756097561,4,41,-8.68681526184082,13.052654266357422,21.739469528198242,-8.804442405700684,12.435206413269043,21.239648818969727,1.061830997467041,1.902206301689148,0.8403753042221069,4.0682471229997645,0.6572877779999544,0.47241566200000307,5.197950562999722,I HAVE HEARD SO HIS COMPLAINT WAS RHEUMATISM VERY MUCH AS I FANCY THE SAME SORT OF RHEUMATISM THAT AFFLICTS YOU HE TOLD ME HE CAME TO EUROPE WITH VERY LITTLE HOPE HE FEARED HIS COMPLAINT HAD BECOME CHRONIC AND INCURABLE,"I have heard so. His complaint was rheumatism, very much as I fancy the same sort of rheumatism that afflicts you. He told me he came to Europe. It's a very good little... He feared his complaint had become chronic and incurable."
6,mic_fileid_6_doa140_3spk.wav,text_fileid_6_doa140_spk1.txt,140,140,0.0,1,clean_fileid_6_doa140_spk1.wav,0.0,0,37,3.961557626724243,18.060165405273438,14.098607778549194,3.953115940093994,17.861919403076172,13.908803462982178,1.213527798652649,3.4685568809509277,2.255029082298279,4.0682471229997645,0.29542749700021886,0.40371743600007903,4.767392056000062,HE WORE A BLOUSE AND UNDER HIS BLOUSE AN OLD BLACK COAT HE MADE PRETENSIONS TO LITERATURE AND TO MATERIALISM THERE WERE CERTAIN NAMES WHICH HE OFTEN PRONOUNCED TO SUPPORT WHATEVER THINGS HE MIGHT BE SAYING VOLTAIRE,He wore a blouse and under his blouse an old black coat. He made pretensions to literature and to materialism. There were certain names which he often pronounced to support whatever things he might be saying. Voltaire.
7,mic_fileid_7_doa57_3spk.wav,text_fileid_7_doa57_spk1.txt,57,57,0.0,1,clean_fileid_7_doa57_spk1.wav,0.043478260869565216,1,23,2.229769468307495,15.179534912109375,12.94976544380188,2.204075574874878,14.805817604064941,12.601742029190063,1.1526575088500977,3.105898857116699,1.9532413482666016,3.6063452380003582,0.25259264099986467,0.24387546400021165,4.1028133430004345,THOSE BULLET HOLES IN THE BACK OF THE CAR WERE FIRED FROM ABOVE AND BEHIND THE MACHINE THEY SLANTED DOWN BUT NOT SIDEWISE,"Those bullet holes in the back of the car were fired from above and behind the machine. They slanted down, but not sideways."
7,mic_fileid_7_doa120_3spk.wav,text_fileid_7_doa120_spk2.txt,120,120,0.0,2,clean_fileid_7_doa120_spk2.wav,0.0,0,32,-5.954588890075684,11.332345008850098,17.28693389892578,-5.987525463104248,11.182144165039062,17.16966962814331,1.1374324560165405,2.6734256744384766,1.535993218421936,3.6063452380003582,0.3212820610001472,0.4079488379998111,4.3355761370003165,LOOKING FROM AN AFTER WINDOW AND EVEN GOING OUT ON A SMALL OPEN PLATFORM BUT COULD DISCOVER NOTHING WRONG I GUESS RAD WAS JUST CAPERING ABOUT WITHOUT ANY SPECIAL OBJECT MUSED TOM,"Looking from an after window and even going out on a small open platform, but could discover nothing wrong. I guess Rad was just capering about without any special object, mused Tom."
7,mic_fileid_7_doa212_3spk.wav,text_fileid_7_doa212_spk3.txt,212,212,0.0,3,clean_fileid_7_doa212_spk3.wav,0.025,1,40,-4.492452144622803,11.648439407348633,16.140891551971436,-4.547868251800537,11.308297157287598,15.856165409088135,1.1676608324050903,2.7934324741363525,1.6257716417312622,3.6063452380003582,0.3125980309996521,0.4031696409997494,4.32211290999976,SHOUTED TO PUT THE BOAT ABOUT BUT HE MIGHT WITH AS MUCH REASON HAVE SHOUTED AT AN AVALANCHE THE WIND BLEW HIS VOICE AWAY AND EMPTIED IT VIOLENTLY INTO THE AIR A SNARLING BILLOW JERKED THE OAR FROM HIS HAND,"shouted to clip the boat about, but he might with as much reason have shouted at an avalanche. The wind blew his voice away and emptied it violently into the air. A snarling billow jerked the oar from his hand."
8,mic_fileid_8_doa80_3spk.wav,text_fileid_8_doa80_spk2.txt,80,80,0.0,2,clean_fileid_8_doa80_spk2.wav,0.0967741935483871,3,31,-10.854756355285645,11.450684547424316,22.30544090270996,-11.06822395324707,11.169475555419922,22.237699508666992,1.1898717880249023,2.315861463546753,1.1259896755218506,4.833843696999793,0.3934851129997696,0.34181116800027667,5.569139977999839,DYING OVER IT BY THE BILLIONS THE SEA IS OF NO GREAT DEPTH AT THE GRAND BANKS A FEW HUNDRED FATHOMS AT BEST BUT TO THE SOUTH THERE IS A DEEP,"dying over it by the billions. The sea is of no great depth at the Great Bax. A few hundred fathoms at best, but to the south there is deep."
8,mic_fileid_8_doa248_3spk.wav,text_fileid_8_doa248_spk3.txt,248,248,0.0,3,clean_fileid_8_doa248_spk3.wav,0.13513513513513514,5,37,-7.320199012756348,13.238299369812012,20.55849838256836,-7.526874542236328,13.048148155212402,20.57502269744873,1.0678837299346924,2.7302091121673584,1.662325382232666,4.833843696999793,0.38169036499994036,0.33075340899995354,5.546287470999687,FOR THESE INDIANS DO NOT MOVE ABOUT AS MUCH AS THOSE FARTHER SOUTH WHERE THE FORESTS ARE LESS DENSE FIGURE SIXTY FIVE SHOWS THE FRAMEWORK OF A PARTIALLY BUILT HOUSE WHILE ANOTHER STANDS AT ONE SIDE COMPLETED,"For these Indians do not move about as much as those farther south where the forest or less stands. Figure 65 shows the framework of a partially built house, while another stands at one side completed."
8,mic_fileid_8_doa333_3spk.wav,text_fileid_8_doa333_spk1.txt,333,333,0.0,1,clean_fileid_8_doa333_spk1.wav,0.0,0,55,5.1611785888671875,19.745664596557617,14.58448600769043,5.142127990722656,19.618820190429688,14.476692199707031,1.2348089218139648,3.7461941242218018,2.511385202407837,4.833843696999793,0.42038796099996034,0.599082780000117,5.85331443799987,THEY WANTED TO LEARN THE GAME AT TWO O'CLOCK THE CAPTAIN ASKED THE MATE HOW WE WERE GETTING ON OH PRETTY GLIBLY SIR REPLIED THE MATE WE CAN SCARCELY TELL WHAT HEADWAY WE ARE MAKING FOR WE ARE OBLIGED TO KEEP THE MIDDLE OF THE RIVER AND THERE IS THE SHADOW OF A FOG RISING,"They wanted to learn the game. At two o'clock, the captain asked the mate how we were getting on. Oh, pretty glibly, sir, replied the mate. We can scarcely tell what headway we are making, for we are obliged to keep the middle of the river, and there is the shadow of a fog rising."
9,mic_fileid_9_doa85_3spk.wav,text_fileid_9_doa85_spk3.txt,85,85,0.0,3,clean_fileid_9_doa85_spk3.wav,0.16981132075471697,9,53,-9.4918794631958,10.2277193069458,19.7195987701416,-9.595040321350098,10.142582893371582,19.73762321472168,1.0590412616729736,2.4911134243011475,1.4320721626281738,4.556993780000084,0.4853791630002888,0.5885815790002198,5.630954522000593,WE'RE DREADFULLY RICH UNCLE JOHN SO YOU NEEDN'T WORRY IF YOU DON'T STRIKE A JOB YOURSELF ALL AT ONCE ANY LUCK TODAY SIR ASKED THE MAJOR TUCKING A NAPKIN UNDER HIS CHIN AND BEGINNING ON THE SOUP UNCLE JOHN SHOOK HIS HEAD OF COURSE NOT SAID PATSY QUICKLY IT'S TOO EARLY AS YET,"We're directly rich, Uncle John, so you needn't worry if you don't strike a job yourself all at once. Any luck today, sir? Ask the maker, tucking an applicant under his chin and beginning on the suit. Uncle John trick-as-hat. Of course not, said Patsy, quickly. It's too early as yet."
9,mic_fileid_9_doa242_3spk.wav,text_fileid_9_doa242_spk2.txt,242,242,0.0,2,clean_fileid_9_doa242_spk2.wav,0.0,0,39,-6.404356002807617,14.946111679077148,21.350467681884766,-6.4351277351379395,14.62374210357666,21.0588698387146,1.0870790481567383,3.295297622680664,2.208218574523926,4.556993780000084,0.521113011000125,0.4036754160001692,5.4817822070003785,AND WHEN BROUGHT INTO THE PRESENCE OF CAPTAIN BOLING HE SAID IN GREAT EMOTION KILL ME SIR CAPTAIN YES KILL ME AS YOU KILLED MY SON AS YOU WOULD KILL MY PEOPLE IF THEY WERE TO COME TO YOU,"And when brought into the presence of Captain Boling, he said in great emotion, Kill me, Sir Captain, yes, kill me as you killed my son, as you would kill my people if they were to come to you."
9,mic_fileid_9_doa314_3spk.wav,text_fileid_9_doa314_spk1.txt,314,314,0.0,1,clean_fileid_9_doa314_spk1.wav,0.0,0,39,4.034686088562012,19.77006721496582,15.735381126403809,4.025796890258789,19.596485137939453,15.570688247680664,1.1800642013549805,3.7099149227142334,2.529850721359253,4.556993780000084,0.29104978900022616,0.37976186100013365,5.227805430000444,THE DEAF GENTLEMAN SUBMITTED WHY DID YOU INVITE YOURSELF BECAUSE A TEA PARTY IS NOT COMPLETE WITHOUT A WOMAN HER MANNER WAS AS STRANGELY ALTERED AS HER LOOKS THAT SHE WAS BESIDE HERSELF FOR THE MOMENT I CLEARLY SAW,The deaf gentleman submitted. Why did you invite yourself? Because a tea party is not complete without a woman. Her manner was as strangely altered as her looks. That she was beside herself for the moment I clearly saw.
10,mic_fileid_10_doa3_3spk.wav,text_fileid_10_doa3_spk1.txt,3,3,0.0,1,clean_fileid_10_doa3_spk1.wav,0.08888888888888889,4,45,6.595269680023193,19.673919677734375,13.078649997711182,6.582214832305908,19.518659591674805,12.936444759368896,1.1794668436050415,3.6605923175811768,2.4811254739761353,4.166032589999759,0.278701553999781,0.45260333099986383,4.897337474999404,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from the clerk's office. They called it Old Dills Peephole and wished it anywhere else."
10,mic_fileid_10_doa115_3spk.wav,text_fileid_10_doa115_spk3.txt,115,115,0.0,3,clean_fileid_10_doa115_spk3.wav,0.1111111111111111,3,27,-8.779683113098145,10.495877265930176,19.27556037902832,-8.88211441040039,10.246691703796387,19.128806114196777,1.0835797786712646,1.7227394580841064,0.6391596794128418,4.166032589999759,0.37320076800006063,0.3148561940001855,4.854089552000005,WHILE IT JABBERED AND GESTICULATED AT SOME ANSWERING CREATURE BEHIND ME THIS OTHER WHICH WAS EVIDENTLY ITS MATE SOON CAME TOWARD US BEARING A MIGHTY STONE CUDGEL,"While it jabbered and gesticulated and saw an answering creature behind me, this other, which was evidently its mate, soon came toward us, bearing a mighty stone cudgel."
10,mic_fileid_10_doa148_3spk.wav,text_fileid_10_doa148_spk2.txt,148,148,0.0,2,clean_fileid_10_doa148_spk2.wav,0.20512820512820512,8,39,-12.13325023651123,4.383214950561523,16.516465187072754,-12.332698822021484,3.862595558166504,16.19529438018799,1.031967282295227,1.2723405361175537,0.24037325382232666,4.166032589999759,0.4565893330000108,0.3511319280000862,4.973753850999856,WE MAY TAKE IT THEN THAT PROPAGANDA WAS IN ORDER OF TIME THE FIRST MOTIVE OF THE FREE PRESS AND THE FIRST CAUSE OF ITS PRODUCTION NOW FROM THIS FACT ARISES A CONSIDERATION OF GREAT IMPORTANCE TO OUR SUBJECT,We make ticket then where propaganda was in order of time the first motive of the free press in the first clause of its production. Now from this fact it raises a consideration of great importance to our subject.
11,mic_fileid_11_doa93_3spk.wav,text_fileid_11_doa93_spk3.txt,93,93,0.0,3,clean_fileid_11_doa93_spk3.wav,0.05,2,40,-5.444764137268066,9.721275329589844,15.16603946685791,-5.510684967041016,9.339353561401367,14.850038528442383,1.1047149896621704,2.298029899597168,1.1933149099349976,4.254528995999863,0.413049337999837,0.44886710000037056,5.11644543400007,RAPID MOTION THROUGH SPACE ELATES ONE SO DOES NOTORIETY SO DOES THE POSSESSION OF MONEY THESE WERE THREE GOOD REASONS FOR JIMMY'S EXCITEMENT HE HAD BEEN SEEN BY MANY OF HIS FRIENDS THAT DAY IN THE COMPANY OF THESE CONTINENTALS,"Rapid motion through space, he lates one. So does notoriety. So does the possession of money. These were three good reasons for Jimmy's excitement. He had been seen by many of his friends that day in the company of these Continentals."
