fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,clean_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,dsenet_sec,metrics_sec,whisper_sec,total_target_sec,reference,hypothesis
10,mic_fileid_10_doa3_3spk.wav,text_fileid_10_doa3_spk1.txt,3,3,0.0,1,clean_fileid_10_doa3_spk1.wav,0.08888888888888889,4,45,6.595269680023193,19.673919677734375,13.078649997711182,6.582214832305908,19.518659591674805,12.936444759368896,1.1794668436050415,3.6605923175811768,2.4811254739761353,4.166032589999759,0.278701553999781,0.45260333099986383,4.897337474999404,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from the clerk's office. They called it Old Dills Peephole and wished it anywhere else."
11,mic_fileid_11_doa264_3spk.wav,text_fileid_11_doa264_spk1.txt,264,264,0.0,1,clean_fileid_11_doa264_spk1.wav,0.125,4,32,2.552096366882324,13.355179786682129,10.803083419799805,2.513597249984741,13.224339485168457,10.710742235183716,1.2188899517059326,2.8669140338897705,1.648024082183838,4.254528995999863,0.2635389909996775,0.3432571610001105,4.861325147999651,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Sees me bowling along the road straight away delivers himself of a yell, pure and simple. At Perrysburg I strike the famous Wobby Pike, 40 miles of stone road almost a dead level."
12,mic_fileid_12_doa38_3spk.wav,text_fileid_12_doa38_spk1.txt,38,38,0.0,1,clean_fileid_12_doa38_spk1.wav,0.125,5,40,2.3310248851776123,13.748417854309082,11.41739296913147,2.310882091522217,13.619078636169434,11.308196544647217,1.4103443622589111,3.214498996734619,1.804154634475708,4.700835632000235,0.37770773400006874,0.43729200600000695,5.515835372000311,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"of any other matter which might have been preyed upon her husband's mind recently. Mrs. Maderson knew of none what a— the coroner intimated that her ordeal was at an end, and the veiled lady made her way to the door."
13,mic_fileid_13_doa5_3spk.wav,text_fileid_13_doa5_spk1.txt,5,5,0.0,1,clean_fileid_13_doa5_spk1.wav,0.0,0,39,3.7321784496307373,16.069822311401367,12.33764386177063,3.7215280532836914,15.953444480895996,12.231916427612305,1.3005075454711914,3.1975739002227783,1.897066354751587,4.95619734399952,0.40092533999995794,0.39862115100004303,5.755743834999521,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, he must succeed in it or die."" They did not think long, but replied, Let him build your majesty in one day a more beautiful palace than this, and if he fails in the attempt,"
14,mic_fileid_14_doa181_3spk.wav,text_fileid_14_doa181_spk1.txt,181,181,0.0,1,clean_fileid_14_doa181_spk1.wav,0.09523809523809523,4,42,5.893156051635742,16.741689682006836,10.848533630371094,5.878010272979736,16.682409286499023,10.804399013519287,1.3085827827453613,3.4710075855255127,2.1624248027801514,5.037338504000218,0.3604236090000086,0.443862937999711,5.841625050999937,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This was a curious consolation. The two spend hours together sometimes in the tiny parlor, stumbling over Berlin wall difficulties and now and then wandering true and fro, conversationally from Priscilla to the octagon stitch and from the octagon stitch to Dennis."
15,mic_fileid_15_doa266_3spk.wav,text_fileid_15_doa266_spk1.txt,266,266,0.0,1,clean_fileid_15_doa266_spk1.wav,0.1388888888888889,5,36,4.412204265594482,14.778977394104004,10.366773128509521,4.383063316345215,14.664430618286133,10.281367301940918,1.276834487915039,3.243898630142212,1.9670641422271729,4.265264169000602,0.2626243580002665,0.3961401020001176,4.924028629000986,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,"When on shore, he followed his favorites like a dog, and was never known to root. Except in speech and appearance, he was the counterpart of a happy, good-natured, and well-cared-for household dog."
16,mic_fileid_16_doa36_3spk.wav,text_fileid_16_doa36_spk1.txt,36,36,0.0,1,clean_fileid_16_doa36_spk1.wav,0.025,1,40,5.2378387451171875,17.264665603637695,12.026826858520508,5.223731517791748,17.13509750366211,11.911365985870361,1.2247428894042969,3.3219046592712402,2.0971617698669434,4.206985946999794,0.2659023440000965,0.42370460499978435,4.8965928959996745,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage, Juliet, returning to the consulate after a morning spent in very active exercise upon a tennis court, was met on the doorstep by Dora, the youngest of the Clarence Butchers."
17,mic_fileid_17_doa99_3spk.wav,text_fileid_17_doa99_spk1.txt,99,99,0.0,1,clean_fileid_17_doa99_spk1.wav,0.0,0,51,3.5100290775299072,15.775160789489746,12.265131711959839,3.4998793601989746,15.632668495178223,12.132789134979248,1.4027400016784668,3.506873369216919,2.104133367538452,4.596495849999883,0.25288331499996275,0.5116929629998594,5.361072127999705,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she later on engaged to a man whom she really loved? Yes, that was it. And during all the time she kept up her old liaison. The author wanted to show that a woman can love in two ways. A man only in one. That's true enough, isn't it? Certainly."
18,mic_fileid_18_doa181_3spk.wav,text_fileid_18_doa181_spk1.txt,181,181,0.0,1,clean_fileid_18_doa181_spk1.wav,0.022222222222222223,1,45,5.432191371917725,19.34798812866211,13.915796756744385,5.418632507324219,19.239675521850586,13.821043014526367,1.3465945720672607,3.8871142864227295,2.5405197143554688,4.194178887999442,0.27736996999965413,0.4465218770001229,4.918070734999219,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,And don't I hope that first picture turns out good? It was a remarkable pose if only the focus was right. He started toward the cabin door as though anxious to develop his role of film and discover what success his labor had resulted in.
19,mic_fileid_19_doa340_3spk.wav,text_fileid_19_doa340_spk1.txt,340,340,0.0,1,clean_fileid_19_doa340_spk1.wav,0.11904761904761904,5,42,6.309501647949219,19.059040069580078,12.74953842163086,6.3009161949157715,18.957937240600586,12.657021045684814,1.340700626373291,3.7517013549804688,2.4110007286071777,4.81236875400009,0.36998098000003665,0.47675100300011763,5.659100737000244,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to DotCova had delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small, dark community in retaliation for the destruction of the incubator until after the Great Games."
20,mic_fileid_20_doa68_3spk.wav,text_fileid_20_doa68_spk1.txt,68,68,0.0,1,clean_fileid_20_doa68_spk1.wav,0.058823529411764705,2,34,3.667689800262451,16.27202796936035,12.6043381690979,3.642486333847046,16.027189254760742,12.384702920913696,1.3482533693313599,3.596142292022705,2.247888922691345,5.505557383999985,0.2983162320001611,0.3900633560001552,6.1939369720003015,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,"A lenin was about to approach the dead body, and had begun to look at it, when the brother, looking up at him from under his brows with calm contempt, said something sharply and angrily."
21,mic_fileid_21_doa34_3spk.wav,text_fileid_21_doa34_spk1.txt,34,34,0.0,1,clean_fileid_21_doa34_spk1.wav,0.02702702702702703,1,37,5.8621110916137695,16.953536987304688,11.091425895690918,5.846676826477051,16.776962280273438,10.930285453796387,1.4030921459197998,3.6660821437835693,2.2629899978637695,6.196556242000042,0.8843630510000366,0.7432536900000741,7.824172983000153,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work to make clothes after the pattern of the Natcheli Eskimo, and the sewing went on early and late. Thick anoraks and thin ones, heavy breeches and light, winter stockings and summer stockings."
22,mic_fileid_22_doa345_3spk.wav,text_fileid_22_doa345_spk1.txt,345,345,0.0,1,clean_fileid_22_doa345_spk1.wav,0.07894736842105263,3,38,2.919387102127075,15.591887474060059,12.672500371932983,2.895563840866089,15.354561805725098,12.458997964859009,1.1457661390304565,3.160414934158325,2.0146487951278687,6.000747136999962,0.24236796400009553,0.47092018900002586,6.7140352900000835,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,"They have merely gone to work in a business-like manner and used their wits and common sense in educating the voters. Really, my dears, I'm more proud of you today than I've ever been before, we concluded."
23,mic_fileid_23_doa212_3spk.wav,text_fileid_23_doa212_spk1.txt,212,212,0.0,1,clean_fileid_23_doa212_spk1.wav,0.0,0,48,4.834820747375488,17.242042541503906,12.407221794128418,4.819578647613525,16.922794342041016,12.10321569442749,1.343172311782837,3.5422866344451904,2.1991143226623535,5.687755769000432,0.35384303900036684,0.5797248679996301,6.621323676000429,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"When his cries were heard by a farmer who was walking home from town and he was brought back to his father's house, he was so tired and excited that he did not know what was happening to him. By chance, David's father knew that he had disappeared."
24,mic_fileid_24_doa289_3spk.wav,text_fileid_24_doa289_spk1.txt,289,289,0.0,1,clean_fileid_24_doa289_spk1.wav,0.024390243902439025,1,41,3.908278703689575,17.03532600402832,13.127047300338745,3.895155429840088,16.822080612182617,12.92692518234253,1.2749168872833252,3.584277629852295,2.3093607425689697,5.983765685000435,0.30846961899987946,0.5233931279999524,6.815628432000267,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"I had not forgotten the livid, jagged furrows in Mercer's side. Quickly as I shot to the ladder, she was there before me, a dim, wavering, white shape, waiting. I paused, holding to a rung of a ladder with one hand."
25,mic_fileid_25_doa112_3spk.wav,text_fileid_25_doa112_spk1.txt,112,112,0.0,1,clean_fileid_25_doa112_spk1.wav,0.0,0,36,2.8733482360839844,15.109296798706055,12.23594856262207,2.8497815132141113,14.892173767089844,12.042392253875732,1.189566969871521,3.381181240081787,2.191614270210266,4.901589302000048,0.2414059850002559,0.335041899999851,5.4780371870001545,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,"There was the sweetness of the Mayflower and the strength of the young oak, but one could easily divine that she was one of the souls by nature pitched too high by suffering plunged too low."
26,mic_fileid_26_doa34_3spk.wav,text_fileid_26_doa34_spk1.txt,34,34,0.0,1,clean_fileid_26_doa34_spk1.wav,0.029411764705882353,1,34,-4.02968692779541,13.407325744628906,17.437012672424316,-4.044661521911621,13.28372573852539,17.32838726043701,1.078001856803894,2.3921427726745605,1.3141409158706665,5.498070602000098,0.30788224499974604,0.5217499349996615,6.3277027819995055,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"They came from the east, west, north and south, all sorry to know of her illness and bringing presence with them. Sometimes it was a little live bird or squirrel. A delicious salmon trout."
27,mic_fileid_27_doa173_3spk.wav,text_fileid_27_doa173_spk1.txt,173,173,0.0,1,clean_fileid_27_doa173_spk1.wav,0.08571428571428572,3,35,2.9897117614746094,18.056039810180664,15.066328048706055,2.980069160461426,17.703893661499023,14.723824501037598,1.3772306442260742,3.4704720973968506,2.0932414531707764,5.64307785399933,0.4184846729999663,0.3713396980001562,6.432902224999452,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"It seems that the public admire her as much as I have done. I shall find her someday, then she will return to me. Still thinking of her? I observed reproachfully. Yes, always."
28,mic_fileid_28_doa217_3spk.wav,text_fileid_28_doa217_spk1.txt,217,217,0.0,1,clean_fileid_28_doa217_spk1.wav,0.10344827586206896,3,29,3.1241767406463623,15.935650825500488,12.811474084854126,3.112459421157837,15.72092056274414,12.608461141586304,1.5074307918548584,3.3755173683166504,1.868086576461792,4.756136270999832,0.2241691389999687,0.3716148499997871,5.351920259999588,FELL FAR SHORT DON'T LOOK BACK GRUNTED VENTNOR STRETCH YOURSELF WALTER THERE'S A SURPRISE COMING HOPE TO GOD I JUDGED THE TIME RIGHT WE TURNED OFF THE RUINED WAY,"Fell far short. Don't look back, Grunt Inventor. Stretch yourself, Walter. There's a surprise coming. Hope to God I judged the time right. We turned off the ruin way."
29,mic_fileid_29_doa111_3spk.wav,text_fileid_29_doa111_spk1.txt,111,111,0.0,1,clean_fileid_29_doa111_spk1.wav,0.05405405405405406,2,37,2.8718268871307373,16.55480194091797,13.682975053787231,2.8572893142700195,16.339567184448242,13.482277870178223,1.1543498039245605,3.3652524948120117,2.210902690887451,4.347983668999859,0.31899158799978977,0.3537547490000179,5.020730005999667,MY FATHER WAS AND STILL IS RECEVEUR GENERAL AT C HE HAS A GREAT REPUTATION THERE FOR LOYALTY THANKS TO WHICH HE WAS ABLE TO FIND THE SECURITY WHICH HE NEEDED IN ORDER TO ATTAIN THIS POSITION,"My father was, and still is, receiver general at sea. He has a great reputation there for loyalty, thanks to which he was able to find the security which he needed in order to attain this position."
30,mic_fileid_30_doa12_3spk.wav,text_fileid_30_doa12_spk1.txt,12,12,0.0,1,clean_fileid_30_doa12_spk1.wav,0.11904761904761904,5,42,3.6708385944366455,17.48196029663086,13.811121702194214,3.660520076751709,16.794097900390625,13.133577823638916,1.294529676437378,3.3676350116729736,2.0731053352355957,4.750096622999536,0.2963480379999055,0.4372185049996915,5.483663165999133,WHICH COVERED THEM DOWN TO THE ANKLES AND WHICH THEY WORE WINTER AND SUMMER WOMEN COMMONLY WORE A LONG LOOSE CLOAK WITH A HOOD A FASHION WHICH IS COMMON AT THE PRESENT DAY THE OVER GARMENTS WERE FASTENED BY BROOCHES PINS BUTTONS,"which covered them down to the ankles, and which they wore winter and summer. Women commonly wore a long loose cloak with a hood, a fashion which has come in at the present day. The overgarments were fastened by brooches, pins, buttons."
31,mic_fileid_31_doa53_3spk.wav,text_fileid_31_doa53_spk1.txt,53,53,0.0,1,clean_fileid_31_doa53_spk1.wav,0.07317073170731707,3,41,5.846982955932617,20.352741241455078,14.505758285522461,5.837785720825195,20.157669067382812,14.319883346557617,1.3945608139038086,3.779932975769043,2.3853721618652344,4.99925427000062,0.3533761300000151,0.4284252430002198,5.781055643000855,THIS WAS THE PORTER WHO HAD BEEN KILLED BY LE CABUC BELOW BY THE LIGHTS OF THE TORCH WHICH WAS THRUST BETWEEN THE PAVING STONES THIS HEAD COULD BE VAGUELY DISTINGUISHED NOTHING COULD BE STRANGER IN THAT SOMBRE AND UNCERTAIN GLEAM,"This was the porter who had been killed by Dirkabuk. Below, by the lights of the torch which was thrust between the paving stones, this head could be vaguely distinguished. Nothing could be stranger in that somber and uncertain gleam."
32,mic_fileid_32_doa102_3spk.wav,text_fileid_32_doa102_spk1.txt,102,102,0.0,1,clean_fileid_32_doa102_spk1.wav,0.5714285714285714,20,35,-6.867568492889404,11.052618980407715,17.92018747329712,-6.9656853675842285,10.689657211303711,17.65534257888794,1.1066231727600098,1.6954426765441895,0.5888195037841797,4.627681257999939,0.47478329500017935,0.5056814190002115,5.6081459720003295,LET ME BE OBSEQUIOUS IN THY HEART AND TAKE THOU MY OBLATION POOR BUT FREE WHICH IS NOT MIX'D WITH SECONDS KNOWS NO ART BUT MUTUAL RENDER ONLY ME FOR THEE HENCE THOU SUBORNED INFORMER,"Let me be absolutely of some thy heart, but when I take down my relation, whore of free, which is not mixed with seconds, knows no art, may be reached with a render, of only me before thee. Hence thou, subordinate foreman."
33,mic_fileid_33_doa345_3spk.wav,text_fileid_33_doa345_spk1.txt,345,345,0.0,1,clean_fileid_33_doa345_spk1.wav,0.10256410256410256,4,39,4.405822277069092,15.495953559875488,11.090131282806396,4.379910469055176,15.291315078735352,10.911404609680176,1.224318027496338,3.6717658042907715,2.4474477767944336,4.71713877000002,0.20975229000032414,0.3876778290000402,5.314568889000384,WHEN I WENT TO SLEEP LAST NIGHT I BELONGED TO GOVERNOR LUCAS BUT I UNDERSTAND DAT HE IS BIN GAMBLING ALL NIGHT SO I DON'T KNOW WHO OWNS ME DIS MORNING SUCH IS THE UNCERTAINTY OF A SLAVE'S POSITION,"When I went to sleep last night, I belonged to Governor Lucas, but I understand that he has been gambling all night, so I don't know who owns me this morning. Such is the uncertainty of a slave's position."
