fileid,mic_file,text_file,gt_doa,pred_doa,doa_error_deg,spk,clean_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,dsenet_sec,metrics_sec,whisper_sec,total_target_sec,reference,hypothesis
10,mic_fileid_10_doa148_3spk.wav,text_fileid_10_doa148_spk2.txt,148,148,0.0,2,clean_fileid_10_doa148_spk2.wav,0.20512820512820512,8,39,-12.13325023651123,4.383214950561523,16.516465187072754,-12.332698822021484,3.862595558166504,16.19529438018799,1.031967282295227,1.2723405361175537,0.24037325382232666,4.166032589999759,0.4565893330000108,0.3511319280000862,4.973753850999856,WE MAY TAKE IT THEN THAT PROPAGANDA WAS IN ORDER OF TIME THE FIRST MOTIVE OF THE FREE PRESS AND THE FIRST CAUSE OF ITS PRODUCTION NOW FROM THIS FACT ARISES A CONSIDERATION OF GREAT IMPORTANCE TO OUR SUBJECT,We make ticket then where propaganda was in order of time the first motive of the free press in the first clause of its production. Now from this fact it raises a consideration of great importance to our subject.
11,mic_fileid_11_doa202_3spk.wav,text_fileid_11_doa202_spk2.txt,202,202,0.0,2,clean_fileid_11_doa202_spk2.wav,0.0,0,33,-8.472173690795898,8.450834274291992,16.92300796508789,-8.5978364944458,7.7304816246032715,16.328318119049072,1.0704697370529175,1.9606908559799194,0.890221118927002,4.254528995999863,0.4689537540002675,0.31599147799988714,5.039474228000017,SO HE WALKED BY THE PATH ACROSS THE BRIDGE AND WHEN HE CAME OUT ON THE GRAVEL ROAD NEAR THE FRONT DOOR HE FOUND A GENTLEMAN SMOKING A CIGAR AND LOOKING AROUND HIM,"So he walked by the path across the bridge, and when he came out on the gravel road near the front door, he found a gentleman smoking a cigar and looking around him."
12,mic_fileid_12_doa105_3spk.wav,text_fileid_12_doa105_spk2.txt,105,105,0.0,2,clean_fileid_12_doa105_spk2.wav,0.391304347826087,9,23,-11.293968200683594,8.196188926696777,19.49015712738037,-11.394247055053711,7.759381294250488,19.1536283493042,1.0884630680084229,1.955331802368164,0.8668687343597412,4.700835632000235,0.267134545999852,0.32562191899978643,5.293592096999873,NED LAND YELPED DID I SAY SHARKS I EXCLAIMED HASTILY I MEANT ONE HUNDRED FIFTY PEARLS SHARKS WOULDN'T MAKE SENSE INDEED CONSEIL SAID,"Ned Laddfield. Did I say sharks? I explained basically. I meant 150 pearls. Sharks wouldn't make sense. Indeed, conciesthood."
13,mic_fileid_13_doa326_3spk.wav,text_fileid_13_doa326_spk2.txt,326,326,0.0,2,clean_fileid_13_doa326_spk2.wav,0.0,0,48,-6.140198230743408,11.579102516174316,17.719300746917725,-6.195130348205566,11.246556282043457,17.441686630249023,1.1012519598007202,2.87394380569458,1.7726918458938599,4.95619734399952,0.464768950999769,0.4657361539998419,5.886702448999131,FELT HERSELF A PRINCESS AND CARRIED HER AUTHORITY OVER HIM WITH A HIGH TONE IN ALL THEIR ARRANGEMENTS SHE HAD A FANCY FOR LORD DAVID LORD DAVID WAS HANDSOME BUT THAT WAS OVER AND ABOVE THE BARGAIN SHE CONSIDERED HIM TO BE FASHIONABLE TO BE FASHIONABLE IS EVERYTHING,"Felt herself a princess and carried her authority over him with a high tone in all their arrangements. She had a fancy for Lord David. Lord David was handsome, but that was over and above the bargain. She considered him to be fashionable. To be fashionable is everything."
14,mic_fileid_14_doa337_3spk.wav,text_fileid_14_doa337_spk2.txt,337,337,0.0,2,clean_fileid_14_doa337_spk2.wav,0.07317073170731707,3,41,-8.433809280395508,11.050447463989258,19.484256744384766,-8.506998062133789,10.722105026245117,19.229103088378906,1.0428122282028198,2.3429598808288574,1.3001476526260376,5.037338504000218,0.6061570060001031,0.391335411,6.034830921000321,THAT IS INDEED ONE OF THE CENTRAL DANGERS OF ALL NON MEDICAL SUGGESTIVE CURES THAT WHILE ANY BELIEF MAY CURE THROUGH THE MERE EMOTIONAL POWER OF THE ACT OF BELIEVING THE CONTENT OF THE BELIEF GAINS AN UNDESERVED APPEARANCE OF TRUTH,"That is indeed one of the central dangers of all non-medical suggested cures, that while any belief may cure through the mere emotional power of the act of believing, the content of the belief gains an undeserved appearance of truth."
15,mic_fileid_15_doa300_3spk.wav,text_fileid_15_doa300_spk2.txt,300,300,0.0,2,clean_fileid_15_doa300_spk2.wav,0.02857142857142857,1,35,-7.695531368255615,10.164277076721191,17.859808444976807,-7.789161682128906,9.470293998718262,17.259455680847168,1.072625994682312,2.4370152950286865,1.3643893003463745,4.265264169000602,0.4103509669998857,0.39574847200037766,5.0713636080008655,BIG TRUNKS AND CASES WERE BEING BUMPED DOWN AND DRAGGED ABOUT SAILORS WERE UNCOILING ROPES AND HURRYING TO AND FRO OFFICERS WERE GIVING ORDERS LADIES AND GENTLEMEN AND CHILDREN AND NURSES WERE COMING ON BOARD,Big trunks and cases were being bumped down and dragged about. Sailors were uncoiling ropes and hurried to and fro. Officers were giving orders. Ladies and gentlemen and children and nurses were coming on board.
16,mic_fileid_16_doa320_3spk.wav,text_fileid_16_doa320_spk2.txt,320,320,0.0,2,clean_fileid_16_doa320_spk2.wav,0.2222222222222222,6,27,-10.110146522521973,0.328311562538147,10.43845808506012,-10.242311477661133,-0.16842898726463318,10.0738824903965,1.0997517108917236,1.1958624124526978,0.09611070156097412,4.206985946999794,0.4407502479998584,0.29763231700007964,4.945368511999732,SHE HOPED MUCH THEREFORE THAT AUGUSTINE'S BRILLIANCE OF INTELLECT WOULD SAVE HIM IN THE END AND HER HOPES WERE NOT DECEIVED ALREADY THE NOBLE PHILOSOPHY OF CICERO,She hoped much therefore that Augustine's brilliance into light would save her in the end and hopes for not deceit. Already the noble philosophy of Cicero.
17,mic_fileid_17_doa163_3spk.wav,text_fileid_17_doa163_spk2.txt,163,163,0.0,2,clean_fileid_17_doa163_spk2.wav,0.0425531914893617,2,47,-5.687493801116943,11.485265731811523,17.172759532928467,-5.7234601974487305,11.171568870544434,16.895029067993164,1.0627286434173584,2.462111711502075,1.3993830680847168,4.596495849999883,0.5227804050000486,0.4696312589999252,5.588907513999857,WAS IT NOT SINGULAR THAT ALL THE EVIL THINGS WHICH HE IN HIS MIND HAD MEDITATED FOR THE MAN HAD FALLEN UPON HIM CROSBIE HAD LOST HIS LOVE HE HAD SO PROVED HIMSELF TO BE A VILLAIN THAT HIS NAME MIGHT NOT BE SO MUCH AS MENTIONED,"Was it not singular that all the evil things which he, in his mind, had meditated for the man who had fallen upon him? Crosby had lost his love. He had so proved himself to be a villain that his name might not be so much as mentioned."
18,mic_fileid_18_doa231_3spk.wav,text_fileid_18_doa231_spk2.txt,231,231,0.0,2,clean_fileid_18_doa231_spk2.wav,0.022727272727272728,1,44,-8.984893798828125,10.937697410583496,19.92259120941162,-9.11110782623291,10.711010932922363,19.822118759155273,1.0857480764389038,1.527904748916626,0.44215667247772217,4.194178887999442,0.36639528000023347,0.48621251400027177,5.046786681999947,ON THE STREETS MAKING HIMSELF THE REPORTER OF THE MOODS AND ODDITIES OF MEN THE BETTER HIS STUFF WILL BE IT SEEMS TO ME THAT HIS JOB OUGHT TO BE GOOD TRAINING FOR A NOVELIST AS IT TEACHES HIM A HABIT OF HUMAN SENSITIVENESS,"On the streets, making himself the reporter of the moods and oddities of men, the better this stuff will be. It seems to me that his job ought to be good training for a novelist, as it teaches him a habit of human sensitiveness."
19,mic_fileid_19_doa268_3spk.wav,text_fileid_19_doa268_spk2.txt,268,268,0.0,2,clean_fileid_19_doa268_spk2.wav,0.0851063829787234,4,47,-9.503610610961914,10.210594177246094,19.714204788208008,-9.571578979492188,9.973617553710938,19.545196533203125,1.0362738370895386,2.182272434234619,1.1459985971450806,4.81236875400009,0.9846260240001357,0.6029853139998522,6.399980092000078,AND AS THEY DREW NEAR IT AMEER ALI BEHELD IN THE DOORWAY THE LOVELIEST DAMSEL HIS EYES HAD EVER LOOKED ON AT THE SIGHT OF A STRANGER SHE DREW HER VEIL ABOUT HER AND STEPPED INTO THE HUT AND MUCH AS HE WISHED TO SEE HER AGAIN,"And as they drew near it, Amir Ali befell in the doorway, the luckiest dazzle his eyes had ever looked on. At the sight of a stranger, she drew her veil about her and stepped into the hut, and, much as he wished, to see her again."
20,mic_fileid_20_doa186_3spk.wav,text_fileid_20_doa186_spk2.txt,186,186,0.0,2,clean_fileid_20_doa186_spk2.wav,0.05,2,40,-8.727171897888184,10.085308074951172,18.812479972839355,-8.802597045898438,9.886107444763184,18.68870449066162,1.096519112586975,2.369410276412964,1.2728911638259888,5.505557383999985,0.6897643500001323,0.4737678070000584,6.669089541000176,TO LET JEROME WHO HAD FALLEN A LITTLE BEHIND COME UP HERE HE OPENED A COUNCIL IN WHICH UNDER CIRCUMSTANCES SUFFICIENTLY EXCITING BUT WITHOUT EVINCING ANY BEWILDERMENT HE MAINTAINED IN OPPOSITION TO MY VIEWS THAT IT WAS IMPOSSIBLE TO PROCEED,"to let Jerome, who had fallen a little behind, come up. Here be opened a council in which, under circumstances sufficiently exciting, but without advancing any bewilderment, he maintained in opposition to my views that it was impossible to proceed."
21,mic_fileid_21_doa350_3spk.wav,text_fileid_21_doa350_spk2.txt,350,350,0.0,2,clean_fileid_21_doa350_spk2.wav,0.04081632653061224,2,49,-9.540888786315918,9.310956001281738,18.851844787597656,-9.635377883911133,8.920573234558105,18.55595111846924,1.069535255432129,2.1975998878479004,1.1280646324157715,6.196556242000042,0.5335052140003427,0.5276834169999347,7.25774487300032,WAS CALM AND MAJESTIC AS A KING HIS FACE WAS VERY LIKE THAT OF THE DEAD ABREK HE DID NOT DEIGN TO LOOK AT ANYONE AND NEVER ONCE GLANCED AT THE DEAD BODY BUT SITTING ON HIS HEELS IN THE SHADE HE SPAT AS HE SMOKED HIS SHORT PIPE,"was calm and majestic as a king. His face was very like that of the dead of Brank. He did not deign to look at anyone and never once glanced at the dead body, but sitting on his heels in the shade, he spat as he smoked his short pipe."
22,mic_fileid_22_doa22_3spk.wav,text_fileid_22_doa22_spk2.txt,22,22,0.0,2,clean_fileid_22_doa22_spk2.wav,0.06521739130434782,3,46,-5.206813335418701,11.939436912536621,17.146250247955322,-5.282578468322754,11.737789154052734,17.02036762237549,1.2167679071426392,2.913170576095581,1.696402668952942,6.000747136999962,0.4477404059998662,0.4983499310001207,6.946837473999949,BUT IT STOOD FOR A HIGH WATER MARK IN THE EBB AND FLOW OF CONFIDENCE MADAME MERLE HAD ONCE DECLARED HER BELIEF THAT WHEN A FRIENDSHIP CEASES TO GROW IT IMMEDIATELY BEGINS TO DECLINE THERE BEING NO POINT OF EQUILIBRIUM BETWEEN LIKING MORE AND LIKING LESS,"but it stood for a high watermark in the ebb and flow of confidence. Madame Moral had once declared her belief that when a friendship ceases to grow, it immediately begins to decline, there being no point of equilibrium between liking more and liking less."
23,mic_fileid_23_doa92_3spk.wav,text_fileid_23_doa92_spk2.txt,92,92,0.0,2,clean_fileid_23_doa92_spk2.wav,0.2682926829268293,11,41,-10.290716171264648,9.153688430786133,19.44440460205078,-10.416183471679688,8.833887100219727,19.250070571899414,1.0935277938842773,2.0327985286712646,0.9392707347869873,5.687755769000432,0.4796707890000107,0.513701588999993,6.681128147000436,JUST AS HE WAS LEAVING THE FAR CORNER OF THE OLD ORCHARD SOME ONE CALLED HIM PETER OH PETER RABBIT CALLED THE VOICE PETER STOPPED ABRUPTLY SAT UP VERY STRAIGHT LOOKED THIS WAY LOOKED THAT WAY AND LOOKED THE OTHER WAY,"Just as he was leaving the far corner of the old portrait, something called him, Peter, oh Peter, I want you to call me boys. Peter stopped and abruptly sat up very straight, looked this way, looked that way, and looked the other way."
24,mic_fileid_24_doa113_3spk.wav,text_fileid_24_doa113_spk2.txt,113,113,0.0,2,clean_fileid_24_doa113_spk2.wav,0.02564102564102564,1,39,-8.073813438415527,11.034712791442871,19.1085262298584,-8.157476425170898,10.67507266998291,18.83254909515381,1.4723503589630127,2.3599562644958496,0.8876059055328369,5.983765685000435,0.9286500060002254,0.39907962600000246,7.311495317000663,I SAID THAT BRAITHWAITE HAD DONE MORE FOR THE WORLD BY ONE SPEECH THAN JESUS AND ALL HIS SAINTS PUT TOGETHER HE WAS AWARE THAT THE KNITTING NEEDLES STOPPED FOR A SECOND THEN THEY WENT ON AGAIN AS BEFORE,"I said that breakaway had done more for the world by one speech than Jesus and all his saints put together. He was aware that the knitting needles stopped for a second, then they went on again as before."
25,mic_fileid_25_doa195_3spk.wav,text_fileid_25_doa195_spk2.txt,195,195,0.0,2,clean_fileid_25_doa195_spk2.wav,0.14285714285714285,7,49,-5.801385879516602,11.829513549804688,17.63089942932129,-5.854467391967773,11.197490692138672,17.051958084106445,1.0504788160324097,2.8708372116088867,1.820358395576477,4.901589302000048,0.33127646499997354,0.5264693799999804,5.759335147000002,AS A MEANS OF GETTING YOU OUT OF DOORS AND TEMPTING YOU TO MORE FREQUENT EXERCISE THAN YOU WOULD OTHERWISE TAKE AND THOUGH THE LOVE OF A HYACINTH MAY BE RATHER DOMESTIC WHO CAN TELL THE SENTIMENT ONCE RAISED BUT YOU MAY IN TIME COME TO LOVE A ROSE,"as a means of getting you out of doors and tempting you to more frequent exercise than you would otherwise take. And though the level of a hyacinth may be added to restive, who can tell the sentiment once raised, but you may in time come to level rows."
26,mic_fileid_26_doa339_3spk.wav,text_fileid_26_doa339_spk2.txt,339,339,0.0,2,clean_fileid_26_doa339_spk2.wav,0.0,0,39,-9.121377944946289,12.50704288482666,21.62842082977295,-9.34007453918457,12.216911315917969,21.55698585510254,1.0712834596633911,2.49015474319458,1.418871283531189,5.498070602000098,0.880954236999969,0.5324893510000948,6.911514190000162,IF I TEACH THEM TO KNOW AND LOVE HIM AS A FATHER HE WILL WATCH OVER MY SON IT WAS A CUSTOM OF THE TIME ON THE FEASTS OF SAINTS AND MARTYRS TO MAKE A PILGRIMAGE TO THEIR TOMBS,"If I teach them to know and love him as a father, he will watch over my son. It was a custom of the time on the Feasts of Saints and Martyrs to make a pilgrimage to their tombs."
27,mic_fileid_27_doa78_3spk.wav,text_fileid_27_doa78_spk2.txt,78,78,0.0,2,clean_fileid_27_doa78_spk2.wav,0.18181818181818182,10,55,-6.646938323974609,10.983550071716309,17.630488395690918,-6.690187931060791,10.692817687988281,17.383005619049072,1.09658682346344,2.3572959899902344,1.2607091665267944,5.64307785399933,0.5254742509996504,0.5162827409999409,6.684834845998921,EVERY MOMENT IT BECAME MORE STIFLING IN THERE AND I HAD NO DOUBT THAT I HAD WALKED DIRECTLY INTO A DEATH TRAP IT WAS THEN I BEGAN SIGNALING ON THE STEAM PIPE I GUESS IT WAS A MIGHTY LUCKY THING FOR ME THAT SLIM GOODWIN STROLLED OUT ON DECK JUST AT THE TIME HE DID,"Every time I became worse cycling in there, I had no doubt that I had walked directly to a depth craft. It was then I began signaling on the sneak pipe. I guess it was a mighty lucky thing for me that Slim Goodwin strolled out on the deck just at the time he did."
28,mic_fileid_28_doa314_3spk.wav,text_fileid_28_doa314_spk2.txt,314,314,0.0,2,clean_fileid_28_doa314_spk2.wav,0.0,0,42,-8.659124374389648,11.53499984741211,20.194124221801758,-8.71829605102539,11.398638725280762,20.116934776306152,1.1031107902526855,2.813995599746704,1.7108848094940186,4.756136270999832,0.5584327009996741,0.428640457000256,5.743209428999762,AS DISINTERESTED AS THEMSELVES WERE WAKING UP TO THE REALIZATION OF WHAT WAS GOING ON AS SOON AS PEOPLE BEGAN TO LOOK INTO THE CONDITION OF THINGS IN THE CITY THEY WERE HORRIFIED AT WHAT THEY FOUND IT WAS DISCOVERED FOR EXAMPLE,"As disinterested as themselves, were waking up to the realization of what was going on, as soon as people began to look into the condition of things in the city, they were horrified at what they found. It was discovered, for example,"
29,mic_fileid_29_doa292_3spk.wav,text_fileid_29_doa292_spk2.txt,292,292,0.0,2,clean_fileid_29_doa292_spk2.wav,0.11627906976744186,5,43,-6.45129919052124,13.747658729553223,20.198957920074463,-6.478109836578369,13.502124786376953,19.980234622955322,1.082050085067749,2.433820962905884,1.3517708778381348,4.347983668999859,0.3189783789998728,0.5531810479997148,5.220143095999447,THE BIG MOOSE A BULL MOOSE YOU SAY WILL ECHOED BLUFF HIS FACE LIGHTING UP WITH SUDDEN ENERGY THAT'S WHAT I MEAN REPLIED THE OTHER I KNOW WHAT YOU'RE THINKING BLUFF AND THAT I WOULDN'T KNOW A BULL MOOSE IF I SAW ONE,"The big moose. A bull moose, you say well? Echoed a laugh. Miss Banks lighting up with sudden energy. That's what I mean, replied the other. I know what you're thinking, Bluff, and that I wouldn't know a bull moose if I saw one."
30,mic_fileid_30_doa55_3spk.wav,text_fileid_30_doa55_spk2.txt,55,55,0.0,2,clean_fileid_30_doa55_spk2.wav,0.2857142857142857,10,35,-9.169370651245117,10.736104011535645,19.90547466278076,-9.242182731628418,10.372772216796875,19.614954948425293,1.1371630430221558,2.5082168579101562,1.3710538148880005,4.750096622999536,0.47357838500010985,0.3984286830000201,5.622103690999666,THE UNDERBRUSH HAD LONG INTERPOSED A VEIL BETWEEN HIM AND THE CEDARS ABOVE WHOSE ROOFS SMOKE WREATHED IN THE STILL AIR LIKE FANTASTIC FIGURES WEAVING A SHROUD TO LOWER OVER THE TIME STAINED MELANCHOLY WALLS,"The underbrush had longing to pose the male between him and the cedars above, whose roofs spoke wreath in the still air, looked fantastic figures weaving a shroud to lower over the time-stained melancholy walls."
31,mic_fileid_31_doa159_3spk.wav,text_fileid_31_doa159_spk2.txt,159,159,0.0,2,clean_fileid_31_doa159_spk2.wav,0.038461538461538464,1,26,-8.083674430847168,13.135930061340332,21.2196044921875,-8.10860824584961,12.870979309082031,20.97958755493164,1.1578547954559326,2.889840602874756,1.7319858074188232,4.99925427000062,0.3935045009998248,0.3179929610000727,5.710751732000517,HIS EYE FIXED ON THE NEEDLE HIS FINGER ON THE ELECTRIC APPARATUS IS COUNTING THE SECONDS PREPARATORY TO LAUNCHING US INTO INTERPLANETARY SPACE ENOUGH MICHEL ENOUGH,"His eye fixed on the needle, his finger on the electric apparatus, is counting the second preparatory to launching us into interplanetary space. Enough, Michel, enough!"
32,mic_fileid_32_doa229_3spk.wav,text_fileid_32_doa229_spk2.txt,229,229,0.0,2,clean_fileid_32_doa229_spk2.wav,0.07317073170731707,3,41,-1.2117849588394165,13.872404098510742,15.084189057350159,-1.295625925064087,13.633359909057617,14.928985834121704,1.181267261505127,3.1183664798736572,1.9370992183685303,4.627681257999939,0.403209188999881,0.46503925800016077,5.4959297049999805,AS FANNY HAD PUT IT IT DID SEEM AS IF THEY HAD BEEN IMPERTINENTLY DISCUSSING MISSUS THORNTON'S FEELINGS BUT SHE ALSO ROSE UP AGAINST THAT LADY'S MANNER OF SHOWING THAT SHE WAS OFFENDED MISSUS THORNTON WENT ON AFTER A MOMENT'S PAUSE,"As Fanny had put it, it did seem as if they had been impertently discussing Mrs. Thornton's feelings, but she also rose up against that lady's manner of showing that she was offended. Mrs. Thornton went on after a moment's pause."
33,mic_fileid_33_doa34_3spk.wav,text_fileid_33_doa34_spk2.txt,34,34,0.0,2,clean_fileid_33_doa34_spk2.wav,0.10344827586206896,3,29,-5.053487777709961,13.754816055297852,18.808303833007812,-5.091786861419678,13.482519149780273,18.57430601119995,1.206016182899475,3.023273468017578,1.817257285118103,4.71713877000002,0.447440418000042,0.3728446600002826,5.537423848000344,TAD OPENED HIS EYES WIDE WITH WONDER IS PAPA DAY HAPPY IN HEAVEN HE ASKED EAGERLY YES YES I'M SURE HE'S HAPPY THERE TADDIE DEAR NOW GO TO SLEEP,"Ted opened his eyes, lying with wonder. Is Papa Day happy in heaven? He asked eagerly. Yes, yes. I'm sure he's happy there. Teddy dear, now go to sleep."
