fileid,chunk_count,chunk_indices,chunk_mic_files,audio_start_sec,audio_end_sec,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,input_audio_mode,reference_text,hypothesis_text,wer,edit_distance,ref_words,hypothesis_text_cleaned,wer_cleaned,edit_distance_cleaned,ref_words_cleaned
18,4,"1,2,3,4",mic_fileid_18_doa181_3spk_1.wav|mic_fileid_18_doa181_3spk_2.wav|mic_fileid_18_doa181_3spk_3.wav|mic_fileid_18_doa181_3spk_4.wav,304.0,320.0,16.0,181,text_fileid_18_doa181_spk1.txt,mean_all_channels,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,"And don't I hope that first picture turns out good. It was a remarkable that I was not only the focus for the interview, but for the door as though anxious to develop his role as a film and discover what success his labor had resulted in",0.28888888888888886,13,45,"And don't I hope that first picture turns out good. It was a remarkable that I was not only the focus for the interview, but for the door as though anxious to develop his role as a film and discover what success his labor had resulted in",0.28888888888888886,13,45
19,5,"1,2,3,4,5",mic_fileid_19_doa121_3spk_1.wav|mic_fileid_19_doa121_3spk_2.wav|mic_fileid_19_doa121_3spk_3.wav|mic_fileid_19_doa121_3spk_4.wav|mic_fileid_19_doa121_3spk_5.wav,320.0,340.0,20.0,340,text_fileid_19_doa340_spk1.txt,mean_all_channels,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to .cova have delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small , dark community in retali ation for the destruction of the incub ator until after the great games. Such a subject.",0.30952380952380953,13,42,"The injuries to.cova have delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small, dark community in retali ation for the destruction of the incub ator until after the great games. Such a subject.",0.3333333333333333,14,42
20,4,"1,2,3,4",mic_fileid_20_doa68_3spk_1.wav|mic_fileid_20_doa68_3spk_2.wav|mic_fileid_20_doa68_3spk_3.wav|mic_fileid_20_doa68_3spk_4.wav,340.0,356.0,16.0,68,text_fileid_20_doa68_spk1.txt,mean_all_channels,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,I leann was about to approach the dead body and had begun to look at it when the brother looking up at him from under his brows with calm contempt. He said something sharply and angrily. Nothing.,0.11764705882352941,4,34,I leann was about to approach the dead body and had begun to look at it when the brother looking up at him from under his brows with calm contempt. He said something sharply and angrily. Nothing.,0.11764705882352941,4,34
21,4,"1,2,3,4",mic_fileid_21_doa34_3spk_1.wav|mic_fileid_21_doa34_3spk_2.wav|mic_fileid_21_doa34_3spk_3.wav|mic_fileid_21_doa34_3spk_4.wav,356.0,372.0,16.0,34,text_fileid_21_doa34_spk1.txt,mean_all_channels,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,We then went towards an enclosed after the past of the Zikr-e-Heskoma and the summit went on early and late. Thick interacts and thin ones. Every bridge is a line. Winter stockings and summer stockings. He's fat as he's,0.5135135135135135,19,37,We then went towards an enclosed after the past of the Zikr-e-Heskoma and the summit went on early and late. Thick interacts and thin ones. Every bridge is a line. Winter stockings and summer stockings. He's fat as he's,0.5135135135135135,19,37
22,4,"1,2,3,4",mic_fileid_22_doa22_3spk_1.wav|mic_fileid_22_doa22_3spk_2.wav|mic_fileid_22_doa22_3spk_3.wav|mic_fileid_22_doa22_3spk_4.wav,372.0,388.0,16.0,345,text_fileid_22_doa345_spk1.txt,mean_all_channels,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,got a lot of fat . [ inaudible There being no point of equilibrium .,0.9473684210526315,36,38,got a lot of fat. inaudible There being no point of equilibrium.,0.9473684210526315,36,38
23,4,"1,2,3,4",mic_fileid_23_doa6_3spk_1.wav|mic_fileid_23_doa6_3spk_2.wav|mic_fileid_23_doa6_3spk_3.wav|mic_fileid_23_doa6_3spk_4.wav,388.0,404.0,16.0,212,text_fileid_23_doa212_spk1.txt,mean_all_channels,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"We're taking this crimes recurrently for our members walking home from town. He was brought back to his father's house. He was so tired and excited. It was on her books happening too. By chance, David's father knew that the man disappeared. I had",0.5,24,48,"We're taking this crimes recurrently for our members walking home from town. He was brought back to his father's house. He was so tired and excited. It was on her books happening too. By chance, David's father knew that the man disappeared. I had",0.5,24,48
24,4,"1,2,3,4",mic_fileid_24_doa57_3spk_1.wav|mic_fileid_24_doa57_3spk_2.wav|mic_fileid_24_doa57_3spk_3.wav|mic_fileid_24_doa57_3spk_4.wav,404.0,420.0,16.0,289,text_fileid_24_doa289_spk1.txt,mean_all_channels,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"not forgotten the ribbon jacket for a little bit of size. She quickly as a shock to the ladder. She was there before me. A dip. Wave her in, swayed, shaped, swayed , swayed, swayed, sway I don't know about that, but it's been much longer.",0.8048780487804879,33,41,"not forgotten the ribbon jacket for a little bit of size. She quickly as a shock to the ladder. She was there before me. A dip. Wave her in, swayed, shaped, swayed, swayed, swayed, sway I don't know about that, but it's been much longer.",0.8048780487804879,33,41
25,3,"1,2,3",mic_fileid_25_doa112_3spk_1.wav|mic_fileid_25_doa112_3spk_2.wav|mic_fileid_25_doa112_3spk_3.wav,420.0,432.0,12.0,112,text_fileid_25_doa112_spk1.txt,mean_all_channels,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,I don't know if you want to be able to do it. I'm going to be able to do this. I'm,1.0,36,36,I don't know if you want to be able to do it. I'm going to be able to do this. I'm,1.0,36,36
26,4,"1,2,3,4",mic_fileid_26_doa34_3spk_1.wav|mic_fileid_26_doa34_3spk_2.wav|mic_fileid_26_doa34_3spk_3.wav|mic_fileid_26_doa34_3spk_4.wav,432.0,448.0,16.0,34,text_fileid_26_doa34_spk1.txt,mean_all_channels,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,going to go north and south. Oh sorry to know of her illness. Bringing presents with them. Sometimes it was a little late. But it's good. It,0.47058823529411764,16,34,going to go north and south. Oh sorry to know of her illness. Bringing presents with them. Sometimes it was a little late. But it's good. It,0.47058823529411764,16,34
27,5,"1,2,3,4,5",mic_fileid_27_doa31_3spk_1.wav|mic_fileid_27_doa31_3spk_2.wav|mic_fileid_27_doa31_3spk_3.wav|mic_fileid_27_doa31_3spk_4.wav|mic_fileid_27_doa31_3spk_5.wav,448.0,468.0,20.0,173,text_fileid_27_doa173_spk1.txt,mean_all_channels,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"seems that the public is by a pair of ex-lunches. I shall find her someday , that she will return to me. I guess it was a mind - still thinking of it. I was there drooled up. Yes, always. (upbeat music )",0.7428571428571429,26,35,"seems that the public is by a pair of ex-lunches. I shall find her someday, that she will return to me. I guess it was a mind - still thinking of it. I was there drooled up. Yes, always. (upbeat music)",0.7428571428571429,26,35
28,4,"1,2,3,4",mic_fileid_28_doa124_3spk_1.wav|mic_fileid_28_doa124_3spk_2.wav|mic_fileid_28_doa124_3spk_3.wav|mic_fileid_28_doa124_3spk_4.wav,468.0,484.0,16.0,217,text_fileid_28_doa217_spk1.txt,mean_all_channels,FELL FAR SHORT DON'T LOOK BACK GRUNTED VENTNOR STRETCH YOURSELF WALTER THERE'S A SURPRISE COMING HOPE TO GOD I JUDGED THE TIME RIGHT WE TURNED OFF THE RUINED WAY,"As the students choose to quit the job, they are not allowed to see if there's a surprise coming. Oh, thank God I enjoyed the time right here. We turned off through and way they found. My",0.8275862068965517,24,29,"As the students choose to quit the job, they are not allowed to see if there's a surprise coming. Oh, thank God I enjoyed the time right here. We turned off through and way they found. My",0.8275862068965517,24,29
29,4,"1,2,3,4",mic_fileid_29_doa111_3spk_1.wav|mic_fileid_29_doa111_3spk_2.wav|mic_fileid_29_doa111_3spk_3.wav|mic_fileid_29_doa111_3spk_4.wav,484.0,500.0,16.0,111,text_fileid_29_doa111_spk1.txt,mean_all_channels,MY FATHER WAS AND STILL IS RECEVEUR GENERAL AT C HE HAS A GREAT REPUTATION THERE FOR LOYALTY THANKS TO WHICH HE WAS ABLE TO FIND THE SECURITY WHICH HE NEEDED IN ORDER TO ATTAIN THIS POSITION,father was and still is . We have some great presentations. Thank you . [ Sounds of a bulldozer],0.8378378378378378,31,37,father was and still is. We have some great presentations. Thank you.,0.8378378378378378,31,37
30,4,"1,2,3,4",mic_fileid_30_doa12_3spk_1.wav|mic_fileid_30_doa12_3spk_2.wav|mic_fileid_30_doa12_3spk_3.wav|mic_fileid_30_doa12_3spk_4.wav,500.0,516.0,16.0,12,text_fileid_30_doa12_spk1.txt,mean_all_channels,WHICH COVERED THEM DOWN TO THE ANKLES AND WHICH THEY WORE WINTER AND SUMMER WOMEN COMMONLY WORE A LONG LOOSE CLOAK WITH A HOOD A FASHION WHICH IS COMMON AT THE PRESENT DAY THE OVER GARMENTS WERE FASTENED BY BROOCHES PINS BUTTONS,"[Sounds of people talking at once] [ inaudible] were just coming in at the present day. The overgrabbans were fastened by broaches, pins, buttons .",0.7619047619047619,32,42,"were just coming in at the present day. The overgrabbans were fastened by broaches, pins, buttons.",0.7619047619047619,32,42
