fileid,chunk_index,mic_file,duration_sec,input_channels,input_audio_mode,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
4,1,mic_fileid_4_doa26_3spk_1.wav,4.0,4,mean_all_channels,68.0,72.0,26,3.979447417000003,4.0,72.0,72.00020703000001,0.0002070300000127645,0.5,1,1.0000028754166668,0.9948618542500007,2,"The publication, if made at",2,"publication, if made at all, should be affected as soon as possible",,68.7,72.24
4,2,mic_fileid_4_doa26_3spk_2.wav,4.0,4,mean_all_channels,72.0,76.0,26,3.970573648999988,4.0,76.0,76.000089291,8.92909999947733e-05,0.5,1,1.000001174881579,0.992643412249997,2,"all, should be affected as soon as possible after my death",2,"after my death . My father died, I will send them","publication, if made at all, should be affected as soon as possible",72.76,76.3
4,3,mic_fileid_4_doa26_3spk_3.wav,4.0,4,mean_all_channels,76.0,80.0,26,3.978822108000003,4.0,80.0,80.00008051400002,8.051400001818365e-05,0.5,1,1.0000010064250002,0.9947055270000007,2,". My father died, I will send them to summer 18, 22.",1,"to summer 18, 22.","after my death . My father died, I will send them",76.6,78.34
4,4,mic_fileid_4_doa26_3spk_4.wav,4.0,4,mean_all_channels,80.0,84.0,26,3.979694305999999,4.0,84.0,84.000089806,8.980600000541017e-05,0.5,1,1.0000010691190477,0.9949235764999997,2,It will be seen therefore.,3,It will be seen therefore. That right.,"to summer 18, 22.",79.98,83.3
5,1,mic_fileid_5_doa60_3spk_1.wav,4.0,4,mean_all_channels,84.0,88.0,338,3.9827567950000002,4.0,88.0,88.00011215400002,0.00011215400002129172,0.5,1,1.000001274477273,0.9956891987500001,2,That right. I'm,2,I'm one of the honor of the expert,,86.44,88.1
5,2,mic_fileid_5_doa60_3spk_2.wav,4.0,4,mean_all_channels,88.0,92.0,338,3.9778666859999987,4.0,92.0,92.00013280900001,0.00013280900000722795,0.5,1,1.0000014435760871,0.9944666714999997,2,"one of the honor of the expert of masters, one must let himself",2,"of masters, one must let himself open to.",I'm one of the honor of the expert,88.56,91.44
5,3,mic_fileid_5_doa60_3spk_3.wav,4.0,4,mean_all_channels,92.0,96.0,338,3.9782065439999883,4.0,96.0,96.001056904,0.0010569039999950292,0.5,1,1.0000110094166665,0.9945516359999971,2,open to. I say you don't have time to complete the document,2,I say you don't have time to complete the document .,"of masters, one must let himself open to.",92.16,94.421
5,4,mic_fileid_5_doa60_3spk_4.wav,4.0,4,mean_all_channels,96.0,100.0,338,3.9781876319999867,4.0,100.0,100.000111102,0.00011110200000530313,0.5,1,1.00000111102,0.9945469079999967,2,. In the midst of the general silence of voice came Auduborg.,1,In the midst of the general silence of voice came Auduborg.,I say you don't have time to complete the document .,95.24,98.3
6,1,mic_fileid_6_doa30_3spk_1.wav,4.0,4,mean_all_channels,100.0,104.0,140,3.979975924999991,4.0,104.0,104.00070835400001,0.0007083540000110133,0.5,1,1.000006811096154,0.9949939812499977,2,Before I heard about us and under the last,3,Before I heard about us and under the last four of us code,,100.06,103.58
6,2,mic_fileid_6_doa30_3spk_2.wav,4.0,4,mean_all_channels,104.0,108.0,140,3.9764288879999867,4.0,108.0,108.000677212,0.000677211999999372,0.5,1,1.0000062704814814,0.9941072219999967,2,four of us code .,2,. I'm going to show,Before I heard about us and under the last four of us code,104.72,108.48
6,3,mic_fileid_6_doa30_3spk_3.wav,4.0,4,mean_all_channels,108.0,112.0,140,3.9681684310000094,4.0,112.0,112.000234654,0.00023465399999622605,0.5,1,1.000002095125,0.9920421077500023,2,I'm going to show you,2,you can see the,. I'm going to show,108.7,112.42
6,4,mic_fileid_6_doa30_3spk_4.wav,4.0,4,mean_all_channels,112.0,116.0,140,3.978878416000015,4.0,116.0,116.00030793600001,0.00030793600001288723,0.5,1,1.0000026546206897,0.9947196040000037,2,can see the sky. Voltaire.,1,sky. Voltaire.,you can see the,112.58,114.0
7,1,mic_fileid_7_doa57_3spk_1.wav,4.0,4,mean_all_channels,116.0,120.0,57,3.9779353189999824,4.0,120.0,120.000111616,0.00011161599999809368,0.5,1,1.0000009301333332,0.9944838297499956,2,Vol canic holes to the back of the car,3,"Vol canic holes to the back of the car , the tires fell above and behind the",,116.14,120.38
7,2,mic_fileid_7_doa57_3spk_2.wav,4.0,4,mean_all_channels,120.0,124.0,57,3.9820077389999824,4.0,124.0,124.00011281300002,0.0001128130000154215,0.5,1,1.0000009097822582,0.9955019347499956,2,", the tires fell above and behind the machine. They slammed it down",2,"machine. They slammed it down , but not said to have it.","Vol canic holes to the back of the car , the tires fell above and behind the",120.58,124.42
7,3,mic_fileid_7_doa57_3spk_3.wav,4.0,4,mean_all_channels,124.0,128.0,57,3.976812587999973,4.0,128.0,128.00012453600002,0.00012453600001549603,0.5,1,1.0000009729375001,0.9942031469999932,2,", but not said to have it. Just keep your arm out with",2,Just keep your arm out with the gun.,"machine. They slammed it down , but not said to have it.",124.66,127.32
8,1,mic_fileid_8_doa80_3spk_1.wav,4.0,4,mean_all_channels,128.0,132.0,333,3.974330858000002,4.0,132.0,132.000105531,0.00010553100000265658,0.5,1,1.0000007994772728,0.9935827145000005,1,the gun.,1,"the game. At two o'clock, the captain asked the mate",,129.28,132.4
8,2,mic_fileid_8_doa80_3spk_2.wav,4.0,4,mean_all_channels,132.0,136.0,333,3.975395813999995,4.0,136.0,136.00023754,0.00023754000000053566,0.5,1,1.000001746617647,0.9938489534999988,2,"the game. At two o'clock, the captain asked the mate how he worked it on.",2,"how he worked it on. Oh, pretty glib and firm, by the","the game. At two o'clock, the captain asked the mate",132.66,136.4
8,3,mic_fileid_8_doa80_3spk_3.wav,4.0,4,mean_all_channels,136.0,140.0,333,3.980171174999981,4.0,140.0,140.00027728700002,0.0002772870000171679,0.5,1,1.0000019806214286,0.9950427937499953,2,"Oh, pretty glib and firm, by the way. She was scared to tell what head",2,way. She was scared to tell what head way we were making or where her wives,"how he worked it on. Oh, pretty glib and firm, by the",136.62,140.42
8,4,mic_fileid_8_doa80_3spk_4.wav,4.0,4,mean_all_channels,140.0,144.0,333,3.978623263000003,4.0,144.0,144.00026226,0.00026225999999951455,0.5,1,1.00000182125,0.9946558157500007,2,way we were making or where her wives were keeping their river and there is the,2,were keeping their river and there is the shadow of a fall rising.,way. She was scared to tell what head way we were making or where her wives,140.74,144.26
8,5,mic_fileid_8_doa80_3spk_5.wav,4.0,4,mean_all_channels,144.0,148.0,333,3.9794980949999967,4.0,148.0,148.000439158,0.00043915800000604577,0.5,1,1.0000029672837838,0.9948745237499992,2,shadow of a fall rising. [BLANK,1,[BLANK,were keeping their river and there is the shadow of a fall rising.,145.8,145.80100000000002
9,1,mic_fileid_9_doa85_3spk_1.wav,4.0,4,mean_all_channels,148.0,152.0,314,3.9762795669999775,4.0,152.0,152.000690601,0.0006906010000022889,0.5,1,1.0000045434276317,0.9940698917499944,1,The DATS has been admitted for your invited,2,The DATS has been admitted for your invited to invite you to the dropout.,,148.24,152.0
9,2,mic_fileid_9_doa85_3spk_2.wav,4.0,4,mean_all_channels,152.0,156.0,314,3.977581219000001,4.0,156.0,156.000697158,0.0006971580000083577,0.5,1,1.0000044689615386,0.9943953047500003,2,to invite you to the dropout. Because a tea party is not complete without an,2,Because a tea party is not complete without an elevator.,The DATS has been admitted for your invited to invite you to the dropout.,152.26,155.24
9,3,mic_fileid_9_doa85_3spk_3.wav,4.0,4,mean_all_channels,156.0,160.0,314,3.9765645210000002,4.0,160.0,160.000128045,0.0001280449999967459,0.5,1,1.00000080028125,0.9941411302500001,2,elevator. It was a strangely alter that killed my,2,It was a strangely alter that killed my people. They were talking,Because a tea party is not complete without an elevator.,156.16,160.2
9,4,mic_fileid_9_doa85_3spk_4.wav,4.0,4,mean_all_channels,160.0,164.0,314,3.980895505999996,4.0,164.0,164.00013004800002,0.0001300480000168136,0.5,1,1.0000007929756098,0.995223876499999,2,people. They were talking to you.,1,to you.,It was a strangely alter that killed my people. They were talking,160.54,161.1
10,1,mic_fileid_10_doa3_3spk_1.wav,4.0,4,mean_all_channels,164.0,168.0,3,3.982302397000012,4.0,168.0,168.00007322800002,7.322800001929863e-05,0.5,1,1.0000004358809524,0.995575599250003,2,Thank you.,3,Thank you. Thank,,164.2,166.86100000000002
10,2,mic_fileid_10_doa3_3spk_2.wav,4.0,4,mean_all_channels,168.0,172.0,3,3.983006767000006,4.0,172.0,172.000080848,8.08480000102918e-05,0.5,1,1.0000004700465117,0.9957516917500016,1,Thank,1,"by the orders. It's a little window, not larger than a pane",Thank you. Thank,169.1,172.44
10,3,mic_fileid_10_doa3_3spk_3.wav,4.0,4,mean_all_channels,172.0,176.0,3,3.980251138,4.0,176.0,176.000126644,0.00012664400000517162,0.5,1,1.000000719568182,0.9950627845,2,"by the orders. It's a little window, not larger than a pane of glass. Looked out from the clerk's office",2,of glass. Looked out from the clerk's office . They call it Old Dills,"by the orders. It's a little window, not larger than a pane",172.58,176.28
10,4,mic_fileid_10_doa3_3spk_4.wav,4.0,4,mean_all_channels,176.0,180.0,3,3.9797579730000052,4.0,180.0,180.00010192300002,0.00010192300001676813,0.5,1,1.0000005662388889,0.9949394932500013,2,. They call it Old Dills People and wished it anywhere else,1,People and wished it anywhere else,of glass. Looked out from the clerk's office . They call it Old Dills,176.74,178.18
11,1,mic_fileid_11_doa93_3spk_1.wav,4.0,4,mean_all_channels,180.0,184.0,264,3.9787268940000047,4.0,184.0,184.000258279,0.00025827900000763293,0.5,1,1.0000014036902174,0.9946817235000012,2,. See?,3,. See? to suit yourself.,,180.3,183.92
11,2,mic_fileid_11_doa93_3spk_2.wav,4.0,4,mean_all_channels,184.0,188.0,264,3.979164790999988,4.0,188.0,188.000275625,0.00027562500000044565,0.5,1,1.0000014660904255,0.994791197749997,1,to suit yourself.,1,I'm sorry.,. See? to suit yourself.,186.12,187.72
11,3,mic_fileid_11_doa93_3spk_3.wav,4.0,4,mean_all_channels,188.0,192.0,264,3.9819925489999832,4.0,192.0,192.000125559,0.00012555899999711073,0.5,1,1.000000653953125,0.9954981372499958,2,I'm sorry. I'm,1,I'm,I'm sorry.,188.22,188.221
11,4,mic_fileid_11_doa93_3spk_4.wav,4.0,4,mean_all_channels,192.0,196.0,264,3.982594371999994,4.0,196.0,196.00021221600002,0.00021221600002263585,0.5,1,1.000001082734694,0.9956485929999985,1,"Stone Road, wrong ones, the Dead Love Littles.",1,"Stone Road, wrong ones, the Dead Love Littles.",I'm,191.02,194.08
12,1,mic_fileid_12_doa38_3spk_1.wav,4.0,4,mean_all_channels,196.0,200.0,38,3.979739004999999,4.0,200.0,200.000201963,0.0002019629999949757,0.5,1,1.000001009815,0.9949347512499997,1,of the anti-ethnic matter which might have been,2,of the anti-ethnic matter which might have been present in the monarchy.,,196.36,200.38
12,2,mic_fileid_12_doa38_3spk_2.wav,4.0,4,mean_all_channels,200.0,204.0,38,3.9795693970000343,4.0,204.0,204.000108061,0.00010806099999172147,0.5,1,1.0000005297107843,0.9948923492500086,2,present in the monarchy. Mrs,2,"Mrs . Anderson, new on the water.",of the anti-ethnic matter which might have been present in the monarchy.,202.16,204.34
12,3,mic_fileid_12_doa38_3spk_3.wav,4.0,4,mean_all_channels,204.0,208.0,38,3.9804200649999757,4.0,208.0,208.00027264,0.00027263999999149746,0.5,1,1.0000013107692307,0.9951050162499939,2,". Anderson, new on the water. No coroner.",2,No coroner. That's not legal.,"Mrs . Anderson, new on the water.",204.341,207.2
12,4,mic_fileid_12_doa38_3spk_4.wav,4.0,4,mean_all_channels,208.0,212.0,38,3.9740735409999957,4.0,212.0,212.00012329499998,0.0001232949999803168,0.5,1,1.0000005815801887,0.9935183852499989,2,That's not legal. Not only on friends with some of these people.,2,Not only on friends with some of these people. the door.,No coroner. That's not legal.,208.86,211.66
12,5,mic_fileid_12_doa38_3spk_5.wav,4.0,4,mean_all_channels,212.0,216.0,38,3.9791211470000007,4.0,216.0,216.00021850400003,0.00021850400003131654,0.5,1,1.0000010115925928,0.9947802867500002,1,the door.,0,,Not only on friends with some of these people. the door.,,
13,1,mic_fileid_13_doa5_3spk_1.wav,4.0,4,mean_all_channels,216.0,220.0,5,3.9781010169999718,4.0,220.0,220.00012482099999,0.00012482099998578633,0.5,1,1.0000005673681818,0.9945252542499929,2,I'm going to start with the first letter,2,I'm going to start with the first letter,,216.16,218.44
13,2,mic_fileid_13_doa5_3spk_2.wav,4.0,4,mean_all_channels,220.0,224.0,5,3.9816739650000272,4.0,224.0,224.00015864800002,0.00015864800002418633,0.5,1,1.0000007082500002,0.9954184912500068,1,They did not defend,2,"They did not defend long, but reply.",I'm going to start with the first letter,219.0,224.12
13,3,mic_fileid_13_doa5_3spk_3.wav,4.0,4,mean_all_channels,224.0,228.0,5,3.9786542319999967,4.0,228.0,228.00009701,9.700999999040505e-05,0.5,1,1.0000004254824562,0.9946635579999992,2,"long, but reply. Let them build your own property",2,Let them build your own property .,"They did not defend long, but reply.",224.96,226.281
13,4,mic_fileid_13_doa5_3spk_4.wav,4.0,4,mean_all_channels,228.0,232.0,5,3.979696786999966,4.0,232.0,232.00011890500002,0.00011890500002209592,0.5,1,1.0000005125215519,0.9949241967499916,1,.,1,"And if we fail, it is too late.",Let them build your own property .,229.24,232.02
13,5,mic_fileid_13_doa5_3spk_5.wav,4.0,4,mean_all_channels,232.0,236.0,5,3.979379804999951,4.0,236.0,236.000198227,0.00019822699999849647,0.5,1,1.0000008399449152,0.9948449512499877,1,"And if we fail, it is too late.",0,,"And if we fail, it is too late.",,
14,1,mic_fileid_14_doa181_3spk_1.wav,4.0,4,mean_all_channels,236.0,240.0,181,3.9785086869999873,4.0,240.0,240.000255848,0.0002558479999947849,0.5,1,1.0000010660333334,0.9946271717499968,2,This is a curious constellation.,3,This is a curious constellation. The two spend hours together sometimes to,,236.28,240.24
14,2,mic_fileid_14_doa181_3spk_2.wav,4.0,4,mean_all_channels,240.0,244.0,181,3.9782913399999984,4.0,244.0,244.000294811,0.0002948110000033921,0.5,1,1.0000012082418033,0.9945728349999996,2,"The two spend hours together sometimes to a tidy parlor. Stumbly, bourgeois",2,"a tidy parlor. Stumbly, bourgeois , and now and then",This is a curious constellation. The two spend hours together sometimes to,240.48,244.24
14,3,mic_fileid_14_doa181_3spk_3.wav,4.0,4,mean_all_channels,244.0,248.0,181,3.9800247890000264,4.0,248.0,248.00015409899999,0.00015409899998530818,0.5,1,1.0000006213669355,0.9950061972500066,2,", and now and then , what are you true to pro, convers",2,", what are you true to pro, convers ational, to the optimum","a tidy parlor. Stumbly, bourgeois , and now and then",244.52,248.1
14,4,mic_fileid_14_doa181_3spk_4.wav,4.0,4,mean_all_channels,248.0,252.0,181,3.979238228999975,4.0,252.0,252.00014642000002,0.00014642000002140776,0.5,1,1.000000581031746,0.9948095572499938,2,"ational, to the optimum stitch and from the optimum stitch to",3,stitch and from the optimum stitch to Dennis. Lauren and Merle.,", what are you true to pro, convers ational, to the optimum",248.54,252.32
14,5,mic_fileid_14_doa181_3spk_5.wav,4.0,4,mean_all_channels,252.0,256.0,181,3.9781427819999635,4.0,256.0,256.000174169,0.00017416899999034285,0.5,1,1.0000006803476562,0.9945356954999909,2,Dennis. Lauren and Merle.,0,,stitch and from the optimum stitch to Dennis. Lauren and Merle.,,
15,1,mic_fileid_15_doa78_3spk_1.wav,4.0,4,mean_all_channels,256.0,260.0,266,3.9790506699999924,4.0,260.0,260.000101644,0.00010164399998302542,0.5,1,1.0000003909384614,0.9947626674999981,2,We follow,3,We follow his favorite,,256.32,258.9
15,2,mic_fileid_15_doa78_3spk_2.wav,4.0,4,mean_all_channels,260.0,264.0,266,3.979577285000005,4.0,264.0,264.000097819,9.781900001826216e-05,0.5,1,1.0000003705265152,0.9948943212500012,2,his favorite .,2,. He,We follow his favorite,261.64,263.08099999999996
15,3,mic_fileid_15_doa78_3spk_3.wav,4.0,4,mean_all_channels,264.0,268.0,266,3.980137592999995,4.0,268.0,268.000141674,0.00014167400001952046,0.5,1,1.0000005286343285,0.9950343982499987,2,He was the counter-pulitzer of happiness,2,"was the counter-pulitzer of happiness , good history, and well-cared",. He,265.06,268.36
15,4,mic_fileid_15_doa78_3spk_4.wav,4.0,4,mean_all_channels,268.0,272.0,266,3.97991358500002,4.0,272.0,272.000191948,0.00019194800000832402,0.5,1,1.0000007056911766,0.994978396250005,2,", good history, and well-cared , old, household dog.",1,", old, household dog.","was the counter-pulitzer of happiness , good history, and well-cared",268.48,269.92
16,1,mic_fileid_16_doa36_3spk_1.wav,4.0,4,mean_all_channels,272.0,276.0,36,3.9795238229999654,4.0,276.0,276.000133774,0.00013377400000536,0.5,1,1.0000004846884059,0.9948809557499914,2,One of her summer days of England's after,3,One of her summer days of England's after -missing Julia returning,,272.26,276.34
16,2,mic_fileid_16_doa36_3spk_2.wav,4.0,4,mean_all_channels,276.0,280.0,36,3.9790207340000165,4.0,280.0,280.000168405,0.00016840500001080727,0.5,1,1.0000006014464287,0.9947551835000041,2,-missing Julia returning to the console safe from the atmosphere,2,to the console safe from the atmosphere and a very active exercise,One of her summer days of England's after -missing Julia returning,277.0,279.84
16,3,mic_fileid_16_doa36_3spk_3.wav,4.0,4,mean_all_channels,280.0,284.0,36,3.97610681499998,4.0,284.0,284.00016988,0.00016987999998718806,0.5,1,1.000000598169014,0.994026703749995,2,and a very active exercise in the school's character.,2,in the school's character. And you already know the,to the console safe from the atmosphere and a very active exercise,280.9,284.42
16,4,mic_fileid_16_doa36_3spk_4.wav,4.0,4,mean_all_channels,284.0,288.0,36,3.9799380030000293,4.0,288.0,288.000192135,0.00019213500002024375,0.5,1,1.0000006671354167,0.9949845007500073,2,And you already know the philosophy of Cicero.,2,philosophy of Cicero. Wasn't,in the school's character. And you already know the,284.88,288.48
17,1,mic_fileid_17_doa99_3spk_1.wav,4.0,4,mean_all_channels,288.0,292.0,99,3.9817484109999555,4.0,292.0,292.00014123200003,0.0001412320000326872,0.5,1,1.000000483671233,0.9954371027499889,2,Wasn't she later on engaged to a man who she,2,"she later on engaged to a man who she really loved. Yes, that was it",,288.56,292.24
17,2,mic_fileid_17_doa99_3spk_2.wav,4.0,4,mean_all_channels,292.0,296.0,99,3.9806104539999865,4.0,296.0,296.00011812500003,0.0001181250000286127,0.5,1,1.000000399070946,0.9951526134999966,2,"really loved. Yes, that was it . And during all the time she kept up her",2,. And during all the time she kept up her old liaison.,"she later on engaged to a man who she really loved. Yes, that was it",292.86,295.78
17,3,mic_fileid_17_doa99_3spk_3.wav,4.0,4,mean_all_channels,296.0,300.0,99,3.9817364659999726,4.0,300.0,300.000170703,0.0001707029999806764,0.5,1,1.00000056901,0.9954341164999931,2,old liaison. The author wanted to show that a woman can love it too late,2,The author wanted to show that a woman can love it too late .,. And during all the time she kept up her old liaison.,295.82,298.861
17,4,mic_fileid_17_doa99_3spk_4.wav,4.0,4,mean_all_channels,300.0,304.0,99,3.9813202079999996,4.0,304.0,304.00011048700003,0.00011048700002902478,0.5,1,1.000000363444079,0.9953300519999999,2,". That's true enough, isn't it? Certainly.",1,"That's true enough, isn't it? Certainly.",The author wanted to show that a woman can love it too late .,300.64,302.28
18,1,mic_fileid_18_doa181_3spk_1.wav,4.0,4,mean_all_channels,304.0,308.0,181,3.9799971790000086,4.0,308.0,308.000138647,0.00013864700002841346,0.5,1,1.0000004501525974,0.9949992947500022,2,And don't I hope that first picture turns out,3,And don't I hope that first picture turns out good. It was a remarkable that,,304.2,308.4
18,2,mic_fileid_18_doa181_3spk_2.wav,4.0,4,mean_all_channels,308.0,312.0,181,3.981423111999959,4.0,312.0,312.000278766,0.0002787660000080905,0.5,1,1.0000008934807691,0.9953557779999898,2,good. It was a remarkable that I was not only the focus for,2,"I was not only the focus for the interview, but for the",And don't I hope that first picture turns out good. It was a remarkable that,308.58,311.78
18,3,mic_fileid_18_doa181_3spk_3.wav,4.0,4,mean_all_channels,312.0,316.0,181,3.9780964139999924,4.0,316.0,316.00018102900003,0.00018102900003214017,0.5,1,1.0000005728765824,0.9945241034999981,1,"the interview, but for the",1,door as though anxious to develop his role as a film and discover what,"I was not only the focus for the interview, but for the",313.1,316.36
18,4,mic_fileid_18_doa181_3spk_4.wav,4.0,4,mean_all_channels,316.0,320.0,181,3.9820276909999848,4.0,320.0,320.000222327,0.0002223270000172306,0.5,1,1.0000006947718751,0.9955069227499962,2,door as though anxious to develop his role as a film and discover what success his labor had resulted in,1,success his labor had resulted in,door as though anxious to develop his role as a film and discover what,316.62,318.24
19,1,mic_fileid_19_doa121_3spk_1.wav,4.0,4,mean_all_channels,320.0,324.0,340,3.9774627429999896,4.0,324.0,324.000206096,0.00020609599999943384,0.5,1,1.0000006360987654,0.9943656857499974,1,The injuries to .cova have delayed,2,The injuries to .cova have delayed the march so greatly that it was decided,,320.64,324.48
19,2,mic_fileid_19_doa121_3spk_2.wav,4.0,4,mean_all_channels,324.0,328.0,340,3.9802115219999905,4.0,328.0,328.000156983,0.0001569830000107686,0.5,1,1.0000004786067074,0.9950528804999976,2,"the march so greatly that it was decided to give up the expedition,",2,"to give up the expedition, which was arrayed upon a small",The injuries to .cova have delayed the march so greatly that it was decided,324.98,328.28
