fileid,mic_file,method,speaker_id,duration_sec,gt_doa,mic_channel,sepformer_source,separated_source_index,oracle_match_si_sdr,enhanced_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,sepformer_sec,whisper_sec,metrics_sec,total_sec,sepformer_rtf,whisper_rtf,metrics_rtf,total_rtf,under_realtime
10,mic_fileid_10_doa3_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.430875,3,1,speechbrain/sepformer-wsj03mix,1,5.000265201474079,,text_fileid_10_doa3_spk1.txt,0.2,9,45,6.595269680023193,5.9253644943237305,-0.6699051856994629,6.582216739654541,4.9564971923828125,-1.6257195472717285,1.1794668436050415,1.3176136016845703,0.1381467580795288,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients, Mr. Cronwell, who's out or engaged, and here he issued private orders. A little window, not larger than a paper sign, looked out to the clerk's office. They called it old dills, peep holes, and wished it anywhere else.",0.5092342870011635,0.6554537850006454,0.2856405359998462,1.450328608001655,0.0330009987768784,0.042476773676194346,0.01851097465308002,0.09398874710615276,1
11,mic_fileid_11_doa93_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.721,264,1,speechbrain/sepformer-wsj03mix,0,1.9532572065505458,,text_fileid_11_doa264_spk1.txt,0.875,28,32,2.552096366882324,2.1940207481384277,-0.3580756187438965,2.513596534729004,1.9530880451202393,-0.5605084896087646,1.2188899517059326,1.2923989295959473,0.07350897789001465,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Seize the horse road, and bring the wind to the pursuit south of the yet furthest place. At Perryburg, I start to fix the slimy pipe. One mile is soon grown on almost a dead level.",0.5031692359989393,0.5429859510004462,0.3013893299994379,1.3475445169988234,0.03200618510266136,0.034538893899907525,0.0191711296990928,0.08571620870166169,1
12,mic_fileid_12_doa38_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.289,38,1,speechbrain/sepformer-wsj03mix,0,3.106174524785575,,text_fileid_12_doa38_spk1.txt,1.05,42,40,2.3310248851776123,3.494678020477295,1.1636531352996826,2.310882329940796,3.105100154876709,0.7942178249359131,1.4103443622589111,1.4136172533035278,0.0032728910446166992,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,of any other map which might have been framed. The contact has been long overdue. The white house is at the end of the map. The middle of the map is in the new unmanned water. No one was armed or unarmed. That was her fourth deal when it came out. And the veil blade made her way to the door.,0.5987749089999852,0.8084001630013518,0.39450340699841036,1.8016784789997473,0.03463328758169849,0.0467580636821882,0.022818173809845008,0.10420952507373168,1
13,mic_fileid_13_doa5_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.47475,5,1,speechbrain/sepformer-wsj03mix,0,5.495621181116683,,text_fileid_13_doa5_spk1.txt,0.717948717948718,28,39,3.7321784496307373,5.9664998054504395,2.234321355819702,3.7215282917022705,5.489842414855957,1.7683141231536865,1.3005075454711914,1.3695762157440186,0.06906867027282715,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, unless it's stated or done, they just can't be long, but replied, let's build your own economy, and one day, a real universal power is still to be built. And if you fail, we'll have to wait.",0.6055064849988412,0.67026738200002,0.40732578100141836,1.6830996480002796,0.03465036609959177,0.038356335970472825,0.0233093910357183,0.09631609310578289,1
14,mic_fileid_14_doa181_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.749,181,1,speechbrain/sepformer-wsj03mix,0,4.717331226670432,,text_fileid_14_doa181_spk1.txt,0.6190476190476191,26,42,5.893156051635742,5.171601295471191,-0.7215547561645508,5.878009796142578,4.71121072769165,-1.1667990684509277,1.3085827827453613,1.3233301639556885,0.014747381210327148,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This is a period of compilation. The two spent hours together sometimes to the Heidi Parler, some people were really cold to the cold and now men want her to throw conversationally from present to the octagonist ditch and from the octagonist ditch to death.",0.5962782490005338,0.5448324740009411,0.33982048600046255,1.4809312090019375,0.033595033466704255,0.030696516648878312,0.019145894754660126,0.0834374448702427,1
15,mic_fileid_15_doa78_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.6375,266,1,speechbrain/sepformer-wsj03mix,0,4.320588885160742,,text_fileid_15_doa266_spk1.txt,0.4444444444444444,16,36,4.412204265594482,4.462398052215576,0.05019378662109375,4.38306188583374,4.320572853088379,-0.06248903274536133,1.276834487915039,1.47083580493927,0.19400131702423096,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,"For when on shoulders he followed his saviour like a dog, and was never known to lose. Accepting speech in a pier, he would be counterpoured with a happy, good nature, well cared for and household dog.",0.4707684959994367,0.43938149199857435,0.25727972999993654,1.1674297179979476,0.030105099664232565,0.0280979371381982,0.01645274052757388,0.07465577733000464,1
16,mic_fileid_16_doa36_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.665875,36,1,speechbrain/sepformer-wsj03mix,0,6.102763972318691,,text_fileid_16_doa36_spk1.txt,0.25,10,40,5.2378387451171875,6.601969242095947,1.3641304969787598,5.22373104095459,6.079718589782715,0.855987548828125,1.2247428894042969,1.3683497905731201,0.14360690116882324,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage, Julia, returning to the consulate after a month of very active exercise in the consulate, was met on the doorstep by Dora, the youngest of the currency watchers.",0.47195053299947176,0.47740522300045996,0.26141832299981616,1.2107740789997479,0.030126024432051944,0.030474213728914595,0.016687119168244106,0.07728735732921065,1
17,mic_fileid_17_doa99_3spk.wav,SepFormer-sepformer-wsj03mix,1,16.526625,99,1,speechbrain/sepformer-wsj03mix,2,2.588176608293234,,text_fileid_17_doa99_spk1.txt,0.2549019607843137,13,51,3.5100290775299072,3.442749261856079,-0.06727981567382812,3.4998786449432373,2.5858757495880127,-0.9140028953552246,1.4027400016784668,1.4632742404937744,0.06053423881530762,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she laid on a cage to a man whom she really loved? Yes, that was it. And during all the time, she kept up her old layers on her. The author wanted to show that a woman can love each and every one. That's true enough, isn't it? Certainly.",0.5279946589998872,0.609445856000093,0.2706258859998343,1.4080664009998145,0.031948123648953566,0.03687660705074951,0.016375145318529,0.08519987601823206,1
18,mic_fileid_18_doa181_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.649,181,1,speechbrain/sepformer-wsj03mix,0,4.962404415472435,,text_fileid_18_doa181_spk1.txt,0.3111111111111111,14,45,5.432191371917725,5.260084629058838,-0.17210674285888672,5.418633460998535,4.9623565673828125,-0.45627689361572266,1.3465945720672607,1.453806757926941,0.10721218585968018,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,And so I hope that first picture turned out good. It was a remarkable better list of only the focus was right. The key star just reached the cabin door as the lances to develop and roll the film and discover what success his labor had resulted in.,0.4687060760006716,0.5039417869993486,0.2618378510014736,1.2344857140014938,0.029951183845656055,0.03220281085049195,0.016731922231546657,0.07888591692769467,1
19,mic_fileid_19_doa121_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.152125,340,1,speechbrain/sepformer-wsj03mix,2,3.1468226599245863,,text_fileid_19_doa340_spk1.txt,0.42857142857142855,18,42,6.309501647949219,4.072742462158203,-2.2367591857910156,6.30091667175293,3.1464738845825195,-3.15444278717041,1.340700626373291,1.2538446187973022,-0.08685600757598877,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The entry of the dot-covide has a laser mark so greatly that it was decided to give off this addition, which was arrayed upon a small part of the humidity in retaliation for the destruction of the incubator, until after the great game.",0.5517934950003109,0.5109945880012674,0.33514071200079343,1.3979287950023718,0.03217056166511793,0.02979191138131674,0.01953931142647301,0.08150178447290768,1
20,mic_fileid_20_doa68_3spk.wav,SepFormer-sepformer-wsj03mix,1,16.674375,68,1,speechbrain/sepformer-wsj03mix,0,2.6249829362432746,,text_fileid_20_doa68_spk1.txt,0.17647058823529413,6,34,3.667689800262451,3.3475778102874756,-0.3201119899749756,3.642484664916992,2.6600027084350586,-0.9824819564819336,1.3482533693313599,1.481318712234497,0.1330653429031372,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,"Alain was about to approach the dead body and had begun to look at it, with the brother looking up at him from under his brow with constant pretentiousness. He said something sharply and angrily.",0.539710525999908,0.45161340500089864,0.23483372899863753,1.2261576599994441,0.03236766151654308,0.027084277821561444,0.014083510116489374,0.07353544945459389,1
21,mic_fileid_21_doa34_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.10975,34,1,speechbrain/sepformer-wsj03mix,0,2.980076454769576,,text_fileid_21_doa34_spk1.txt,0.32432432432432434,12,37,5.8621110916137695,3.7349164485931396,-2.12719464302063,5.846676349639893,3.0138423442840576,-2.832834005355835,1.4030921459197998,1.4316238164901733,0.028531670570373535,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work in a clothes after the past of the National Institute, and the cells went on early in the late 80s. Tick, enter acts and thin ones, heavy breeches and light, winter stockings and summer stockings.",0.5484953380000661,0.48249599400151055,0.24798063099842693,1.2789719630000036,0.032057472376865015,0.028200061017928994,0.01449352743309674,0.07475106082789075,1
22,mic_fileid_22_doa22_3spk.wav,SepFormer-sepformer-wsj03mix,1,16.8605,345,1,speechbrain/sepformer-wsj03mix,1,2.5972262761629894,,text_fileid_22_doa345_spk1.txt,0.9736842105263158,37,38,2.919387102127075,3.197499990463257,0.27811288833618164,2.895564079284668,2.7224066257476807,-0.1731574535369873,1.1457661390304565,1.2205982208251953,0.07483208179473877,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,for the,0.509103029000471,4.489647962998788,0.2781423590004124,5.276893350999671,0.030195013730344358,0.2662820179116152,0.016496685092400133,0.3129737167343597,1
23,mic_fileid_23_doa6_3spk.wav,SepFormer-sepformer-wsj03mix,1,16.07425,212,1,speechbrain/sepformer-wsj03mix,0,-0.13577645705726388,,text_fileid_23_doa212_spk1.txt,0.2916666666666667,14,48,4.834820747375488,2.6863365173339844,-2.148484230041504,4.819578647613525,-0.13602027297019958,-4.955598920583725,1.343172311782837,1.2738585472106934,-0.06931376457214355,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"We were tightly described and heard by a farmer who was walking home from town and was brought back to his father's house. He was so tired and excited, he didn't know what was happening to him. By chance, David's father knew how to make a superior.",0.5121987510010513,0.552839308998955,0.39163838700005726,1.4566764470000635,0.031864550507865144,0.03439285248138824,0.024364333452575222,0.09062173644182861,1
24,mic_fileid_24_doa57_3spk.wav,SepFormer-sepformer-wsj03mix,1,16.518375,289,1,speechbrain/sepformer-wsj03mix,0,2.877562624133117,,text_fileid_24_doa289_spk1.txt,0.2926829268292683,12,41,3.908278703689575,4.117793560028076,0.20951485633850098,3.895155191421509,2.8753974437713623,-1.0197577476501465,1.2749168872833252,1.3981647491455078,0.12324786186218262,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"I had not forgotten the livid test jagged for a moment of silence, and quickly as I shot to the ladder, she was there before me, who led him, wavering, weight-shaving, waiting. I paused, holding to a rung of the ladder with one hand.",0.5394005399994057,0.6466603400003805,0.2789125500003138,1.4649734300001,0.03265457649432258,0.03914793918895657,0.016884987173394102,0.08868750285667326,1
25,mic_fileid_25_doa112_3spk.wav,SepFormer-sepformer-wsj03mix,1,14.702125,112,1,speechbrain/sepformer-wsj03mix,1,4.168993493269297,,text_fileid_25_doa112_spk1.txt,0.19444444444444445,7,36,2.8733482360839844,5.160600662231445,2.287252426147461,2.8497800827026367,4.508066654205322,1.6582865715026855,1.189566969871521,1.344409704208374,0.15484273433685303,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,"There was the sweetness of the maize flower and the strength of the young folks, and one could easily divine that she was one of the long by nature pitch too high by suffering plunge too low.",0.42717089200050395,0.44832707599925925,0.24039097400054743,1.1158889420003106,0.029055044219832436,0.0304940323932261,0.016350763852201463,0.07589984046526,1
26,mic_fileid_26_doa34_3spk.wav,SepFormer-sepformer-wsj03mix,1,15.26275,34,1,speechbrain/sepformer-wsj03mix,0,-2.240306841205293,,text_fileid_26_doa34_spk1.txt,0.9117647058823529,31,34,-4.02968692779541,-2.068741798400879,1.9609451293945312,-4.044663429260254,-2.2519774436950684,1.7926859855651855,1.078001856803894,1.1240893602371216,0.04608750343322754,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"The change of the each one was worth more than half. People want to have a deliverer illness, bringing presents with them. It was a custom I'd find for the third or fourth orders. But they'll make it very challenging.",0.4362738139989233,0.5346255799995561,0.31698241000049165,1.287881803998971,0.02858422066789558,0.035028129268942755,0.020768368085731053,0.08438071802256938,1
27,mic_fileid_27_doa31_3spk.wav,SepFormer-sepformer-wsj03mix,1,17.2175,173,1,speechbrain/sepformer-wsj03mix,2,2.2872733867356074,,text_fileid_27_doa173_spk1.txt,0.45714285714285713,16,35,2.9897117614746094,3.5385169982910156,0.5488052368164062,2.9800703525543213,2.2870078086853027,-0.6930625438690186,1.3772306442260742,1.3783583641052246,0.0011277198791503906,IT SEEMS THAT THE PUBLIC ADMIRE HER AS MUCH AS I HAVE DONE I I SHALL FIND HER SOME DAY THEN SHE WILL RETURN TO ME STILL THINKING OF HER I OBSERVED REPROACHFULLY YES ALWAYS,"It seems that the public is by our term as much as I am known. I shall find her someday. Then she will return to me. Don't think he knows her. I am certainly not. Yes, always.",0.5596910440017382,0.5686743179994664,0.39693073099988396,1.5252960930010886,0.032507102889602915,0.03302885540871012,0.02305391206620496,0.08858987036451799,1
