fileid,sep,speaker_id,gt_doa,pred_doa,doa_error_deg,candidate_pred_doas,mic_file,clean_file,text_file,width,duration_sec,ref_channel,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_pesq,pesq,pesq_i,wer,edit_distance,ref_words,ipdnet_sec,dsenet_sec,whisper_sec,total_sec,enhanced_wav,reference,hypothesis
125,10,2,40,34,6.0,"34,147,212",mic_fileid_125_doa40_sep10_3spk.wav,clean_fileid_125_doa40_sep10_spk2.wav,text_fileid_125_doa40_sep10_spk2.txt,30,17.41925,0,-3.0936336517333984,-1.0992777347564697,1.9943559169769287,-3.1116156578063965,-1.1714686155319214,1.940147042274475,1.0416550636291504,1.0576825141906738,0.016027450561523438,1.4848484848484849,49,33,0.29801894100000936,1.9647138556666353,0.8681525709998823,3.1308853676665267,,SHE CALLED ME GILBERT BY MY EXPRESS DESIRE AND I CALLED HER HELEN FOR I HAD SEEN THAT NAME WRITTEN IN HER BOOKS I SELDOM ATTEMPTED TO SEE HER ABOVE TWICE A WEEK,"She called the Gilbert by my express desire, and I called her Helen, for I had seen that name written in her books. His left arm extended pulled by the throne, and I saw them attempted to see her above twice a week. The other had a stormful man, from back in the sea, his left arm extended pulled by the throne, and I saw them attempted to see her above twice a week. In the middle of the magistrate."
125,10,3,210,212,2.0,"34,147,212",mic_fileid_125_doa210_sep10_3spk.wav,clean_fileid_125_doa210_sep10_spk3.wav,text_fileid_125_doa210_sep10_spk3.txt,30,17.41925,0,-3.5917727947235107,14.889533042907715,18.481305837631226,-3.633268356323242,14.712963104248047,18.34623146057129,1.048258662223816,2.7489962577819824,1.7007375955581665,0.0,0,37,0.29801894100000936,1.9647138556666353,0.4076361630000065,2.670368959666651,,TRUE ART SOFTENS THE HARSHEST ACCENTS OF SUFFERING BY PLACING SUPERIOR TO IT SOME ELEVATING IDEA SO IN THE MOST MELANCHOLY STRAINS OF HIS MUSIC ONE WHO HEEDS WELL MAY DETECT THE PRESENCE OF A LOFTY IDEAL,"True art softens the harshest accents of suffering by placing superior to it some elevating idea. So in the most melancholy strains of his music, one who heeds well may detect the presence of a lofty ideal."
126,10,1,159,165,6.0,"165,194",mic_fileid_126_doa159_sep10_3spk.wav,clean_fileid_126_doa159_sep10_spk1.wav,text_fileid_126_doa159_sep10_spk1.txt,30,15.62725,0,-4.075489044189453,-2.592184543609619,1.483304500579834,-4.118714809417725,-2.700760841369629,1.4179539680480957,1.0817959308624268,1.1041231155395508,0.022327184677124023,1.0333333333333334,31,30,0.2655350790000739,1.6527255433333419,0.40760368099995503,2.325864303333371,,IT WAS AS THOUGH THE SPIRIT OF THE DEEP HAD TAKEN FORM IN THE SUBSTANCE OF THE NOBLEST OF ALL THE FOWLS OF ITS DOMINIONS AND POISED ON TREMORLESS WINGS,"At the grotesque caricature, we sat blinking in the sunlight, enough to cause me to doubt my sanity. They seemed mostly head with little scrawny bodies, long necks and six legs, or..."
126,10,2,169,165,4.0,"165,194",mic_fileid_126_doa169_sep10_3spk.wav,clean_fileid_126_doa169_sep10_spk2.wav,text_fileid_126_doa169_sep10_spk2.txt,30,15.62725,0,-0.36807167530059814,2.5430970191955566,2.911168694496155,-0.38637346029281616,2.504681348800659,2.8910548090934753,1.1393225193023682,1.4142893552780151,0.274966835975647,0.12121212121212122,4,33,0.2655350790000739,1.6527255433333419,0.3900390859998879,2.308299708333304,,AND THE GROTESQUE CARICATURES WHICH SAT BLINKING IN THE SUNLIGHT WERE ENOUGH TO CAUSE ME TO DOUBT MY SANITY THEY SEEMED MOSTLY HEAD WITH LITTLE SCRAWNY BODIES LONG NECKS AND SIX LEGS OR,"At the grotesque caricature, we sat blinking in the sunlight, enough to cause me to doubt my sanity. They seemed mostly head with little scrawny bodies, long necks and six legs, or..."
126,10,3,339,194,145.0,"165,194",mic_fileid_126_doa339_sep10_3spk.wav,clean_fileid_126_doa339_sep10_spk3.wav,text_fileid_126_doa339_sep10_spk3.txt,30,15.62725,0,-4.397860050201416,-21.852195739746094,-17.454335689544678,-4.519245147705078,-35.413002014160156,-30.893756866455078,1.0696372985839844,1.0427087545394897,-0.02692854404449463,1.0,26,26,0.2655350790000739,1.6527255433333419,0.6962189480000234,2.6144795703334394,,GO TO FOR WHAT SNAPPED JENNY WREN WHAT IS IT YOU'VE COME TO ME FOR SNAKE SKINS REPLIED PETER SNAKE SKINS SNAKE SKINS SHRIEKED JENNY WREN,welcome k falls BA05 BA11 BA85 BA100 BA12 BA13 BA14 BABirb BA15 BA16
127,10,1,212,214,2.0,"33,131,214",mic_fileid_127_doa212_sep10_3spk.wav,clean_fileid_127_doa212_sep10_spk1.wav,text_fileid_127_doa212_sep10_spk1.txt,30,17.4095,0,-1.8314485549926758,3.788860559463501,5.620309114456177,-1.8648536205291748,3.7296054363250732,5.594459056854248,1.1726722717285156,1.8444342613220215,0.6717619895935059,0.2631578947368421,10,38,0.28204680299995744,1.9528673219999746,0.48033069400003114,2.715244818999963,,ROBINSON ENTERED THE FLESH AROUND HIS EYES WAS PUFFIER THAN IT HAD BEEN YESTERDAY WORRY HAD INCREASED THE INCONGRUOUS DISCONTENT OF HIS ROUND FACE CLEARLY HE HAD SLEPT LITTLE I SAW YOU ARRIVE HE SAID RAWLINS WARNED ME,"Robinson entered. The flesh of his eyes was puffier than it had been yesterday. Worry had creased and grew his discontent of his rough face. Clearly he had slipped little. I saw you arrive, he said, or along toward me."
127,10,2,222,214,8.0,"33,131,214",mic_fileid_127_doa222_sep10_3spk.wav,clean_fileid_127_doa222_sep10_spk2.wav,text_fileid_127_doa222_sep10_spk2.txt,30,17.4095,0,-7.468453407287598,-4.628726482391357,2.8397269248962402,-7.503752708435059,-4.695004940032959,2.8087477684020996,2.8096776008605957,1.1622344255447388,-1.647443175315857,1.0810810810810811,40,37,0.28204680299995744,1.9528673219999746,0.46825903199987806,2.70317315699981,,IT WAS PERFECTLY INCOMPREHENSIBLE AND IT IS FROM THE OUTSIDE THAT THE STRANGER MUST STUDY IT FROM THIS STANDPOINT THE DRAMA MAY BE SAID TO HAVE BEGUN WHEN THE FRONT DOORS OF THE HOUSE WITH THE STABLE,"Robinson entered. The flesh of his eyes was puffier than it had been yesterday. Worry had creased and grew his discontent of his rough face. Clearly he had slipped little. I saw you arrive, he said, or along toward me."
127,10,3,32,33,1.0,"33,131,214",mic_fileid_127_doa32_sep10_3spk.wav,clean_fileid_127_doa32_sep10_spk3.wav,text_fileid_127_doa32_sep10_spk3.txt,30,17.4095,0,-0.8548391461372375,16.446086883544922,17.30092602968216,-0.8729095458984375,16.25604248046875,17.128952026367188,1.1783974170684814,3.206679582595825,2.0282821655273438,0.07142857142857142,2,28,0.28204680299995744,1.9528673219999746,0.34195253200005027,2.5768666569999823,,SHE PURSUED BENDING HER EYES DETERMINATELY UPON HIM IT MUST BE WITH ALL MY HEART RETURNED SIR FRANCIS IT IS YOU WHO HAVE THROWN OUT THE CHALLENGE MIND,"She pursued, bending her eyes determinately upon him. It must be. With all my heart, who joins Sir Francis, it is you who have thrown out the challenge, mind."
128,10,1,96,100,4.0,"52,100,277",mic_fileid_128_doa96_sep10_3spk.wav,clean_fileid_128_doa96_sep10_spk1.wav,text_fileid_128_doa96_sep10_spk1.txt,30,14.881,0,-4.462343215942383,-2.5498831272125244,1.9124600887298584,-4.509767532348633,-2.6786789894104004,1.8310885429382324,1.063275933265686,1.112278699874878,0.049002766609191895,0.9032258064516129,28,31,0.24789695499998743,1.6271753046666315,0.3725102380001317,2.247582497666751,,IN THE FEELING FOR INTERNATIONAL RESPONSIBILITY AND JUSTICE AMONG THE GREAT CIVILIZED NATIONS DURING THE PAST THREESCORE OR FOURSCORE YEARS THERE HAS BEEN A REAL GROWTH OF RECOGNITION OF THE FACT,Tell me who is this international responsibility justice my noble great young old taller short describe it in order that if we meet him by chance there has been a real growth of recognition of the man we may recognize him
128,10,2,106,100,6.0,"52,100,277",mic_fileid_128_doa106_sep10_3spk.wav,clean_fileid_128_doa106_sep10_spk2.wav,text_fileid_128_doa106_sep10_spk2.txt,30,14.881,0,-1.187593698501587,2.1893436908721924,3.3769373893737793,-1.2189464569091797,2.135693311691284,3.354639768600464,1.1248369216918945,1.311164140701294,0.18632721900939941,0.6,24,40,0.24789695499998743,1.6271753046666315,0.3785801259998607,2.25365238566648,,TELL ME WHO IS THIS LUIGI VAMPA IS HE A SHEPHERD OR A NOBLEMAN YOUNG OR OLD TALL OR SHORT DESCRIBE HIM IN ORDER THAT IF WE MEET HIM BY CHANCE LIKE BUGABOO JOHN OR LARA WE MAY RECOGNIZE HIM,Tell me who is this international responsibility justice my noble great young old taller short describe it in order that if we meet him by chance there has been a real growth of recognition of the man we may recognize him
128,10,3,276,277,1.0,"52,100,277",mic_fileid_128_doa276_sep10_3spk.wav,clean_fileid_128_doa276_sep10_spk3.wav,text_fileid_128_doa276_sep10_spk3.txt,30,14.881,0,-3.70304012298584,14.769832611083984,18.472872734069824,-3.733370304107666,14.46389389038086,18.197264194488525,1.0871878862380981,2.8870015144348145,1.7998136281967163,0.14,7,50,0.24789695499998743,1.6271753046666315,0.44871384399993985,2.323786103666559,,CRIMINAL ON SOME OTHER OBJECTIONS WHICH INTEREST THE COMMUNITY AS SUCH WE HAD TO TOUCH BEFORE AND THERE IS NO NEED OF RETURNING TO THEM WITH ANY FULLNESS OF ARGUMENT WE SPOKE OF THE DANGER WHICH THE MENTAL CURES CARRY WITH THEM WHEN THEY ARE BASED ON ANY PARTICULAR CREED,"criminal, on some other objections which interest the community as such, we had to touch before. And there was no need of returning to them with any fullness of argument. We spoke of the danger which the mentioned cure is carrying with them when they're based on any particular creed."
129,10,1,274,278,4.0,"90,278,353",mic_fileid_129_doa274_sep10_3spk.wav,clean_fileid_129_doa274_sep10_spk1.wav,text_fileid_129_doa274_sep10_spk1.txt,30,16.243125,0,-1.4403905868530273,1.619645595550537,3.0600361824035645,-1.4810526371002197,1.5291657447814941,3.010218381881714,1.0414708852767944,1.124390959739685,0.08292007446289062,0.5833333333333334,28,48,0.25863206599979094,1.750971591666712,0.44885611099994094,2.458459768666444,,I KNOW THAT COULD NEVER HAVE BEEN YOU RAN TO MEET ME AND TOOK ME IN YOUR ARMS AND KISSED ME I WAS AS IF I HAD CROSSED THE SEA OF DEATH AND FOUND PARADISE IN YOUR BOSOM I AM NOT LIKELY TO FORGET YOU FOR MISTER WINGFOLD,I know that educators and criminologists have indeed often raised such questions. I was as if I had crossed the sea of death from care that's in the present and future times. I am not likely to forget you for Mr. Wing Folk.
129,10,2,284,278,6.0,"90,278,353",mic_fileid_129_doa284_sep10_3spk.wav,clean_fileid_129_doa284_sep10_spk2.wav,text_fileid_129_doa284_sep10_spk2.txt,30,16.243125,0,-4.377530097961426,-2.518153667449951,1.8593764305114746,-4.432864665985107,-2.5715506076812744,1.861314058303833,1.0472325086593628,1.082415223121643,0.03518271446228027,1.1923076923076923,31,26,0.25863206599979094,1.750971591666712,0.4531209219999255,2.4627245796664283,,BOTH EDUCATORS AND CRIMINOLOGISTS HAVE INDEED OFTEN RAISED SUCH QUESTIONS AND SOCIAL REFORMERS HAVE NOT SELDOM SEEN THERE WIDE PERSPECTIVES FOR SOCIAL MOVEMENTS IN FUTURE TIMES,I know that educators and criminologists have indeed often raised such questions. I was as if I had crossed the sea of death from care that's in the present and future times. I am not likely to forget you for Mr. Wing Folk.
129,10,3,94,90,4.0,"90,278,353",mic_fileid_129_doa94_sep10_3spk.wav,clean_fileid_129_doa94_sep10_spk3.wav,text_fileid_129_doa94_sep10_spk3.txt,30,16.243125,0,-4.0296783447265625,8.990540504455566,13.020218849182129,-4.063809394836426,8.349395751953125,12.41320514678955,1.0802725553512573,2.1720385551452637,1.0917659997940063,0.12121212121212122,4,33,0.25863206599979094,1.750971591666712,0.32261085200002526,2.332214509666528,,HE IS AT THE WIND VANE OFFICES DIRECTING THE PEOPLE ARE MARCHING IN YOUR NAME SHOUTED THE YOUNGER MAN THEY HAVE RULED CRUSHED TYRANNISED AT LAST EVEN IN MY NAME MY NAME MASTER,He's at the wind vane offices directing the people are marching in your name show the younger man They have ruled crushed tyrannized at last even in my name my name master
130,10,1,176,183,7.0,"81,183,355",mic_fileid_130_doa176_sep10_3spk.wav,clean_fileid_130_doa176_sep10_spk1.wav,text_fileid_130_doa176_sep10_spk1.txt,30,16.480875,0,-5.082883358001709,1.3713611364364624,6.454244494438171,-5.127992630004883,1.3073139190673828,6.435306549072266,1.0976959466934204,1.2387828826904297,0.14108693599700928,0.7586206896551724,22,29,0.26345129500009534,1.8012604849999814,0.42856891800011,2.493280698000187,,SOMETHING WAS BETWEEN US I DID NOT KNOW WHAT AND HE NEVER TOLD ME MY OWN OBSTINATE PRIDE PREVENTED ME FROM ASKING WHAT IT WAS IN SO MANY WORDS,"When they were near, he asked between us. I did not know what, and he told me that the fire gave light to all the sea, and the prize could prevent us from asking what it was, in so many words."
130,10,2,186,183,3.0,"81,183,355",mic_fileid_130_doa186_sep10_3spk.wav,clean_fileid_130_doa186_sep10_spk2.wav,text_fileid_130_doa186_sep10_spk2.txt,30,16.480875,0,-6.942538261413574,-2.3215179443359375,4.621020317077637,-7.006497859954834,-2.441854238510132,4.564643621444702,1.07357656955719,1.1364450454711914,0.06286847591400146,0.8611111111111112,31,36,0.26345129500009534,1.8012604849999814,0.4179186179999306,2.4826303980000075,,WHEN THEY WERE NEARLY EXTINGUISHED WHEN NIGHT CAME AGAIN I FOUND WITH PLEASURE THAT THE FIRE GAVE LIGHT AS WELL AS HEAT AND THAT THE DISCOVERY OF THIS ELEMENT WAS USEFUL TO ME IN MY FOOD,"When they were near, he asked between us. I did not know what, and he told me that the fire gave light to all the sea, and the prize could prevent us from asking what it was, in so many words."
130,10,3,356,355,1.0,"81,183,355",mic_fileid_130_doa356_sep10_3spk.wav,clean_fileid_130_doa356_sep10_spk3.wav,text_fileid_130_doa356_sep10_spk3.txt,30,16.480875,0,2.090782403945923,16.823604583740234,14.732822179794312,2.082717180252075,16.68052864074707,14.597811460494995,1.2446010112762451,3.221673011779785,1.97707200050354,0.03333333333333333,1,30,0.26345129500009534,1.8012604849999814,0.3802905519999058,2.4450023319999827,,THEN I'LL TELL YOU SOMETHING ELSE CRIED THE LARK FOR THE BEST OF MY NEWS REMAINS BEHIND YOU WILL ONE DAY BE A BUTTERFLY YOURSELF WRETCHED BIRD EXCLAIMED THE CATERPILLAR,"Then I'll tell you something else,"" cried the lark. For the best of my news remains behind. You will one day be a butterfly yourself. Ratchet bird exclaimed the caterpillar."
131,10,1,175,180,5.0,"121,180,352",mic_fileid_131_doa175_sep10_3spk.wav,clean_fileid_131_doa175_sep10_spk1.wav,text_fileid_131_doa175_sep10_spk1.txt,30,17.818375,0,-3.419577121734619,-0.7415890097618103,2.677988111972809,-3.4587504863739014,-0.7867882251739502,2.671962261199951,1.1260617971420288,1.2404074668884277,0.11434566974639893,0.6666666666666666,20,30,0.28925621000007595,1.9957698046666792,0.49313663299994914,2.7781626476667043,,I WORE A HEAVY WOOLEN SHIRT A SLOUCH HAT AND WORN SHOES BOTH HAT AND SHOES GAVE AMPLE VENTILATION SOCKS I HAD NONE NEITHER HAD I SUSPENDERS AN IMPROVISED BELT,"I wore a head-to-head-wearing shirt, a slouch hat, and worn shoes. Both him and shoes gave animal ventilations. Socks I had none. Neither had I system. The other two packages I had brought with him. He added to the rest."
131,10,2,185,180,5.0,"121,180,352",mic_fileid_131_doa185_sep10_3spk.wav,clean_fileid_131_doa185_sep10_spk2.wav,text_fileid_131_doa185_sep10_spk2.txt,30,17.818375,0,-2.6234781742095947,0.47387903928756714,3.097357213497162,-2.663455009460449,0.3936755657196045,3.0571305751800537,1.1204915046691895,1.2711875438690186,0.1506960391998291,0.7567567567567568,28,37,0.28925621000007595,1.9957698046666792,0.49596686299992143,2.7809928776666766,,AND CARRIED THE PARCEL TO THE DESK HE OPENED IT THERE INSIDE WERE NEARLY TWO DOZEN LITTLE PACKAGES OF HUNDRED DOLLAR BILLS THE OTHER TWO PACKAGES THAT HE HAD BROUGHT WITH HIM HE ADDED TO THE REST,"I wore a head-to-head-wearing shirt, a slouch hat, and worn shoes. Both him and shoes gave animal ventilations. Socks I had none. Neither had I system. The other two packages I had brought with him. He added to the rest."
131,10,3,355,352,3.0,"121,180,352",mic_fileid_131_doa355_sep10_3spk.wav,clean_fileid_131_doa355_sep10_spk3.wav,text_fileid_131_doa355_sep10_spk3.txt,30,17.818375,0,-2.115133762359619,14.078909873962402,16.19404363632202,-2.1466896533966064,13.949562072753906,16.096251726150513,1.1015315055847168,3.2664101123809814,2.1648786067962646,0.10344827586206896,6,58,0.28925621000007595,1.9957698046666792,0.545065114999943,2.830091129666698,,THE WIND HAD BEEN RISING AT INTERVALS THE WHOLE AFTERNOON AND BY THE TIME THE PARTY BROKE UP IT BLEW AND RAINED VIOLENTLY CATHERINE AS SHE CROSSED THE HALL LISTENED TO THE TEMPEST WITH SENSATIONS OF AWE AND WHEN SHE HEARD IT RAGE ROUND A CORNER OF THE ANCIENT BUILDING AND CLOSE WITH SUDDEN FURY A DISTANT DOOR,"The wind didn't rise in intervals the whole afternoon, and by the time the party broke up, it blew and rained violently. Catherine, as she crossed the hall, listened to the tempest with sensations of awe, and when she heard it rage around a corner of the ancient building, and closed with sudden fury a distant door."
132,10,1,130,132,2.0,"132,142,312",mic_fileid_132_doa130_sep10_3spk.wav,clean_fileid_132_doa130_sep10_spk1.wav,text_fileid_132_doa130_sep10_spk1.txt,30,17.28275,0,-0.911994993686676,3.258829355239868,4.170824348926544,-0.9409084320068359,3.1299877166748047,4.070896148681641,1.054524302482605,1.2816176414489746,0.22709333896636963,0.16666666666666666,8,48,0.27681099000005815,1.9451699923333006,0.5472572420001143,2.769238224333473,,WHENCE YOU GOT A GLIMPSE OF THE BLOOM WHITE CHERRY TREES IN THE LEFT ORCHARD AND NODDING SLENDER BIRCHES DOWN IN THE HOLLOW BY THE BROOK WAS GREENED OVER BY A TANGLE OF VINES HERE SAT MARILLA CUTHBERT WHEN SHE SAT AT ALL ALWAYS SLIGHTLY DISTRUSTFUL OF SUNSHINE,"Once you got a glimpse of the blue white cherry trees in the left orchard, and notting slender birches down in the hollow by the brook, was greened over by a tenor of vines. Here sat Marilla Cuthbert, when she sat down, always slightly distressed with sunshine."
132,10,2,140,142,2.0,"132,142,312",mic_fileid_132_doa140_sep10_3spk.wav,clean_fileid_132_doa140_sep10_spk2.wav,text_fileid_132_doa140_sep10_spk2.txt,30,17.28275,0,-5.793321132659912,-3.516228199005127,2.277092933654785,-5.844808101654053,-3.5942983627319336,2.250509738922119,1.0870826244354248,1.0978009700775146,0.010718345642089844,0.9803921568627451,50,51,0.27681099000005815,1.9451699923333006,0.567613996999853,2.789594979333212,,YOU WILL REMEMBER DOCTOR OLDACRE THAT WHEN I CAME TO YOU IT WAS UNDERSTOOD THAT I SHOULD HAVE A CLEAR DAY EVERY MONTH I HAVE NEVER CLAIMED ONE BUT NOW THERE ARE REASONS WHY I WISH TO HAVE A HOLIDAY UPON SATURDAY DOCTOR OLDACRE GAVE IN WITH A VERY BAD GRACE,"Once you got a glimpse of the blue white cherry trees in the left orchard, and notting slender birches down in the hollow by the brook, was green-doughed by a tent of vines. Here sat Marilla Cuthbert, when she sat down, always slightly distressed with the sunshine."
132,10,3,310,312,2.0,"132,142,312",mic_fileid_132_doa310_sep10_3spk.wav,clean_fileid_132_doa310_sep10_spk3.wav,text_fileid_132_doa310_sep10_spk3.txt,30,17.28275,0,-2.707301139831543,13.672924995422363,16.380226135253906,-2.7458608150482178,13.32497787475586,16.070838689804077,1.1611992120742798,3.1506845951080322,1.9894853830337524,0.07142857142857142,3,42,0.27681099000005815,1.9451699923333006,0.44784704900007455,2.6698280313334335,,AND SO EVEN AS TWO MEN CARRIED LIEUTENANT MACKINSON AWAY HE REMAINED STANDING AT SALUTE WAITING FOR THE CAPTAIN TO RECOGNIZE HIM WITH A RETURN OF THE SALUTE AND NOW WHAT ASKED THE CAPTAIN JERRY STEPPED FORWARD WITH DIFFICULTY REPRESSING HIS EXCITEMENT,"And so, even as two men carried Lieutenant Mackinson away, he remained standing in salute, waiting for the captain to recognize him with the return of the salute. And now, asked the captain, Jerry stepped forward, with difficulty repressing his excitement."
133,10,1,356,13,17.0,"13,178,261",mic_fileid_133_doa356_sep10_3spk.wav,clean_fileid_133_doa356_sep10_spk1.wav,text_fileid_133_doa356_sep10_spk1.txt,30,15.304,0,-3.8142333030700684,-3.779719114303589,0.03451418876647949,-3.8790483474731445,-4.051517486572266,-0.1724691390991211,1.0995811223983765,1.1141626834869385,0.014581561088562012,0.8888888888888888,32,36,0.2510738420000962,1.6475889366666554,0.7831821570000557,2.681844935666807,,MISSUS RACHEL KNEW THAT HE OUGHT BECAUSE SHE HAD HEARD HIM TELL PETER MORRISON THE EVENING BEFORE IN WILLIAM J BLAIR'S STORE OVER AT CARMODY THAT HE MEANT TO SOW HIS TURNIP SEED THE NEXT AFTERNOON,"Who have from morning to evening that she had heard him tell me or it was he eating before a William J. Blair shore or a carmet? I have spoken it as always, before he was made by the present rector."
133,10,2,6,13,7.0,"13,178,261",mic_fileid_133_doa6_sep10_3spk.wav,clean_fileid_133_doa6_sep10_spk2.wav,text_fileid_133_doa6_sep10_spk2.txt,30,15.304,0,-1.1947035789489746,3.031993865966797,4.2266974449157715,-1.225654125213623,2.944514751434326,4.170168876647949,1.1112953424453735,1.2106959819793701,0.09940063953399658,0.8055555555555556,29,36,0.2510738420000962,1.6475889366666554,0.7902421950000189,2.6889049736667703,,WHO HAVE FOR MORE THAN A CENTURY RENTED IT TOGETHER WITH THE CHIEF FARM IN THE PARISH THE CHURCH ITSELF I SPEAK OF IT AS IT THEN WAS BEFORE THE IMPROVEMENTS MADE BY THE PRESENT RECTOR,Who have from women who think that she had heard him tell me or it was he found before a William J. Blair shore or a Carmody? I speak of it as a revenge before the hood was made by the present rector.
133,10,3,176,178,2.0,"13,178,261",mic_fileid_133_doa176_sep10_3spk.wav,clean_fileid_133_doa176_sep10_spk3.wav,text_fileid_133_doa176_sep10_spk3.txt,30,15.304,0,-3.708181858062744,11.779437065124512,15.487618923187256,-3.7902019023895264,11.454015731811523,15.24421763420105,1.169416069984436,2.7396762371063232,1.5702601671218872,0.043478260869565216,2,46,0.2510738420000962,1.6475889366666554,0.49228065599982074,2.390943434666572,,FOR MYSELF I'D HAVE SOONER STAYED OUT AS AN INDEPENDENT MEMBER BUT DAUBENY SAID THAT HE THOUGHT I WAS BOUND TO MAKE MYSELF USEFUL I TOLD THE DUKE FROM THE BEGINNING SAID RATTLER THAT I DIDN'T THINK THAT I COULD BE OF ANY SERVICE TO HIM,"For myself, I'd have sooner stayed out as an independent member, but Doggony said that he thought I was bound to make myself useful. I told the Duke from the beginning, said Rappler, that I didn't think that I could be of any service to him."
134,10,1,203,207,4.0,"24,207,286",mic_fileid_134_doa203_sep10_3spk.wav,clean_fileid_134_doa203_sep10_spk1.wav,text_fileid_134_doa203_sep10_spk1.txt,30,17.099125,0,-1.9600940942764282,0.07189857214689255,2.0319926664233208,-1.985107421875,0.024316895753145218,2.009424317628145,1.1570490598678589,1.2134513854980469,0.05640232563018799,0.21621621621621623,8,37,0.28964384300002166,1.921452047999992,0.4579563729998881,2.6690522639999017,,WAS HE LIKE THAT INCESSANT MOANING OF THE ADJUTANT'S YES HE WAS ALTOGETHER LIKE THAT IN HER IMAGINATION HE WAS THAT TERRIBLE MOANING PERSONIFIED WHEN SHE SAW AN INDISTINCT SHAPE IN THE CORNER AND MISTOOK HIS KNEES,"Was he like that incessant moaning of the adjutants? Yes, he was altogether like that. Imagination was that terrible moaning for Sonafondre. When she saw an indistinct shape of the corner, it mistook his gaze."
134,10,2,213,207,6.0,"24,207,286",mic_fileid_134_doa213_sep10_3spk.wav,clean_fileid_134_doa213_sep10_spk2.wav,text_fileid_134_doa213_sep10_spk2.txt,30,17.099125,0,-2.0210824012756348,-0.3300369679927826,1.6910454332828522,-2.053422689437866,-0.42859137058258057,1.6248313188552856,1.1095229387283325,1.1867852210998535,0.077262282371521,0.9743589743589743,38,39,0.28964384300002166,1.921452047999992,0.47124548499982666,2.6823413759998402,,COME TO THE WINDOW AND TAKE A BETTER VIEW I FOLLOWED HER SHE OPENED THE SASH AND LEANING OUT I SAW IN FULL THE ENCLOSED DEMESNE WHICH HAD HITHERTO BEEN TO ME AN UNKNOWN REGION IT WAS A LONG,"Was he like that incessant moaning of the adjutants? Yes, he was altogether like that. Imagination was that terrible moaning for Sonafondre. When she saw an indistinct shape of the corner, it mistook his gaze."
134,10,3,23,24,1.0,"24,207,286",mic_fileid_134_doa23_sep10_3spk.wav,clean_fileid_134_doa23_sep10_spk3.wav,text_fileid_134_doa23_sep10_spk3.txt,30,17.099125,0,-5.535696983337402,16.986717224121094,22.522414207458496,-5.574603080749512,16.73984146118164,22.314444541931152,1.0905779600143433,3.042173385620117,1.951595425605774,0.05128205128205128,2,39,0.28964384300002166,1.921452047999992,0.4785399969998707,2.6896358879998843,,AND YET THAT IS BUT A BEGINNING OF WHAT I HAVE TO TELL YOU WHY CATERPILLAR WHAT DO YOU THINK THOSE LITTLE EGGS WILL TURN OUT TO BE BUTTERFLIES TO BE SURE SAID THE CATERPILLAR CATERPILLARS SANG THE LARK,"And yet that is but a beginning of what I have to tell you. Why, caterpillar, what do you think those little eggs will turn out to be? Butterflies, to be sure, said the caterpillars. Caterpillars, saying the lark."
135,10,1,113,118,5.0,"118,224,294",mic_fileid_135_doa113_sep10_3spk.wav,clean_fileid_135_doa113_sep10_spk1.wav,text_fileid_135_doa113_sep10_spk1.txt,30,15.93775,0,-3.8551652431488037,-0.07097205519676208,3.7841931879520416,-3.9212732315063477,-0.14026354253292084,3.781009688973427,1.065293550491333,1.451744794845581,0.38645124435424805,0.5,24,48,0.28415470200002346,1.7539668616666404,0.44775619999995797,2.485877763666622,,THE OLD MAN AT THE TABLE WAS UP IN A MOMENT AND SIMULTANEOUSLY A VIOLENT COMMOTION BUBBLED AND HEAVED LIKE WATER ABOUT A ROCK AT A POINT IN THE CROWD IMMEDIATELY OUTSIDE THE RAILED SPACE WHERE THE BANDS WERE MASSED AND DIRECTLY OPPOSITE THE FRONT OF THE PLATFORM,"The old man in the table was up in a moment, a simultaneously wild, commotion, bubbling, heat, and wild battle. The crowd immediately outside the room, in a beautiful, and advanced romance, directly opposite the front of the platform."
135,10,2,123,118,5.0,"118,224,294",mic_fileid_135_doa123_sep10_3spk.wav,clean_fileid_135_doa123_sep10_spk2.wav,text_fileid_135_doa123_sep10_spk2.txt,30,15.93775,0,-4.96845006942749,-0.8110430836677551,4.157406985759735,-4.997711658477783,-0.8807193040847778,4.116992354393005,1.086394190788269,1.2152819633483887,0.12888777256011963,1.2857142857142858,36,28,0.28415470200002346,1.7539668616666404,0.44774541800006773,2.4858669816667316,,IMPROVEMENT COMPANIES WINE COMPANIES MILLS AND FACTORIES MOST FAILED AND FOREIGNERS FELL HEIR IT IS A BEAUTIFUL LAND THIS DOUGHERTY WEST OF THE FLINT THE FORESTS ARE WONDERFUL,"The old man in the table was up in a moment, a simultaneously wild, commotion, bubbling, heat, and wild battle. The crowd immediately outside the room, in a beautiful, and advanced romance, directly opposite the front of the platform."
