fileid,chunk_index,mic_file,duration_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,chunk_hypothesis,ipdnet2_sec,dsenet_sec,whisper_sec,total_sec,ipdnet2_rtf,dsenet_rtf,whisper_rtf,total_rtf,under_realtime
3,3,mic_fileid_3_doa39_3spk_3.wav,4.0,3,"39,108,186",0,39,0.04206725301154194,enhanced_fileid_3_chunk3_pred39_idx0_loudest.wav,39,0.0,"series, one held by Dr. Louis R. Wolberg.",0.23828171200011639,0.9115992640001878,0.23797070099999473,1.3878516770002989,0.059570428000029096,0.22789981600004694,0.05949267524999868,0.3469629192500747,1
3,4,mic_fileid_3_doa39_3spk_4.wav,4.0,3,"37,98,115",0,37,0.03022730833004678,enhanced_fileid_3_chunk4_pred37_idx0_loudest.wav,39,2.0,a Psychoanalyst.,0.09181809100005012,0.7359374850000222,0.10879858499993134,0.9365541610000037,0.02295452275001253,0.18398437125000555,0.027199646249982834,0.23413854025000091,1
4,1,mic_fileid_4_doa26_3spk_1.wav,4.0,3,"25,45,82",0,25,0.08104796762000484,enhanced_fileid_4_chunk1_pred25_idx0_loudest.wav,26,1.0,"The publication, if made at all, should be affected as soon as possible.",0.09539395499996317,0.7435610710001583,0.18476715399992827,1.0237221800000498,0.023848488749990793,0.18589026775003958,0.04619178849998207,0.25593054500001244,1
4,2,mic_fileid_4_doa26_3spk_2.wav,4.0,3,"20,26,49",1,26,0.057309654468203144,enhanced_fileid_4_chunk2_pred26_idx1_loudest.wav,26,0.0,possible after my death. My father died at the,0.09914538499992886,0.7391289940003389,0.2332143989999622,1.07148877800023,0.024786346249982216,0.18478224850008473,0.05830359974999055,0.2678721945000575,1
4,3,mic_fileid_4_doa26_3spk_3.wav,4.0,3,"27,31,51",1,31,0.04398102712654261,enhanced_fileid_4_chunk3_pred31_idx1_loudest.wav,26,5.0,"6th of December, 1882.",0.09167840400004934,0.7440533070000583,0.1582675399999971,0.9939992510001048,0.022919601000012335,0.18601332675001458,0.039566884999999274,0.2484998127500262,1
4,4,mic_fileid_4_doa26_3spk_4.wav,4.0,3,"23,27,33",1,27,0.03556294187414898,enhanced_fileid_4_chunk4_pred27_idx1_loudest.wav,26,1.0,it will be seen therefore.,0.09103919400013183,0.7366054200001599,0.12403899000014462,0.9516836040004364,0.022759798500032957,0.18415135500003998,0.031009747500036156,0.2379209010001091,1
5,1,mic_fileid_5_doa60_3spk_1.wav,4.0,3,"50,101,349",1,101,0.027992074516375445,enhanced_fileid_5_chunk1_pred101_idx1_loudest.wav,338,123.0,"In office, we had two weeks vacation. It was about this...",0.07734426999991229,0.7439174739999999,0.23077544299985675,1.052037186999769,0.01933606749997807,0.18597936849999996,0.05769386074996419,0.2630092967499422,1
5,2,mic_fileid_5_doa60_3spk_2.wav,4.0,3,"50,78,340",2,340,0.06189845855301535,enhanced_fileid_5_chunk2_pred340_idx2_loudest.wav,338,2.0,"expert as master is, one mustn't let himself open to.",0.08717598100020041,0.7489050130002397,0.282205987999987,1.118286982000427,0.021793995250050102,0.18722625325005993,0.07055149699999674,0.27957174550010677,1
5,3,mic_fileid_5_doa60_3spk_3.wav,4.0,3,"51,85,339",2,339,0.06079205690100822,enhanced_fileid_5_chunk3_pred339_idx2_loudest.wav,338,1.0,Kasei didn't have time to complete the compliment. And then Mets of the Ch-,0.10878208499980246,0.744036490000326,0.2233359100000598,1.0761544850001883,0.027195521249950616,0.1860091225000815,0.05583397750001495,0.26903862125004707,1
5,4,mic_fileid_5_doa60_3spk_4.wav,4.0,3,"9,53,336",2,336,0.04283878496121701,enhanced_fileid_5_chunk4_pred336_idx2_loudest.wav,338,2.0,The general silence of voice came audible.,0.0756963960000121,0.7451543310000943,0.1171202150001136,0.93797094200022,0.018924099000003025,0.18628858275002358,0.0292800537500284,0.234492735500055,1
6,1,mic_fileid_6_doa30_3spk_1.wav,4.0,3,"25,86,139",2,139,0.06482638629024934,enhanced_fileid_6_chunk1_pred139_idx2_loudest.wav,140,1.0,He wore a blouse and under his blouse a whole black coat.,0.08221098099988922,0.7369382609997501,0.2083422299999711,1.0274914719996104,0.020552745249972304,0.18423456524993753,0.052085557499992774,0.2568728679999026,1
6,2,mic_fileid_6_doa30_3spk_2.wav,4.0,3,"21,81,136",2,136,0.05312104683352273,enhanced_fileid_6_chunk2_pred136_idx2_loudest.wav,140,4.0,He made pretensions to literature and to materialism.,0.08778684499998235,0.7374495809999644,0.21235598299995218,1.037592408999899,0.021946711249995587,0.1843623952499911,0.053088995749988044,0.2593981022499747,1
6,3,mic_fileid_6_doa30_3spk_3.wav,4.0,3,"35,76,140",2,140,0.05796166042062903,enhanced_fileid_6_chunk3_pred140_idx2_loudest.wav,140,0.0,There were certain names which he often pronounced to support whatever things he might...,0.09689097299997229,0.7484211449998384,0.24701709100008884,1.0923292089998995,0.024222743249993073,0.1871052862499596,0.06175427275002221,0.2730823022499749,1
6,4,mic_fileid_6_doa30_3spk_4.wav,4.0,3,"33,96,136",2,136,0.030458716794867686,enhanced_fileid_6_chunk4_pred136_idx2_loudest.wav,140,4.0,Be Soon! Volятиpe!,0.08121786800006703,0.7515121989999898,0.866837022000027,1.6995670890000838,0.020304467000016757,0.18787804974999744,0.21670925550000675,0.42489177225002095,1
7,1,mic_fileid_7_doa57_3spk_1.wav,4.0,3,"55,99,204",0,55,0.05435523350351964,enhanced_fileid_7_chunk1_pred55_idx0_loudest.wav,57,2.0,Those bullet holes in the back of the cart were fired from above and,0.10354070900007173,0.7446724070000528,0.23065858700010722,1.0788717030002317,0.025885177250017932,0.1861681017500132,0.057664646750026805,0.26971792575005793,1
7,2,mic_fileid_7_doa57_3spk_2.wav,4.0,3,"55,115,210",0,55,0.04722852875116411,enhanced_fileid_7_chunk2_pred55_idx0_loudest.wav,57,2.0,"behind the machine. They slammed it down, but not sideways.",0.08552551299999323,0.7397994700002073,0.1808085929999379,1.0061335760001384,0.021381378249998306,0.18494986750005182,0.045202148249984475,0.2515333940000346,1
7,3,mic_fileid_7_doa57_3spk_3.wav,4.0,3,"15,115,197",1,115,0.02008153485218381,enhanced_fileid_7_chunk3_pred115_idx1_loudest.wav,57,58.0,,0.07572632000005797,0.736163832000102,0.1356787230001828,0.9475688750003428,0.018931580000014492,0.1840409580000255,0.0339196807500457,0.2368922187500857,1
8,1,mic_fileid_8_doa80_3spk_1.wav,4.0,3,"74,98,346",0,74,0.03220831623612564,enhanced_fileid_8_chunk1_pred74_idx0_loudest.wav,333,101.0,dying hope it might have no savings,0.08254909800007226,0.750460774999965,0.9136607810000896,1.7466706540001269,0.020637274500018066,0.18761519374999125,0.2284151952500224,0.4366676635000317,1
8,2,mic_fileid_8_doa80_3spk_2.wav,4.0,3,"76,208,349",0,76,0.025333837522773465,enhanced_fileid_8_chunk2_pred76_idx0_loudest.wav,333,103.0,I see there's no great depth at the great backs.,0.09604681099995105,0.7467595640000582,0.39729618700016545,1.2401025620001747,0.024011702749987762,0.18668989100001454,0.09932404675004136,0.31002564050004366,1
8,3,mic_fileid_8_doa80_3spk_3.wav,4.0,3,"75,93,343",0,75,0.031976746282467626,enhanced_fileid_8_chunk3_pred75_idx0_loudest.wav,333,102.0,A few hundred thousand at this.,0.09521267100012665,0.7513586669999768,0.163357274999953,1.0099286130000564,0.023803167750031662,0.1878396667499942,0.04083931874998825,0.2524821532500141,1
8,4,mic_fileid_8_doa80_3spk_4.wav,4.0,3,"3,80,328",2,328,0.06654065680066489,enhanced_fileid_8_chunk4_pred328_idx2_loudest.wav,333,5.0,"There are blights to keep the middle of the river, and there is the shadow of a fog rising.",0.08551973099997667,0.7463376150001295,0.3013968510001632,1.1332541970002694,0.021379932749994168,0.18658440375003238,0.0753492127500408,0.28331354925006735,1
8,5,mic_fileid_8_doa80_3spk_5.wav,4.0,3,"25,81,192",2,192,0.00024244848095135625,enhanced_fileid_8_chunk5_pred192_idx2_loudest.wav,333,141.0,Thank you.,0.07114321700009896,0.7311473880001813,0.09845225499998378,0.900742860000264,0.01778580425002474,0.18278684700004533,0.024613063749995945,0.225185715000066,1
9,1,mic_fileid_9_doa85_3spk_1.wav,4.0,3,"83,229,316",2,316,0.04912145244361461,enhanced_fileid_9_chunk1_pred316_idx2_loudest.wav,314,2.0,The test gentleman submitted. Why did you invite yourself?,0.09410662600021169,0.7410565829995903,0.17771754199998213,1.0128807509997841,0.023526656500052923,0.18526414574989758,0.04442938549999553,0.25322018774994604,1
9,2,mic_fileid_9_doa85_3spk_2.wav,4.0,3,"73,224,320",2,320,0.0530807416380275,enhanced_fileid_9_chunk2_pred320_idx2_loudest.wav,314,6.0,"Because if you party, not complete without the woman.",0.08383367800001906,0.7511589060002279,0.41210886399994706,1.247101448000194,0.020958419500004766,0.18778972650005699,0.10302721599998677,0.3117753620000485,1
9,3,mic_fileid_9_doa85_3spk_3.wav,4.0,3,"85,224,317",2,317,0.054488618265344756,enhanced_fileid_9_chunk3_pred317_idx2_loudest.wav,314,3.0,the strangely altered at her look. That she was the size of a,0.1243981249999706,0.7570933329998297,0.20192006799993578,1.0834115259997361,0.03109953124999265,0.18927333324995743,0.050480016999983945,0.27085288149993403,1
9,4,mic_fileid_9_doa85_3spk_4.wav,4.0,3,"83,230,337",0,83,0.01832078393295361,enhanced_fileid_9_chunk4_pred83_idx0_loudest.wav,314,129.0,"Of course not, this has to be quickly.",0.12007791600012752,0.7665938959999039,0.20623625500002163,1.092908067000053,0.03001947900003188,0.19164847399997598,0.05155906375000541,0.27322701675001326,1
10,1,mic_fileid_10_doa3_3spk_1.wav,4.0,3,"7,115,169",0,7,0.05754328531448666,enhanced_fileid_10_chunk1_pred7_idx0_loudest.wav,3,4.0,Here he saw clients when Mr. Carlisle was out or engaged in...,0.08316321100005553,0.7494537309999032,0.3158822400000645,1.1484991820000232,0.02079080275001388,0.1873634327499758,0.07897056000001612,0.2871247955000058,1
10,2,mic_fileid_10_doa3_3spk_2.wav,4.0,3,"7,114,155",0,7,0.05045837909871395,enhanced_fileid_10_chunk2_pred7_idx0_loudest.wav,3,4.0,"Here he issued private orders. Hello, window. Not large.",0.11455911399980323,0.7624638809998032,0.24670871500006797,1.1237317099996744,0.028639778499950808,0.1906159702499508,0.06167717875001699,0.2809329274999186,1
10,3,mic_fileid_10_doa3_3spk_3.wav,4.0,3,"8,116,154",0,8,0.055462546021217314,enhanced_fileid_10_chunk3_pred8_idx0_loudest.wav,3,5.0,"I'm sorry, I didn't mean to do that. I paid a glass. Look out from the clerk's office. They call it old...",0.1296495250001044,0.7640931749999709,0.4570469120001235,1.3507896120001988,0.0324123812500261,0.19102329374999272,0.11426172800003087,0.3376974030000497,1
10,4,mic_fileid_10_doa3_3spk_4.wav,4.0,3,"7,83,114",0,7,0.04067241680803291,enhanced_fileid_10_chunk4_pred7_idx0_loudest.wav,3,4.0,those people and wish it anywhere else.,0.07997250200014605,0.7598963679999997,0.15473997399999462,0.9946088440001404,0.019993125500036513,0.18997409199999993,0.038684993499998654,0.2486522110000351,1
11,1,mic_fileid_11_doa93_3spk_1.wav,4.0,3,"85,95,200",1,95,0.05299662893270259,enhanced_fileid_11_chunk1_pred95_idx1_loudest.wav,264,169.0,"Rapid motion through space, you'll influence. So does no derived.",0.10263759700001174,0.7503765960000237,0.2732893770000828,1.1263035700001183,0.025659399250002934,0.18759414900000593,0.0683223442500207,0.28157589250002957,1
11,2,mic_fileid_11_doa93_3spk_2.wav,4.0,3,"28,88,202",2,202,0.036294670702419256,enhanced_fileid_11_chunk2_pred202_idx2_loudest.wav,264,62.0,freezing out all the 비 captive way after the,0.124302021999938,0.7525357530003021,1.000640317000034,1.877478092000274,0.0310755054999845,0.18813393825007552,0.2501600792500085,0.4693695230000685,1
11,3,mic_fileid_11_doa93_3spk_3.wav,4.0,3,"19,89,201",1,89,0.041989546036205826,enhanced_fileid_11_chunk3_pred89_idx1_loudest.wav,264,175.0,He had been seeking by bidding on his friends that day.,0.11668675700002495,0.7595035459999053,0.17242128700013382,1.048611590000064,0.02917168925000624,0.18987588649997633,0.043105321750033454,0.262152897500016,1
11,4,mic_fileid_11_doa93_3spk_4.wav,4.0,3,"20,92,95",1,92,0.015335338850347175,enhanced_fileid_11_chunk4_pred92_idx1_loudest.wav,264,172.0,accompanying at least 100 nipples.,0.07645180600002277,0.7446349990000272,0.18169920800005457,1.0027860130001045,0.019112951500005693,0.1861587497500068,0.04542480200001364,0.2506965032500261,1
12,1,mic_fileid_12_doa38_3spk_1.wav,4.0,3,"37,103,228",0,37,0.05896489153706549,enhanced_fileid_12_chunk1_pred37_idx0_loudest.wav,38,1.0,of any other matter which might have been preyed upon our husbands.,0.07808819100000619,0.7477512130001287,0.2744954820000203,1.1003348860001552,0.019522047750001548,0.18693780325003218,0.06862387050000507,0.2750837215000388,1
12,2,mic_fileid_12_doa38_3spk_2.wav,4.0,3,"37,101,229",0,37,0.05561347973048762,enhanced_fileid_12_chunk2_pred37_idx0_loudest.wav,38,1.0,like recently.,0.0859835359999579,0.754925478999894,0.09213918999989801,0.9330482049997499,0.021495883999989474,0.1887313697499735,0.023034797499974502,0.23326205124993749,1
12,3,mic_fileid_12_doa38_3spk_3.wav,4.0,3,"37,92,230",0,37,0.06245356312703108,enhanced_fileid_12_chunk3_pred37_idx0_loudest.wav,38,1.0,What if the coroner intimated that her ordeal,0.10574053100003766,0.7504517879999639,0.26223582800002987,1.1184281470000315,0.026435132750009416,0.18761294699999098,0.06555895700000747,0.27960703675000786,1
12,4,mic_fileid_12_doa38_3spk_4.wav,4.0,3,"38,104,234",0,38,0.05070840867919242,enhanced_fileid_12_chunk4_pred38_idx0_loudest.wav,38,0.0,"was at an end, and the veiled lady made her way to the door.",0.09223566299988306,0.7444578999998157,0.2856469029998152,1.122340465999514,0.023058915749970765,0.18611447499995393,0.0714117257499538,0.2805851164998785,1
12,5,mic_fileid_12_doa38_3spk_5.wav,4.0,3,"3,37,179",0,3,2.679559174555062e-05,enhanced_fileid_12_chunk5_pred3_idx0_loudest.wav,38,35.0,Thank you.,0.08253292399990642,0.755597754000064,0.0833808989998488,0.9215115769998192,0.020633230999976604,0.188899438500016,0.0208452247499622,0.2303778942499548,1
13,1,mic_fileid_13_doa5_3spk_1.wav,4.0,3,"1,26,77",0,1,0.04366966814229414,enhanced_fileid_13_chunk1_pred1_idx0_loudest.wav,5,4.0,"No matter how difficult, you must succeed in it or die.",0.09517159999995783,0.7419696249999106,0.2021293540001352,1.0392705790000036,0.02379289999998946,0.18549240624997765,0.0505323385000338,0.2598176447500009,1
13,2,mic_fileid_13_doa5_3spk_2.wav,4.0,3,"9,197,321",0,9,0.03713309531646011,enhanced_fileid_13_chunk2_pred9_idx0_loudest.wav,5,4.0,"They did not think long, but reply",0.08486622299983537,0.7475396229997386,0.12682653799993204,0.959232383999506,0.021216555749958843,0.18688490574993466,0.03170663449998301,0.2398080959998765,1
13,3,mic_fileid_13_doa5_3spk_3.wav,4.0,3,"4,22,187",0,4,0.05205037225381957,enhanced_fileid_13_chunk3_pred4_idx0_loudest.wav,5,1.0,"Let you build your majesty in one day, a warm",0.07045617899984791,0.7492806440002369,0.213269364000098,1.0330061870001828,0.017614044749961977,0.18732016100005922,0.0533173410000245,0.2582515467500457,1
13,4,mic_fileid_13_doa5_3spk_4.wav,4.0,3,"29,69,359",2,359,0.049011783757900065,enhanced_fileid_13_chunk4_pred359_idx2_loudest.wav,5,6.0,"beautiful palace at this. And if you failed, you'll miss it.",0.10160934900000029,0.7531848250000621,0.18088867299979938,1.0356828469998618,0.025402337250000073,0.18829620625001553,0.045222168249949846,0.25892071174996545,1
13,5,mic_fileid_13_doa5_3spk_5.wav,4.0,3,"1,23,80",2,80,0.00031225856294823885,enhanced_fileid_13_chunk5_pred80_idx2_loudest.wav,5,75.0,,0.08371099600003618,0.7478331040003923,0.09582365500000378,0.9273677550004322,0.020927749000009044,0.18695827600009807,0.023955913750000946,0.23184193875010806,1
14,1,mic_fileid_14_doa181_3spk_1.wav,4.0,3,"10,182,336",1,182,0.07560651828705765,enhanced_fileid_14_chunk1_pred182_idx1_loudest.wav,181,1.0,This was a curious consolation. Let's go spend hours together some-,0.09262265899997146,0.7462990320000245,0.2719822909998584,1.1109039819998543,0.023155664749992866,0.1865747580000061,0.0679955727499646,0.2777259954999636,1
14,2,mic_fileid_14_doa181_3spk_2.wav,4.0,3,"73,184,332",1,184,0.0713053587507466,enhanced_fileid_14_chunk2_pred184_idx1_loudest.wav,181,3.0,"the tiny parlor, stumbling over perliteable difficulties and now",0.08303206300001875,0.753143524999814,0.24397954000005484,1.0801551279998876,0.020758015750004688,0.1882858812499535,0.06099488500001371,0.2700387819999719,1
14,3,mic_fileid_14_doa181_3spk_3.wav,4.0,3,"1,59,180",2,180,0.06986741772503019,enhanced_fileid_14_chunk3_pred180_idx2_loudest.wav,181,1.0,and then wandering through and from conversationally from Priscilla to,0.10786365199987813,0.7521205849998296,0.19732671299993854,1.0573109499996463,0.026965912999969532,0.1880301462499574,0.049331678249984634,0.26432773749991156,1
14,4,mic_fileid_14_doa181_3spk_4.wav,4.0,3,"15,184,330",1,184,0.060128417247965804,enhanced_fileid_14_chunk4_pred184_idx1_loudest.wav,181,3.0,the out to non stitch and from the out to non stitch to Dennis.,0.11834077599996817,0.7595709509998869,0.22826805899990177,1.1061797859997569,0.029585193999992043,0.18989273774997173,0.05706701474997544,0.2765449464999392,1
14,5,mic_fileid_14_doa181_3spk_5.wav,4.0,3,"5,20,189",1,20,0.0016640512730874612,enhanced_fileid_14_chunk5_pred20_idx1_loudest.wav,181,161.0,,0.09066812300011406,0.7455638449998787,0.08986535000008189,0.9260973180000747,0.022667030750028516,0.18639096124996968,0.022466337500020472,0.23152432950001867,1
15,1,mic_fileid_15_doa78_3spk_1.wav,4.0,3,"25,114,317",2,317,0.014764560190556088,enhanced_fileid_15_chunk1_pred317_idx2_loudest.wav,266,51.0,"Besides, like you and Peter escaped. Thanks, Fred. Thanks. Thanks. Thanks. Thanks.",0.09459033100006309,0.7452280949996748,0.7724376709998069,1.6122560969995448,0.023647582750015772,0.1863070237499187,0.19310941774995172,0.4030640242498862,1
15,2,mic_fileid_15_doa78_3spk_2.wav,4.0,3,"24,84,319",1,84,0.017077891455538476,enhanced_fileid_15_chunk2_pred84_idx1_loudest.wav,266,178.0,,0.0939141449998715,0.7608499109999229,0.10441952400014998,0.9591835799999444,0.023478536249967874,0.19021247774998074,0.026104881000037494,0.2397958949999861,1
15,3,mic_fileid_15_doa78_3spk_3.wav,4.0,3,"20,76,302",1,76,0.04563000422811025,enhanced_fileid_15_chunk3_pred76_idx1_loudest.wav,266,170.0,What was the most horrible experience of all time?,0.08628692199999932,0.7473878189996412,0.19336534600006416,1.0270400869997047,0.02157173049999983,0.1868469547499103,0.04834133650001604,0.2567600217499262,1
15,4,mic_fileid_15_doa78_3spk_4.wav,4.0,3,"35,67,81",2,81,0.022915177415834747,enhanced_fileid_15_chunk4_pred81_idx2_loudest.wav,266,175.0,ம bloom.,0.07948181899996598,0.7543942990000687,0.473011630999963,1.3068877489999977,0.019870454749991495,0.18859857475001718,0.11825290774999075,0.32672193724999943,1
16,1,mic_fileid_16_doa36_3spk_1.wav,4.0,3,"33,160,322",0,33,0.04446669820281853,enhanced_fileid_16_chunk1_pred33_idx0_loudest.wav,36,3.0,a few months after the marriage.,0.08755182899994907,0.769136645999879,0.14384724100000312,1.0005357159998312,0.021887957249987267,0.19228416149996974,0.03596181025000078,0.2501339289999578,1
16,2,mic_fileid_16_doa36_3spk_2.wav,4.0,3,"27,157,317",1,157,0.04562749983082934,enhanced_fileid_16_chunk2_pred157_idx1_loudest.wav,36,121.0,possibly the datling of the elves,0.09992961700004344,0.7585951189998923,0.14631828899996435,1.0048430249999,0.02498240425001086,0.18964877974997307,0.03657957224999109,0.251210756249975,1
16,3,mic_fileid_16_doa36_3spk_3.wav,4.0,3,"31,178,317",0,31,0.03536584775933579,enhanced_fileid_16_chunk3_pred31_idx0_loudest.wav,36,5.0,exercise for the metascore was met on the darsen at Bighton.,0.11969833300008759,0.7564945680001074,0.20863689800012253,1.0848297990003175,0.029924583250021897,0.18912364200002685,0.05215922450003063,0.2712074497500794,1
16,4,mic_fileid_16_doa36_3spk_4.wav,4.0,3,"36,187,316",2,316,0.025893925402205767,enhanced_fileid_16_chunk4_pred316_idx2_loudest.wav,36,80.0,The,0.08292493900012232,0.7637048440001308,0.7728557539999201,1.6194855370001733,0.02073123475003058,0.1909262110000327,0.19321393849998003,0.4048713842500433,1
17,1,mic_fileid_17_doa99_3spk_1.wav,4.0,3,"13,88,98",2,98,0.052294280534635446,enhanced_fileid_17_chunk1_pred98_idx2_loudest.wav,99,1.0,"Wasn't she later on engaged or mad? Hope she really loved. Yes, thank you.",0.07583939300002385,0.7643779769998673,0.31001510700002655,1.1502324769999177,0.018959848250005962,0.19109449424996683,0.07750377675000664,0.2875581192499794,1
17,2,mic_fileid_17_doa99_3spk_2.wav,4.0,3,"97,161,172",0,97,0.05610351871625251,enhanced_fileid_17_chunk2_pred97_idx0_loudest.wav,99,2.0,And every one of the times she kept up her old layers up.,0.10054208299993661,0.7587917689997994,0.25287602999992487,1.1122098819996609,0.025135520749984153,0.18969794224994985,0.06321900749998122,0.2780524704999152,1
17,3,mic_fileid_17_doa99_3spk_3.wav,4.0,3,"16,95,164",1,95,0.051759340345947376,enhanced_fileid_17_chunk3_pred95_idx1_loudest.wav,99,4.0,I wanted to show that a woman can love into a lake. A man only in wet.,0.09903373099996315,0.7634914619998199,0.24816304899991337,1.1106882419996964,0.02475843274999079,0.19087286549995497,0.06204076224997834,0.2776720604999241,1
