fileid,chunk_index,mic_file,duration_sec,audio_start_sec,audio_end_sec,predicted_doa_count,predicted_doas,selected_enhanced_index,selected_doa,selected_rms,selected_enhanced_file,gt_dominant_spk1_doa,selected_doa_error_deg,ipdnet_sec,dsenet_sec,frontend_compute_sec,frontend_compute_rtf,frontend_compute_margin_sec,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,chunk_total_wall_sec,ipdnet_rtf,dsenet_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
2,3,mic_fileid_2_doa36_3spk_3.wav,4.0,40.0,44.0,1,36,0,36,0.08790069775278084,enhanced_fileid_2_chunk3_gt36_pred36_idx0.wav,36,0.0,0.0,0.22157495499959623,0.22157495499959623,0.05539373874989906,3.7784250450004038,3.766573019000134,4.0,44.0,44.000135014999614,0.0001350149996142136,0.5,1,1.0000030685227186,3.9881479739997303,0.0,0.05539373874989906,0.9416432547500335,2,and while her hands mechanically found and did the recustom labor.,2,and did the recustom labor. The thoughts that rose in her head always centered,"ous, although hardworking, and while her hands mechanically found",40.54,44.339999999999996
2,4,mic_fileid_2_doa36_3spk_4.wav,4.0,44.0,48.0,1,36,0,36,0.07937965245481435,enhanced_fileid_2_chunk4_gt36_pred36_idx0.wav,36,0.0,0.0,0.2240006779993564,0.2240006779993564,0.0560001694998391,3.7759993220006436,3.7640799029995833,4.0,48.0,48.00009826399946,9.826399946177844e-05,0.5,1,1.0000020471666555,3.9880805809989397,0.0,0.0560001694998391,0.9410199757498958,2,The thoughts that rose in her head always centered on Charlie Kinraid,2,"on Charlie Kinraid . His ways, his words",and did the recustom labor. The thoughts that rose in her head always centered,44.62,47.879999999999995
2,5,mic_fileid_2_doa36_3spk_5.wav,4.0,48.0,52.0,1,36,0,36,0.022811240507094162,enhanced_fileid_2_chunk5_gt36_pred36_idx0.wav,36,0.0,0.0,0.22176373900038016,0.22176373900038016,0.05544093475009504,3.77823626099962,3.7651898829990387,4.0,52.0,52.00013683799989,0.00013683799988939427,0.5,1,1.000002631499998,3.986953621999419,0.0,0.05544093475009504,0.9412974707497597,2,". His ways, his words .",1,.,"on Charlie Kinraid . His ways, his words",48.64,48.641
3,1,mic_fileid_3_doa39_3spk_1.wav,4.0,52.0,56.0,1,39,0,39,0.047726741951825954,enhanced_fileid_3_chunk1_gt39_pred39_idx0.wav,39,0.0,0.0,0.22989813200001663,0.22989813200001663,0.05747453300000416,3.7701018679999834,3.756573960999958,4.0,56.0,56.000104607999674,0.00010460799967404455,0.5,1,1.0000018679999942,3.986472092999975,0.0,0.05747453300000416,0.9391434902499896,2,Which takes over the usual stream of consciousness,3,Which takes over the usual stream of consciousness type of thinking. It is,,52.239999999999995,56.239999999999995
3,2,mic_fileid_3_doa39_3spk_2.wav,4.0,56.0,60.0,1,39,0,39,0.07559320458197094,enhanced_fileid_3_chunk2_gt39_pred39_idx0.wav,39,0.0,0.0,0.22000673600086884,0.22000673600086884,0.05500168400021721,3.779993263999131,3.76944321100018,4.0,60.0,60.000103428999864,0.00010342899986426346,0.5,1,1.0000017238166643,3.9894499470010487,0.0,0.05500168400021721,0.942360802750045,2,type of thinking. It is implied that the process may be atav,2,implied that the process may be atav istic. One of the newer theories,Which takes over the usual stream of consciousness type of thinking. It is,56.42,60.199999999999996
3,3,mic_fileid_3_doa39_3spk_3.wav,4.0,60.0,64.0,1,39,0,39,0.08590930346181479,enhanced_fileid_3_chunk3_gt39_pred39_idx0.wav,39,0.0,0.0,0.2199784839995118,0.2199784839995118,0.05499462099987795,3.780021516000488,3.7683959620007954,4.0,64.0,64.0001222030005,0.00012220300050103106,0.5,1,1.0000019094218828,3.988374446000307,0.0,0.05499462099987795,0.9420989905001989,2,"istic. One of the newer theories , one held by Dr.",2,", one held by Dr. Louis R. Wolberg, a psycho",implied that the process may be atav istic. One of the newer theories,60.82,64.26
3,4,mic_fileid_3_doa39_3spk_4.wav,4.0,64.0,68.0,1,39,0,39,0.05181111415562943,enhanced_fileid_3_chunk4_gt39_pred39_idx0.wav,39,0.0,0.0,0.22016493800038006,0.22016493800038006,0.055041234500095015,3.77983506199962,3.768492138999136,4.0,68.0,68.0001245099993,0.00012450999929569662,0.5,1,1.0000018310294014,3.988657076999516,0.0,0.055041234500095015,0.942123034749784,2,"Louis R. Wolberg, a psycho analyst.",1,analyst.,", one held by Dr. Louis R. Wolberg, a psycho",64.53999999999999,65.4
4,1,mic_fileid_4_doa26_3spk_1.wav,4.0,68.0,72.0,1,26,0,26,0.12915703900107584,enhanced_fileid_4_chunk1_gt26_pred26_idx0.wav,26,0.0,0.0,0.22115099700022256,0.22115099700022256,0.05528774925005564,3.7788490029997774,3.7686185679995106,4.0,72.0,72.00011525700029,0.00011525700028869323,0.5,1,1.0000016007916708,3.989769564999733,0.0,0.05528774925005564,0.9421546419998776,1,"The publication, if made at",2,"The publication, if made at all, should be affected as soon as",,68.60000000000001,72.08000000000001
4,2,mic_fileid_4_doa26_3spk_2.wav,4.0,72.0,76.0,1,26,0,26,0.07859421274037845,enhanced_fileid_4_chunk2_gt26_pred26_idx0.wav,26,0.0,0.0,0.22067559899915068,0.22067559899915068,0.05516889974978767,3.7793244010008493,3.7656706269990536,4.0,76.0,76.00007940700016,7.940700015751645e-05,0.5,1,1.0000010448289494,3.9863462259982043,0.0,0.05516889974978767,0.9414176567497634,2,"all, should be affected as soon as possible after my death.",2,possible after my death. My father died on the 6th,"The publication, if made at all, should be affected as soon as",72.38000000000001,76.32000000000001
4,3,mic_fileid_4_doa26_3spk_3.wav,4.0,76.0,80.0,1,26,0,26,0.06367599460326359,enhanced_fileid_4_chunk3_gt26_pred26_idx0.wav,26,0.0,0.0,0.21870830000079877,0.21870830000079877,0.05467707500019969,3.7812916999992012,3.7701887210005225,4.0,80.0,80.00011738499961,0.00011738499961211346,0.5,1,1.000001467312495,3.9888970210013213,0.0,0.05467707500019969,0.9425471802501306,2,"My father died on the 6th of December, 1882",2,"of December, 1882 . It will be",possible after my death. My father died on the 6th,76.48,80.30000000000001
4,4,mic_fileid_4_doa26_3spk_4.wav,4.0,80.0,84.0,1,26,0,26,0.07073196721690275,enhanced_fileid_4_chunk4_gt26_pred26_idx0.wav,26,0.0,0.0,0.21933392800019647,0.21933392800019647,0.054833482000049116,3.7806660719998035,3.7705187860010483,4.0,84.0,84.00010270100029,0.00010270100028719753,0.5,1,1.0000012226309558,3.9898527140012447,0.0,0.054833482000049116,0.9426296965002621,2,. It will be seen therefore.,1,seen therefore.,"of December, 1882 . It will be",80.62,81.22
5,1,mic_fileid_5_doa60_3spk_1.wav,4.0,84.0,88.0,1,338,0,338,0.083943204066133,enhanced_fileid_5_chunk1_gt338_pred338_idx0.wav,338,0.0,0.0,0.21831883100094274,0.21831883100094274,0.054579707750235684,3.7816811689990573,3.771647003999533,4.0,88.0,88.00010386800022,0.00010386800022388343,0.5,1,1.0000011803181843,3.9899658350004756,0.0,0.054579707750235684,0.9429117509998832,2,How true.,3,How true. When one has the honor of being an expert,,84.02000000000001,88.2
5,2,mic_fileid_5_doa60_3spk_2.wav,4.0,88.0,92.0,1,338,0,338,0.06289954438381665,enhanced_fileid_5_chunk2_gt338_pred338_idx0.wav,338,0.0,0.0,0.21202483100023528,0.21202483100023528,0.05300620775005882,3.7879751689997647,3.77791608500047,4.0,92.0,92.00014688599913,0.0001468859991291538,0.5,1,1.000001596586947,3.9899409160007053,0.0,0.05300620775005882,0.9444790212501175,2,"When one has the honor of being an expert as master is, one mustn't let",2,"as master is, one mustn't let himself open to ""Kansei",How true. When one has the honor of being an expert,88.52000000000001,92.32000000000001
5,3,mic_fileid_5_doa60_3spk_3.wav,4.0,92.0,96.0,1,338,0,338,0.07275293995371106,enhanced_fileid_5_chunk3_gt338_pred338_idx0.wav,338,0.0,0.0,0.20553418999952555,0.20553418999952555,0.05138354749988139,3.7944658100004744,3.7828685139993468,4.0,96.0,96.0001078109999,0.00010781099990708753,0.5,1,1.000001123031249,3.9884027039988723,0.0,0.05138354749988139,0.9457171284998367,2,"himself open to ""Kansei didn't have time to complete the compliment",2,"didn't have time to complete the compliment , and the midst of the general silence","as master is, one mustn't let himself open to ""Kansei",92.54,96.28
5,4,mic_fileid_5_doa60_3spk_4.wav,4.0,96.0,100.0,1,338,0,338,0.04361761002597149,enhanced_fileid_5_chunk4_gt338_pred338_idx0.wav,338,0.0,0.0,0.21762843000033172,0.21762843000033172,0.05440710750008293,3.7823715699996683,3.7711843379984202,4.0,100.0,100.00010355799895,0.00010355799895478413,0.5,1,1.0000010355799895,3.988812767998752,0.0,0.05440710750008293,0.9427960844996051,2,", and the midst of the general silence of voice became audible",1,of voice became audible,"didn't have time to complete the compliment , and the midst of the general silence",96.78,97.64
6,1,mic_fileid_6_doa30_3spk_1.wav,4.0,100.0,104.0,1,140,0,140,0.10587050500767305,enhanced_fileid_6_chunk1_gt140_pred140_idx0.wav,140,0.0,0.0,0.2191301940001722,0.2191301940001722,0.05478254850004305,3.780869805999828,3.770394679000674,4.0,104.0,104.000124143,0.0001241429999936372,0.5,1,1.0000011936826922,3.989524873000846,0.0,0.05478254850004305,0.9425986697501685,1,He wore a blouse and under his bl,2,He wore a blouse and under his bl ouse an old black coat,,100.48,103.48
6,2,mic_fileid_6_doa30_3spk_2.wav,4.0,104.0,108.0,1,140,0,140,0.10138296234929044,enhanced_fileid_6_chunk2_gt140_pred140_idx0.wav,140,0.0,0.0,0.2199649820013292,0.2199649820013292,0.0549912455003323,3.780035017998671,3.7672559970014845,4.0,108.0,108.0001090679998,0.00010906799980148207,0.5,1,1.000001009888887,3.9872209790028137,0.0,0.0549912455003323,0.9418139992503711,2,ouse an old black coat . He made pretensions to literature,2,. He made pretensions to literature and to materialism. There were,He wore a blouse and under his bl ouse an old black coat,104.08000000000001,108.34
6,3,mic_fileid_6_doa30_3spk_3.wav,4.0,108.0,112.0,1,140,0,140,0.11461897670819292,enhanced_fileid_6_chunk3_gt140_pred140_idx0.wav,140,0.0,0.0,0.21893695800099522,0.21893695800099522,0.054734239500248805,3.781063041999005,3.7690296130003844,4.0,112.0,112.00011801599976,0.0001180159997602459,0.5,1,1.0000010537142836,3.9879665710013796,0.0,0.054734239500248805,0.9422574032500961,2,and to materialism. There were certain names which he often pronounced,2,certain names which he often pronounced to support whatever things he might be saying,. He made pretensions to literature and to materialism. There were,108.54,112.30000000000001
6,4,mic_fileid_6_doa30_3spk_4.wav,4.0,112.0,116.0,1,140,0,140,0.057106997504950234,enhanced_fileid_6_chunk4_gt140_pred140_idx0.wav,140,0.0,0.0,0.21998636100033764,0.21998636100033764,0.05499659025008441,3.7800136389996624,3.7679655179999827,4.0,116.0,116.0001156569997,0.00011565699969651178,0.5,1,1.0000009970431007,3.9879518790003203,0.0,0.05499659025008441,0.9419913794999957,2,to support whatever things he might be saying . Voltaire.,1,. Voltaire.,certain names which he often pronounced to support whatever things he might be saying,113.14,114.04
7,1,mic_fileid_7_doa57_3spk_1.wav,4.0,116.0,120.0,1,57,0,57,0.10317540196087141,enhanced_fileid_7_chunk1_gt57_pred57_idx0.wav,57,0.0,0.0,0.2161615149998397,0.2161615149998397,0.05404037874995993,3.7838384850001603,3.772840839001219,4.0,120.0,120.00012496700037,0.00012496700037445407,0.5,1,1.0000010413916698,3.989002354001059,0.0,0.05404037874995993,0.9432102097503048,2,Those bullet holes in the back of the car were,3,Those bullet holes in the back of the car were fired from above and behind,,116.30000000000001,119.94000000000001
7,2,mic_fileid_7_doa57_3spk_2.wav,4.0,120.0,124.0,1,57,0,57,0.08191243757831525,enhanced_fileid_7_chunk2_gt57_pred57_idx0.wav,57,0.0,0.0,0.21251923800082295,0.21251923800082295,0.05312980950020574,3.787480761999177,3.776506699001402,4.0,124.0,124.00011001799976,0.00011001799975929316,0.5,1,1.0000008872419335,3.989025937002225,0.0,0.05312980950020574,0.9441266747503505,2,fired from above and behind the machine. They slanted down,2,"the machine. They slanted down , but not sideways.",Those bullet holes in the back of the car were fired from above and behind,120.42,123.9
7,3,mic_fileid_7_doa57_3spk_3.wav,4.0,124.0,128.0,1,57,0,57,0.0048320097005168944,enhanced_fileid_7_chunk3_gt57_pred57_idx0.wav,57,0.0,0.0,0.2083293939995201,0.2083293939995201,0.05208234849988003,3.79167060600048,3.7817152030002035,4.0,128.0,128.00012434900054,0.00012434900054358877,0.5,1,1.0000009714765667,3.9900445969997236,0.0,0.05208234849988003,0.9454288007500509,2,", but not sideways. (upbeat music)",1,(upbeat music),"the machine. They slanted down , but not sideways.",125.24000000000001,125.26
8,1,mic_fileid_8_doa80_3spk_1.wav,4.0,128.0,132.0,1,333,0,333,0.10118539856005804,enhanced_fileid_8_chunk1_gt333_pred333_idx0.wav,333,0.0,0.0,0.2271634050011926,0.2271634050011926,0.05679085125029815,3.7728365949988074,3.7605940400007967,4.0,132.0,132.00013115299953,0.00013115299952914938,0.5,1,1.0000009935833298,3.9877574450019893,0.0,0.05679085125029815,0.9401485100001992,2,They wanted to learn the game.,3,"They wanted to learn the game. At two o'clock, the captain asked the mate",,128.38,132.36
8,2,mic_fileid_8_doa80_3spk_2.wav,4.0,132.0,136.0,1,333,0,333,0.10282639949006185,enhanced_fileid_8_chunk2_gt333_pred333_idx0.wav,333,0.0,0.0,0.21874388400101452,0.21874388400101452,0.05468597100025363,3.7812561159989855,3.7686622760011232,4.0,136.0,136.0000996359995,9.963599950424396e-05,0.5,1,1.0000007326176434,3.9874061600021378,0.0,0.05468597100025363,0.9421655690002808,2,"At two o'clock, the captain asked the mate how we were getting on.",2,"how we were getting on. ""Oh, pretty glibly,"" sir replied the","They wanted to learn the game. At two o'clock, the captain asked the mate",132.6,136.36
8,3,mic_fileid_8_doa80_3spk_3.wav,4.0,136.0,140.0,1,333,0,333,0.09983903825750763,enhanced_fileid_8_chunk3_gt333_pred333_idx0.wav,333,0.0,0.0,0.21852671200031182,0.21852671200031182,0.054631678000077954,3.781473287999688,3.7709902090009564,4.0,140.0,140.00008294799954,8.294799954455812e-05,0.5,1,1.000000592485711,3.989516921001268,0.0,0.054631678000077954,0.9427475522502391,2,"""Oh, pretty glibly,"" sir replied the mate. ""We can scarcely tell what",2,"mate. ""We can scarcely tell what headway we are making, for we are obliged","how we were getting on. ""Oh, pretty glibly,"" sir replied the",136.48000000000002,140.24
8,4,mic_fileid_8_doa80_3spk_4.wav,4.0,140.0,144.0,1,333,0,333,0.12298316943316849,enhanced_fileid_8_chunk4_gt333_pred333_idx0.wav,333,0.0,0.0,0.21985059800135787,0.21985059800135787,0.05496264950033947,3.780149401998642,3.769380412000828,4.0,144.0,144.00010230599946,0.00010230599946225993,0.5,1,1.0000007104583295,3.989231010002186,0.0,0.05496264950033947,0.942345103000207,2,"headway we are making, for we are obliged to keep the middle of the river, and there is",2,"to keep the middle of the river, and there is the shadow of a fog rising.","mate. ""We can scarcely tell what headway we are making, for we are obliged",140.6,144.06
8,5,mic_fileid_8_doa80_3spk_5.wav,4.0,144.0,148.0,1,333,0,333,0.00019288616190009071,enhanced_fileid_8_chunk5_gt333_pred333_idx0.wav,333,0.0,0.0,0.21862224899996363,0.21862224899996363,0.05465556224999091,3.7813777510000364,3.771110202998898,4.0,148.0,148.00013016699995,0.00013016699995205272,0.5,1,1.0000008795067565,3.9897324519988615,0.0,0.05465556224999091,0.9427775507497245,1,the shadow of a fog rising.,0,,"to keep the middle of the river, and there is the shadow of a fog rising.",,
9,1,mic_fileid_9_doa85_3spk_1.wav,4.0,148.0,152.0,1,314,0,314,0.08369220156198086,enhanced_fileid_9_chunk1_gt314_pred314_idx0.wav,314,0.0,0.0,0.21937637499831908,0.21937637499831908,0.05484409374957977,3.780623625001681,3.7679077590000816,4.0,152.0,152.00012718700054,0.00012718700054392684,0.5,1,1.0000008367565825,3.9872841339984006,0.0,0.05484409374957977,0.9419769397500204,2,The Deaf gentlemen submitted. Why,3,The Deaf gentlemen submitted. Why did you invite yourself? Because,,148.26000000000002,152.20000000000002
9,2,mic_fileid_9_doa85_3spk_2.wav,4.0,152.0,156.0,1,314,0,314,0.10305866959320287,enhanced_fileid_9_chunk2_gt314_pred314_idx0.wav,314,0.0,0.0,0.21231280299980426,0.21231280299980426,0.053078200749951066,3.7876871970001957,3.7756034989997715,4.0,156.0,156.0001091519989,0.00010915199891314842,0.5,1,1.0000006996923008,3.987916301999576,0.0,0.053078200749951066,0.9439008747499429,2,did you invite yourself? Because a tea party is not complete without a woman,2,a tea party is not complete without a woman . Her manner was as,The Deaf gentlemen submitted. Why did you invite yourself? Because,152.44,156.16
9,3,mic_fileid_9_doa85_3spk_3.wav,4.0,156.0,160.0,1,314,0,314,0.09284241443318518,enhanced_fileid_9_chunk3_gt314_pred314_idx0.wav,314,0.0,0.0,0.2122712769996724,0.2122712769996724,0.0530678192499181,3.7877287230003276,3.775886220000757,4.0,160.0,160.00012024699936,0.00012024699935864192,0.5,1,1.000000751543746,3.9881574970004294,0.0,0.0530678192499181,0.9439715550001893,2,. Her manner was as strangely altered as her looks,2,strangely altered as her looks . That she was beside herself,a tea party is not complete without a woman . Her manner was as,156.52,160.06
9,4,mic_fileid_9_doa85_3spk_4.wav,4.0,160.0,164.0,1,314,0,314,0.06601078316431398,enhanced_fileid_9_chunk4_gt314_pred314_idx0.wav,314,0.0,0.0,0.23130031799883,0.23130031799883,0.0578250794997075,3.76869968200117,3.7567743660001724,4.0,164.0,164.00014876000023,0.00014876000022923108,0.5,1,1.0000009070731721,3.9880746839990024,0.0,0.0578250794997075,0.9391935915000431,2,. That she was beside herself for the moment I clearly saw.,1,for the moment I clearly saw.,strangely altered as her looks . That she was beside herself,160.42000000000002,161.86
10,1,mic_fileid_10_doa3_3spk_1.wav,4.0,164.0,168.0,1,3,0,3,0.09778703784795613,enhanced_fileid_10_chunk1_gt3_pred3_idx0.wav,3,0.0,0.0,0.21886805900066975,0.21886805900066975,0.054717014750167436,3.7811319409993303,3.770267582998713,4.0,168.0,168.0001145869992,0.00011458699918875936,0.5,1,1.0000006820654714,3.9891356419993826,0.0,0.054717014750167436,0.9425668957496782,2,Here he saw clients when Mr. Carlisle,3,Here he saw clients when Mr. Carlisle was out or engaged and here he,,164.24,168.28
10,2,mic_fileid_10_doa3_3spk_2.wav,4.0,168.0,172.0,1,3,0,3,0.09716146070823395,enhanced_fileid_10_chunk2_gt3_pred3_idx0.wav,3,0.0,0.0,0.21617103600146947,0.21617103600146947,0.05404275900036737,3.7838289639985305,3.772740509999494,4.0,172.0,172.0001255999996,0.00012559999959194101,0.5,1,1.0000007302325558,3.9889115460009634,0.0,0.05404275900036737,0.9431851274998735,2,was out or engaged and here he issued private orders. A,2,"issued private orders. A little window, not larger than a",Here he saw clients when Mr. Carlisle was out or engaged and here he,168.56,172.26000000000002
10,3,mic_fileid_10_doa3_3spk_3.wav,4.0,172.0,176.0,1,3,0,3,0.11467701194574867,enhanced_fileid_10_chunk3_gt3_pred3_idx0.wav,3,0.0,0.0,0.2146085429994855,0.2146085429994855,0.05365213574987138,3.7853914570005145,3.7751472130003094,4.0,176.0,176.00009162099923,9.162099922832567e-05,0.5,1,1.0000005205738594,3.989755755999795,0.0,0.05365213574987138,0.9437868032500774,2,"little window, not larger than a pane of glass, looked out from the clerk's",2,"pane of glass, looked out from the clerk's office. They call it Old Dills","issued private orders. A little window, not larger than a",172.46,176.28
10,4,mic_fileid_10_doa3_3spk_4.wav,4.0,176.0,180.0,1,3,0,3,0.09263325926281428,enhanced_fileid_10_chunk4_gt3_pred3_idx0.wav,3,0.0,0.0,0.21725504200003343,0.21725504200003343,0.05431376050000836,3.7827449579999666,3.770852161000221,4.0,180.0,180.00011110500054,0.00011110500054201111,0.5,1,1.000000617250003,3.9881072030002542,0.0,0.05431376050000836,0.9427130402500552,2,office. They call it Old Dills People and wished it anywhere else,2,People and wished it anywhere else .,"pane of glass, looked out from the clerk's office. They call it Old Dills",176.52,179.001
11,1,mic_fileid_11_doa93_3spk_1.wav,4.0,180.0,184.0,1,264,0,264,0.09309468966073607,enhanced_fileid_11_chunk1_gt264_pred264_idx0.wav,264,0.0,0.0,0.21148472200002288,0.21148472200002288,0.05287118050000572,3.788515277999977,3.777331123001204,4.0,184.0,184.00007882200043,7.882200043241028e-05,0.5,1,1.0000004283804371,3.988815845001227,0.0,0.05287118050000572,0.944332780750301,2,. Sees me bolding along the road straight,2,Sees me bolding along the road straight when he delivers himself of a yell,,180.3,184.3
11,2,mic_fileid_11_doa93_3spk_2.wav,4.0,184.0,188.0,1,264,0,264,0.08448752977298314,enhanced_fileid_11_chunk2_gt264_pred264_idx0.wav,264,0.0,0.0,0.210080986000321,0.210080986000321,0.05252024650008025,3.789919013999679,3.7768310150004254,4.0,188.0,188.00011943800018,0.00011943800018343609,0.5,1,1.0000006353085116,3.9869120010007464,0.0,0.05252024650008025,0.9442077537501063,2,when he delivers himself of a yell pure and simple.,2,"pure and simple. At Perrysburg, I strike the famous",Sees me bolding along the road straight when he delivers himself of a yell,184.5,188.34
