fileid,mic_file,method,audio_stage,speaker_id,duration_sec,gt_doa,selected_wav,selection_strategy,selected_source_index,predicted_doa,doa_error_deg,separated_wav_count,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,reference,hypothesis,whisper_sec,total_sec,whisper_rtf,total_rtf,under_realtime
10,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_10_doa3_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,15.430875,3,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_10/odas_postfiltered_preddoa001_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,0.788258504623769,2.2117414953762307,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_10_doa3_spk1.txt,0.8,36,45,7.44453005086042,-3.5716367817306227,-11.016166832591043,6.582216348176933,-33.86393035644308,-40.44614670462001,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,They called it Old Bill's Keephold and wished it anywhere else.,0.19937585399929958,0.19937585399929958,0.012920579941143946,0.012920579941143946,1
11,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_11_doa93_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,15.721,264,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_11/odas_postfiltered_preddoa254_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,253.5099362376731,10.490063762326912,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_11_doa264_spk1.txt,1.0,32,32,4.3507104076795775,-3.6010516561424595,-7.951762063822037,2.5172197822659967,-40.83019025698046,-43.347410039246455,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,royaltyd experienced.foodbust loved.,2.057027859998925,2.057027859998925,0.13084586603898768,0.13084586603898768,1
12,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_12_doa38_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.289,38,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_12/odas_postfiltered_preddoa038_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,37.75005432438193,0.24994567561807912,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_12_doa38_spk1.txt,1.0,40,40,3.0117120171854905,-5.210602601979863,-8.222314619165353,2.3108811519215955,-29.42112083543268,-31.732001987354277,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,POP,1.2001098310011002,1.2001098310011002,0.06941464694320668,0.06941464694320668,1
13,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_13_doa5_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.47475,5,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_13/odas_postfiltered_preddoa336_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,335.7624102519256,29.237589748074413,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_13_doa5_spk1.txt,1.0,39,39,4.507896838221571,-6.39954682481818,-10.90744366303975,3.7215280938560187,-26.424134297509653,-30.145662391365672,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,Urban,2.794405016999008,2.794405016999008,0.15991101543650169,0.15991101543650169,1
14,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_14_doa181_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.749,181,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_14/odas_postfiltered_preddoa182_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,182.3969488028219,1.3969488028218962,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_14_doa181_spk1.txt,1.0,42,42,5.70254806064969,-0.15244113915086924,-5.854989199800559,5.878008946627913,-29.3987488814945,-35.27675782812241,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,,0.4951700629990228,0.4951700629990228,0.027898476702857784,0.027898476702857784,1
15,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_15_doa78_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,15.6375,266,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_15/odas_postfiltered_preddoa276_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,276.32572510588113,10.325725105881133,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_15_doa266_spk1.txt,1.0,36,36,5.416050440078651,-0.7339044846497755,-6.149954924728426,4.383063203187206,-64.84214350036152,-69.22520670354872,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,,1.824749184999746,1.824749184999746,0.11669059536369279,0.11669059536369279,1
16,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_16_doa36_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,15.665875,36,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_16/odas_postfiltered_preddoa032_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,32.37188278570286,3.6281172142971343,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_16_doa36_spk1.txt,0.45,18,40,4.715887579519538,-0.6435732103396019,-5.359460789859139,5.223743296344692,-48.70522520430494,-53.92896850064963,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"The day of the words after the jury, Julia, returned to the consulate and spent a very active exercise on the task force. was met on the doorstep by Dora, the youngest of the Clarence butchers.",0.4015796549992956,0.4015796549992956,0.025634039273216187,0.025634039273216187,1
17,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_17_doa99_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.526625,99,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_17/odas_postfiltered_preddoa099_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,99.44469251370852,0.44469251370850316,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_17_doa99_spk1.txt,0.5882352941176471,30,51,4.538646043512617,-9.560753800013611,-14.099399843526228,3.5000313464479675,-43.35033982850534,-46.85037117495331,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Yes, and that was it. And during all the time she kept up her old liaison. She'd probably like to show that a woman can love a few things, and they have only as one. That's it, you've been on for enough. Sorry.",0.46095770499960054,0.46095770499960054,0.027891823345637754,0.027891823345637754,1
18,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_18_doa181_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,15.649,181,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_18/odas_postfiltered_preddoa182_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,182.35424068193407,1.3542406819340727,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_18_doa181_spk1.txt,0.9777777777777777,44,45,5.032712299136866,-4.335447003438764,-9.36815930257563,5.4186325189616,-42.83968383138522,-48.258316350346824,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,curse I still can't mm-hmm,1.5798099629992066,1.5798099629992066,0.10095277417082285,0.10095277417082285,1
19,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_19_doa121_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.152125,340,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_19/odas_postfiltered_preddoa339_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,339.0195532438084,0.9804467561916113,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_19_doa340_spk1.txt,0.5714285714285714,24,42,6.963142319533812,-2.8757132035191746,-9.838855523052986,6.300918608916667,-29.048077300863582,-35.34899590978025,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The interiors of Dot Cool Band have delayed the march so greatly that it was decided to give up a grand celebration of the grand march, which was a rave of a small department in the interiors, and returned each of them for the destruction of the incubator until after the great game.",0.5528242229993339,0.5528242229993339,0.03223065497711414,0.03223065497711414,1
20,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.674375,68,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_20/odas_postfiltered_preddoa066_slot0.wav,nearest_predicted_doa_to_spk1_gt_doa,0,66.44547932729459,1.5545206727053937,3,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_20_doa68_spk1.txt,1.0588235294117647,36,34,4.592732917239571,-0.37471952516466633,-4.9674524424042374,3.6424887157386006,-33.84346670915515,-37.48595542489375,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,But he was about to approach with that body and had me down to look at it when the brother looked at the table from the left and the brother was with the coffee and the beans and said something short of the degree that he was being held in. It was the same.,0.47046036699975957,0.47046036699975957,0.028214572780074786,0.028214572780074786,1
21,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,17.10975,34,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_21/odas_postfiltered_preddoa014_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,14.036439435197247,19.963560564802748,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_21_doa34_spk1.txt,0.6216216216216216,23,37,6.26855616178417,-1.812705525028366,-8.081261686812535,5.846675211722747,-27.843966426784867,-33.690641638507614,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"The clothes after the past were the next shelly eskimo, and the sole went on early and late. Thick enterax and thin was from heavy breeches and light, winter stockings and summer stockings. He spammed as he smoldered his short pipe.",0.46919821499977843,0.46919821499977843,0.027422856266151083,0.027422856266151083,1
22,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_22_doa22_3spk.wav,ODAS-SSL-SST-DGSS-MS,postfiltered,1,16.8605,345,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_22/odas_postfiltered_preddoa322_slot1.wav,nearest_predicted_doa_to_spk1_gt_doa,1,322.43649578621427,22.563504213785734,2,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/text/text_fileid_22_doa345_spk1.txt,0.9736842105263158,37,38,3.2703564776677743,-7.045694544681639,-10.316051022349413,2.895564225479081,-33.34518917186673,-36.24075339734581,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,"Hey, I'm",0.354873383001177,0.354873383001177,0.0210476191691336,0.0210476191691336,1
