fileid,mic_file,runtime_cfg,output_dir,command,returncode,elapsed_sec,stdout_log,stderr_log,predicted_slots
19,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_19_doa121_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_19,SKIPPED_EXISTING,0,0.0,,,slot0:id12:doa339.0;slot1:id34:doa261.6;slot2:id39:doa116.9
20,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_20,SKIPPED_EXISTING,0,0.0,,,slot0:id18:doa66.4;slot1:id2:doa166.9;slot2:id28:doa69.8
21,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_21,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa143.7;slot1:id32:doa14.0
22,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_22_doa22_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_22,SKIPPED_EXISTING,0,0.0,,,slot0:id1:doa24.8;slot1:id3:doa322.4
23,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_23_doa6_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_23,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa156.0;slot1:id41:doa212.3;slot2:id67:doa92.8
24,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_24_doa57_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_24,SKIPPED_EXISTING,0,0.0,,,slot0:id1:doa53.3;slot1:id10:doa290.8;slot2:id23:doa112.3
25,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_25_doa112_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_25,SKIPPED_EXISTING,0,0.0,,,slot0:id15:doa169.7;slot1:id56:doa306.0;slot2:id21:doa113.5
26,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_26_doa34_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_26,SKIPPED_EXISTING,0,0.0,,,slot0:id33:doa340.3;slot1:id5:doa76.1;slot2:id43:doa241.7
27,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_27_doa31_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_27,SKIPPED_EXISTING,0,0.0,,,slot0:id5:doa172.2;slot1:id45:doa76.2;slot2:id50:doa130.1
28,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_28_doa124_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_28,SKIPPED_EXISTING,0,0.0,,,slot0:id20:doa314.2;slot1:id12:doa219.9;slot2:id18:doa123.4
29,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_29_doa111_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_29,SKIPPED_EXISTING,0,0.0,,,slot0:id30:doa135.5;slot1:id2:doa4.6;slot2:id20:doa282.4
30,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_30_doa12_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_30,SKIPPED_EXISTING,0,0.0,,,slot0:id21:doa63.9;slot1:id6:doa13.2;slot2:id33:doa277.7
31,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_31_doa53_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_31,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa159.1;slot1:id10:doa50.5;slot2:id26:doa210.2
32,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_32_doa102_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_32,SKIPPED_EXISTING,0,0.0,,,slot0:id15:doa278.7;slot2:id39:doa233.4
33,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_33_doa34_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_33,SKIPPED_EXISTING,0,0.0,,,slot0:id11:doa32.5;slot1:id8:doa132.6;slot2:id13:doa345.1
34,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_34_doa125_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_34,SKIPPED_EXISTING,0,0.0,,,slot1:id19:doa280.4;slot2:id4:doa142.1
35,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_35_doa24_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_35,SKIPPED_EXISTING,0,0.0,,,slot0:id2:doa123.5;slot1:id3:doa235.4;slot2:id7:doa24.6
36,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_36_doa24_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_36,SKIPPED_EXISTING,0,0.0,,,slot0:id13:doa344.8;slot1:id37:doa203.8;slot2:id41:doa282.1
37,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_37_doa51_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_37,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa95.9;slot1:id36:doa45.5;slot2:id12:doa251.1
38,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_38_doa1_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_38,SKIPPED_EXISTING,0,0.0,,,slot0:id23:doa346.9;slot1:id2:doa64.5;slot2:id27:doa268.8
39,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_39_doa156_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_39,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa159.8;slot1:id11:doa285.3;slot2:id10:doa249.4
40,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_40_doa14_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_40,SKIPPED_EXISTING,0,0.0,,,slot0:id21:doa6.1;slot1:id28:doa89.1;slot2:id23:doa187.4
41,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_41_doa86_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_41,SKIPPED_EXISTING,0,0.0,,,slot0:id7:doa265.1;slot1:id14:doa97.0
42,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_42_doa76_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_42,SKIPPED_EXISTING,0,0.0,,,slot0:id4:doa208.2;slot1:id31:doa324.2;slot2:id7:doa76.2
43,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_43_doa44_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_43,SKIPPED_EXISTING,0,0.0,,,slot0:id20:doa271.8;slot1:id72:doa68.4
44,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_44_doa184_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_44,SKIPPED_EXISTING,0,0.0,,,slot0:id57:doa239.6;slot1:id32:doa195.4
45,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_45_doa62_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_45,SKIPPED_EXISTING,0,0.0,,,slot0:id7:doa289.4;slot1:id42:doa60.7;slot2:id9:doa200.9
46,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_46_doa151_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_46,SKIPPED_EXISTING,0,0.0,,,slot0:id31:doa328.3;slot1:id49:doa150.7;slot2:id15:doa177.5
47,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_47_doa63_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_47,SKIPPED_EXISTING,0,0.0,,,slot0:id32:doa185.2;slot1:id29:doa104.1
48,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_48_doa191_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_48,SKIPPED_EXISTING,0,0.0,,,slot1:id3:doa292.5;slot2:id13:doa213.1
49,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_49_doa63_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_49,SKIPPED_EXISTING,0,0.0,,,slot0:id14:doa332.7;slot1:id15:doa62.2;slot2:id21:doa203.8
50,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_50_doa7_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_50,SKIPPED_EXISTING,0,0.0,,,slot0:id9:doa6.3;slot1:id44:doa265.9;slot2:id26:doa62.1
51,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_51_doa46_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_51,SKIPPED_EXISTING,0,0.0,,,slot0:id5:doa270.6;slot1:id6:doa45.3;slot2:id30:doa164.0
52,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_52_doa46_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_52,SKIPPED_EXISTING,0,0.0,,,slot0:id4:doa81.9;slot1:id5:doa306.8;slot2:id3:doa224.0
53,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_53_doa65_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_53,SKIPPED_EXISTING,0,0.0,,,slot0:id1:doa77.0;slot1:id16:doa250.6;slot2:id19:doa79.3
54,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_54_doa45_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_54,SKIPPED_EXISTING,0,0.0,,,slot0:id5:doa49.5;slot1:id18:doa323.6;slot2:id26:doa90.0
55,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_55_doa55_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_55,SKIPPED_EXISTING,0,0.0,,,slot0:id5:doa147.5;slot1:id46:doa55.1
56,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_56_doa11_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_56,SKIPPED_EXISTING,0,0.0,,,slot0:id34:doa63.5;slot1:id28:doa10.0;slot2:id46:doa116.3
57,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_57_doa15_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_57,SKIPPED_EXISTING,0,0.0,,,slot0:id10:doa173.8;slot1:id14:doa225.5
58,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_58_doa91_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_58,SKIPPED_EXISTING,0,0.0,,,slot0:id2:doa124.6;slot1:id12:doa316.2
59,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_59_doa11_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_59,SKIPPED_EXISTING,0,0.0,,,slot0:id42:doa198.7;slot1:id3:doa252.3;slot2:id25:doa358.4
60,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_60_doa144_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_60,SKIPPED_EXISTING,0,0.0,,,slot0:id50:doa193.1;slot1:id6:doa149.6;slot2:id38:doa323.8
61,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_61_doa93_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_61,SKIPPED_EXISTING,0,0.0,,,slot0:id34:doa147.2;slot1:id7:doa91.6;slot2:id55:doa307.8
62,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_62_doa56_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_62,SKIPPED_EXISTING,0,0.0,,,slot0:id1:doa306.3;slot1:id20:doa180.3;slot2:id17:doa55.4
63,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_63_doa174_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_63,SKIPPED_EXISTING,0,0.0,,,slot0:id91:doa246.0;slot1:id54:doa320.5;slot2:id102:doa183.8
64,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_64_doa6_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_64,SKIPPED_EXISTING,0,0.0,,,slot0:id75:doa144.6;slot2:id74:doa329.9
65,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_65_doa48_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_65,SKIPPED_EXISTING,0,0.0,,,slot0:id40:doa50.9;slot1:id5:doa133.9;slot2:id34:doa293.0
66,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_66_doa58_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_66,SKIPPED_EXISTING,0,0.0,,,slot0:id22:doa92.6;slot1:id21:doa245.5;slot2:id3:doa188.5
67,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_67_doa77_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_67,SKIPPED_EXISTING,0,0.0,,,slot0:id1:doa333.8;slot2:id22:doa77.1
68,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_68_doa31_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_68,SKIPPED_EXISTING,0,0.0,,,slot0:id4:doa29.6;slot1:id28:doa1.0;slot2:id6:doa273.8
69,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_69_doa229_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_69,SKIPPED_EXISTING,0,0.0,,,slot0:id19:doa225.1;slot1:id7:doa312.4
70,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_70_doa238_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_70,SKIPPED_EXISTING,0,0.0,,,slot0:id23:doa329.3;slot1:id41:doa289.3;slot2:id22:doa236.1
71,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_71_doa92_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_71,SKIPPED_EXISTING,0,0.0,,,slot0:id6:doa91.3;slot1:id2:doa158.9
72,/home/shaozi/ucl/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_72_doa57_3spk.wav,,/home/shaozi/ucl/code/audition_pipeline/ablation_study/baseline/ODAS/results/ODAS_n_loc+sep+pf/odas_outputs/fileid_72,SKIPPED_EXISTING,0,0.0,,,slot0:id5:doa118.8;slot1:id2:doa56.3;slot2:id12:doa343.8
