fileid,mic_file,method,doa_source,speaker_id,duration_sec,gt_doa,steering_doa,predicted_doa_count,predicted_doas,matched_predicted_index,steering_doa_error_deg,beamformed_file,gt_text_file,wer,edit_distance,ref_words,input_sdr,sdr,sdr_i,input_si_sdr,si_sdr,si_sdr_i,input_wb_pesq,wb_pesq,wb_pesq_i,reference,hypothesis,ipdnet_sec,beamforming_sec,whisper_sec,total_sec,ipdnet_rtf,beamforming_rtf,whisper_rtf,total_rtf,under_realtime
10,mic_fileid_10_doa3_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.430875,3,6,3,"6,117,151",0,3.0,beamformed_fileid_10_spk1_ipdnet_doa6_gt3.wav,text_fileid_10_doa3_spk1.txt,0.08888888888888889,4,45,6.595269680023193,7.3886799812316895,0.7934103012084961,6.582216739654541,6.207812309265137,-0.3744044303894043,1.1794668436050415,1.2788183689117432,0.09935152530670166,HERE HE SAW CLIENTS WHEN MISTER CARLYLE WAS OUT OR ENGAGED AND HERE HE ISSUED PRIVATE ORDERS A LITTLE WINDOW NOT LARGER THAN A PANE OF GLASS LOOKED OUT FROM THE CLERK'S OFFICE THEY CALLED IT OLD DILL'S PEEP HOLE AND WISHED IT ANYWHERE ELSE,"Here he saw clients when Mr. Carlisle was out or engaged, and here he issued private orders. A little window, not larger than a pane of glass, looked out from the clerk's office. They called it Old Dills Peephole and wished it anywhere else.",0.22126529400020445,0.02863992899983714,0.6996610420001161,0.9495662650001577,0.014339128144075073,0.0018560145811457314,0.045341631112954785,0.06153677383817559,1
11,mic_fileid_11_doa93_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.721,264,260,3,"95,203,260",2,4.0,beamformed_fileid_11_spk1_ipdnet_doa260_gt264.wav,text_fileid_11_doa264_spk1.txt,0.28125,9,32,2.552096366882324,4.103403568267822,1.551307201385498,2.513596534729004,3.2461390495300293,0.7325425148010254,1.2188899517059326,1.2428058385849,0.023915886878967285,SEES ME BOWLING ALONG THE ROAD STRAIGHTWAY DELIVERS HIMSELF OF A YELL PURE AND SIMPLE AT PERRYSBURG I STRIKE THE FAMOUS MAUMEE PIKE FORTY MILES OF STONE ROAD ALMOST A DEAD LEVEL,"Seize me, bowing along the road, straight away delivers himself of a yell pure and simple. At Perrysburg, I strike to famous Wami Pike, 40 miles of stone road, almost to dead levels.",0.20456656900023518,0.027766520999648492,0.5733593209997707,0.8056924109996544,0.013012312766378422,0.001766205775691654,0.03647091921632025,0.05124943775839033,1
12,mic_fileid_12_doa38_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.289,38,40,3,"40,106,225",0,2.0,beamformed_fileid_12_spk1_ipdnet_doa40_gt38.wav,text_fileid_12_doa38_spk1.txt,0.175,7,40,2.3310248851776123,4.216983795166016,1.8859589099884033,2.310882329940796,3.5576252937316895,1.2467429637908936,1.4103443622589111,1.525795578956604,0.11545121669769287,OF ANY OTHER MATTER WHICH MIGHT HAVE BEEN PREYING UPON HER HUSBAND'S MIND RECENTLY MISSUS MANDERSON KNEW OF NONE WHATEVER THE CORONER INTIMATED THAT HER ORDEAL WAS AT AN END AND THE VEILED LADY MADE HER WAY TO THE DOOR,"of any other matter which might have been trained upon her husband's mind. Mrs. Anderson knew of none what it was. The coroner intimated that her ordeal was at an end, and the veiled lady made her way to the door.",0.2411725040001329,0.060194431000127224,0.6790345859999434,0.9804015210002035,0.01394947677714922,0.0034816606512885198,0.03927552698247113,0.056706664410908866,1
13,mic_fileid_13_doa5_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.47475,5,344,3,"50,222,344",2,21.0,beamformed_fileid_13_spk1_ipdnet_doa344_gt5.wav,text_fileid_13_doa5_spk1.txt,0.7692307692307693,30,39,3.7321784496307373,3.4703705310821533,-0.261807918548584,3.7215282917022705,2.7481672763824463,-0.9733610153198242,1.3005075454711914,1.3106380701065063,0.010130524635314941,NO MATTER HOW DIFFICULT HE MUST SUCCEED IN IT OR DIE THEY DID NOT THINK LONG BUT REPLIED LET HIM BUILD YOUR MAJESTY IN ONE DAY A MORE BEAUTIFUL PALACE THAN THIS AND IF HE FAILS IN THE ATTEMPT,"No matter how difficult, let it come as it so did for Don. I tell it in all of its fresh groupings, she had a fancy plan. But reply, let him build your majesty a one day of more beautiful power than this. And if he fails, it will be tempting.",0.27609697000025335,0.0524734929999795,0.7626499739999417,1.0912204370001746,0.01579976652027945,0.00300281795161473,0.04364296908396067,0.06244555355585485,1
14,mic_fileid_14_doa181_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.749,181,181,3,"181,223,338",0,0.0,beamformed_fileid_14_spk1_ipdnet_doa181_gt181.wav,text_fileid_14_doa181_spk1.txt,0.14285714285714285,6,42,5.893156051635742,3.5847604274749756,-2.3083956241607666,5.878009796142578,2.3369972705841064,-3.5410125255584717,1.3085827827453613,1.3350729942321777,0.026490211486816406,THIS WAS A CURIOUS CONSOLATION THE TWO SPENT HOURS TOGETHER SOMETIMES IN THE TINY PARLOR STUMBLING OVER BERLIN WOOL DIFFICULTIES AND NOW AND THEN WANDERING TO AND FRO CONVERSATIONALLY FROM PRISCILLA TO THE OCTAGON STITCH AND FROM THE OCTAGON STITCH TO DENIS,"This was a curious consolation. The two spent hours together sometimes, with a tiny parlor, stumbling over veritable difficulties, and now and then wandering true and fro, conversationally from Priscilla to the Octagon Stitch, and from the Octagon Stitch to Dennis.",1.3820290109997586,0.04062885300027119,0.6323818789996949,2.0550397429997247,0.07786517612258487,0.0022890784269689107,0.03562915538901881,0.11578340993857258,1
15,mic_fileid_15_doa78_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.6375,266,263,3,"78,263,299",1,3.0,beamformed_fileid_15_spk1_ipdnet_doa263_gt266.wav,text_fileid_15_doa266_spk1.txt,0.19444444444444445,7,36,4.412204265594482,3.945122480392456,-0.46708178520202637,4.38306188583374,3.2023942470550537,-1.1806676387786865,1.276834487915039,1.3512545824050903,0.07442009449005127,WHEN ON SHORE HE FOLLOWED HIS FAVORITES LIKE A DOG AND WAS NEVER KNOWN TO ROOT EXCEPT IN SPEECH AND APPEARANCE HE WAS THE COUNTERPART OF A HAPPY GOOD NATURED AND WELL CARED FOR HOUSEHOLD DOG,"When on shore, he followed his favorites like a dog, and was never known to root. Accepting speech and appearance, he was the counterpart of happy, good nature, and well-cared, poor household dog.",0.1790002440002354,0.025447177999922133,0.5050752390002344,0.709522661000392,0.011446858129511456,0.001627317537964645,0.032298976115122904,0.04537315178259901,1
16,mic_fileid_16_doa36_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.665875,36,35,3,"35,147,316",0,1.0,beamformed_fileid_16_spk1_ipdnet_doa35_gt36.wav,text_fileid_16_doa36_spk1.txt,0.1,4,40,5.2378387451171875,6.955600261688232,1.717761516571045,5.22373104095459,6.278151512145996,1.0544204711914062,1.2247428894042969,1.4091318845748901,0.18438899517059326,ONE HOT SUMMER DAY A FEW MONTHS AFTER THE MARRIAGE JULIET RETURNING TO THE CONSULATE AFTER A MORNING SPENT IN VERY ACTIVE EXERCISE UPON A TENNIS COURT WAS MET ON THE DOORSTEP BY DORA THE YOUNGEST OF THE CLARENCY BUTCHERS,"One hot summer day, a few months after the marriage, Juliet, returning to the consulate after a man spent a very active exercise on a tennis court, was met on the doorstep by Dora, the youngest of the Torrancey butchers.",0.17368783499978235,0.026364027999989048,0.6361939339999481,0.8362457969997195,0.011087017801417562,0.0016828953377956257,0.04061017555674024,0.05338008869595343,1
17,mic_fileid_17_doa99_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.526625,99,98,3,"98,159,280",0,1.0,beamformed_fileid_17_spk1_ipdnet_doa98_gt99.wav,text_fileid_17_doa99_spk1.txt,0.0,0,51,3.5100290775299072,3.2568166255950928,-0.25321245193481445,3.4998786449432373,2.512993812561035,-0.9868848323822021,1.4027400016784668,1.3887628316879272,-0.01397716999053955,WASN'T SHE LATER ON ENGAGED TO A MAN WHOM SHE REALLY LOVED YES THAT WAS IT AND DURING ALL THE TIME SHE KEPT UP HER OLD LIAISON THE AUTHOR WANTED TO SHOW THAT A WOMAN CAN LOVE IN TWO WAYS A MAN ONLY IN ONE THAT'S TRUE ENOUGH ISN'T IT CERTAINLY,"Wasn't she later on engaged to a man whom she really loved? Yes, that was it. And during all the time she kept up her old liaison. The author wanted to show that a woman can love in two ways. A man only in one. That's true enough, isn't it? Certainly.",0.1939446900000803,0.04006345300012981,0.7327667409999776,0.9667748840001877,0.011735287150285089,0.0024241763215496095,0.044338559203707814,0.058498022675542515,1
18,mic_fileid_18_doa181_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.649,181,182,3,"182,228,263",0,1.0,beamformed_fileid_18_spk1_ipdnet_doa182_gt181.wav,text_fileid_18_doa181_spk1.txt,0.08888888888888889,4,45,5.432191371917725,4.632060527801514,-0.8001308441162109,5.418633460998535,3.730396270751953,-1.688237190246582,1.3465945720672607,1.3984285593032837,0.05183398723602295,AND DON'T I HOPE THAT FIRST PICTURE TURNS OUT GOOD IT WAS A REMARKABLE POSE IF ONLY THE FOCUS WAS RIGHT HE STARTED TOWARD THE CABIN DOOR AS THOUGH ANXIOUS TO DEVELOP HIS ROLL OF FILM AND DISCOVER WHAT SUCCESS HIS LABOR HAD RESULTED IN,"Don't I hope that first picture turns out good? It was a remarkable pose, only the focus was right. He started toward the cabin door as though anxious to develop his role in film and discover what success his labor had resulted in.",0.1938560899998265,0.026568749000034586,0.6235555739999654,0.8439804129998265,0.012387762157315262,0.001697792127294689,0.039846352738191926,0.05393190702280187,1
19,mic_fileid_19_doa121_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.152125,340,337,3,"120,260,337",2,3.0,beamformed_fileid_19_spk1_ipdnet_doa337_gt340.wav,text_fileid_19_doa340_spk1.txt,0.14285714285714285,6,42,6.309501647949219,6.338680267333984,0.029178619384765625,6.30091667175293,4.939689636230469,-1.361227035522461,1.340700626373291,1.3847671747207642,0.044066548347473145,THE INJURIES TO DAK KOVA HAD DELAYED THE MARCH SO GREATLY THAT IT WAS DECIDED TO GIVE UP THE EXPEDITION WHICH WAS A RAID UPON A SMALL THARK COMMUNITY IN RETALIATION FOR THE DESTRUCTION OF THE INCUBATOR UNTIL AFTER THE GREAT GAMES,"The injuries to DotCova had delayed the march so greatly that it was decided to give up the expedition, which was arrayed upon a small, tart community in retaliation for the destruction of the incubator, until after the great gains.",0.23111612899992906,0.04343742299988662,0.5825393170002826,0.8570928690000983,0.013474489545751854,0.0025324805526945856,0.03396309885802969,0.049970068956476134,1
20,mic_fileid_20_doa68_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.674375,68,150,3,"150,186,249",0,82.0,beamformed_fileid_20_spk1_ipdnet_doa150_gt68.wav,text_fileid_20_doa68_spk1.txt,0.4117647058823529,14,34,3.667689800262451,-1.8154635429382324,-5.483153343200684,3.642484664916992,-4.938488006591797,-8.580972671508789,1.3482533693313599,1.203857183456421,-0.14439618587493896,OLENIN WAS ABOUT TO APPROACH THE DEAD BODY AND HAD BEGUN TO LOOK AT IT WHEN THE BROTHER LOOKING UP AT HIM FROM UNDER HIS BROWS WITH CALM CONTEMPT SAID SOMETHING SHARPLY AND ANGRILY,"In Atlanta was about to approach the dead bodies that had begun to look at it when the brother looking down the table from under his brows, calm, contended, said something short, sweet and mean to the",0.17908271100031925,0.0386100619998615,0.5265114710000489,0.7442042440002297,0.010739995412141039,0.0023155327860781287,0.03157608432100447,0.04463161251922364,1
21,mic_fileid_21_doa34_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,17.10975,34,32,3,"32,146,345",0,2.0,beamformed_fileid_21_spk1_ipdnet_doa32_gt34.wav,text_fileid_21_doa34_spk1.txt,0.02702702702702703,1,37,5.8621110916137695,4.569326400756836,-1.2927846908569336,5.846676349639893,3.3920786380767822,-2.4545977115631104,1.4030921459197998,1.4692802429199219,0.06618809700012207,WE THEN WENT TO WORK TO MAKE CLOTHES AFTER THE PATTERN OF THE NETCHELLI ESKIMO AND THE SEWING WENT ON EARLY AND LATE THICK ANORAKS AND THIN ONES HEAVY BREECHES AND LIGHT WINTER STOCKINGS AND SUMMER STOCKINGS,"We then went to work to make clothes after the pattern of the Necheli Eskimo, and the sewing went on early and late. Thick anoraks and thin ones, heavy breeches and light, winter stockings and summer stockings.",0.2100234550002824,0.04219919099978142,0.6387079480000466,0.8909305940001104,0.012275074445873401,0.002466382676531301,0.03733005730650925,0.05207151442891395,1
22,mic_fileid_22_doa22_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.8605,345,328,3,"22,124,328",2,17.0,beamformed_fileid_22_spk1_ipdnet_doa328_gt345.wav,text_fileid_22_doa345_spk1.txt,0.6052631578947368,23,38,2.919387102127075,3.794424533843994,0.875037431716919,2.895564079284668,2.698213815689087,-0.19735026359558105,1.1457661390304565,1.2143886089324951,0.06862246990203857,THEY HAVE MERELY GONE TO WORK IN A BUSINESS LIKE MANNER AND USED THEIR WITS AND COMMON SENSE IN EDUCATING THE VOTERS REALLY MY DEARS I'M MORE PROUD OF YOU TODAY THAN I'VE EVER BEEN BEFORE HE CONCLUDED,They have merely gone to race like business like manner and used their wits and common sense in educating the crowd. Really my dear is onward proud of today than I've ever been before in just living. There being no point of equilibrium between making more and making less.,0.24474736599995595,0.046996580000268295,0.7203826149998349,1.0121265610000592,0.014516020639954686,0.0027873775985450193,0.04272605290470834,0.06002945114320805,1
23,mic_fileid_23_doa6_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.07425,212,187,3,"15,94,187",2,25.0,beamformed_fileid_23_spk1_ipdnet_doa187_gt212.wav,text_fileid_23_doa212_spk1.txt,0.22916666666666666,11,48,4.834820747375488,2.720961570739746,-2.113859176635742,4.819578647613525,-0.9730479121208191,-5.7926265597343445,1.343172311782837,1.2878518104553223,-0.05532050132751465,WHEN HIS CRIES WERE HEARD BY A FARMER WHO WAS WALKING HOME FROM TOWN AND HE WAS BROUGHT BACK TO HIS FATHER'S HOUSE HE WAS SO TIRED AND EXCITED THAT HE DID NOT KNOW WHAT WAS HAPPENING TO HIM BY CHANCE DAVID'S FATHER KNEW THAT HE HAD DISAPPEARED,"When his crimes were heard by a farmer who was walking home from town and was brought back to his father's house, he was so tired and excited, he did not know what was happening to him. By chance, David's father, the man who was out of the camp disappeared.",0.20713637000017115,0.024173921000055998,0.6091226210000968,0.840432912000324,0.012886222996417946,0.0015038910680159883,0.03789431052771339,0.05228442459214732,1
24,mic_fileid_24_doa57_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,16.518375,289,289,3,"55,111,289",2,0.0,beamformed_fileid_24_spk1_ipdnet_doa289_gt289.wav,text_fileid_24_doa289_spk1.txt,0.0975609756097561,4,41,3.908278703689575,3.270596742630005,-0.6376819610595703,3.895155191421509,1.4285273551940918,-2.466627836227417,1.2749168872833252,1.3508837223052979,0.07596683502197266,I HAD NOT FORGOTTEN THE LIVID JAGGED FURROWS IN MERCER'S SIDE QUICKLY AS I SHOT TO THE LADDER SHE WAS THERE BEFORE ME A DIM WAVERING WHITE SHAPE WAITING I PAUSED HOLDING TO A RUNG OF THE LADDER WITH ONE HAND,"I had not forgotten the livid, jagged furrows in much her side. Quickly as I shot to the ladder, she was there before me, a dim, wavering, white-shaked, waiting. I paused, holding to a rung of the ladder with one hand.",0.21407862799969735,0.04441347700003462,0.8537183700000242,1.1122104749997561,0.012960029542839254,0.002688731609497582,0.05168295125882687,0.0673317124111637,1
25,mic_fileid_25_doa112_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,14.702125,112,114,3,"114,155,196",0,2.0,beamformed_fileid_25_spk1_ipdnet_doa114_gt112.wav,text_fileid_25_doa112_spk1.txt,0.027777777777777776,1,36,2.8733482360839844,4.043727874755859,1.170379638671875,2.8497800827026367,3.3021178245544434,0.45233774185180664,1.189566969871521,1.247355341911316,0.05778837203979492,THERE WAS THE SWEETNESS OF THE MAYFLOWER AND THE STRENGTH OF THE YOUNG OAK BUT ONE COULD EASILY DIVINE THAT SHE WAS ONE OF THE SOULS BY NATURE PITCHED TOO HIGH BY SUFFERING PLUNGED TOO LOW,"There was the sweetness of the Mayflower and the strength of the young oak, but one could easily divine that she was one of the souls by nature pitched too high, by suffering plunge too low.",0.2006498810001176,0.024107920999995258,0.5003982520001955,0.7251560540003084,0.013647678889964382,0.0016397575860629167,0.0340357772771076,0.04932321375313489,1
26,mic_fileid_26_doa34_3spk.wav,MVDRBeamformer-IPDNet,ipdnet,1,15.26275,34,34,3,"34,80,338",0,0.0,beamformed_fileid_26_spk1_ipdnet_doa34_gt34.wav,text_fileid_26_doa34_spk1.txt,0.029411764705882353,1,34,-4.02968692779541,-1.623938798904419,2.405748128890991,-4.044663429260254,-2.1799657344818115,1.8646976947784424,1.078001856803894,1.1266987323760986,0.04869687557220459,THEY CAME FROM THE EAST WEST NORTH AND SOUTH ALL SORRY TO KNOW OF HER ILLNESS AND BRINGING PRESENTS WITH THEM SOMETIMES IT WAS A LITTLE LIVE BIRD OR SQUIRREL A DELICIOUS SALMON TROUT,"They came from the east, west, north and south, all sorry to know of her illness and bringing presents with them. Sometimes it was a little like bird or squirrel, a delicious salmon trout.",0.17311665899978834,0.026466444000107003,0.48131917599994267,0.680902278999838,0.011342429051107326,0.0017340547411250923,0.03153554739479731,0.04461203118702973,1
