fileid,speaker_id,gt_doa,clean_file,selected_mic_file,selection_strategy,mic_channel,sample_rate,pesq_mode,mic_pesq,pesq_error
17,1,99,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_17_doa99_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_17_doa99_3spk.wav,match_clean_doa,0,16000,wb,1.4027400016784668,
18,1,181,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_18_doa181_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_18_doa181_3spk.wav,match_clean_doa,0,16000,wb,1.3465945720672607,
19,1,340,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_19_doa340_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_19_doa340_3spk.wav,match_clean_doa,0,16000,wb,1.340700626373291,
20,1,68,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_20_doa68_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_20_doa68_3spk.wav,match_clean_doa,0,16000,wb,1.3482533693313599,
21,1,34,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_21_doa34_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_21_doa34_3spk.wav,match_clean_doa,0,16000,wb,1.4030921459197998,
22,1,345,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_22_doa345_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_22_doa345_3spk.wav,match_clean_doa,0,16000,wb,1.1457661390304565,
23,1,212,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_23_doa212_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_23_doa212_3spk.wav,match_clean_doa,0,16000,wb,1.343172311782837,
24,1,289,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_24_doa289_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_24_doa289_3spk.wav,match_clean_doa,0,16000,wb,1.2749168872833252,
25,1,112,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_25_doa112_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_25_doa112_3spk.wav,match_clean_doa,0,16000,wb,1.189566969871521,
26,1,34,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_26_doa34_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_26_doa34_3spk.wav,match_clean_doa,0,16000,wb,1.078001856803894,
27,1,173,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_27_doa173_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_27_doa173_3spk.wav,match_clean_doa,0,16000,wb,1.3772306442260742,
28,1,217,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_28_doa217_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_28_doa217_3spk.wav,match_clean_doa,0,16000,wb,1.5074307918548584,
29,1,111,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_29_doa111_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_29_doa111_3spk.wav,match_clean_doa,0,16000,wb,1.1543498039245605,
30,1,12,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_30_doa12_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_30_doa12_3spk.wav,match_clean_doa,0,16000,wb,1.294529676437378,
31,1,53,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_31_doa53_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_31_doa53_3spk.wav,match_clean_doa,0,16000,wb,1.3945608139038086,
32,1,102,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_32_doa102_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_32_doa102_3spk.wav,match_clean_doa,0,16000,wb,1.1066231727600098,
33,1,345,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_33_doa345_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_33_doa345_3spk.wav,match_clean_doa,0,16000,wb,1.224318027496338,
34,1,157,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_34_doa157_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_34_doa157_3spk.wav,match_clean_doa,0,16000,wb,1.3603432178497314,
35,1,24,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_35_doa24_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_35_doa24_3spk.wav,match_clean_doa,0,16000,wb,2.0102014541625977,
36,1,269,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_36_doa269_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_36_doa269_3spk.wav,match_clean_doa,0,16000,wb,1.1756420135498047,
37,1,104,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_37_doa104_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_37_doa104_3spk.wav,match_clean_doa,0,16000,wb,1.2512414455413818,
38,1,1,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_38_doa1_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_38_doa1_3spk.wav,match_clean_doa,0,16000,wb,1.332245111465454,
39,1,250,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_39_doa250_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_39_doa250_3spk.wav,match_clean_doa,0,16000,wb,1.2933685779571533,
40,1,14,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_40_doa14_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_40_doa14_3spk.wav,match_clean_doa,0,16000,wb,1.2670615911483765,
41,1,116,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_41_doa116_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_41_doa116_3spk.wav,match_clean_doa,0,16000,wb,1.4231003522872925,
42,1,76,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_42_doa76_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_42_doa76_3spk.wav,match_clean_doa,0,16000,wb,1.4226601123809814,
43,1,273,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_43_doa273_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_43_doa273_3spk.wav,match_clean_doa,0,16000,wb,1.5391054153442383,
44,1,215,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_44_doa215_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_44_doa215_3spk.wav,match_clean_doa,0,16000,wb,1.17716383934021,
45,1,278,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_45_doa278_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_45_doa278_3spk.wav,match_clean_doa,0,16000,wb,1.187213659286499,
46,1,189,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_46_doa189_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_46_doa189_3spk.wav,match_clean_doa,0,16000,wb,1.210951566696167,
47,1,104,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_47_doa104_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_47_doa104_3spk.wav,match_clean_doa,0,16000,wb,1.1940131187438965,
48,1,227,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_48_doa227_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_48_doa227_3spk.wav,match_clean_doa,0,16000,wb,1.266977310180664,
49,1,63,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_49_doa63_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_49_doa63_3spk.wav,match_clean_doa,0,16000,wb,1.333756446838379,
50,1,58,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_50_doa58_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_50_doa58_3spk.wav,match_clean_doa,0,16000,wb,1.1820297241210938,
51,1,46,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_51_doa46_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_51_doa46_3spk.wav,match_clean_doa,0,16000,wb,1.3529589176177979,
52,1,310,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_52_doa310_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_52_doa310_3spk.wav,match_clean_doa,0,16000,wb,1.2146230936050415,
53,1,106,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_53_doa106_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_53_doa106_3spk.wav,match_clean_doa,0,16000,wb,1.0864331722259521,
54,1,327,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_54_doa327_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_54_doa327_3spk.wav,match_clean_doa,0,16000,wb,1.1045811176300049,
55,1,144,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_55_doa144_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_55_doa144_3spk.wav,match_clean_doa,0,16000,wb,1.0452173948287964,
56,1,64,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_56_doa64_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_56_doa64_3spk.wav,match_clean_doa,0,16000,wb,1.2097444534301758,
57,1,173,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_57_doa173_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_57_doa173_3spk.wav,match_clean_doa,0,16000,wb,1.3396108150482178,
58,1,128,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_58_doa128_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_58_doa128_3spk.wav,match_clean_doa,0,16000,wb,1.351789951324463,
59,1,257,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_59_doa257_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_59_doa257_3spk.wav,match_clean_doa,0,16000,wb,1.4081659317016602,
60,1,144,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_60_doa144_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_60_doa144_3spk.wav,match_clean_doa,0,16000,wb,1.4090924263000488,
61,1,149,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_61_doa149_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_61_doa149_3spk.wav,match_clean_doa,0,16000,wb,1.075989007949829,
62,1,308,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_62_doa308_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_62_doa308_3spk.wav,match_clean_doa,0,16000,wb,1.1861997842788696,
63,1,312,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_63_doa312_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_63_doa312_3spk.wav,match_clean_doa,0,16000,wb,1.0464472770690918,
64,1,327,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_64_doa327_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_64_doa327_3spk.wav,match_clean_doa,0,16000,wb,1.3453004360198975,
65,1,218,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_65_doa218_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_65_doa218_3spk.wav,match_clean_doa,0,16000,wb,1.0997039079666138,
66,1,242,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_66_doa242_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_66_doa242_3spk.wav,match_clean_doa,0,16000,wb,1.4106262922286987,
67,1,77,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_67_doa77_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_67_doa77_3spk.wav,match_clean_doa,0,16000,wb,1.2078115940093994,
68,1,357,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_68_doa357_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_68_doa357_3spk.wav,match_clean_doa,0,16000,wb,1.2678897380828857,
69,1,304,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_69_doa304_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_69_doa304_3spk.wav,match_clean_doa,0,16000,wb,1.3119797706604004,
70,1,288,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_70_doa288_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_70_doa288_3spk.wav,match_clean_doa,0,16000,wb,1.1337860822677612,
71,1,92,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_71_doa92_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_71_doa92_3spk.wav,match_clean_doa,0,16000,wb,1.4512699842453003,
72,1,57,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_72_doa57_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_72_doa57_3spk.wav,match_clean_doa,0,16000,wb,1.2433006763458252,
73,1,97,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_73_doa97_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_73_doa97_3spk.wav,match_clean_doa,0,16000,wb,1.391947627067566,
74,1,116,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_74_doa116_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_74_doa116_3spk.wav,match_clean_doa,0,16000,wb,1.4261443614959717,
75,1,204,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_75_doa204_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_75_doa204_3spk.wav,match_clean_doa,0,16000,wb,1.170198678970337,
76,1,66,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_76_doa66_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_76_doa66_3spk.wav,match_clean_doa,0,16000,wb,1.2463105916976929,
77,1,267,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/clean/clean_fileid_77_doa267_spk1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/data/dataset_4mic_3spk/Eval/mic/mic_fileid_77_doa267_3spk.wav,match_clean_doa,0,16000,wb,1.174440622329712,
