fileid,chunk_index,clean_file,duration_sec,input_channels,input_audio_type,audio_start_sec,audio_end_sec,gt_dominant_spk1_doa,stream_paced_send_sec,chunk_audio_sec,stream_audio_end_sec,pipeline_wall_sec,pipeline_lag_sec,realtime_tolerance_sec,realtime_ok,cumulative_rtf,stream_paced_send_rtf,received_during_send_count,received_during_send_text,timestamp_assigned_count,timestamp_assigned_text,previous_chunk_transcript_text,timestamp_assigned_start_sec,timestamp_assigned_end_sec
3,1,clean_fileid_3_doa39_spk1_1.wav,4.0,1,clean_spk1,52.0,56.0,39,3.9864028090005377,4.0,56.0,56.0001609130004,0.0001609130003998871,0.5,1,1.0000028734464357,0.9966007022501344,2,Which takes over the usual stream of consciousness,3,Which takes over the usual stream of consciousness type of thinking. It is,,52.26,56.239999999999995
3,2,clean_fileid_3_doa39_spk1_2.wav,4.0,1,clean_spk1,56.0,60.0,39,3.984177762999934,4.0,60.0,60.00011991100018,0.00011991100018349243,0.5,1,1.0000019985166697,0.9960444407499836,2,type of thinking. It is implied that the process may be at,2,implied that the process may be at avistic. One of the newer theories,Which takes over the usual stream of consciousness type of thinking. It is,56.4,60.239999999999995
3,3,clean_fileid_3_doa39_spk1_3.wav,4.0,1,clean_spk1,60.0,64.0,39,3.9846935479999956,4.0,64.0,64.0001141900002,0.00011419000020396197,0.5,1,1.0000017842187532,0.9961733869999989,2,"avistic. One of the newer theories , one held by Dr",2,", one held by Dr . Louis R. Wolberg, a",implied that the process may be at avistic. One of the newer theories,60.94,64.17999999999999
3,4,clean_fileid_3_doa39_spk1_4.wav,4.0,1,clean_spk1,64.0,68.0,39,3.9854568549999385,4.0,68.0,68.00011889400048,0.00011889400047948584,0.5,1,1.0000017484411836,0.9963642137499846,2,". Louis R. Wolberg, a psychoanalyst.",1,psychoanalyst.,", one held by Dr . Louis R. Wolberg, a",64.25999999999999,65.53999999999999
4,1,clean_fileid_4_doa26_spk1_1.wav,4.0,1,clean_spk1,68.0,72.0,26,3.987420345000828,4.0,72.0,72.00012843000059,0.000128430000586377,0.5,1,1.0000017837500081,0.996855086250207,1,"The publication, if made at",2,"The publication, if made at all, should be affected as soon as",,68.6,72.06
4,2,clean_fileid_4_doa26_spk1_2.wav,4.0,1,clean_spk1,72.0,76.0,26,3.9862208980002833,4.0,76.0,76.00011955100035,0.00011955100035265787,0.5,1,1.0000015730394782,0.9965552245000708,2,"all, should be affected as soon as possible after my death.",2,possible after my death. My father died on the 6,"The publication, if made at all, should be affected as soon as",72.38,76.03999999999999
4,3,clean_fileid_4_doa26_spk1_3.wav,4.0,1,clean_spk1,76.0,80.0,26,3.9852864350004893,4.0,80.0,80.00010823499997,0.00010823499997059116,0.5,1,1.0000013529374996,0.9963216087501223,2,"My father died on the 6 th of December, 1882.",1,"th of December, 1882.",possible after my death. My father died on the 6,76.46,78.28
4,4,clean_fileid_4_doa26_spk1_4.wav,4.0,1,clean_spk1,80.0,84.0,26,3.98840850400029,4.0,84.0,84.00012699200033,0.00012699200033239322,0.5,1,1.0000015118095278,0.9971021260000725,2,It will be seen therefore.,3,It will be seen therefore. How,"th of December, 1882.",79.92,83.921
5,1,clean_fileid_5_doa338_spk1_1.wav,4.0,1,clean_spk1,84.0,88.0,338,3.9862285600001996,4.0,88.0,88.00012917700042,0.00012917700041725766,0.5,1,1.0000014679204592,0.9965571400000499,2,How true.,2,true. When one has the honor of being an expert,,84.82,88.25999999999999
5,2,clean_fileid_5_doa338_spk1_2.wav,4.0,1,clean_spk1,88.0,92.0,338,3.9832686210002066,4.0,92.0,92.00014235599974,0.0001423559997419943,0.5,1,1.0000015473478232,0.9958171552500517,2,"When one has the honor of being an expert as a master is, one mustn't let",2,"as a master is, one mustn't let himself open to ""con",true. When one has the honor of being an expert,88.52,92.1
5,3,clean_fileid_5_doa338_spk1_3.wav,4.0,1,clean_spk1,92.0,96.0,338,3.9874699570000303,4.0,96.0,96.00011012600044,0.00011012600043613929,0.5,1,1.0000011471458379,0.9968674892500076,2,"himself open to ""con ceit didn't have time to complete the compliment",2,"ceit didn't have time to complete the compliment , and the midst of the general silence","as a master is, one mustn't let himself open to ""con",92.28,96.25999999999999
5,4,clean_fileid_5_doa338_spk1_4.wav,4.0,1,clean_spk1,96.0,100.0,338,3.9867083880008067,4.0,100.0,100.00010422700052,0.00010422700052004075,0.5,1,1.0000010422700052,0.9966770970002017,2,", and the midst of the general silence a voice became audible",1,a voice became audible,"ceit didn't have time to complete the compliment , and the midst of the general silence",96.78,97.64
6,1,clean_fileid_6_doa140_spk1_1.wav,4.0,1,clean_spk1,100.0,104.0,140,3.987352215000101,4.0,104.0,104.00014439400002,0.0001443940000172006,0.5,1,1.0000013884038463,0.9968380537500252,1,He bore a blouse and under his bl,2,He bore a blouse and under his bl ouse an old black coat,,100.46,103.48
6,2,clean_fileid_6_doa140_spk1_2.wav,4.0,1,clean_spk1,104.0,108.0,140,3.9856138549994284,4.0,108.0,108.00013140800002,0.00013140800001565367,0.5,1,1.0000012167407408,0.9964034637498571,2,ouse an old black coat . He made pretensions to literature,2,. He made pretensions to literature and to materialism. There,He bore a blouse and under his bl ouse an old black coat,103.94,108.24
6,3,clean_fileid_6_doa140_spk1_3.wav,4.0,1,clean_spk1,108.0,112.0,140,3.9851748940000107,4.0,112.0,112.00012260899985,0.0001226089998453972,0.5,1,1.000001094723213,0.9962937235000027,2,and to materialism. There were certain names which he often pronounced,2,were certain names which he often pronounced to support whatever things he might be,. He made pretensions to literature and to materialism. There,108.36,112.06
6,4,clean_fileid_6_doa140_spk1_4.wav,4.0,1,clean_spk1,112.0,116.0,140,3.984014536000359,4.0,116.0,116.00012929900004,0.00012929900003655348,0.5,1,1.000001114646552,0.9960036340000897,2,to support whatever things he might be saying. Voltaire.,1,saying. Voltaire.,were certain names which he often pronounced to support whatever things he might be,112.36,114.08
7,1,clean_fileid_7_doa57_spk1_1.wav,4.0,1,clean_spk1,116.0,120.0,57,3.9859515239995744,4.0,120.0,120.00012001300001,0.00012001300001429627,0.5,1,1.0000010001083335,0.9964878809998936,1,Those bullet holes in the back of the car,2,Those bullet holes in the back of the car were fired from above and behind,,116.34,120.03999999999999
7,2,clean_fileid_7_doa57_spk1_2.wav,4.0,1,clean_spk1,120.0,124.0,57,3.98485680199974,4.0,124.0,124.00011520699991,0.00011520699990796857,0.5,1,1.0000009290887089,0.996214200499935,2,were fired from above and behind the machine. They slanted down,2,"the machine. They slanted down , but not sideways.",Those bullet holes in the back of the car were fired from above and behind,120.42,123.98
7,3,clean_fileid_7_doa57_spk1_3.wav,4.0,1,clean_spk1,124.0,128.0,57,3.985693352999988,4.0,128.0,128.0001287519999,0.00012875199990958208,0.5,1,1.0000010058749993,0.996423338249997,1,", but not sideways.",0,,"the machine. They slanted down , but not sideways.",,
8,1,clean_fileid_8_doa333_spk1_1.wav,4.0,1,clean_spk1,128.0,132.0,333,3.986079833000076,4.0,132.0,132.0001202430003,0.00012024300031043822,0.5,1,1.0000009109318206,0.996519958250019,1,They wanted to learn the game,2,"They wanted to learn the game . At 2 o'clock, the captain asked the",,128.38,132.22
8,2,clean_fileid_8_doa333_spk1_2.wav,4.0,1,clean_spk1,132.0,136.0,333,3.986919711000155,4.0,136.0,136.00012340600006,0.00012340600005700253,0.5,1,1.0000009073970593,0.9967299277500388,2,". At 2 o'clock, the captain asked the mate how we were getting on.",2,"mate how we were getting on. ""Oh, pretty glibly, sir,"" replied","They wanted to learn the game . At 2 o'clock, the captain asked the",132.38000000000002,136.26000000000002
8,3,clean_fileid_8_doa333_spk1_3.wav,4.0,1,clean_spk1,136.0,140.0,333,3.9860662259998207,4.0,140.0,140.00014635099978,0.00014635099978477228,0.5,1,1.0000010453642842,0.9965165564999552,2,"""Oh, pretty glibly, sir,"" replied the mate. ""We can scarcely tell what",2,"the mate. ""We can scarcely tell what headway we are making, for we are obliged","mate how we were getting on. ""Oh, pretty glibly, sir,"" replied",136.38000000000002,140.24
8,4,clean_fileid_8_doa333_spk1_4.wav,4.0,1,clean_spk1,140.0,144.0,333,3.9868250010003976,4.0,144.0,144.0001280280003,0.00012802800029021455,0.5,1,1.0000008890833354,0.9967062502500994,2,"headway we are making, for we are obliged to keep the middle of the river, and there is",2,"to keep the middle of the river, and there is the shadow of a fog rising.","the mate. ""We can scarcely tell what headway we are making, for we are obliged",140.60000000000002,143.92000000000002
8,5,clean_fileid_8_doa333_spk1_5.wav,4.0,1,clean_spk1,144.0,148.0,333,3.9854654430000664,4.0,148.0,148.00011933800033,0.00011933800033148145,0.5,1,1.00000080633784,0.9963663607500166,1,the shadow of a fog rising.,0,,"to keep the middle of the river, and there is the shadow of a fog rising.",,
9,1,clean_fileid_9_doa314_spk1_1.wav,4.0,1,clean_spk1,148.0,152.0,314,3.98765640900001,4.0,152.0,152.00011607899978,0.0001160789997811662,0.5,1,1.0000007636776302,0.9969141022500025,1,The deaf gentlemen submitted.,2,The deaf gentlemen submitted. Why did you invite yourself? Because,,148.26000000000002,152.10000000000002
9,2,clean_fileid_9_doa314_spk1_2.wav,4.0,1,clean_spk1,152.0,156.0,314,3.98685355500038,4.0,156.0,156.00012920800054,0.0001292080005441676,0.5,1,1.0000008282564137,0.996713388750095,2,Why did you invite yourself? Because a tea party is not complete without a,2,a tea party is not complete without a woman. Her manner was as,The deaf gentlemen submitted. Why did you invite yourself? Because,152.46,156.20000000000002
9,3,clean_fileid_9_doa314_spk1_3.wav,4.0,1,clean_spk1,156.0,160.0,314,3.987368544000674,4.0,160.0,160.0001440390006,0.00014403900058823638,0.5,1,1.0000009002437538,0.9968421360001685,2,woman. Her manner was as strangely altered as her looks,2,strangely altered as her looks . That she was beside herself,a tea party is not complete without a woman. Her manner was as,156.52,160.06
9,4,clean_fileid_9_doa314_spk1_4.wav,4.0,1,clean_spk1,160.0,164.0,314,3.978762003999691,4.0,164.0,164.00010731800012,0.0001073180001185392,0.5,1,1.0000006543780495,0.9946905009999227,2,. That she was beside herself for the moment I clearly saw.,1,for the moment I clearly saw.,strangely altered as her looks . That she was beside herself,160.42000000000002,161.88000000000002
10,1,clean_fileid_10_doa3_spk1_1.wav,4.0,1,clean_spk1,164.0,168.0,3,3.9886891859996467,4.0,168.0,168.00012178500037,0.00012178500037407503,0.5,1,1.0000007249107166,0.9971722964999117,2,Here he saw clients when Mr. Carlis,3,"Here he saw clients when Mr. Carlis le was out or engaged, and here he",,164.22,168.28
10,2,clean_fileid_10_doa3_spk1_2.wav,4.0,1,clean_spk1,168.0,172.0,3,3.9846188520004944,4.0,172.0,172.00012868900012,0.00012868900012108497,0.5,1,1.0000007481918611,0.9961547130001236,2,"le was out or engaged, and here he issued private orders.",2,"issued private orders. A little window, not larger than a","Here he saw clients when Mr. Carlis le was out or engaged, and here he",168.56,172.26000000000002
10,3,clean_fileid_10_doa3_spk1_3.wav,4.0,1,clean_spk1,172.0,176.0,3,3.98740530699979,4.0,176.0,176.00016002699977,0.00016002699976525037,0.5,1,1.000000909244317,0.9968513267499475,2,"A little window, not larger than a pane of glass, looked out from the clerk's",2,"pane of glass, looked out from the clerk's office. They call it Old Dills","issued private orders. A little window, not larger than a",172.46,176.28
10,4,clean_fileid_10_doa3_spk1_4.wav,4.0,1,clean_spk1,176.0,180.0,3,3.986322645000655,4.0,180.0,180.00012821200016,0.00012821200016333023,0.5,1,1.0000007122888899,0.9965806612501638,2,office. They call it Old Dills People and wished it anywhere else,2,People and wished it anywhere else .,"pane of glass, looked out from the clerk's office. They call it Old Dills",176.52,178.901
11,1,clean_fileid_11_doa264_spk1_1.wav,4.0,1,clean_spk1,180.0,184.0,264,3.9852160899999944,4.0,184.0,184.00011618400003,0.00011618400003499119,0.5,1,1.000000631434783,0.9963040224999986,2,. Seize me bowling along the road straight,2,Seize me bowling along the road straight when he delivers himself of a yell,,180.10000000000002,184.28
11,2,clean_fileid_11_doa264_spk1_2.wav,4.0,1,clean_spk1,184.0,188.0,264,3.9870958719993723,4.0,188.0,188.0001124620003,0.00011246200028836029,0.5,1,1.0000005982021292,0.9967739679998431,2,"when he delivers himself of a yell , pure and simple",2,", pure and simple . At Perrysburg, I strike the",Seize me bowling along the road straight when he delivers himself of a yell,184.5,188.12
11,3,clean_fileid_11_doa264_spk1_3.wav,4.0,1,clean_spk1,188.0,192.0,264,3.985223953000059,4.0,192.0,192.00011629999972,0.00011629999971773941,0.5,1,1.0000006057291653,0.9963059882500147,2,". At Perrysburg, I strike the famous Mommie Pike. 40",2,famous Mommie Pike. 40 miles of stone road almost,", pure and simple . At Perrysburg, I strike the",188.36,192.26000000000002
11,4,clean_fileid_11_doa264_spk1_4.wav,4.0,1,clean_spk1,192.0,196.0,264,3.9880273230000967,4.0,196.0,196.000109953,0.00010995299999194685,0.5,1,1.0000005609846938,0.9970068307500242,2,miles of stone road almost a dead level.,1,a dead level.,famous Mommie Pike. 40 miles of stone road almost,192.74,193.96
12,1,clean_fileid_12_doa38_spk1_1.wav,4.0,1,clean_spk1,196.0,200.0,38,3.987863321000077,4.0,200.0,200.00014567500057,0.00014567500056728022,0.5,1,1.0000007283750028,0.9969658302500193,2,Of any other matter which might have,3,Of any other matter which might have been preying upon her husband's mind,,196.24,200.10000000000002
12,2,clean_fileid_12_doa38_spk1_2.wav,4.0,1,clean_spk1,200.0,204.0,38,3.9863090039998497,4.0,204.0,204.00012812099976,0.00012812099976144964,0.5,1,1.0000006280441165,0.9965772509999624,2,been preying upon her husband's mind recently. Mrs,2,recently. Mrs . Madison knew of none what,Of any other matter which might have been preying upon her husband's mind,200.36,204.08
12,3,clean_fileid_12_doa38_spk1_3.wav,4.0,1,clean_spk1,204.0,208.0,38,3.9851907390002452,4.0,208.0,208.00012476899974,0.0001247689997398993,0.5,1,1.0000005998509602,0.9962976847500613,2,. Madison knew of none what up. The coroner,2,up. The coroner intimated that her ordeal was,recently. Mrs . Madison knew of none what,204.3,207.98000000000002
12,4,clean_fileid_12_doa38_spk1_4.wav,4.0,1,clean_spk1,208.0,212.0,38,3.984714017999977,4.0,212.0,212.00014945800012,0.00014945800012355903,0.5,1,1.0000007049905666,0.9961785044999942,2,"intimated that her ordeal was at an end, and the veiled lady",2,"at an end, and the veiled lady made her way to the door.",up. The coroner intimated that her ordeal was,208.36,211.54000000000002
12,5,clean_fileid_12_doa38_spk1_5.wav,4.0,1,clean_spk1,212.0,216.0,38,3.985722624999653,4.0,216.0,216.00013369099997,0.00013369099997362355,0.5,1,1.0000006189398147,0.9964306562499132,1,made her way to the door.,0,,"at an end, and the veiled lady made her way to the door.",,
13,1,clean_fileid_13_doa5_spk1_1.wav,4.0,1,clean_spk1,216.0,220.0,5,3.9852340649995313,4.0,220.0,220.0001470520001,0.00014705200010212138,0.5,1,1.0000006684181824,0.9963085162498828,1,"No matter how difficult, he must",2,"No matter how difficult, he must succeed in it or die",,216.3,219.74
13,2,clean_fileid_13_doa5_spk1_2.wav,4.0,1,clean_spk1,220.0,224.0,5,3.985954416999448,4.0,224.0,224.00010429899976,0.0001042989997586119,0.5,1,1.0000004656205346,0.996488604249862,2,succeed in it or die . They do not,2,". They do not think long, but replied","No matter how difficult, he must succeed in it or die",220.86,223.68
13,3,clean_fileid_13_doa5_spk1_3.wav,4.0,1,clean_spk1,224.0,228.0,5,3.987849716999335,4.0,228.0,228.00013734500044,0.0001373450004393817,0.5,1,1.0000006023903527,0.9969624292498338,2,"think long, but replied , ""Let him build your majesty",2,", ""Let him build your majesty in one day a more beautiful",". They do not think long, but replied",224.9,228.04000000000002
13,4,clean_fileid_13_doa5_spk1_4.wav,4.0,1,clean_spk1,228.0,232.0,5,3.9852849400003834,4.0,232.0,232.00011633099984,0.00011633099984464934,0.5,1,1.0000005014267235,0.9963212350000958,2,in one day a more beautiful palace than this and if he,2,palace than this and if he fails in the attempt,", ""Let him build your majesty in one day a more beautiful",228.52,231.24
13,5,clean_fileid_13_doa5_spk1_5.wav,4.0,1,clean_spk1,232.0,236.0,5,3.9876519599993117,4.0,236.0,236.00013239100008,0.00013239100007922389,0.5,1,1.0000005609788138,0.9969129899998279,2,fails in the attempt .,1,.,palace than this and if he fails in the attempt,232.0,232.001
14,1,clean_fileid_14_doa181_spk1_1.wav,4.0,1,clean_spk1,236.0,240.0,181,3.9859831930007203,4.0,240.0,240.00014631399972,0.00014631399972131476,0.5,1,1.0000006096416656,0.9964957982501801,2,This was a curious consolation.,3,This was a curious consolation. The two spend hours together sometimes,,236.26000000000002,239.74
14,2,clean_fileid_14_doa181_spk1_2.wav,4.0,1,clean_spk1,240.0,244.0,181,3.9831007270004193,4.0,244.0,244.00013446600042,0.0001344660004178877,0.5,1,1.0000005510901657,0.9957751817501048,2,"The two spend hours together sometimes in the tiny harler, stumbling over",2,"in the tiny harler, stumbling over Berlin wall difficulties and now and then",This was a curious consolation. The two spend hours together sometimes,240.38000000000002,244.22
14,3,clean_fileid_14_doa181_spk1_3.wav,4.0,1,clean_spk1,244.0,248.0,181,3.9854572000003827,4.0,248.0,248.0001260070003,0.0001260070002899738,0.5,1,1.0000005080927432,0.9963643000000957,2,Berlin wall difficulties and now and then wandering true and fro conversation,2,wandering true and fro conversation ally from Priscilla to the oct,"in the tiny harler, stumbling over Berlin wall difficulties and now and then",244.44,248.18
14,4,clean_fileid_14_doa181_spk1_4.wav,4.0,1,clean_spk1,248.0,252.0,181,3.986830339000335,4.0,252.0,252.00011710000035,0.0001171000003523659,0.5,1,1.0000004646825411,0.9967075847500837,2,ally from Priscilla to the oct agon stitch and from the octagon stitch,2,agon stitch and from the octagon stitch to Dennis.,wandering true and fro conversation ally from Priscilla to the oct,248.32000000000002,251.16000000000003
14,5,clean_fileid_14_doa181_spk1_5.wav,4.0,1,clean_spk1,252.0,256.0,181,3.988573415999781,4.0,256.0,256.0001305650003,0.00013056500029051676,0.5,1,1.0000005100195324,0.9971433539999452,2,to Dennis. [BLANK,1,[BLANK,agon stitch and from the octagon stitch to Dennis.,252.04000000000002,252.04100000000003
15,1,clean_fileid_15_doa266_spk1_1.wav,4.0,1,clean_spk1,256.0,260.0,266,3.9873191450005834,4.0,260.0,260.00012860600054,0.00012860600054409588,0.5,1,1.0000004946384635,0.9968297862501458,1,When on shore he followed,2,When on shore he followed his favorites like a dog,,256.64,259.94
15,2,clean_fileid_15_doa266_spk1_2.wav,4.0,1,clean_spk1,260.0,264.0,266,3.986466749000101,4.0,264.0,264.0001261799998,0.00012617999982467154,0.5,1,1.0000004779545448,0.9966166872500253,2,his favorites like a dog and was never known to root,2,"and was never known to root , except in speech and appearance",When on shore he followed his favorites like a dog,260.6,264.16
15,3,clean_fileid_15_doa266_spk1_3.wav,4.0,1,clean_spk1,264.0,268.0,266,3.986176706999686,4.0,268.0,268.0001225020005,0.0001225020005222177,0.5,1,1.000000457097017,0.9965441767499215,2,", except in speech and appearance , he was the counterpart of a",2,", he was the counterpart of a happy, good-natured and well-ca","and was never known to root , except in speech and appearance",264.88,268.24
15,4,clean_fileid_15_doa266_spk1_4.wav,4.0,1,clean_spk1,268.0,272.0,266,3.985634368999854,4.0,272.0,272.00012278400027,0.00012278400026843883,0.5,1,1.0000004514117657,0.9964085922499635,2,"happy, good-natured and well-ca red-for household dog.",1,red-for household dog.,", he was the counterpart of a happy, good-natured and well-ca",268.36,270.24
16,1,clean_fileid_16_doa36_spk1_1.wav,4.0,1,clean_spk1,272.0,276.0,36,3.988613410000653,4.0,276.0,276.0001260270001,0.0001260270000784658,0.5,1,1.0000004566195655,0.9971533525001632,1,One hot summer day a few months,2,"One hot summer day a few months after the marriage, Juliet",,272.34000000000003,275.82
16,2,clean_fileid_16_doa36_spk1_2.wav,4.0,1,clean_spk1,276.0,280.0,36,3.985043076999318,4.0,280.0,280.0001399620005,0.00013996200050314656,0.5,1,1.0000004998642875,0.9962607692498295,2,"after the marriage, Juliet returning to the consulate after a morning",2,returning to the consulate after a morning spent in very active exercise,"One hot summer day a few months after the marriage, Juliet",276.24,279.86
16,3,clean_fileid_16_doa36_spk1_3.wav,4.0,1,clean_spk1,280.0,284.0,36,3.98135824900055,4.0,284.0,284.0001239780004,0.00012397800037433626,0.5,1,1.0000004365422548,0.9953395622501375,2,spent in very active exercise upon a tennis court was,2,"upon a tennis court was met on the doorstep by Dora,",returning to the consulate after a morning spent in very active exercise,280.6,284.22
16,4,clean_fileid_16_doa36_spk1_4.wav,4.0,1,clean_spk1,284.0,288.0,36,3.986579680000432,4.0,288.0,288.0001352449999,0.00013524499991035555,0.5,1,1.000000469600694,0.996644920000108,2,"met on the doorstep by Dora, the youngest of the Clarence Butchers",2,the youngest of the Clarence Butchers . Wasn,"upon a tennis court was met on the doorstep by Dora,",284.54,288.26
17,1,clean_fileid_17_doa99_spk1_1.wav,4.0,1,clean_spk1,288.0,292.0,99,3.986664725999617,4.0,292.0,292.000118164,0.00011816400001407601,0.5,1,1.000000404671233,0.9966661814999043,2,. Wasn 't she later on engaged to a man whom,2,"'t she later on engaged to a man whom she really loved? Yes, that was it",,288.52000000000004,292.2
17,2,clean_fileid_17_doa99_spk1_2.wav,4.0,1,clean_spk1,292.0,296.0,99,3.989800113000456,4.0,296.0,296.0001345159999,0.00013451599988911767,0.5,1,1.0000004544459455,0.997450028250114,2,"she really loved? Yes, that was it . And during all the time she kept up",2,". And during all the time she kept up her old liaison, the author wanted","'t she later on engaged to a man whom she really loved? Yes, that was it",292.86,296.26
17,3,clean_fileid_17_doa99_spk1_3.wav,4.0,1,clean_spk1,296.0,300.0,99,3.98504229900027,4.0,300.0,300.00013870099974,0.00013870099974155892,0.5,1,1.0000004623366658,0.9962605747500675,2,"her old liaison, the author wanted to show that a woman can love in two ways",2,"to show that a woman can love in two ways , a man only in one.",". And during all the time she kept up her old liaison, the author wanted",296.5,300.26
17,4,clean_fileid_17_doa99_spk1_4.wav,4.0,1,clean_spk1,300.0,304.0,99,3.986486662999596,4.0,304.0,304.0001716080005,0.00017160800052806735,0.5,1,1.0000005645000016,0.996621665749899,2,", a man only in one. That's true enough, isn't it? Certainly",2,"That's true enough, isn't it? Certainly !","to show that a woman can love in two ways , a man only in one.",300.34000000000003,302.341
18,1,clean_fileid_18_doa181_spk1_1.wav,4.0,1,clean_spk1,304.0,308.0,181,3.9860152269993705,4.0,308.0,308.0001512560002,0.00015125600020837737,0.5,1,1.0000004910909097,0.9965038067498426,2,! And don't I hope that first picture turns,2,And don't I hope that first picture turns out good? It was a remarkable,,304.54,307.86
18,2,clean_fileid_18_doa181_spk1_2.wav,4.0,1,clean_spk1,308.0,312.0,181,3.979310347000137,4.0,312.0,312.00011061999976,0.00011061999975936487,0.5,1,1.0000003545512812,0.9948275867500342,2,out good? It was a remarkable pose if only the focus was right,2,pose if only the focus was right . He started,And don't I hope that first picture turns out good? It was a remarkable,308.42,312.08
